Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2,13:06,2,1,TAM 9,3,0,Reggie Bush left tackle for no gain (tackle by Lavonte David),5.420,4.740
2,12:36,3,1,TAM 9,3,0,Matthew Stafford up the middle for 4 yards (tackle by Daniel Te'o-Nesheim),4.740,6.060
2,11:54,1,5,TAM 5,3,6,"Matthew Stafford pass complete short middle to Nate Burleson for 5 yards, touchdown",6.060,7.000
2,11:54,,,TAM 2,3,7,David Akers kicks extra point good,0.000,0.000
2,11:54,,,DET 35,3,7,"Sam Martin kicks off 74 yards, touchback",0.000,-0.280
2,11:50,1,10,TAM 20,3,7,Mike Glennon pass complete deep right to Vincent Jackson for 47 yards (tackle by Rashean Mathis). Penalty on Rashean Mathis: Illegal Contact (Declined),0.280,3.380
2,11:21,1,10,DET 33,3,7,Bobby Rainey up the middle for -3 yards (tackle by Ndamukong Suh),3.380,2.430
2,10:42,2,13,DET 36,3,7,Bobby Rainey right tackle for 10 yards (tackle by Glover Quin),2.430,3.070
2,9:59,3,3,DET 26,3,7,Mike Glennon pass complete deep right to Tiquan Underwood for 16 yards (tackle by Chris Houston),3.070,4.910
2,9:25,1,10,DET 10,3,7,Bobby Rainey left tackle for 3 yards (tackle by DeAndre Levy and Andre Fluellen),4.910,4.760
2,8:50,2,7,DET 7,9,7,"Mike Glennon pass complete short left to Tiquan Underwood for 7 yards, touchdown",4.760,7.000
2,8:50,,,DET 2,10,7,Rian Lindell kicks extra point good,0.000,0.000
2,8:50,,,TAM 35,10,7,"Michael Koenen kicks off 71 yards, returned by Jeremy Ross for 26 yards (tackle by Tim Wright)",0.000,-0.280
2,8:36,1,10,DET 20,10,7,Reggie Bush right end for 15 yards (tackle by Keith Tandy),0.280,1.270
2,7:56,1,10,DET 35,10,7,Nate Burleson right end for no gain (tackle by Leonard Johnson and Adrian Clayborn),1.270,0.720
2,7:14,2,10,DET 35,10,7,"Matthew Stafford pass complete short middle to Kris Durham for 18 yards (tackle by Danny Gorrer). Penalty on Mark Barron: Roughing the Passer, 15 yards",0.720,3.450
2,6:40,1,10,TAM 32,10,7,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Darrelle Revis),3.450,4.650
2,5:58,1,10,TAM 14,10,7,Reggie Bush right tackle for 4 yards (tackle by Danny Gorrer and Daniel Te'o-Nesheim),4.650,4.710
2,5:16,2,6,TAM 10,10,7,Matthew Stafford pass complete short right to Joique Bell for no gain,4.710,3.820
2,4:38,3,6,TAM 10,10,13,"Matthew Stafford pass complete short right to Joseph Fauria for 10 yards, touchdown",3.820,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,4:38,,,TAM 2,10,14,David Akers kicks extra point good,0.000,0.000
2,4:38,,,DET 35,10,14,"Sam Martin kicks off 70 yards, returned by Eric Page for 44 yards (tackle by Don Carey). Eric Page fumbles, recovered by Ted Larsen at TAM-39 (tackle by Theo Riddick)",0.000,-1.530
2,4:21,1,10,TAM 39,10,14,Mike Glennon sacked by Glover Quin for -13 yards,1.530,-0.770
2,3:50,2,23,TAM 26,10,14,"Penalty on Jamon Meredith: False Start, 5 yards (no play)",-0.770,-1.440
2,3:33,2,28,TAM 21,10,14,Bobby Rainey right tackle for 6 yards (tackle by DeAndre Levy),-1.440,-1.290
2,2:53,3,22,TAM 27,10,14,Mike Glennon pass complete short middle to Tim Wright for 9 yards (tackle by Bill Bentley),-1.290,-0.980
2,2:07,4,13,TAM 36,10,14,Michael Koenen punts 29 yards,-0.980,-1.270
2,1:54,1,10,DET 35,10,14,Reggie Bush left tackle for 7 yards (tackle by Lavonte David),1.270,1.670
2,1:31,2,3,DET 42,10,14,Matthew Stafford pass complete short right to Reggie Bush for 2 yards (tackle by Lavonte David),1.670,1.220
2,1:06,3,1,DET 44,10,14,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Darrelle Revis),1.220,1.220
2,1:01,3,1,DET 44,10,14,Timeout #1 by Detroit Lions,1.220,2.320
2,1:01,1,10,TAM 49,10,14,"Penalty on Rob Sims: False Start, 5 yards (no play)",2.320,1.990
2,1:01,1,15,DET 46,16,14,"Matthew Stafford pass incomplete short left intended for Brandon Pettigrew is intercepted by Leonard Johnson at DET-48 and returned for 48 yards, touchdown",1.990,-7.000
2,0:50,,,DET 2,17,14,Rian Lindell kicks extra point good,0.000,0.000
2,0:50,1,15,DET 46,17,14,Timeout #2 by Tampa Bay Buccaneers,2.520,0.000
2,0:50,,,TAM 35,17,14,"Michael Koenen kicks off 71 yards, touchback",0.000,-0.280
2,0:50,1,10,DET 20,17,14,Matthew Stafford pass complete deep middle to Calvin Johnson for 17 yards (tackle by Lavonte David),0.280,0.280
2,0:45,1,10,DET 20,17,14,Timeout #2 by Detroit Lions,0.280,1.400
2,0:45,1,10,DET 37,17,14,Matthew Stafford pass incomplete short right intended for Joique Bell,1.400,0.860
2,0:41,2,10,DET 37,17,14,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,0.860,0.170
2,0:35,3,10,DET 37,17,14,"Matthew Stafford up the middle for 16 yards (tackle by Da'Quan Bowers). Penalty on Brandon Pettigrew: Offensive Holding (Offsetting), Penalty on Da'Quan Bowers: Defensive Holding (Offsetting) (no play)",0.170,0.170
2,0:25,3,10,DET 37,17,14,Matthew Stafford pass incomplete short left intended for Nate Burleson,0.170,-0.910
2,0:20,4,10,DET 37,17,14,"Sam Martin punts 43 yards, returned by Eric Page for 17 yards (tackle by Rocky McIntosh)",-0.910,-1.400
2,0:06,1,10,TAM 37,17,14,Mike Glennon kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,14,"Sam Martin kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,TAM 20,17,14,Bobby Rainey left tackle for -3 yards (tackle by Stephen Tulloch),0.280,-0.790
3,14:27,2,13,TAM 17,17,14,Bobby Rainey up the middle for -4 yards (tackle by Ashlee Palmer),-0.790,-2.190
3,13:48,3,17,TAM 13,17,14,Mike Glennon pass incomplete short middle intended for Vincent Jackson (defended by DeAndre Levy),-2.190,-2.490
3,13:42,4,17,TAM 13,17,14,Michael Koenen punts 56 yards,-2.490,-1.000
3,13:29,1,10,DET 31,17,14,Reggie Bush left tackle for 5 yards (tackle by Akeem Spence),1.000,1.140
3,12:53,2,5,DET 36,17,14,Matthew Stafford pass complete short left to Calvin Johnson for 12 yards (tackle by Johnthan Banks). Penalty on Johnthan Banks: Defensive Pass Interference (Declined),1.140,2.130
3,12:28,1,10,DET 48,17,14,Reggie Bush up the middle for 2 yards (tackle by Lavonte David and Adam Hayward),2.130,1.850
3,11:49,2,8,,17,14,Matthew Stafford pass incomplete short left intended for Reggie Bush,1.850,1.160
3,11:45,3,8,,17,14,Matthew Stafford pass complete deep middle to Calvin Johnson for 21 yards (tackle by Johnthan Banks),1.160,3.640
3,11:02,1,10,TAM 29,17,14,Joique Bell up the middle for 6 yards (tackle by Adrian Clayborn and Leonard Johnson),3.640,3.910
3,10:22,2,4,TAM 23,17,14,Matthew Stafford pass complete short left to Nate Burleson for 5 yards (tackle by Danny Gorrer and Leonard Johnson),3.910,4.370
3,9:41,1,10,TAM 18,17,20,"Matthew Stafford pass complete deep middle to Brandon Pettigrew for 18 yards, touchdown",4.370,7.000
3,9:41,,,TAM 2,17,21,David Akers kicks extra point good,0.000,0.000
3,9:41,,,DET 35,17,21,"Sam Martin kicks off 71 yards, returned by Eric Page for 39 yards (tackle by Tahir Whitehead)",0.000,-1.140
3,9:30,1,10,TAM 33,17,21,Mike Glennon pass incomplete short left intended for Brian Leonard,1.140,0.590
3,9:25,2,10,TAM 33,17,21,Bobby Rainey right end for 4 yards (tackle by Willie Young),0.590,0.430
3,8:49,3,6,TAM 37,17,21,Mike Glennon pass incomplete short right intended for Tim Wright (defended by Don Carey),0.430,-0.910
3,8:41,4,6,TAM 37,17,21,"Michael Koenen punts 43 yards, fair catch by Jeremy Ross",-0.910,-0.280
3,8:34,1,10,DET 20,17,21,Reggie Bush up the middle for 39 yards (tackle by Danny Gorrer),0.280,2.850
3,7:58,1,10,TAM 41,17,21,Matthew Stafford pass incomplete deep right intended for Kris Durham,2.850,2.310
3,7:50,2,10,TAM 41,17,21,Matthew Stafford sacked by Dekoda Watson for -1 yards,2.310,1.490
3,7:10,3,11,TAM 42,17,21,"Matthew Stafford pass incomplete short left intended for Brandon Pettigrew. Penalty on Mark Barron: Defensive Pass Interference, 6 yards (no play)",1.490,3.180
3,7:04,1,10,TAM 36,17,21,Reggie Bush right tackle for 2 yards (tackle by Dekoda Watson),3.180,2.910
3,6:25,2,8,TAM 34,17,21,Matthew Stafford pass complete short right to Brandon Pettigrew for 9 yards (tackle by Lavonte David and Mark Barron),2.910,3.910
3,5:43,1,10,TAM 25,17,21,Matthew Stafford pass incomplete intended for Calvin Johnson is intercepted by Keith Tandy at TAM-1 and returned for 16 yards (tackle by Nate Burleson),3.910,0.060
3,5:34,1,10,TAM 17,17,21,Mike Glennon pass incomplete short left intended for Bobby Rainey,-0.060,-0.580
3,5:29,2,10,TAM 17,17,21,Mike Glennon pass complete short left to Tim Wright for 14 yards (tackle by Rashean Mathis),-0.580,1.000
3,4:45,1,10,TAM 31,17,21,Bobby Rainey right tackle for -2 yards (tackle by Glover Quin and Stephen Tulloch),1.000,0.190
3,4:10,2,12,TAM 29,17,21,"Bobby Rainey right end for 2 yards (tackle by Ashlee Palmer). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",0.190,-1.220
3,3:45,2,22,TAM 19,17,21,Bobby Rainey up the middle for 11 yards (tackle by DeAndre Levy),-1.220,-0.360
3,3:06,3,11,TAM 30,17,21,"Penalty on Tim Wright: False Start, 5 yards (no play)",-0.360,-1.020
3,2:44,3,16,TAM 25,17,21,Mike Glennon pass incomplete,-1.020,-1.700
3,2:37,4,16,TAM 25,17,21,"Michael Koenen punts 43 yards, muffed catch by Jeremy Ross, ball out of bounds at DET-32",-1.700,-1.070
3,2:29,1,10,DET 32,17,21,Reggie Bush up the middle for 4 yards (tackle by Lavonte David),1.070,1.070
3,1:48,2,6,DET 36,17,21,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by Jonathan Casillas),1.070,0.370
3,1:44,3,6,DET 36,17,21,Matthew Stafford pass complete short right to Nate Burleson for 5 yards (tackle by Leonard Johnson),0.370,-0.650
3,0:57,4,1,DET 41,17,21,"Sam Martin punts 56 yards, returned by Eric Page for 2 yards (tackle by Don Carey)",-0.650,0.380
3,0:47,1,10,TAM 5,17,21,Mike Glennon pass complete short right to Tim Wright for 9 yards (tackle by Glover Quin and Stephen Tulloch),-0.380,-0.100
3,0:07,2,1,TAM 14,17,21,Bobby Rainey right tackle for no gain (tackle by Ndamukong Suh and DeAndre Levy),-0.100,-0.370
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 14,17,21,Bobby Rainey right tackle for 1 yard (tackle by DeAndre Levy),-0.370,-0.220
4,14:17,1,10,TAM 15,23,21,"Mike Glennon pass complete deep middle to Tiquan Underwood for 85 yards, touchdown",-0.220,7.000
4,14:17,,,DET 2,24,21,Rian Lindell kicks extra point good,0.000,0.000
4,14:17,,,TAM 35,24,21,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
4,14:05,1,10,DET 20,24,21,Joique Bell up the middle for 6 yards (tackle by Mark Barron),0.280,0.540
4,13:33,2,4,DET 26,24,21,Joique Bell right tackle for 2 yards (tackle by Gerald McCoy),0.540,0.100
4,12:53,3,2,DET 28,24,21,Matthew Stafford pass complete short left to Reggie Bush for 3 yards (tackle by Mark Barron),0.100,1.000
4,12:17,1,10,DET 31,24,21,Reggie Bush right tackle for 5 yards (tackle by Adam Hayward),1.000,1.140
4,11:46,2,5,DET 36,24,21,"Penalty on Mark Barron: Neutral Zone Infraction, 5 yards (no play)",1.140,1.660
4,11:22,1,10,DET 41,24,21,Joique Bell left tackle for -1 yards (tackle by Gerald McCoy),1.660,0.990
4,10:42,2,11,DET 40,24,21,Matthew Stafford pass incomplete short left intended for Reggie Bush,0.990,0.300
4,10:38,3,11,DET 40,24,21,Matthew Stafford sacked by Adrian Clayborn for -10 yards,0.300,-1.370
4,9:58,4,21,DET 30,24,21,"Sam Martin punts, blocked by Danny Gorrer, recovered by Spencer Larsen and returned 11 yards",-1.370,-4.840
4,9:50,1,10,DET 11,24,21,Bobby Rainey left tackle for 1 yard (tackle by DeAndre Levy and Stephen Tulloch),4.840,4.320
4,9:11,2,9,DET 10,24,21,Mike Glennon sacked by Ezekiel Ansah for -10 yards,4.320,2.410
4,8:33,3,19,DET 20,24,21,Mike Glennon pass complete short left to Brian Leonard for 3 yards (tackle by Darius Slay and Willie Young),2.410,2.310
4,7:48,4,16,DET 17,24,21,Rian Lindell 35 yard field goal no good,2.310,-0.610
4,7:44,1,10,DET 25,24,21,Matthew Stafford pass incomplete short left intended for Nate Burleson,0.610,0.060
4,7:40,2,10,DET 25,24,21,Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew,0.060,-0.620
4,7:35,3,10,DET 25,24,21,Matthew Stafford pass complete short middle to Kris Durham for 9 yards (tackle by Lavonte David),-0.620,-1.110
4,6:58,4,1,DET 34,24,21,Matthew Stafford up the middle for 2 yards (tackle by William Gholston),-1.110,1.330
4,6:24,1,10,DET 36,24,21,Joique Bell left tackle for -1 yards (tackle by Lavonte David and Akeem Spence),1.330,0.660
4,5:49,2,11,DET 35,24,21,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Johnthan Banks),0.660,-0.030
4,5:43,3,11,DET 35,24,21,"Matthew Stafford pass complete deep left to Kris Durham for 19 yards (tackle by Danny Gorrer). Kris Durham fumbles (forced by Danny Gorrer), recovered by Kelcie McCray at TAM-46 and returned for 17 yards (tackle by Joique Bell)",-0.030,-3.120
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,5:31,1,10,DET 37,24,21,"Mike Glennon pass incomplete short right intended for Tiquan Underwood (defended by Darius Slay). Penalty on Darius Slay: Defensive Holding, 5 yards (no play)",3.120,3.450
4,5:18,1,10,DET 32,24,21,Brian Leonard up the middle for 3 yards (tackle by Louis Delmas),3.450,3.310
4,4:46,2,7,DET 29,24,21,Mike Glennon pass complete short right to Tim Wright for 4 yards (tackle by DeAndre Levy),3.310,3.140
4,4:41,3,3,DET 25,24,21,Mike Glennon sacked by Willie Young for -7 yards,3.140,1.240
4,3:54,4,10,DET 32,24,21,Rian Lindell 50 yard field goal no good,1.240,-1.600
4,3:49,1,10,DET 40,24,21,Matthew Stafford pass incomplete short left intended for Kris Durham,1.600,1.050
4,3:46,2,10,DET 40,24,21,Matthew Stafford pass complete short left to Reggie Bush for 9 yards (tackle by Lavonte David),1.050,1.550
4,3:10,3,1,DET 49,24,21,"Penalty on Kris Durham: False Start, 4 yards (no play)",1.550,1.030
4,3:05,3,5,DET 45,24,21,Matthew Stafford pass complete short middle to Calvin Johnson for 21 yards (tackle by Johnthan Banks),1.030,3.310
4,2:23,1,10,TAM 34,24,21,Joique Bell up the middle for 3 yards (tackle by Mark Barron),3.310,3.180
4,2:00,2,7,TAM 31,24,21,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.180,2.480
4,1:53,3,7,TAM 31,24,21,"Matthew Stafford pass incomplete short left intended for Kris Durham. Penalty on Mark Barron: Defensive Holding, 5 yards (no play)",2.480,3.840
4,1:48,1,10,TAM 26,24,21,Reggie Bush up the middle for -2 yards (tackle by Gerald McCoy and Akeem Spence),3.840,3.030
4,1:06,2,12,TAM 28,24,21,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Adam Hayward),3.030,3.030
4,1:00,2,12,TAM 28,24,21,Timeout #1 by Detroit Lions,3.030,2.350
4,1:00,3,12,TAM 28,24,21,Matthew Stafford pass incomplete intended for Calvin Johnson is intercepted by Johnthan Banks at TAM-3 and returned for 15 yards,2.350,-0.040
4,0:50,1,10,TAM 18,24,21,Mike Glennon kneels for -5 yards,0.040,0.040
4,0:47,1,10,TAM 18,24,21,Timeout #2 by Detroit Lions,0.040,-1.140
4,0:47,2,15,TAM 13,24,21,Mike Glennon kneels for -4 yards,-1.140,-1.140
4,0:44,2,15,TAM 13,24,21,Timeout #3 by Detroit Lions,-1.140,-2.470
4,0:44,3,19,TAM 9,24,21,Mike Glennon kneels for -7 yards,-2.470,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
