Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,9:38,1,15,LAR 22,0,0,Carlos Hyde left tackle for 3 yards (tackle by Blake Countess),4.110,3.600
1,9:08,2,12,LAR 19,6,0,"Colin Kaepernick pass complete short middle to Carlos Hyde for 19 yards, touchdown",3.600,7.000
1,9:01,,,LAR 15,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,9:01,,,SFO 35,7,0,"Bradley Pinion kicks off 68 yards, returned by Pharoh Cooper for 51 yards (tackle by Vinnie Sunseri)",0.000,-2.130
1,8:49,1,10,LAR 48,7,0,Todd Gurley middle for 1 yard (tackle by Gerald Hodges and Eli Harold),2.130,1.720
1,8:10,2,9,LAR 49,7,0,Jared Goff sacked by Ahmad Brooks for -2 yards,1.720,0.760
1,7:33,3,11,LAR 47,7,0,Jared Goff pass complete short middle to Tavon Austin for 15 yards (tackle by Keith Reaser). Penalty on Rashard Robinson: Illegal Use of Hands (Declined),0.760,3.050
1,7:07,1,10,SFO 38,7,0,Todd Gurley middle for 3 yards (tackle by Mike Purcell and Ahmad Brooks),3.050,2.910
1,6:28,2,7,SFO 35,7,0,Jared Goff pass complete short right to Todd Gurley for 5 yards (tackle by Antoine Bethea),2.910,2.870
1,5:41,3,2,SFO 30,7,0,Jared Goff pass incomplete short right intended for Tavon Austin,2.870,1.500
1,5:37,4,2,SFO 30,7,0,Jared Goff pass complete short right to Lance Kendricks for 24 yards (tackle by Jaquiski Tartt),1.500,5.830
1,4:56,1,6,SFO 6,7,0,Todd Gurley middle for 5 yards (tackle by Quinton Dial and Chris Jones),5.830,5.910
1,4:13,2,1,SFO 1,7,6,"Todd Gurley middle for 1 yard, touchdown",5.910,7.000
1,4:07,,,SFO 15,7,7,"Greg Zuerlein kicks extra point good. Penalty on Rashard Robinson: Defensive Offside, 5 yards",0.000,0.000
1,4:07,,,LAR 40,7,7,"Greg Zuerlein kicks off 60 yards, touchback",0.000,-0.610
1,4:07,1,10,SFO 25,7,7,Colin Kaepernick pass complete short right to Shaun Draughn for 8 yards (tackle by Alec Ogletree),0.610,1.140
1,3:38,2,2,SFO 33,7,7,Carlos Hyde right tackle for 2 yards (tackle by Aaron Donald),1.140,1.270
1,2:53,1,10,SFO 35,7,7,Colin Kaepernick pass incomplete deep right intended for Garrett Celek is intercepted by Cody Davis at LAR-41 and returned for 29 yards,1.270,-3.580
1,2:41,1,10,SFO 30,7,13,"Tavon Austin left end for 30 yards, touchdown",3.580,7.000
1,2:33,,,SFO 15,7,14,Greg Zuerlein kicks extra point good,0.000,0.000
1,2:33,,,LAR 35,7,14,"Greg Zuerlein kicks off 66 yards, returned by JaCorey Shepherd for 22 yards (tackle by Isaiah Johnson)",0.000,-0.340
1,2:26,1,10,SFO 21,7,14,Shaun Draughn left guard for 1 yard (tackle by T.J. McDonald),0.340,-0.070
1,1:58,2,9,SFO 22,7,14,Colin Kaepernick middle for 1 yard (tackle by Cam Thomas and Ethan Westbrooks). Penalty on Joshua Garnett: Offensive Holding (Declined),-0.070,-0.630
1,1:33,3,8,SFO 23,7,14,Colin Kaepernick pass complete short right to Rod Streater for 8 yards (tackle by Trumaine Johnson),-0.630,1.000
1,0:59,1,10,SFO 31,7,14,Carlos Hyde middle for 2 yards (tackle by Dominique Easley and Ethan Westbrooks),1.000,0.730
1,0:21,2,8,SFO 33,7,14,Colin Kaepernick pass complete short left to Carlos Hyde for 5 yards (tackle by Blake Countess),0.730,0.700
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,SFO 38,7,14,Colin Kaepernick pass complete short middle to Garrett Celek for 12 yards (tackle by T.J. McDonald),0.700,2.260
2,14:31,1,10,,7,14,Carlos Hyde right tackle for 3 yards (tackle by Mark Barron),2.260,2.120
2,13:57,2,7,LAR 47,7,14,Shaun Draughn middle for no gain (tackle by William Hayes),2.120,1.420
2,13:19,3,7,LAR 47,7,14,Colin Kaepernick sacked by Dominique Easley for -5 yards,1.420,-0.190
2,12:41,4,12,SFO 48,7,14,"Bradley Pinion punts 34 yards, fair catch by Tavon Austin",-0.190,-0.040
2,12:32,1,10,LAR 18,7,14,Todd Gurley left tackle for 1 yard (tackle by Chris Jones),0.040,-0.320
2,11:52,2,9,LAR 19,7,14,Jared Goff pass complete short right to Todd Gurley for 9 yards (tackle by Tramaine Brock and Antoine Bethea),-0.320,0.810
2,11:03,1,10,LAR 28,7,14,Todd Gurley middle for -5 yards (tackle by Chris Jones),0.810,-0.410
2,10:21,2,15,LAR 23,7,14,Jared Goff middle for 5 yards (tackle by Aaron Lynch),-0.410,-0.430
2,9:34,3,10,LAR 28,7,14,Jared Goff pass incomplete short left intended for Tavon Austin,-0.430,-1.500
2,9:28,4,10,LAR 28,7,14,"Johnny Hekker punts 48 yards, returned by Jeremy Kerley for 9 yards (tackle by Chase Reynolds). Penalty on JaCorey Shepherd: Illegal Block Above the Waist, 10 yards, Penalty on Prince Charles Iworah: Offensive Holding (Declined)",-1.500,0.280
2,9:16,1,10,SFO 14,7,14,Colin Kaepernick left end for 3 yards (tackle by Eugene Sims),-0.280,-0.370
2,8:41,2,7,SFO 17,7,14,Carlos Hyde middle for no gain (tackle by Cam Thomas and William Hayes),-0.370,-1.040
2,8:02,3,7,SFO 17,7,14,Colin Kaepernick pass incomplete short middle intended for Rod Streater,-1.040,-2.320
2,7:58,4,7,SFO 17,7,14,"Bradley Pinion punts 47 yards, returned by Tavon Austin for -2 yards (tackle by Vinnie Sunseri)",-2.320,-1.200
2,7:45,1,10,LAR 34,7,14,Jared Goff pass complete short right to Tyler Higbee for 3 yards (tackle by Antoine Bethea),1.200,1.060
2,7:05,2,7,LAR 37,7,14,Malcolm Brown right tackle for 2 yards (tackle by Rashard Robinson),1.060,0.630
2,6:20,3,5,LAR 39,7,14,Jared Goff pass incomplete short left intended for Tavon Austin,0.630,-0.780
2,6:14,4,5,LAR 39,7,14,"Johnny Hekker punts 48 yards, fair catch by Jeremy Kerley",-0.780,0.320
2,6:06,1,10,SFO 13,7,14,Carlos Hyde middle for 5 yards (tackle by Michael Brockers),-0.320,-0.140
2,5:34,2,5,SFO 18,7,14,Carlos Hyde left guard for 2 yards (tackle by Dominique Easley),-0.140,-0.590
2,4:55,3,3,SFO 20,7,14,Colin Kaepernick pass complete short left to Aaron Burbridge for 13 yards (tackle by Blake Countess),-0.590,1.140
2,4:23,1,10,SFO 33,7,14,Colin Kaepernick pass complete short right to Shaun Draughn for 9 yards (tackle by Blake Countess),1.140,1.810
2,3:55,2,1,SFO 42,7,14,Carlos Hyde right guard for 6 yards (tackle by William Hayes),1.810,2.130
2,3:28,1,10,SFO 48,7,14,"Colin Kaepernick pass incomplete short middle intended for Jeremy Kerley. Penalty on Blake Countess: Defensive Pass Interference, 5 yards (no play)",2.130,2.460
2,3:24,1,10,LAR 47,7,14,Shaun Draughn left guard for 2 yards (tackle by Cam Thomas),2.460,2.180
2,2:52,2,8,LAR 45,7,14,Colin Kaepernick left tackle for 2 yards (tackle by Alec Ogletree),2.180,1.750
2,2:10,3,6,LAR 43,7,14,Colin Kaepernick pass complete short middle to Aaron Burbridge for 2 yards (tackle by E.J. Gaines),1.750,0.530
2,2:00,4,4,LAR 41,7,14,"Bradley Pinion punts 41 yards, touchback",0.530,-0.280
2,1:51,1,10,LAR 20,7,14,Todd Gurley middle for 11 yards (tackle by Gerald Hodges),0.280,1.000
2,1:29,1,10,LAR 31,7,14,Todd Gurley right guard for 2 yards (tackle by Ahmad Brooks),1.000,0.730
2,0:56,2,8,LAR 33,7,14,Jared Goff pass complete short middle to Lance Kendricks for 6 yards (tackle by Jaquiski Tartt),0.730,0.000
2,0:49,,,,7,14,Timeout #1 by San Francisco 49ers,0.000,-0.830
2,0:49,3,2,LAR 39,7,14,Jared Goff pass incomplete short middle intended for Kenny Britt (defended by DeForest Buckner),0.830,-0.780
2,0:45,4,2,LAR 39,7,14,"Johnny Hekker punts 49 yards, fair catch by Jeremy Kerley",-0.780,0.350
2,0:38,1,10,SFO 12,7,14,Shaun Draughn middle for 3 yards (tackle by Aaron Donald),-0.350,0.000
2,0:32,,,,7,14,Timeout #1 by Los Angeles Rams,0.000,0.500
2,0:32,2,7,SFO 15,7,14,Shaun Draughn right guard for 3 yards (tackle by William Hayes),-0.500,0.000
2,0:27,,,,7,14,Timeout #2 by Los Angeles Rams,0.000,0.720
2,0:27,3,4,SFO 18,7,14,Shaun Draughn middle for 3 yards (tackle by Aaron Donald and Blake Countess),-0.720,0.000
2,0:13,,,,7,14,Timeout #3 by Los Angeles Rams,0.000,1.960
2,0:13,4,1,SFO 21,7,14,"Bradley Pinion punts 40 yards, returned by Tavon Austin for 9 yards (tackle by Kyle Nelson)",-1.960,-2.130
2,0:04,1,10,LAR 48,7,14,Jared Goff kneels for -1 yards,2.130,1.450
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,14,"Phil Dawson kicks off 63 yards, returned by Pharoh Cooper for 20 yards (tackle by Carl Bradford). Penalty on Bryce Hager: Offensive Holding, 10 yards",0.000,0.350
3,14:55,1,10,LAR 12,7,14,Todd Gurley left guard for 3 yards (tackle by Chris Jones and Gerald Hodges),-0.350,-0.500
3,14:16,2,7,LAR 15,7,14,Jared Goff pass complete short middle to Lance Kendricks for 6 yards (tackle by Antoine Bethea),-0.500,-0.370
3,13:33,3,1,LAR 21,7,14,Todd Gurley middle for 1 yard (tackle by Gerald Hodges and Chris Jones),-0.370,0.410
3,12:53,1,10,LAR 22,7,14,"Penalty on LAR: False Start, 5 yards (no play)",0.410,-0.120
3,12:33,1,15,LAR 17,7,14,Jared Goff pass incomplete short right intended for Kenny Britt,-0.120,-0.940
3,12:27,2,15,LAR 17,7,14,Jared Goff pass incomplete short right intended for Lance Kendricks (defended by Rashard Robinson),-0.940,-1.680
3,12:23,3,15,LAR 17,7,14,"Jared Goff pass complete short left to Tavon Austin for -2 yards (tackle by Keith Reaser). Penalty on Rashard Robinson: Unnecessary Roughness, 15 yards (no play)",-1.680,1.070
3,12:06,1,10,LAR 32,7,14,Todd Gurley left tackle for 3 yards (tackle by Gerald Hodges and Eli Harold),1.070,0.930
3,11:22,2,7,LAR 35,7,14,Tavon Austin for -3 yards (tackle by Ahmad Brooks),0.930,-0.160
3,10:40,3,10,LAR 32,7,14,Jared Goff pass incomplete short middle intended for Brian Quick (defended by Ahmad Brooks),-0.160,-1.240
3,10:34,4,10,LAR 32,7,14,"Johnny Hekker punts 53 yards, out of bounds",-1.240,0.220
3,10:27,1,10,SFO 15,7,14,Carlos Hyde left guard for 2 yards (tackle by Mark Barron),-0.220,-0.440
3,9:58,2,8,SFO 17,7,14,"Carlos Hyde left end for 5 yards (tackle by Eugene Sims). Penalty on John Theus: Tripping, 9 yards (no play)",-0.440,-1.290
3,9:45,2,17,SFO 8,7,14,Shaun Draughn middle for 2 yards (tackle by Cam Thomas and Aaron Donald),-1.290,-2.010
3,9:11,3,15,SFO 10,7,14,Colin Kaepernick pass complete short middle to Shaun Draughn for 11 yards (tackle by Blake Countess),-2.010,-1.960
3,8:31,4,4,SFO 21,7,14,Bradley Pinion punts 46 yards,-1.960,-1.140
3,8:19,1,10,LAR 33,7,14,Jared Goff pass complete short right to Tavon Austin for -1 yards (tackle by Gerald Hodges),1.140,0.460
3,7:56,2,11,LAR 32,7,14,Todd Gurley left tackle for no gain (tackle by Eli Harold and Jaquiski Tartt),0.460,-0.230
3,7:10,3,11,LAR 32,7,14,Jared Goff pass incomplete short middle intended for Tavon Austin,-0.230,-1.240
3,7:04,4,11,LAR 32,7,14,"Johnny Hekker punts 51 yards, fair catch by Jeremy Kerley",-1.240,0.060
3,6:56,1,10,SFO 17,7,14,Carlos Hyde left guard for 2 yards (tackle by Morgan Fox and Michael Brockers),-0.060,-0.250
3,6:26,2,8,SFO 19,7,14,"Carlos Hyde middle for -1 yards (tackle by Morgan Fox). Carlos Hyde fumbles (forced by Morgan Fox), recovered by Carlos Hyde at SFO-18",-0.250,-1.130
3,5:41,3,9,SFO 18,7,14,Colin Kaepernick pass incomplete short right intended for Aaron Burbridge,-1.130,-2.240
3,5:32,4,9,SFO 18,7,14,"Bradley Pinion punts 40 yards, returned by Tavon Austin for no gain. Tavon Austin fumbles (forced by Garrett Celek), recovered by Mike Jordan at LAR-41 (tackle by Prince Charles Iworah)",-2.240,-1.660
3,5:20,1,10,LAR 41,7,14,Jared Goff pass incomplete short left intended for Brian Quick,1.660,1.120
3,5:17,2,10,LAR 41,7,14,Tavon Austin left end for -1 yards (tackle by Jaquiski Tartt and Gerald Hodges),1.120,0.300
3,4:37,3,11,LAR 40,7,14,Jared Goff sacked by DeForest Buckner for -8 yards,0.300,-1.240
3,4:01,4,19,LAR 32,7,14,"Johnny Hekker punts 43 yards, out of bounds",-1.240,-0.610
3,3:54,1,10,SFO 25,7,14,Colin Kaepernick pass complete short left to Rod Streater for 17 yards (tackle by Cody Davis),0.610,1.730
3,3:30,1,10,SFO 42,7,14,"Penalty on Andrew Tiller: False Start, 5 yards (no play)",1.730,1.400
3,3:17,1,15,SFO 37,7,14,Carlos Hyde right tackle for -2 yards (tackle by Dominique Easley and Blake Countess),1.400,0.240
3,2:36,2,17,SFO 35,7,14,Colin Kaepernick pass complete short left to Jeremy Kerley for 12 yards (tackle by E.J. Gaines),0.240,1.160
3,2:06,3,5,SFO 47,7,14,Colin Kaepernick sacked by Aaron Donald for -3 yards,1.160,-0.460
3,1:25,4,8,SFO 44,7,14,"Bradley Pinion punts 38 yards, returned by Tavon Austin for 1 yard (tackle by Vinnie Sunseri)",-0.460,-0.150
3,1:16,1,10,LAR 19,7,14,Todd Gurley left guard for 5 yards (tackle by DeForest Buckner),0.150,0.340
3,0:45,2,5,LAR 24,7,14,Todd Gurley left guard for 7 yards (tackle by Jaquiski Tartt and Gerald Hodges),0.340,1.000
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAR 31,7,14,Todd Gurley right guard for 2 yards (tackle by Gerald Hodges),1.000,0.730
4,14:20,2,8,LAR 33,7,14,Jared Goff pass complete short right to Todd Gurley for 6 yards (tackle by Gerald Hodges),0.730,0.830
4,13:32,3,2,LAR 39,7,14,Jared Goff sacked by Eli Harold for -1 yards,0.830,-0.850
4,13:02,4,3,LAR 38,7,14,"Johnny Hekker punts 37 yards, returned by Jeremy Kerley for 9 yards (tackle by Troy Hill)",-0.850,-1.200
4,12:52,1,10,SFO 34,7,14,"Colin Kaepernick pass complete short left to Carlos Hyde for no gain. Carlos Hyde fumbles (forced by E.J. Gaines), recovered by Morgan Fox at SFO-25",1.200,-3.910
,,,,,,,"challenged the incomplete pass ruling, and the original play was overturned.",,
4,12:45,1,10,SFO 25,7,14,Todd Gurley right tackle for no gain (tackle by Ahmad Brooks),3.910,3.360
4,12:07,2,10,SFO 25,7,14,"Jared Goff pass incomplete deep middle intended for Lance Kendricks (defended by Rashard Robinson). Penalty on Rashard Robinson: Defensive Pass Interference, 16 yards (no play)",3.360,5.140
4,12:02,1,9,SFO 9,7,14,Todd Gurley middle for 3 yards (tackle by Chris Jones),5.140,4.950
4,11:22,2,6,SFO 6,7,14,Todd Gurley middle for 4 yards (tackle by Gerald Hodges and Antoine Bethea),4.950,4.950
4,10:38,3,2,SFO 2,7,20,"Jared Goff pass complete short middle to Tyler Higbee for 2 yards, touchdown",4.950,7.000
4,10:32,,,SFO 15,7,21,Greg Zuerlein kicks extra point good,0.000,0.000
4,10:32,,,LAR 35,7,21,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,10:28,1,10,SFO 25,7,21,Colin Kaepernick pass complete short middle to Shaun Draughn for 11 yards (tackle by Blake Countess),0.610,1.330
4,9:59,1,10,SFO 36,7,21,Colin Kaepernick pass complete short middle to Garrett Celek for 3 yards (tackle by Mark Barron),1.330,1.200
4,9:32,2,7,SFO 39,7,21,Shaun Draughn middle for 1 yard (tackle by Blake Countess),1.200,0.630
4,9:00,3,6,SFO 40,7,21,Colin Kaepernick pass complete short left to Jeremy Kerley for 21 yards (tackle by Alec Ogletree),0.630,2.980
4,8:27,1,10,LAR 39,7,21,Colin Kaepernick pass incomplete short left intended for Shaun Draughn,2.980,2.440
4,8:24,2,10,LAR 39,7,21,Colin Kaepernick pass complete short left to DuJuan Harris for 14 yards (tackle by Dominique Easley),2.440,3.910
4,7:56,1,10,LAR 25,7,21,"DuJuan Harris left end for no gain (tackle by E.J. Gaines and Alec Ogletree). Penalty on Zane Beadles: Offensive Holding, 10 yards (no play)",3.910,3.250
4,7:33,1,20,LAR 35,7,21,"Penalty on Trenton Brown: False Start, 5 yards (no play)",3.250,2.920
4,7:09,1,25,LAR 40,7,21,Colin Kaepernick pass complete short left to Shaun Draughn for 4 yards (tackle by Mark Barron),2.920,1.880
4,6:39,2,21,LAR 36,7,21,Colin Kaepernick pass incomplete short right intended for Jeremy Kerley,1.880,1.220
4,6:36,3,21,LAR 36,7,21,Colin Kaepernick pass complete short right to Jeremy Kerley for 13 yards (tackle by Trumaine Johnson),1.220,1.930
4,5:57,4,8,LAR 23,7,21,Colin Kaepernick pass complete short left to Rod Streater for 10 yards (tackle by E.J. Gaines),1.930,4.710
4,5:24,1,10,LAR 13,7,21,Colin Kaepernick pass incomplete short left intended for Garrett Celek,4.710,4.050
4,5:19,2,10,LAR 13,7,21,Colin Kaepernick pass incomplete short middle intended for Jeremy Kerley,4.050,3.120
4,5:14,3,10,LAR 13,13,21,"Colin Kaepernick middle for 13 yards, touchdown",3.120,7.000
4,5:06,,,LAR 15,14,21,Phil Dawson kicks extra point good,0.000,0.000
4,5:06,,,SFO 35,14,21,"Phil Dawson kicks off 69 yards, returned by Pharoh Cooper for 34 yards (tackle by Rod Streater)",0.000,-0.940
4,4:59,1,10,LAR 30,14,21,Todd Gurley middle for 1 yard (tackle by Quinton Dial),0.940,0.530
4,4:13,2,9,LAR 31,14,21,Todd Gurley middle for 4 yards (tackle by Gerald Hodges),0.530,0.370
4,3:24,3,5,LAR 35,14,21,Jared Goff sacked by Ronald Blair for -1 yards. Penalty on LAR: Illegal Shift (Declined),0.370,-1.110
4,3:15,4,6,LAR 34,14,21,"Johnny Hekker punts 39 yards, fair catch by Jeremy Kerley",-1.110,-0.740
4,3:10,1,10,SFO 27,14,21,"Penalty on John Theus: False Start, 5 yards (no play)",0.740,0.410
4,3:10,1,15,SFO 22,14,21,Colin Kaepernick pass complete short right to Shaun Draughn for 5 yards (tackle by Alec Ogletree),0.410,0.200
4,2:46,2,10,SFO 27,14,21,Colin Kaepernick pass complete short middle to Garrett Celek for 12 yards (tackle by Alec Ogletree),0.200,1.530
4,2:23,1,10,SFO 39,14,21,Colin Kaepernick pass complete short left to Rod Streater for 11 yards (tackle by Alec Ogletree and Blake Countess),1.530,2.260
4,2:02,1,10,,14,21,"Colin Kaepernick pass incomplete short left intended for Jeremy Kerley (defended by Cody Davis). Penalty on Cody Davis: Unnecessary Roughness, 15 yards",2.260,3.250
4,1:56,1,10,LAR 35,14,21,Colin Kaepernick sacked by Blake Countess for 0 yards,3.250,2.700
4,1:23,2,10,LAR 35,14,21,Colin Kaepernick pass complete short right to Jeremy Kerley for 9 yards (tackle by Cody Davis),2.700,0.000
4,1:17,,,,14,21,Timeout #1 by San Francisco 49ers,0.000,-3.200
4,1:17,3,1,LAR 26,14,21,Shaun Draughn middle for 2 yards (tackle by Alec Ogletree),3.200,3.970
4,0:59,1,10,LAR 24,14,21,Colin Kaepernick pass complete short left to Jeremy Kerley for 7 yards (tackle by E.J. Gaines),3.970,4.460
4,0:37,2,3,LAR 17,14,21,Colin Kaepernick pass complete short left to Rod Streater for 7 yards (tackle by E.J. Gaines),4.460,0.000
4,0:36,,,,14,21,Timeout #2 by San Francisco 49ers,0.000,-4.910
4,0:36,1,10,LAR 10,20,21,"Colin Kaepernick pass complete short middle to Rod Streater for 10 yards, touchdown",4.910,7.000
4,0:31,,,LAR 2,22,21,"Two Point Attempt: Colin Kaepernick right end, conversion succeeds. Penalty on Zane Beadles: Taunting, 15 yards",0.000,1.000
4,0:31,,,SFO 20,22,21,"Phil Dawson kicks off 62 yards, returned by Pharoh Cooper for 24 yards (tackle by Vinnie Sunseri)",0.000,-1.730
4,0:27,1,10,LAR 42,22,21,Jared Goff pass incomplete short right intended for Brian Quick,1.730,1.190
4,0:21,2,10,LAR 42,22,21,Jared Goff pass incomplete deep right intended for Brian Quick is intercepted by Rashard Robinson at SFO-42,1.190,-1.730
4,0:16,1,10,SFO 42,22,21,Colin Kaepernick kneels for -1 yards,1.730,0.000
4,0:13,,,,22,21,Timeout #1 by Los Angeles Rams,0.000,-1.050
4,0:13,2,11,SFO 41,22,21,Colin Kaepernick kneels for -3 yards,1.050,0.000
4,0:11,,,,22,21,Timeout #2 by Los Angeles Rams,0.000,0.030
4,0:11,3,14,SFO 38,22,21,Shaun Draughn middle for no gain (tackle by William Hayes),-0.030,0.000
4,0:07,,,,22,21,Timeout #3 by Los Angeles Rams,0.000,0.850
4,0:07,4,14,SFO 38,22,21,"Bradley Pinion punts 47 yards, out of bounds",-0.850,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
