Quarter,Time,Tm,Detail,STL,ARI
2.0,12:13,Cardinals,Larry Fitzgerald 10 yard pass from Kurt Warner (Mike Nugent kick),0,7
,6:48,Cardinals,Early Doucet 18 yard pass from Kurt Warner (Mike Nugent kick),0,14
,0:08,Cardinals,Mike Nugent 19 yard field goal,0,17
3.0,10:43,Rams,Brandon Gibson 21 yard pass from Keith Null (Josh Brown kick),7,17
,4:32,Cardinals,Tim Hightower 2 yard rush (Mike Nugent kick),7,24
4.0,8:36,Rams,Josh Brown 33 yard field goal,10,24
,2:44,Cardinals,Beanie Wells 3 yard rush (Mike Nugent kick),10,31
