Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,6:05,2,6,STL 38,0,14,Keith Null pass complete short middle to Danny Amendola for 3 yards (tackle by Adrian Wilson),1.200,0.890
2,5:20,3,3,STL 41,0,14,Keith Null sacked by Bertrand Berry for -3 yards,0.890,-0.850
2,4:46,4,6,STL 38,0,14,"Donnie Jones punts 49 yards, returned by Steve Breaston for 4 yards (tackle by Craig Dahl)",-0.850,0.060
2,4:36,1,10,ARI 17,0,14,Kurt Warner pass complete short right to Jason Wright for 6 yards (tackle by James Laurinaitis),-0.060,0.350
2,4:02,2,4,ARI 23,0,14,Beanie Wells left tackle for -4 yards (tackle by Chris Long),0.350,-1.000
2,3:15,3,8,ARI 19,0,14,Kurt Warner pass complete short right to Anquan Boldin for 9 yards (tackle by Craig Dahl),-1.000,0.810
2,2:32,1,10,ARI 28,0,14,Beanie Wells right end for 10 yards (tackle by Paris Lenon and Ronald Bartell),0.810,1.470
2,2:00,1,10,ARI 38,0,14,Kurt Warner pass complete deep right to Anquan Boldin for 20 yards (tackle by David Roach),1.470,2.790
2,1:31,1,10,STL 42,0,14,Kurt Warner pass complete short left to Steve Breaston for 6 yards (tackle by Ronald Bartell),2.790,3.050
2,1:07,2,4,STL 36,0,14,Kurt Warner pass complete short right to Steve Breaston for 6 yards,3.050,3.580
2,1:02,1,10,STL 30,0,14,Kurt Warner pass complete short middle to Tim Hightower for 7 yards (tackle by Justin King and Craig Dahl),3.580,3.980
2,0:39,2,3,STL 23,0,14,Kurt Warner pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Danny Gorrer),3.980,4.510
2,0:34,,,,0,14,Timeout #2 by Arizona Cardinals,0.000,4.510
2,0:34,1,10,STL 16,0,14,"Kurt Warner for 10 yards (tackle by David Roach). Penalty on Justin King: Defensive Holding, 3 yards",4.510,6.510
2,0:27,1,3,STL 3,0,14,Kurt Warner pass incomplete short right intended for Steve Breaston,6.510,5.530
2,0:24,2,3,STL 3,0,14,Kurt Warner pass complete short left to Anquan Boldin for 2 yards (tackle by Justin King),5.530,5.170
2,0:16,,,,0,14,Timeout #3 by Arizona Cardinals,0.000,5.170
2,0:16,3,1,STL 1,0,14,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,5.170,3.550
2,0:13,4,1,STL 1,0,17,Mike Nugent 19 yard field goal good,3.550,3.000
2,,,,ARI 30,0,17,"Mike Nugent kicks off 34 yards, returned by Larry Grant for 14 yards (tackle by Pago Togafau)",0.000,0.940
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,0,17,"Josh Brown kicks off 68 yards, returned by LaRod Stephens-Howling for 22 yards (tackle by David Vobora)",0.000,0.540
3,14:54,1,10,ARI 24,0,17,Kurt Warner pass complete short right to Anquan Boldin for 16 yards (tackle by Justin King),0.540,1.600
3,14:17,1,10,ARI 40,0,17,Beanie Wells right tackle for 3 yards (tackle by Chris Chamberlain),1.600,1.460
3,13:41,2,7,ARI 43,0,17,Tim Hightower middle for 3 yards (tackle by Darell Scott),1.460,1.160
3,13:00,3,4,ARI 46,0,17,"Kurt Warner sacked by LaJuan Ramsey for -7 yards. Kurt Warner fumbles (forced by LaJuan Ramsey), recovered by Victor Adeyanju at ARI-35 (tackle by Lyle Sendlein)",1.160,-3.250
3,12:50,1,10,ARI 35,0,17,Kenneth Darby right tackle for 5 yards (tackle by Dominique Rodgers-Cromartie),3.250,3.380
3,12:17,2,5,ARI 30,0,17,Keith Null pass complete short left to Kenneth Darby for 6 yards (tackle by Gerald Hayes),3.380,3.970
3,11:34,1,10,ARI 24,0,17,Donnie Avery right end for 3 yards (tackle by Bryant McFadden),3.970,3.840
3,10:56,2,7,ARI 21,0,17,Keith Null pass incomplete short right intended for Billy Bajema,3.840,3.140
3,10:50,3,7,ARI 21,6,17,"Keith Null pass complete deep left to Brandon Gibson for 21 yards, touchdown",3.140,7.000
,,,,,,,"STL challenged the incomplete pass ruling, and the original play was overturned.",,
3,,,,ARI 2,7,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,STL 30,7,17,"Josh Brown kicks off 63 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by K.C. Asiodu)",0.000,1.070
3,10:34,1,10,ARI 32,7,17,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Danny Gorrer),1.070,0.530
3,10:30,2,10,ARI 32,7,17,Beanie Wells middle for 4 yards (tackle by James Laurinaitis),0.530,0.370
3,9:52,3,6,ARI 36,7,17,Kurt Warner pass incomplete deep middle intended for Steve Breaston,0.370,-0.980
3,9:47,4,6,ARI 36,7,17,"Ben Graham punts 46 yards, returned by Danny Amendola for 34 yards (tackle by Ben Graham). Danny Amendola fumbles, recovered by Reggie Walker at ARI-43. Penalty on Cord Parks: Illegal Block Above the (Declined)",-0.980,1.800
3,9:30,1,10,ARI 43,7,17,Kurt Warner pass complete short right to Jason Wright for 8 yards (tackle by Clifton Ryan),1.800,2.330
3,8:49,2,2,STL 49,7,17,Beanie Wells left tackle for 1 yard (tackle by David Vobora),2.330,1.750
3,8:16,3,1,STL 48,7,17,Beanie Wells right tackle for 2 yards (tackle by Darell Scott),1.750,2.520
3,7:33,1,10,STL 46,7,17,Kurt Warner pass complete short right to Steve Breaston for 7 yards (tackle by Craig Dahl),2.520,2.920
3,6:54,2,3,STL 39,7,17,Kurt Warner pass incomplete short right intended for Anquan Boldin (defended by James Laurinaitis),2.920,2.210
3,6:49,3,3,STL 39,7,17,Kurt Warner pass complete short left to Early Doucet for 25 yards (tackle by James Butler),2.210,4.650
3,6:05,1,10,STL 14,7,17,Tim Hightower right tackle for 1 yard (tackle by Ronald Bartell and James Butler),4.650,4.160
3,5:26,2,9,STL 13,7,17,"Kurt Warner pass incomplete short left intended for Larry Fitzgerald. Penalty on Darell Scott: Roughing the Passer, 7 yards (no play)",4.160,5.830
3,5:18,1,6,STL 6,7,17,Beanie Wells right tackle for 4 yards (tackle by Chris Chamberlain and Craig Dahl),5.830,5.720
3,4:36,2,2,STL 2,7,23,"Tim Hightower left tackle for 2 yards, touchdown",5.720,7.000
3,,,,STL 2,7,24,Mike Nugent kicks extra point good,0.000,0.000
3,,,,ARI 30,7,24,"Mike Nugent kicks off 55 yards, returned by Danny Amendola for 6 yards (tackle by Reggie Walker). Penalty on Pago Togafau: Offside on Free Kick, 5 yards",0.000,0.670
3,4:28,1,10,STL 26,7,24,Chris Ogbonnaya right tackle for 7 yards (tackle by Clark Haggans),0.670,1.070
3,3:54,2,3,STL 33,7,24,Chris Ogbonnaya middle for 2 yards (tackle by Gabe Watson),1.070,0.630
3,3:12,3,1,STL 35,7,24,Chris Ogbonnaya left tackle for no gain (tackle by Michael Adams),0.630,-1.040
3,2:30,4,1,STL 35,7,24,"Donnie Jones punts 50 yards, returned by Steve Breaston for no gain",-1.040,0.220
3,2:15,1,10,ARI 15,7,24,Kurt Warner pass complete short left to Larry Fitzgerald for 12 yards (tackle by Craig Dahl),-0.220,0.740
3,1:41,1,10,ARI 27,7,24,Beanie Wells middle for 4 yards (tackle by Darell Scott and James Butler),0.740,0.740
3,1:01,2,6,ARI 31,7,24,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,0.740,0.040
3,0:55,3,6,ARI 31,7,24,"Kurt Warner pass complete deep left to Anquan Boldin for 28 yards. Penalty on LaRod Stephens-Howling: Illegal Shift, 5 yards (no play)",0.040,-0.620
3,0:32,3,11,ARI 26,7,24,Kurt Warner pass incomplete short right intended for Anquan Boldin,-0.620,-1.630
3,0:28,4,11,ARI 26,7,24,"Ben Graham punts 61 yards, returned by Danny Amendola for 20 yards (tackle by Pago Togafau)",-1.630,-1.140
3,0:14,1,10,STL 33,7,24,Chris Ogbonnaya left tackle for 3 yards (tackle by Clark Haggans),1.140,1.000
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,STL 36,7,24,Keith Null pass complete short right to Billy Bajema for 12 yards (tackle by Antrel Rolle),1.000,2.130
4,14:32,1,10,STL 48,7,24,Keith Null pass incomplete deep right intended for Donnie Avery is intercepted by Dominique Rodgers-Cromartie at ARI-10,2.130,0.380
4,14:25,1,10,ARI 10,7,24,Kurt Warner pass complete short right to Larry Fitzgerald for 8 yards (tackle by Justin King),-0.380,0.070
4,13:58,2,2,ARI 18,7,24,"Kurt Warner sacked by Chris Long for -7 yards. Kurt Warner fumbles (forced by Chris Long), recovered by Jeremy Bridges at ARI-13",0.070,-1.070
4,13:10,3,7,ARI 13,7,24,Kurt Warner pass complete short left to Tim Hightower for -4 yards (tackle by James Laurinaitis),-1.070,-2.490
4,12:37,4,11,ARI 9,7,24,"Ben Graham punts 51 yards, returned by Danny Amendola for 25 yards (tackle by Mike Leach)",-2.490,-3.250
4,12:22,1,10,ARI 35,7,24,Kenneth Darby right end for -1 yards (tackle by Karlos Dansby),3.250,2.570
4,11:56,2,11,ARI 36,7,24,Keith Null pass complete short right to Danny Amendola for 3 yards (tackle by Adrian Wilson),2.570,2.280
4,11:18,3,8,ARI 33,7,24,Keith Null pass complete short left to Donnie Avery for 13 yards (tackle by Bryant McFadden),2.280,4.240
4,10:41,1,10,ARI 20,7,24,Keith Null pass complete short left to Ruvell Martin for 2 yards (tackle by Alan Branch),4.240,3.960
4,10:02,2,8,ARI 18,7,24,Kenneth Darby right tackle for -2 yards (tackle by Gabe Watson),3.960,3.010
4,9:21,3,10,ARI 20,7,24,Keith Null pass complete short right to Randy McMichael for 5 yards (tackle by Greg Toler),3.010,2.490
4,8:41,4,5,ARI 15,10,24,Josh Brown 33 yard field goal good,2.490,3.000
4,,,,STL 30,10,24,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
4,8:36,1,10,ARI 20,10,24,Beanie Wells left end for 16 yards (tackle by James Butler),0.280,1.330
4,8:04,1,10,ARI 36,10,24,Beanie Wells right end for 4 yards (tackle by James Butler),1.330,1.330
4,7:19,2,6,ARI 40,10,24,Tim Hightower middle for -2 yards (tackle by Chris Long),1.330,0.370
4,7:19,3,8,ARI 38,10,24,"Penalty on ARI: Illegal Substitution, 5 yards (no play)",0.370,-0.300
4,6:19,3,13,ARI 33,10,24,"Kurt Warner pass incomplete deep left intended for Steve Breaston. Penalty on Justin King: Defensive Holding, 5 yards (no play)",-0.300,1.470
4,6:13,1,10,ARI 38,10,24,LaRod Stephens-Howling middle for 3 yards (tackle by Clifton Ryan),1.470,1.330
4,5:32,2,7,ARI 41,10,24,Kurt Warner pass complete short right to Beanie Wells for 25 yards (tackle by Danny Gorrer),1.330,3.310
4,5:00,1,10,STL 34,10,24,Beanie Wells left end for no gain (tackle by James Laurinaitis),3.310,2.770
4,4:17,2,10,STL 34,10,24,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,2.770,2.080
4,4:12,3,10,STL 34,10,24,Kurt Warner pass incomplete short right intended for Stephen Spach,2.080,1.060
4,4:12,4,10,STL 34,10,24,Penalty on Ben Graham: Delay of Game (Declined),1.060,1.060
4,4:05,4,10,STL 34,10,24,"Ben Graham punts 19 yards, fair catch by Danny Amendola",1.060,0.220
4,4:01,1,10,STL 15,10,24,Keith Null pass complete short right to Chris Ogbonnaya for 19 yards (tackle by Adrian Wilson),-0.220,1.200
4,3:40,1,10,STL 34,10,24,Keith Null pass complete short right to Danny Amendola for 9 yards (tackle by Rashad Johnson),1.200,1.870
4,3:32,2,1,STL 43,10,24,Keith Null pass complete short left to Brandon Gibson for 4 yards (tackle by Antrel Rolle),1.870,2.060
4,3:12,1,10,STL 47,10,24,Keith Null pass incomplete short middle intended for Randy McMichael is intercepted by Adrian Wilson at ARI-47 and returned for 41 yards,2.060,-4.780
4,2:59,1,10,STL 12,10,24,Beanie Wells right tackle for 9 yards (tackle by Craig Dahl and James Butler),4.780,5.790
4,2:49,,,,10,24,Timeout #1 by Los Angeles Rams,0.000,5.790
4,2:49,2,1,STL 3,10,30,"Beanie Wells left end for 3 yards, touchdown",5.790,7.000
4,,,,STL 2,10,31,Mike Nugent kicks extra point good,0.000,0.000
4,,,,ARI 30,10,31,"Mike Nugent kicks off 45 yards, returned by Mike Karney for 10 yards (tackle by Pago Togafau)",0.000,1.270
4,2:39,1,10,STL 35,10,31,Keith Null pass complete short left to Brandon Gibson for 6 yards (tackle by Karlos Dansby and Alan Branch),1.270,1.530
4,2:17,2,4,STL 41,10,31,Keith Null pass incomplete short middle intended for Danny Amendola,1.530,0.830
4,2:13,3,4,STL 41,10,31,Keith Null pass complete short left to Brandon Gibson for 7 yards (tackle by Bryant McFadden),0.830,2.130
4,2:07,,,,10,31,Timeout #2 by Los Angeles Rams,0.000,2.130
4,2:07,1,10,STL 48,10,31,Chris Ogbonnaya left tackle for 18 yards (tackle by Rashad Johnson),2.130,3.310
4,2:00,1,10,ARI 34,10,31,Keith Null sacked by Adrian Wilson for -6 yards,3.310,1.960
4,1:52,,,,10,31,Timeout #3 by Los Angeles Rams,0.000,1.960
4,1:52,2,16,ARI 40,10,31,Keith Null pass complete short right to Donnie Avery for 11 yards (tackle by Michael Adams),1.960,2.740
4,1:45,3,5,ARI 29,10,31,Keith Null pass incomplete short right intended for Donnie Avery,2.740,1.540
4,1:39,4,5,ARI 29,10,31,Keith Null pass complete short middle to Danny Amendola for 4 yards (tackle by Rashad Johnson),1.540,-0.610
4,1:32,1,10,ARI 25,10,31,Matt Leinart kneels for -1 yards,0.610,-0.070
4,0:51,2,11,ARI 24,10,31,Matt Leinart kneels for -1 yards,-0.070,-0.890
4,0:26,3,12,ARI 23,10,31,Matt Leinart kneels for -1 yards,-0.890,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
