Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,14,58,1,2,15,1.1,43,3.1,0,
Rhamondre Stevenson,NWE,11,23,0,1,7,0.6,16,1.5,0,
Brandon Bolden,NWE,2,25,0,1,19,9.5,6,3.0,0,
Kendrick Bourne,NWE,1,12,0,1,0,0.0,12,12.0,0,
Mac Jones,NWE,1,3,0,1,1,1.0,2,2.0,0,
Jonnu Smith,NWE,1,5,0,0,0,0.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,HOU,16,41,0,1,16,1.0,25,1.6,0,
Phillip Lindsay,HOU,5,19,0,,13,2.6,6,1.2,0,
David Johnson,HOU,2,5,0,0,2,1.0,3,1.5,0,
Davis Mills,HOU,1,2,0,1,1,1.0,1,1.0,0,
