Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Brian Finneran,ATL,0,0,,0,0,1,0,0.0,0,0
Allen Rossum,ATL,5,90,18.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dennis Northcutt,CLE,0,0,,0,0,1,8,8.0,0,0
Andre' Davis,CLE,3,62,20.7,0,0,0,0,,0,0
Mark Campbell,CLE,1,7,7.0,0,0,0,0,,0,0
Andre King,CLE,1,17,17.0,0,0,0,0,,0,0
