Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1,,,,NOR 30,0,7,"Garrett Hartley kicks off 68 yards, returned by Jerious Norwood for 20 yards (tackle by Jo-Lonn Dunbar)",0.000,0.410
1,8:23,1,10,ATL 22,0,7,Michael Turner right tackle for 1 yard (tackle by Scott Shanle and Scott Fujita),0.410,0.000
1,7:45,2,9,ATL 23,0,7,Michael Turner left end for 5 yards (tackle by Scott Shanle),0.000,-0.030
1,7:08,3,4,ATL 28,0,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by Usama Young),-0.030,-1.500
1,7:03,4,4,ATL 28,0,7,"Michael Koenen punts 39 yards, returned by Reggie Bush for 15 yards (tackle by Jason Snelling). Penalty on Courtney Roby: Offensive Holding, 10 yards",-1.500,-0.480
1,6:52,1,10,NOR 23,0,7,Drew Brees pass complete short right to Jeremy Shockey for 18 yards (tackle by Lawyer Milloy),0.480,1.660
1,6:18,1,10,NOR 41,0,7,Pierre Thomas right tackle for 5 yards (tackle by Jonathan Babineaux),1.660,1.800
1,5:37,2,5,NOR 46,0,7,Drew Brees pass incomplete short left intended for Marques Colston,1.800,1.090
1,5:32,3,5,NOR 46,0,7,Drew Brees pass incomplete short left intended for Lance Moore,1.090,-0.320
1,5:28,4,5,NOR 46,0,7,Glenn Pakulak punts 52 yards,-0.320,0.380
1,5:20,1,10,ATL 2,0,7,Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Roddy White: Offensive Pass Interference (Declined),-0.380,-0.780
1,5:12,2,10,ATL 2,0,7,Michael Turner left tackle for -1 yards (tackle by Hollis Thomas and Scott Shanle),-0.780,-1.540
1,4:32,3,11,ATL 1,0,7,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Jason David),-1.540,-0.140
1,3:59,1,10,ATL 16,0,7,Michael Turner left guard for no gain (tackle by Roman Harper),-0.140,-0.660
1,3:18,2,10,ATL 16,0,7,Jerious Norwood right guard for -1 yards (tackle by Jeff Charleston),-0.660,-1.470
1,2:38,3,11,ATL 15,0,7,"Penalty on Tyson Clabo: False Start, 4 yards (no play)",-1.470,-2.010
1,2:20,3,15,ATL 11,0,7,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Usama Young),-2.010,-2.030
1,1:46,4,6,ATL 20,0,7,Michael Koenen punts 51 yards,-2.030,-0.870
1,1:37,1,10,NOR 29,0,7,Reggie Bush left end for 5 yards (tackle by Michael Boley and Keith Brooking),0.870,1.000
1,1:04,2,5,NOR 34,0,7,Drew Brees pass complete short left to Jeremy Shockey for 9 yards (tackle by Erik Coleman),1.000,1.800
1,0:30,1,10,NOR 43,0,7,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Domonique Foxworth),1.800,2.520
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 46,0,7,Pierre Thomas up the middle for 18 yards (tackle by Erik Coleman and Lawyer Milloy),2.520,3.710
2,14:21,1,10,ATL 28,0,7,Drew Brees pass incomplete short left intended for Marques Colston (defended by Keith Brooking),3.710,3.170
,,,,,,,"NOR challenged the pass completion ruling, and the original play was overturned.",,
2,14:18,2,10,ATL 28,0,7,Drew Brees pass complete short left to Lance Moore for 11 yards (tackle by Chris Houston),3.170,4.440
2,13:38,1,10,ATL 17,0,7,Reggie Bush for 4 yards (tackle by Chris Houston),4.440,4.500
2,13:12,2,6,ATL 13,0,7,Pierre Thomas left end for 5 yards (tackle by Keith Brooking and Chris Houston),4.500,4.800
2,12:30,3,1,ATL 8,0,7,Deuce McAllister right tackle for no gain (tackle by Curtis Lofton),4.800,2.990
2,12:09,4,1,ATL 8,0,10,Garrett Hartley 26 yard field goal good,2.990,3.000
2,,,,NOR 30,0,10,"Garrett Hartley kicks off 72 yards, returned by Jerious Norwood for 28 yards (tackle by Usama Young)",0.000,0.670
2,11:59,1,10,ATL 26,0,10,Matt Ryan pass complete deep right to Roddy White for 59 yards (tackle by Josh Bullocks),0.670,4.580
2,11:11,1,10,NOR 15,0,10,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Scott Shanle),4.580,5.600
2,10:43,2,1,NOR 6,0,10,Michael Turner left guard for 1 yard (tackle by Will Smith and Jonathan Vilma),5.600,6.060
2,10:00,1,5,NOR 5,6,10,"Michael Turner right guard for 5 yards, touchdown",6.060,7.000
2,,,,NOR 2,7,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,7,10,"Michael Koenen kicks off 70 yards, returned by Courtney Roby for 23 yards (tackle by Kroy Biermann)",0.000,0.480
2,9:49,1,10,NOR 23,7,10,Drew Brees pass complete short middle to Jeremy Shockey for 21 yards (tackle by Erik Coleman),0.480,1.860
2,9:10,1,10,NOR 44,7,10,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Chevis Jackson),1.860,2.530
2,8:34,2,1,ATL 47,7,10,Pierre Thomas left guard for 2 yards (tackle by Lawyer Milloy),2.530,2.590
2,7:55,1,10,ATL 45,7,10,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Keith Brooking),2.590,2.040
2,7:55,2,10,ATL 45,7,10,Pierre Thomas left tackle for 18 yards (tackle by Curtis Lofton),2.040,3.780
2,7:13,1,10,ATL 27,7,10,Drew Brees pass incomplete deep right intended for Jeremy Shockey,3.780,3.230
2,7:06,2,10,ATL 27,7,10,Drew Brees pass incomplete short left intended for Pierre Thomas,3.230,2.540
2,7:02,3,10,ATL 27,7,10,"Drew Brees pass complete short middle to Marques Colston for 20 yards (tackle by Domonique Foxworth). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",2.540,1.220
2,6:31,3,20,ATL 37,7,10,Drew Brees pass complete short left to Lance Moore for 9 yards (tackle by Michael Boley),1.220,1.590
2,6:15,4,11,ATL 28,7,13,Garrett Hartley 46 yard field goal good,1.590,3.000
2,,,,NOR 30,7,13,"Garrett Hartley kicks off 67 yards, returned by Jerious Norwood for 20 yards (tackle by Buck Ortega)",0.000,0.480
2,6:05,1,10,ATL 23,7,13,Matt Ryan pass complete short right to Roddy White for 14 yards,0.480,1.400
2,5:25,1,10,ATL 37,7,13,Jerious Norwood right end for 2 yards (tackle by Jonathan Vilma),1.400,1.130
2,4:42,2,8,ATL 39,7,13,Jerious Norwood right guard for 11 yards (tackle by Josh Bullocks),1.130,2.260
2,4:07,1,10,,7,13,Matt Ryan pass complete deep left to Harry Douglas for 28 yards (tackle by Josh Bullocks),2.260,4.110
2,3:35,1,10,NOR 22,7,13,Jerious Norwood left end for no gain (tackle by Antwan Lake),4.110,3.560
2,3:11,2,10,NOR 22,7,13,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Usama Young),3.560,3.930
2,2:36,3,3,NOR 15,7,13,Matt Ryan pass complete short right to Michael Jenkins for 12 yards (tackle by Usama Young),3.930,6.510
2,2:28,,,,7,13,Timeout #1 by New Orleans Saints,0.000,6.510
2,2:28,1,3,NOR 3,7,13,Michael Turner right guard for 1 yard (tackle by Jeff Charleston and Will Smith),6.510,5.720
2,2:23,,,,7,13,Timeout #2 by New Orleans Saints,0.000,5.720
2,2:23,2,2,NOR 2,7,13,Matt Ryan pass incomplete,5.720,4.950
2,2:13,3,2,NOR 2,13,13,"Matt Ryan pass complete short right to Brian Finneran for 2 yards, touchdown",4.950,7.000
,,,,,,,"NOR challenged the pass completion ruling, and the play was upheld.",,
2,,,,NOR 2,14,13,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,14,13,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,2:13,1,10,NOR 20,14,13,Reggie Bush for 8 yards (tackle by Chevis Jackson),0.280,0.810
2,2:00,2,2,NOR 28,14,13,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by Chevis Jackson),0.810,1.200
2,1:29,1,10,NOR 34,14,13,Drew Brees pass complete short left to Marques Colston for 6 yards (tackle by Chevis Jackson),1.200,1.470
2,1:13,2,4,NOR 40,14,13,Drew Brees pass complete short right to Devery Henderson for 18 yards (tackle by Lawyer Milloy),1.470,2.790
2,0:50,1,10,ATL 42,14,13,Drew Brees spiked the ball,2.790,2.240
2,0:49,2,10,ATL 42,14,13,Drew Brees pass complete short right to Lance Moore for 15 yards (tackle by Domonique Foxworth),2.240,3.780
2,0:43,1,10,ATL 27,14,13,Drew Brees pass incomplete deep left intended for Lance Moore,3.780,3.230
2,0:37,2,10,ATL 27,14,13,Reggie Bush up the middle for 2 yards (tackle by Michael Boley),3.230,2.810
2,0:18,3,8,ATL 25,14,13,Drew Brees pass complete deep middle to Devery Henderson for 18 yards (tackle by Keith Brooking),2.810,5.600
2,0:04,1,7,ATL 7,14,13,Drew Brees spiked the ball,5.600,4.760
2,0:03,2,7,ATL 7,14,16,Garrett Hartley 25 yard field goal good,4.760,3.000
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,14,16,"Garrett Hartley kicks off 60 yards, returned by Jerious Norwood for 20 yards (tackle by Jo-Lonn Dunbar)",0.000,0.940
3,14:55,1,10,ATL 30,14,16,Matt Ryan pass complete short left to Jerious Norwood for 1 yard (tackle by Scott Fujita),0.940,0.530
3,14:16,2,9,ATL 31,14,16,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Matt Ryan at ATL-29",0.530,-0.430
3,13:49,3,11,ATL 29,14,16,Matt Ryan pass incomplete short right intended for Jason Snelling,-0.430,-1.440
3,13:43,4,11,ATL 29,14,16,"Michael Koenen punts 48 yards, returned by Reggie Bush for 13 yards (tackle by Stephen Nicholas). Penalty on Roman Harper: Offensive Holding, 10 yards",-1.440,0.320
3,13:27,1,10,NOR 13,14,16,Drew Brees pass incomplete short left intended for Marques Colston (defended by Chris Houston),-0.320,-0.770
3,13:21,2,10,NOR 13,14,16,Drew Brees pass complete short middle to Reggie Bush for 6 yards (tackle by Chris Houston),-0.770,-0.710
3,12:36,3,4,NOR 19,14,16,Drew Brees pass incomplete short left intended for Lance Moore (defended by Chris Houston),-0.710,-2.140
3,12:30,4,4,NOR 19,14,16,"Glenn Pakulak punts 55 yards, returned by Harry Douglas for no gain",-2.140,-0.670
3,12:21,1,10,ATL 26,14,16,Michael Turner left tackle for no gain (tackle by Scott Shanle),0.670,0.130
3,11:45,2,10,ATL 26,14,16,"Jerious Norwood left end for 6 yards (tackle by Roman Harper). Penalty on Michael Jenkins: Offensive Holding, 10 yards",0.130,-0.410
3,11:19,2,14,ATL 22,14,16,Jason Snelling right tackle for 3 yards (tackle by Jonathan Vilma),-0.410,-0.690
3,10:45,3,11,ATL 25,14,16,"Matt Ryan pass complete deep left to Roddy White for 18 yards (tackle by Jonathan Vilma). Penalty on Justin Blalock: Offensive Holding, 10 yards (no play)",-0.690,-2.450
3,10:18,3,21,ATL 15,14,16,Matt Ryan pass complete deep middle to Roddy White for 26 yards (tackle by Jonathan Vilma),-2.450,1.660
3,9:39,1,10,ATL 41,14,16,"Penalty on Justin Peelle: False Start, 5 yards (no play)",1.660,1.330
3,9:21,1,15,ATL 36,14,16,Matt Ryan pass complete short middle to Jerious Norwood for 2 yards (tackle by Jonathan Vilma),1.330,0.720
3,8:40,2,13,ATL 38,14,16,Matt Ryan pass complete short right to Jerious Norwood for 8 yards (tackle by Usama Young),0.720,1.090
3,7:58,3,5,ATL 46,14,16,Matt Ryan pass complete short left to Brian Finneran for 6 yards (tackle by Leigh Torrence),1.090,2.390
3,7:14,1,10,NOR 48,14,16,Matt Ryan pass complete deep left to Michael Jenkins for 21 yards (tackle by Josh Bullocks),2.390,3.780
3,6:35,1,10,NOR 27,14,16,Michael Turner right guard for 4 yards (tackle by Jonathan Vilma and Scott Shanle),3.780,3.770
3,5:54,2,6,NOR 23,14,16,Michael Turner left end for no gain (tackle by Roman Harper and Bobby McCray),3.770,3.070
3,5:08,3,6,NOR 23,14,16,Matt Ryan pass complete short middle to Roddy White for 14 yards (tackle by Leigh Torrence),3.070,5.140
3,4:33,1,9,NOR 9,14,16,Michael Turner left tackle for 1 yard (tackle by Jonathan Vilma and Will Smith),5.140,4.570
3,3:54,2,8,NOR 8,14,16,Michael Turner right guard for 3 yards (tackle by Scott Fujita),4.570,4.260
3,3:14,3,5,NOR 5,14,16,Matt Ryan pass incomplete short middle intended for Harry Douglas,4.260,3.010
3,3:09,4,5,NOR 5,17,16,Jason Elam 23 yard field goal good,3.010,3.000
3,,,,ATL 30,17,16,"Michael Koenen kicks off 73 yards, returned by Courtney Roby for 16 yards (tackle by Thomas DeCoud)",0.000,-0.320
3,3:01,1,10,NOR 13,17,16,Drew Brees pass incomplete short middle intended for Marques Colston,-0.320,-0.770
3,2:54,2,10,NOR 13,17,16,Reggie Bush left tackle for 8 yards (tackle by John Abraham),-0.770,-0.470
3,2:13,3,2,NOR 21,17,16,Drew Brees pass complete short right to Reggie Bush for 15 yards (tackle by Keith Brooking),-0.470,1.330
3,1:25,,,,17,16,Timeout #1 by New Orleans Saints,0.000,1.330
3,1:25,1,10,NOR 36,17,16,Pierre Thomas right guard for 14 yards (tackle by Erik Coleman),1.330,2.260
3,0:47,1,10,,17,16,Drew Brees pass incomplete short left intended for Marques Colston (defended by Chris Houston),2.260,1.710
3,0:42,2,10,,17,16,Drew Brees up the middle for 1 yard (tackle by Chauncey Davis),1.710,1.160
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,ATL 49,17,16,Drew Brees pass complete short right to Devery Henderson for 36 yards (tackle by Chris Houston),1.160,4.710
4,14:26,1,10,ATL 13,17,16,Reggie Bush right guard for 1 yard (tackle by Chauncey Davis and Jonathan Babineaux),4.710,4.220
4,13:42,2,9,ATL 12,17,16,"Drew Brees pass incomplete short right intended for Lance Moore. Penalty on Domonique Foxworth: Illegal Contact, 5 yards (no play)",4.220,5.600
4,13:37,1,7,ATL 7,17,16,Reggie Bush right guard for no gain (tackle by Michael Boley),5.600,4.760
4,13:03,2,7,ATL 7,17,22,"Drew Brees pass complete short right to Pierre Thomas for 7 yards, touchdown",4.760,7.000
4,,,,,17,22,"Two Point Attempt: Reggie Bush right guard, conversion fails",1.000,-1.000
4,,,,NOR 30,17,22,"Garrett Hartley kicks off 74 yards, returned by Jerious Norwood for 31 yards (tackle by Jo-Lonn Dunbar)",0.000,0.740
4,12:49,1,10,ATL 27,17,22,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Usama Young),0.740,0.870
4,12:15,2,5,ATL 32,17,22,Michael Turner right guard for 6 yards (tackle by Roman Harper),0.870,1.470
4,11:44,1,10,ATL 38,17,22,Matt Ryan pass complete short middle to Jerious Norwood for 9 yards (tackle by Scott Shanle),1.470,2.140
4,11:13,2,1,ATL 47,17,22,Jason Snelling left end for 2 yards (tackle by Roman Harper),2.140,2.190
4,10:31,1,10,ATL 49,17,22,Michael Turner left end for 4 yards (tackle by Will Smith and Leigh Torrence),2.190,2.190
4,10:04,2,6,NOR 47,17,22,Matt Ryan pass complete short right to Harry Douglas for 17 yards (tackle by Josh Bullocks),2.190,3.580
4,9:49,1,10,NOR 30,17,22,Matt Ryan pass complete short middle to Justin Peelle for 9 yards (tackle by Scott Shanle),3.580,4.250
4,9:27,2,1,NOR 21,17,22,Matt Ryan up the middle for 3 yards (tackle by Sedrick Ellis),4.250,4.370
4,8:48,1,10,NOR 18,17,22,Matt Ryan pass incomplete deep right intended for Brian Finneran,4.370,3.800
4,8:42,2,10,NOR 18,17,22,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Usama Young),3.800,4.030
4,8:00,3,4,NOR 12,23,22,"Matt Ryan right end for 12 yards, touchdown",4.030,7.000
4,,,,,25,22,"Two Point Attempt: Matt Ryan pass complete to Michael Jenkins, conversion succeeds",1.000,1.000
4,,,,ATL 30,25,22,"Michael Koenen kicks off 74 yards, returned by Pierre Thomas for 88 yards (tackle by David Irons)",0.000,4.510
4,7:38,1,10,ATL 16,25,22,Reggie Bush right end for no gain (tackle by Curtis Lofton),4.510,3.900
4,6:53,2,10,ATL 16,25,22,Reggie Bush right guard for 9 yards (tackle by Domonique Foxworth),3.900,4.850
4,6:22,3,1,ATL 7,25,22,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Michael Boley),4.850,3.010
4,6:16,4,1,ATL 7,25,22,Mike Karney right guard for 2 yards (tackle by Keith Brooking and Curtis Lofton),3.010,6.060
,,,,,,,"ATL challenged the first down ruling, and the play was upheld.",,
4,5:54,1,5,ATL 5,25,28,"Pierre Thomas left end for 5 yards, touchdown",6.060,7.000
4,,,,ATL 2,25,29,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,25,29,"Garrett Hartley kicks off 73 yards, returned by Jerious Norwood for 23 yards (tackle by Marvin Mitchell)",0.000,0.280
4,5:41,1,10,ATL 20,25,29,Michael Turner left tackle for -5 yards (tackle by Will Smith),0.280,-1.070
4,5:04,2,15,ATL 15,25,29,Matt Ryan pass complete short right to Michael Jenkins for 15 yards (tackle by Roman Harper),-1.070,0.940
4,4:26,1,10,ATL 30,25,29,Matt Ryan pass complete short left to Michael Jenkins for 7 yards (tackle by Leigh Torrence),0.940,1.340
4,3:58,2,3,ATL 37,25,29,Matt Ryan up the middle for -2 yards (tackle by Kendrick Clancy),1.340,0.370
4,3:28,3,5,ATL 35,25,29,Matt Ryan pass incomplete deep left intended for Brian Finneran,0.370,-1.040
4,3:23,4,5,ATL 35,25,29,"Michael Koenen punts 52 yards, fair catch by Reggie Bush",-1.040,0.320
4,3:15,1,10,NOR 13,25,29,Drew Brees pass complete short right to Jeremy Shockey for 10 yards (tackle by Keith Brooking),-0.320,0.480
4,2:30,1,10,NOR 23,25,29,Pierre Thomas right tackle for 9 yards (tackle by Chauncey Davis),0.480,1.150
4,2:00,2,1,NOR 32,25,29,Pierre Thomas right guard for 3 yards (tackle by Chauncey Davis),1.150,1.270
4,1:55,,,,25,29,Timeout #2 by Atlanta Falcons,0.000,1.270
4,1:55,1,10,NOR 35,25,29,Pierre Thomas left tackle for 2 yards (tackle by Curtis Lofton),1.270,0.990
4,1:51,,,,25,29,Timeout #3 by Atlanta Falcons,0.000,0.990
4,1:51,2,8,NOR 37,25,29,Pierre Thomas right guard for 5 yards (tackle by Grady Jackson),0.990,0.960
4,1:07,,,,25,29,Timeout #2 by New Orleans Saints,0.000,0.960
4,1:07,3,3,NOR 42,25,29,Pierre Thomas right end for 4 yards (tackle by Curtis Lofton),0.960,1.990
4,0:23,1,10,NOR 46,25,29,Drew Brees kneels for -1 yards,1.990,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
