Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
2,10:30,1,10,SEA 20,0,14,Justin Forsett right guard for -1 yards (tackle by Brian Dawkins and Mario Haggan),0.280,-0.460
2,9:36,2,11,SEA 19,0,14,Matt Hasselbeck pass complete short middle to John Carlson for 8 yards (tackle by D.J. Williams),-0.460,-0.030
2,9:03,3,3,SEA 27,0,14,Justin Forsett middle for 19 yards (tackle by Renaldo Hill and Champ Bailey),-0.030,1.990
2,8:27,1,10,SEA 46,0,14,Matt Hasselbeck pass complete short right to Michael Robinson for 7 yards,1.990,2.400
2,8:10,2,3,DEN 47,0,14,Leon Washington middle for 2 yards (tackle by Ronald Fields),2.400,1.950
2,7:36,3,1,DEN 45,0,14,Matt Hasselbeck pass incomplete deep left intended for Deon Butler,1.950,0.270
2,7:30,4,1,DEN 45,0,14,Matt Hasselbeck middle for 2 yards (tackle by Jamal Williams),0.270,2.720
2,7:03,1,10,DEN 43,0,14,Michael Robinson middle for 15 yards (tackle by Brian Dawkins and Renaldo Hill),2.720,3.710
2,6:27,1,10,DEN 28,0,14,Matt Hasselbeck pass incomplete deep left intended for John Carlson is intercepted by Brian Dawkins at DEN-9 and returned for -2 yards,3.710,0.380
2,6:18,1,10,DEN 7,0,14,Knowshon Moreno left tackle for 5 yards (tackle by Chris Clemons),-0.380,-0.420
2,5:44,2,5,DEN 12,0,14,Knowshon Moreno left guard for 4 yards (tackle by Earl Thomas and Marcus Trufant),-0.420,-0.370
2,5:06,3,1,DEN 16,0,14,Correll Buckhalter right tackle for 1 yard (tackle by Junior Siavii and Brandon Mebane),-0.370,-0.060
2,4:36,1,10,DEN 17,0,14,Knowshon Moreno right guard for no gain (tackle by Lofa Tatupu),-0.060,-0.580
2,3:57,2,10,DEN 17,0,14,Kyle Orton pass complete short left to Daniel Graham for -4 yards (tackle by Aaron Curry),-0.580,-1.860
2,3:19,3,14,DEN 13,0,14,Kyle Orton pass complete short right to Demaryius Thomas for 18 yards (tackle by Earl Thomas),-1.860,1.000
2,2:36,1,10,DEN 31,0,14,"Kyle Orton pass complete deep right to Demaryius Thomas for 20 yards (tackle by Marcus Trufant). Penalty on Lofa Tatupu: Unnecessary Roughness, 15 yards",1.000,3.310
2,2:06,1,10,SEA 34,0,14,"Knowshon Moreno left tackle for 7 yards (tackle by Lawyer Milloy). Knowshon Moreno fumbles (forced by Lawyer Milloy), ball out of bounds at SEA-27",3.310,3.720
2,1:58,2,3,SEA 27,0,14,Kyle Orton pass incomplete short left intended for Correll Buckhalter,3.720,3.010
2,1:54,3,3,SEA 27,0,14,Kyle Orton pass complete short middle to Demaryius Thomas for 9 yards (tackle by Lawyer Milloy),3.010,4.370
2,1:17,1,10,SEA 18,0,14,Kyle Orton pass complete short left to Demaryius Thomas for 9 yards (tackle by Kelly Jennings and Raheem Brock),4.370,5.420
2,0:41,2,1,SEA 9,0,14,Knowshon Moreno middle for 2 yards (tackle by Earl Thomas),5.420,5.600
2,0:30,,,,0,14,Timeout #1 by Denver Broncos,0.000,5.600
2,0:30,1,7,SEA 7,0,14,Kyle Orton pass complete short right to Eddie Royal for 4 yards (tackle by Earl Thomas and Marcus Trufant),5.600,5.530
2,0:24,,,,0,14,Timeout #2 by Denver Broncos,0.000,5.530
2,0:23,2,3,SEA 3,0,14,Knowshon Moreno right tackle for 1 yard (tackle by Earl Thomas and Aaron Curry),5.530,4.950
2,0:19,,,,0,14,Timeout #3 by Denver Broncos,0.000,4.950
2,0:19,3,2,SEA 2,0,14,Kyle Orton pass incomplete short right intended for Correll Buckhalter,4.950,3.250
2,0:14,4,2,SEA 2,0,17,Matt Prater 20 yard field goal good,3.250,3.000
2,,,,DEN 30,0,17,"Matt Prater kicks off 60 yards, returned by Leon Washington for 13 yards (tackle by Joe Mays)",0.000,0.480
2,0:05,1,10,SEA 23,0,17,Matt Hasselbeck kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,0,17,"Olindo Mare kicks off 76 yards, returned by Perrish Cox for 11 yards (tackle by Earl Thomas)",0.000,-0.380
3,14:55,1,10,DEN 5,0,17,Knowshon Moreno middle for 3 yards (tackle by Chris Clemons),-0.380,-0.560
3,14:25,2,7,DEN 8,0,17,Kyle Orton pass complete short left to Spencer Larsen for 4 yards (tackle by Kelly Jennings),-0.560,-0.600
3,13:42,3,3,DEN 12,0,17,Kyle Orton pass complete short middle to Brandon Lloyd for 13 yards (tackle by Kelly Jennings),-0.600,0.610
3,13:07,1,10,DEN 25,0,17,Kyle Orton pass incomplete deep middle intended for Jabar Gaffney,0.610,0.060
3,13:00,2,10,DEN 25,0,17,Kyle Orton sacked by Raheem Brock for -3 yards,0.060,-1.020
3,12:21,3,13,DEN 22,0,17,Kyle Orton pass incomplete short middle intended for Correll Buckhalter (defended by Lofa Tatupu),-1.020,-1.900
3,12:13,4,13,DEN 22,0,17,"Britton Colquitt punts 63 yards, returned by Golden Tate for 63 yards (tackle by David Bruton)",-1.900,-4.110
3,11:51,1,10,DEN 22,0,17,Justin Forsett right guard for -2 yards (tackle by Jason Hunter and Jarvis Moss),4.110,3.290
3,11:13,2,12,DEN 24,0,17,Justin Forsett right tackle for 4 yards (tackle by Mario Haggan),3.290,3.140
3,10:31,3,8,DEN 20,0,17,Matt Hasselbeck pass complete short middle to Deion Branch for 9 yards (tackle by Nate Jones),3.140,4.840
3,9:56,1,10,DEN 11,0,17,Matt Hasselbeck pass incomplete short right intended for John Carlson (defended by Mario Haggan),4.840,4.140
3,9:53,2,10,DEN 11,6,17,"Matt Hasselbeck pass complete short middle to Ben Obomanu for 11 yards, touchdown",4.140,7.000
3,,,,DEN 2,7,17,Olindo Mare kicks extra point good,0.000,0.000
3,,,,SEA 30,7,17,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,9:47,1,10,DEN 20,7,17,Knowshon Moreno left end for 4 yards (tackle by Aaron Curry),0.280,0.270
3,9:07,2,6,DEN 24,7,17,Knowshon Moreno left tackle for -1 yards (tackle by Kentwan Balmer),0.270,-0.560
3,8:29,3,7,DEN 23,7,17,"Kyle Orton pass incomplete short right intended for Brandon Lloyd. Penalty on Marcus Trufant: Defensive Pass Interfere, 14 yards (no play)",-0.560,1.400
3,8:24,1,10,DEN 37,7,17,Correll Buckhalter right tackle for 2 yards (tackle by David Hawthorne),1.400,1.130
3,7:40,2,8,DEN 39,7,17,Kyle Orton pass complete short right to Knowshon Moreno for 45 yards (tackle by Earl Thomas),1.130,4.510
3,6:51,1,10,SEA 16,7,17,Kyle Orton pass complete short left to Eddie Royal for 4 yards (tackle by Will Herring and Lawyer Milloy),4.510,4.570
3,6:11,2,6,SEA 12,7,17,Correll Buckhalter middle for 1 yard (tackle by Colin Cole),4.570,3.940
3,5:31,3,5,SEA 11,7,17,Kyle Orton pass complete short right to Daniel Graham for 10 yards (tackle by Jordan Babineaux),3.940,6.970
3,4:47,1,1,SEA 1,7,17,Knowshon Moreno left tackle for no gain (tackle by Brandon Mebane),6.970,5.910
3,4:18,2,1,SEA 1,7,17,Knowshon Moreno left tackle for no gain (tackle by Kentwan Balmer),5.910,5.170
3,3:35,3,1,SEA 1,7,23,"Knowshon Moreno left tackle for 1 yard, touchdown",5.170,7.000
3,,,,SEA 2,7,24,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,7,24,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,3:31,1,10,SEA 20,7,24,Matt Hasselbeck pass complete deep left to Golden Tate for 52 yards (tackle by Brian Dawkins),0.280,3.710
3,2:51,1,10,DEN 28,7,24,Matt Hasselbeck pass incomplete deep left intended for Deon Butler,3.710,3.170
3,2:45,2,10,DEN 28,7,24,Matt Hasselbeck pass incomplete short left intended for John Carlson,3.170,2.480
3,2:41,3,10,DEN 28,7,24,Matt Hasselbeck pass complete short left to Justin Forsett for 8 yards (tackle by Justin Bannan),2.480,2.250
3,2:13,4,2,DEN 20,7,24,Matt Hasselbeck pass incomplete deep right intended for Deion Branch (defended by Champ Bailey),2.250,-0.280
3,2:07,1,10,DEN 20,7,24,Kyle Orton pass complete short left to Demaryius Thomas for -3 yards (tackle by Aaron Curry),0.280,-0.790
3,1:30,2,13,DEN 17,7,24,Knowshon Moreno middle for 3 yards (tackle by Red Bryant),-0.790,-0.960
3,0:47,3,10,DEN 20,7,24,"Penalty on Aaron Curry: Neutral Zone Infraction, 5 yards (no play)",-0.960,-0.300
3,0:29,3,5,DEN 25,7,24,Kyle Orton pass complete short right to Demaryius Thomas for 9 yards (tackle by Chris Clemons),-0.300,1.200
Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 34,7,24,Knowshon Moreno left tackle for no gain (tackle by Lawyer Milloy),1.200,0.660
4,14:20,2,10,DEN 34,7,24,Kyle Orton pass complete short left to Demaryius Thomas for 14 yards (tackle by Kelly Jennings),0.660,2.130
4,13:45,1,10,DEN 48,7,24,Correll Buckhalter left tackle for 2 yards (tackle by David Hawthorne),2.130,1.850
4,13:09,2,8,,7,24,Kyle Orton pass incomplete deep right intended for Demaryius Thomas,1.850,1.160
4,12:59,3,8,,7,24,Kyle Orton pass complete short right to Eddie Royal for 10 yards (tackle by Roy Lewis),1.160,2.920
4,12:23,1,10,SEA 40,7,24,Knowshon Moreno left end for 5 yards (tackle by Lofa Tatupu),2.920,3.050
4,11:45,2,5,SEA 35,7,24,Knowshon Moreno left tackle for 2 yards (tackle by Colin Cole),3.050,2.610
4,11:08,3,3,SEA 33,7,24,Kyle Orton pass complete short left to Jabar Gaffney for 6 yards (tackle by Jordan Babineaux),2.610,3.780
4,10:26,1,10,SEA 27,7,24,Correll Buckhalter middle for 4 yards (tackle by Junior Siavii),3.780,3.770
4,9:54,2,6,SEA 23,7,24,Correll Buckhalter left tackle for 2 yards (tackle by Colin Cole),3.770,3.340
4,9:17,,,,7,24,Timeout #1 by Seattle Seahawks,0.000,3.340
4,9:17,3,4,SEA 21,7,30,"Kyle Orton pass complete deep left to Demaryius Thomas for 21 yards, touchdown",3.340,7.000
4,,,,SEA 2,7,31,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,7,31,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,9:11,1,10,SEA 20,7,31,Leon Washington right tackle for 7 yards (tackle by D.J. Williams),0.280,0.680
4,8:50,2,3,SEA 27,7,31,Leon Washington middle for 5 yards (tackle by Kevin Vickerson),0.680,1.070
4,8:32,1,10,SEA 32,7,31,Matt Hasselbeck pass complete short left to Mike Williams for 7 yards (tackle by Perrish Cox),1.070,1.470
4,8:08,2,3,SEA 39,7,31,Matt Hasselbeck pass complete short left to Deion Branch for 7 yards (tackle by Nate Jones),1.470,1.990
4,7:46,1,10,SEA 46,7,31,"Leon Washington left guard for 6 yards (tackle by Marcus Thomas). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",1.990,1.330
4,7:25,1,20,SEA 36,7,31,Matt Hasselbeck pass complete short middle to Ben Obomanu for 19 yards (tackle by Brian Dawkins),1.330,2.670
4,7:00,2,1,DEN 45,7,31,Matt Hasselbeck pass complete short middle to John Carlson for 22 yards (tackle by Cassius Vaughn and Brian Dawkins),2.670,4.040
4,6:34,1,10,DEN 23,7,31,Julius Jones right tackle for 3 yards (tackle by Jarvis Moss),4.040,3.900
4,6:07,2,7,DEN 20,13,31,"Matt Hasselbeck middle for 20 yards, touchdown",3.900,7.000
4,,,,DEN 2,14,31,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,14,31,Olindo Mare kicks onside 13 yards,0.000,2.720
4,5:59,1,10,SEA 43,14,31,Knowshon Moreno left tackle for -6 yards (tackle by Brandon Mebane),2.720,1.370
4,5:20,2,16,SEA 49,14,31,Kyle Orton pass complete short left to Brandon Lloyd for 15 yards (tackle by Kelly Jennings),1.370,2.680
4,4:36,3,1,SEA 34,14,31,Correll Buckhalter right tackle for -3 yards (tackle by Kentwan Balmer),2.680,0.790
4,3:51,,,,14,31,Timeout #1 by Denver Broncos,0.000,0.790
4,3:51,4,4,SEA 37,14,31,"Britton Colquitt punts 31 yards, fair catch by Golden Tate",0.790,0.380
4,3:42,1,10,SEA 6,14,31,Matt Hasselbeck pass incomplete deep right intended for Golden Tate,-0.380,-0.780
4,3:37,2,10,SEA 6,14,31,Matt Hasselbeck pass complete short right to Deon Butler for 3 yards (tackle by Cassius Vaughn),-0.780,-1.070
4,3:31,3,7,SEA 9,14,31,Matt Hasselbeck pass incomplete short left intended for Deion Branch,-1.070,-2.490
4,3:27,4,7,SEA 9,14,31,"Jon Ryan punts 56 yards, returned by Eddie Royal for -1 yards (tackle by Roy Lewis). Penalty on Eric Decker: Unnecessary Roughness, 15 yards",-2.490,-0.150
4,3:17,1,10,DEN 19,14,31,Knowshon Moreno left tackle for 1 yard (tackle by Aaron Curry),0.150,-0.200
4,3:11,,,,14,31,Timeout #2 by Seattle Seahawks,0.000,-0.200
4,3:11,2,9,DEN 20,14,31,Kyle Orton pass incomplete short right intended for Dan Gronkowski (defended by David Hawthorne),-0.200,-0.940
4,3:07,3,9,DEN 20,14,31,Correll Buckhalter right guard for 4 yards (tackle by Jordan Babineaux),-0.940,-1.770
4,3:02,,,,14,31,Timeout #3 by Seattle Seahawks,0.000,-1.770
4,3:02,4,5,DEN 24,14,31,"Britton Colquitt punts 53 yards, returned by Golden Tate for 19 yards (tackle by Lonie Paxton)",-1.770,-1.730
,,,,,,,"DEN challenged the runner was down by contact ruling, and the play was upheld.",,
4,2:45,1,10,SEA 42,14,31,Leon Washington middle for 3 yards (tackle by Mario Haggan and Ronald Fields),1.730,1.590
4,2:26,2,7,SEA 45,14,31,Matt Hasselbeck pass incomplete short middle intended for Deon Butler,1.590,0.890
4,2:21,3,7,SEA 45,14,31,Matt Hasselbeck pass complete short left to Deion Branch for 9 yards (tackle by Nate Jones),0.890,2.520
4,2:00,1,10,DEN 46,14,31,Matt Hasselbeck pass complete short right to John Carlson for 4 yards (tackle by Mario Haggan),2.520,2.520
4,1:41,2,6,DEN 42,14,31,"Matt Hasselbeck pass incomplete short left intended for Mike Williams is intercepted by Perrish Cox at DEN-38 and returned for 15 yards. Penalty on Perrish Cox: Unsportsmanlike Conduct, 15 yards",2.520,-1.470
4,1:34,1,10,DEN 38,14,31,Kyle Orton kneels for -2 yards,1.470,0.650
4,0:54,2,12,DEN 36,14,31,Kyle Orton kneels for -2 yards,0.650,-0.290
4,0:20,3,14,DEN 34,14,31,Kyle Orton kneels for -1 yards,-0.290,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
