Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
1,8:25,3,4,DET 43,0,0,Drew Brees pass complete short middle to Jimmy Graham for 12 yards (tackle by Eric Wright and Chris Harris),1.880,3.510
1,7:47,1,10,DET 31,0,0,Mark Ingram right guard for 3 yards (tackle by Nick Fairley and Willie Young),3.510,3.370
1,7:16,2,7,DET 28,0,0,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Eric Wright),3.370,2.680
1,7:06,3,7,DET 28,0,0,"Penalty on Nick Fairley: Encroachment, 5 yards (no play)",2.680,3.340
1,7:06,3,2,DET 23,0,0,Drew Brees pass complete short right to Lance Moore for 3 yards (tackle by Alphonso Smith),3.340,4.240
1,6:40,1,10,DET 20,0,0,Drew Brees pass incomplete short right intended for Jimmy Graham,4.240,3.690
1,6:35,2,10,DET 20,0,0,Mark Ingram right tackle for -1 yards (tackle by Nick Fairley),3.690,2.870
1,6:01,3,11,DET 21,0,0,Drew Brees pass incomplete short left intended for Lance Moore,2.870,2.060
1,5:56,4,11,DET 21,0,3,John Kasay 39 yard field goal good,2.060,3.000
1,5:56,,,NOR 35,0,3,"Thomas Morstead kicks off 68 yards, returned by Stefan Logan for 28 yards (tackle by Korey Hall)",0.000,0.610
1,5:45,1,10,DET 25,0,3,Stefan Logan right end for no gain (tackle by Jonathan Vilma),0.610,0.060
1,5:08,2,10,DET 25,0,3,"Penalty on Titus Young: Illegal Formation, 5 yards (no play)",0.060,-0.610
1,4:41,2,15,DET 20,0,3,Kevin Smith right end for 7 yards (tackle by Ramon Humber),-0.610,-0.360
1,3:59,3,8,DET 27,0,3,Matthew Stafford pass complete short middle to Titus Young for 11 yards (tackle by Jonathan Vilma),-0.360,1.470
1,3:22,1,10,DET 38,0,3,Maurice Morris left guard for 2 yards (tackle by Sedrick Ellis and Junior Galette),1.470,1.190
1,2:42,2,8,DET 40,0,3,Maurice Morris left guard for no gain (tackle by Roman Harper),1.190,0.500
1,2:00,3,8,DET 40,0,3,"Matthew Stafford pass complete short middle to Tony Scheffler for 14 yards (tackle by Roman Harper). Penalty on Kevin Smith: Offensive Holding, 10 yards (no play)",0.500,-0.820
1,1:36,3,18,DET 30,0,3,Matthew Stafford pass complete short left to Kevin Smith for 9 yards (tackle by Malcolm Jenkins),-0.820,-0.780
1,1:04,4,9,DET 39,0,3,Ben Graham punts 58 yards,-0.780,0.380
1,0:52,1,10,NOR 3,0,3,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Eric Wright),-0.380,-0.270
1,0:23,2,3,NOR 10,0,3,Drew Brees sacked by Nick Fairley for -1 yards,-0.270,-0.720
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NOR 9,0,3,Drew Brees pass complete deep left to Robert Meachem for 38 yards (tackle by Aaron Berry),-0.720,2.060
2,14:54,1,10,NOR 47,0,3,Mark Ingram left guard for 4 yards (tackle by Sammie Lee Hill and Stephen Tulloch),2.060,2.060
2,14:04,2,6,DET 49,0,3,Drew Brees pass complete short right to Marques Colston for 3 yards (tackle by Chris Harris),2.060,1.750
2,13:34,3,3,DET 46,0,3,"Drew Brees pass incomplete short left intended for Lance Moore. Penalty on Eric Wright: Defensive Pass Interference, 5 yards (no play)",1.750,2.850
2,13:30,1,10,DET 41,0,3,Darren Sproles left end for 1 yard (tackle by Aaron Berry and Stephen Tulloch),2.850,2.440
2,12:55,2,9,DET 40,0,3,Drew Brees pass complete deep left to Marques Colston for 18 yards (tackle by Aaron Berry),2.440,4.110
2,12:15,1,10,DET 22,0,3,Robert Meachem right end for 8 yards (tackle by Amari Spievey),4.110,4.850
2,11:50,2,2,DET 14,0,9,"Mark Ingram right end for 14 yards, touchdown",4.850,7.000
2,11:50,,,DET 2,0,10,John Kasay kicks extra point good,0.000,0.000
2,11:50,,,NOR 35,0,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,11:44,1,10,DET 20,0,10,Matthew Stafford pass incomplete short left intended for Nate Burleson (defended by Patrick Robinson),0.280,-0.270
2,11:41,2,10,DET 20,0,10,Matthew Stafford sacked by Scott Shanle for -7 yards,-0.270,-2.190
2,11:06,3,17,DET 13,0,10,Matthew Stafford pass complete short left to Kevin Smith for 18 yards (tackle by Jonathan Casillas),-2.190,1.000
2,10:25,1,10,DET 31,0,10,Matthew Stafford pass complete short right to Kevin Smith for 5 yards (tackle by Jabari Greer),1.000,1.140
2,9:47,2,5,DET 36,0,10,Maurice Morris left guard for 3 yards (tackle by Scott Shanle and Sedrick Ellis),1.140,0.830
2,9:10,3,2,DET 39,0,10,Matthew Stafford pass incomplete short right intended for Tony Scheffler,0.830,-0.780
2,9:02,4,2,DET 39,0,10,"Ben Graham punts 48 yards, returned by Darren Sproles for 12 yards (tackle by Doug Hogue)",-0.780,-0.610
2,8:51,1,10,NOR 25,0,10,Pierre Thomas right guard for 8 yards (tackle by Corey Williams),0.610,1.140
2,8:16,2,2,NOR 33,0,16,"Drew Brees pass complete deep middle to Robert Meachem for 67 yards, touchdown",1.140,7.000
2,8:16,,,DET 2,0,17,John Kasay kicks extra point good,0.000,0.000
2,8:16,,,NOR 35,0,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,8:03,1,10,DET 20,0,17,Matthew Stafford pass complete short middle to Kevin Smith for 9 yards (tackle by Tracy Porter and Jo-Lonn Dunbar),0.280,0.950
2,7:24,2,1,DET 29,0,17,Matthew Stafford pass complete short right to Nate Burleson for 17 yards (tackle by Tracy Porter),0.950,1.990
2,6:43,1,10,DET 46,0,17,Matthew Stafford pass complete short left to Calvin Johnson for 5 yards (tackle by Jabari Greer),1.990,2.130
2,6:06,2,5,NOR 49,0,17,Kevin Smith left tackle for 6 yards (tackle by Jonathan Casillas),2.130,2.720
2,5:22,1,10,NOR 43,0,17,Matthew Stafford pass complete short right to Maurice Morris for 11 yards (tackle by Jabari Greer),2.720,3.450
2,4:42,1,10,NOR 32,0,17,Maurice Morris right tackle for no gain (tackle by Jonathan Vilma and Roman Harper),3.450,2.900
2,4:00,2,10,NOR 32,0,17,Matthew Stafford pass complete short left to Nate Burleson for 14 yards (tackle by Patrick Robinson),2.900,4.370
2,3:35,1,10,NOR 18,0,17,Kevin Smith left end for 2 yards (tackle by Sedrick Ellis and Roman Harper),4.370,4.090
2,3:03,2,8,NOR 16,0,17,Matthew Stafford pass complete short left to Calvin Johnson for 14 yards (tackle by Scott Shanle),4.090,6.740
2,2:33,1,2,NOR 2,6,17,"Kevin Smith left guard for 2 yards, touchdown",6.740,7.000
2,2:33,,,NOR 2,7,17,Jason Hanson kicks extra point good,0.000,0.000
2,2:33,,,DET 35,7,17,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,2:28,1,10,NOR 20,7,17,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Stephen Tulloch and Aaron Berry),0.280,1.140
2,2:05,1,10,NOR 33,7,17,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Aaron Berry),1.140,1.270
2,1:59,2,5,NOR 38,7,17,Drew Brees pass complete short left to Darren Sproles for 1 yard (tackle by Amari Spievey),1.270,0.700
2,1:53,3,4,NOR 39,7,17,Drew Brees pass complete short left to Jimmy Graham for 10 yards (tackle by Amari Spievey),0.700,2.190
2,1:30,1,10,NOR 49,7,17,Drew Brees sacked by Sammie Lee Hill and Corey Williams for -3 yards,2.190,1.240
2,1:07,2,13,NOR 46,7,17,Drew Brees pass complete short middle to Darren Sproles for 22 yards (tackle by Amari Spievey),1.240,3.450
2,0:42,1,10,DET 32,7,17,Drew Brees pass complete short right to Darren Sproles for 12 yards (tackle by Stephen Tulloch),3.450,4.240
2,0:28,1,10,DET 20,7,23,"Drew Brees pass complete deep middle to Lance Moore for 20 yards, touchdown",4.240,7.000
2,0:28,,,DET 2,7,24,John Kasay kicks extra point good,0.000,0.000
2,0:28,,,NOR 35,7,24,"Thomas Morstead kicks off 56 yards, returned by Rashied Davis for 18 yards (tackle by Korey Hall)",0.000,0.740
2,0:22,1,10,DET 27,7,24,Matthew Stafford pass complete deep left to Titus Young for 49 yards (tackle by Patrick Robinson),0.740,3.970
2,0:08,1,10,NOR 24,7,24,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew,3.970,3.430
2,0:08,2,10,NOR 24,7,24,"Jason Hanson 42 yard field goal no good, blocked by Patrick Robinson",3.430,1.000
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,24,"Thomas Morstead kicks off 71 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,7,24,Matthew Stafford pass complete deep right to Calvin Johnson for 22 yards (tackle by Malcolm Jenkins),0.280,1.730
3,14:37,1,10,DET 42,7,24,Kevin Smith right tackle for 17 yards (tackle by Scott Shanle),1.730,2.850
3,14:01,1,10,NOR 41,7,24,Matthew Stafford pass complete short right to Brandon Pettigrew for 5 yards (tackle by Jabari Greer),2.850,2.980
3,13:16,2,5,NOR 36,7,24,Matthew Stafford pass complete short left to Will Heller for 10 yards (tackle by Tracy Porter),2.980,3.840
3,12:34,1,10,NOR 26,7,24,"Matthew Stafford pass complete short right to Nate Burleson for 14 yards (tackle by Jabari Greer). Penalty on Nate Burleson: Face Mask (15 Yards) (Offsetting), Penalty on Jabari Greer: Unnecessary Roughness (Offsetting) (no play)",3.840,3.840
3,12:10,1,10,NOR 26,7,24,Matthew Stafford pass complete short left to Kevin Smith for 9 yards (tackle by Jonathan Casillas),3.840,4.640
3,11:37,2,1,NOR 17,7,24,Matthew Stafford pass complete short right to Nate Burleson for 5 yards (tackle by Tracy Porter),4.640,4.780
3,11:09,1,10,NOR 12,7,24,Maurice Morris left guard for 5 yards (tackle by Will Smith and Tracy Porter),4.780,5.020
3,10:32,2,5,NOR 7,7,24,"Maurice Morris left guard for 4 yards (tackle by Scott Shanle and Junior Galette). Penalty on Titus Young: Unnecessary Roughness, 15 yards",5.020,2.730
3,9:56,3,16,NOR 18,7,24,Matthew Stafford pass complete short middle to Maurice Morris for 5 yards (tackle by Jonathan Casillas),2.730,2.570
3,9:15,4,11,NOR 13,10,24,Jason Hanson 31 yard field goal good,2.570,3.000
3,9:15,,,DET 35,10,24,"Jason Hanson kicks off 71 yards, returned by Darren Sproles for 26 yards (tackle by John Wendling)",0.000,0.280
3,9:07,1,10,NOR 20,10,24,Mark Ingram left guard for -1 yards (tackle by Justin Durant),0.280,-0.460
3,8:32,2,11,NOR 19,10,24,Drew Brees pass complete short middle to Jimmy Graham for 16 yards (tackle by Amari Spievey),-0.460,1.270
3,7:53,1,10,NOR 35,10,24,Darren Sproles left end for 20 yards (tackle by Chris Harris),1.270,2.590
3,7:28,1,10,DET 45,10,24,Darren Sproles left guard for 3 yards (tackle by Chris Harris),2.590,2.450
3,6:54,2,7,DET 42,10,24,Drew Brees pass incomplete short left intended for Mark Ingram,2.450,1.750
3,6:50,3,7,DET 42,10,24,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Eric Wright),1.750,0.460
3,6:45,4,7,DET 42,10,24,"Thomas Morstead punts 30 yards, fair catch by Stefan Logan",0.460,0.350
3,6:37,1,10,DET 12,10,24,Maurice Morris left tackle for 6 yards (tackle by Jonathan Vilma and Malcolm Jenkins),-0.350,-0.070
3,6:02,2,4,DET 18,10,24,Matthew Stafford pass complete short middle to Calvin Johnson for 9 yards (tackle by Tracy Porter),-0.070,0.740
3,5:27,1,10,DET 27,10,24,Maurice Morris right tackle for 2 yards (tackle by Jonathan Vilma and Sedrick Ellis),0.740,0.470
3,4:46,2,8,DET 29,10,24,Matthew Stafford pass complete deep left to Rashied Davis for 22 yards (tackle by Malcolm Jenkins),0.470,2.320
3,4:19,1,10,NOR 49,10,24,Keiland Williams left tackle for no gain (tackle by Sedrick Ellis and Junior Galette),2.320,1.780
3,3:34,2,10,NOR 49,10,24,"Matthew Stafford pass complete deep left to Nate Burleson for 24 yards (tackle by Tracy Porter). Penalty on Nate Burleson: Offensive Pass Interference, 9 yards (no play)",1.780,0.570
3,3:04,2,19,DET 42,10,24,Maurice Morris right tackle for 5 yards (tackle by Jonathan Vilma and Jonathan Casillas),0.570,0.560
3,2:20,3,14,DET 47,10,24,"Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Malcolm Jenkins). Penalty on Tracy Porter: Illegal Contact, 5 yards (no play)",0.560,2.390
3,2:12,1,10,NOR 48,10,24,Maurice Morris right guard for 3 yards (tackle by Jonathan Vilma),2.390,2.250
3,1:32,2,7,NOR 45,10,24,Matthew Stafford pass complete deep right to Tony Scheffler for 36 yards (tackle by Malcolm Jenkins),2.250,5.140
3,0:47,1,9,NOR 9,16,24,"Matthew Stafford pass complete short right to Maurice Morris for 9 yards, touchdown",5.140,7.000
3,0:47,,,NOR 2,17,24,Jason Hanson kicks extra point good,0.000,0.000
3,0:47,,,DET 35,17,24,"Jason Hanson kicks off 70 yards, returned by Darren Sproles for 21 yards (tackle by Don Carey)",0.000,-0.140
3,0:38,1,10,NOR 16,17,24,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by DeAndre Levy),-0.140,-0.180
Quarter,Time,Down,ToGo,Location,DET,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NOR 19,17,24,Drew Brees pass incomplete short left intended for Jimmy Graham,-0.180,-0.950
4,14:55,3,7,NOR 19,17,24,Drew Brees pass complete short right to Jimmy Graham for 5 yards (tackle by Stephen Tulloch),-0.950,-1.770
4,14:14,4,2,NOR 24,17,24,"Thomas Morstead punts 46 yards, returned by Stefan Logan for 3 yards (tackle by Ramon Humber). Penalty on Stefan Logan: Unsportsmanlike Conduct, 15 yards",-1.770,-0.040
4,13:59,1,10,DET 18,17,24,Matthew Stafford pass complete deep left to Nate Burleson for 47 yards,0.040,3.250
4,13:30,1,10,NOR 35,17,24,Maurice Morris right guard for -2 yards (tackle by Aubrayo Franklin),3.250,2.430
4,12:51,2,12,NOR 37,17,24,Matthew Stafford pass incomplete deep left intended for Nate Burleson,2.430,1.750
4,12:46,3,12,NOR 37,17,24,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Ramon Humber),1.750,0.790
4,12:42,4,12,NOR 37,17,24,Jason Hanson 55 yard field goal no good,0.790,-1.930
4,12:38,1,10,NOR 45,17,24,Drew Brees pass incomplete short middle intended for Marques Colston,1.930,1.380
4,12:31,2,10,NOR 45,17,24,Drew Brees pass complete short right to Jimmy Graham for 3 yards (tackle by Amari Spievey),1.380,1.090
4,11:58,3,7,NOR 48,17,24,Drew Brees pass complete short right to Jimmy Graham for 16 yards (tackle by Chris Harris),1.090,3.180
4,11:31,1,10,DET 36,17,24,Drew Brees pass complete short right to Jimmy Graham for 14 yards (tackle by Alphonso Smith),3.180,4.110
4,11:03,1,10,DET 22,17,24,Mark Ingram left guard for 3 yards (tackle by Aaron Berry),4.110,3.970
4,10:28,2,7,DET 19,17,24,Drew Brees pass complete short left to Jimmy Graham for 13 yards (tackle by Amari Spievey),3.970,5.830
4,9:49,1,6,DET 6,17,30,"Drew Brees pass complete short left to Darren Sproles for 6 yards, touchdown",5.830,7.000
4,9:49,,,DET 2,17,31,John Kasay kicks extra point good,0.000,0.000
4,9:49,,,NOR 35,17,31,"Thomas Morstead kicks off 67 yards, returned by Stefan Logan for 24 yards (tackle by Ramon Humber)",0.000,0.410
4,9:39,1,10,DET 22,17,31,Matthew Stafford pass complete short left to Calvin Johnson for 6 yards (tackle by Roman Harper),0.410,0.680
4,8:58,2,4,DET 28,17,31,Matthew Stafford pass complete short right to Calvin Johnson for 13 yards (tackle by Jabari Greer),0.680,1.660
4,8:31,1,10,DET 41,17,31,Matthew Stafford pass complete short middle to Tony Scheffler for 5 yards (tackle by Tracy Porter),1.660,1.800
4,7:59,2,5,DET 46,17,31,Keiland Williams left guard for 14 yards (tackle by Malcolm Jenkins),1.800,2.920
4,7:24,1,10,NOR 40,17,31,Matthew Stafford pass complete short left to Keiland Williams for 7 yards (tackle by Patrick Robinson),2.920,3.320
4,6:56,2,3,NOR 33,17,31,"Matthew Stafford pass incomplete short left intended for Nate Burleson. Penalty on Nate Burleson: Offensive Pass Interference, 10 yards (no play)",3.320,1.970
4,6:51,2,13,NOR 43,17,31,Matthew Stafford pass incomplete short left intended for Maurice Morris,1.970,1.290
4,6:47,3,13,NOR 43,17,31,Matthew Stafford pass incomplete short middle intended for Maurice Morris,1.290,0.400
4,6:42,4,13,NOR 43,17,31,"Ben Graham punts 29 yards, fair catch by Darren Sproles",0.400,0.280
4,6:35,1,10,NOR 14,17,31,"Mark Ingram right end for 6 yards (tackle by Chris Harris). Penalty on Marques Colston: Offensive Holding, 10 yards",-0.280,-0.530
4,6:13,1,14,NOR 10,17,31,Mark Ingram right guard for -2 yards (tackle by Stephen Tulloch),-0.530,-1.220
4,5:54,2,16,NOR 8,17,31,Mark Ingram left end for 6 yards (tackle by Chris Harris),-1.220,-1.400
4,5:10,3,10,NOR 14,17,31,Drew Brees pass incomplete deep right intended for Robert Meachem (defended by Alphonso Smith),-1.400,-2.470
4,5:01,4,10,NOR 14,17,31,"Thomas Morstead punts 50 yards, out of bounds",-2.470,-1.330
4,4:53,1,10,DET 36,17,31,"Matthew Stafford pass complete deep left to Nate Burleson for 42 yards (tackle by Malcolm Jenkins). Penalty on Nate Burleson: Offensive Pass Interference, 10 yards (no play)",1.330,0.670
4,4:43,1,20,DET 26,17,31,Matthew Stafford pass complete short left to Maurice Morris for 10 yards (tackle by Jonathan Vilma),0.670,0.790
4,4:12,2,10,DET 36,17,31,"Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Roman Harper). Penalty on Brandon Pettigrew: Unsportsmanlike Conduct, 15 yards",0.790,-1.880
4,4:07,3,25,DET 21,17,31,"Matthew Stafford sacked by Junior Galette for -15 yards. Penalty on Cameron Jordan: Roughing the Passer, 15 yards",-1.880,0.340
4,3:59,1,10,DET 21,17,31,Matthew Stafford pass complete short left to Nate Burleson for 10 yards (tackle by Ramon Humber),0.340,1.000
4,3:54,1,10,DET 31,17,31,Matthew Stafford pass complete short left to Brandon Pettigrew for 8 yards (tackle by Jonathan Vilma),1.000,1.540
4,3:18,2,2,DET 39,17,31,Matthew Stafford pass incomplete short right intended for Tony Scheffler (defended by Roman Harper),1.540,0.830
4,3:13,3,2,DET 39,17,31,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Malcolm Jenkins),0.830,-0.780
4,3:08,4,2,DET 39,17,31,Matthew Stafford pass incomplete short right intended for Nate Burleson is intercepted by Tracy Porter at DET-45 and returned for -7 yards (tackle by Maurice Morris),-0.780,-2.130
4,2:55,1,10,NOR 48,17,31,Mark Ingram right guard for no gain (tackle by Stephen Tulloch),2.130,1.580
4,2:50,2,10,NOR 48,17,31,Drew Brees pass complete short right to Robert Meachem for 14 yards (tackle by Aaron Berry),1.580,3.050
4,2:42,1,10,DET 38,17,31,Mark Ingram right guard for 2 yards (tackle by Chris Harris),3.050,2.780
4,2:37,2,8,DET 36,17,31,Mark Ingram right tackle for 3 yards (tackle by Stephen Tulloch and Amari Spievey),2.780,2.480
4,2:00,3,5,DET 33,17,31,Darren Sproles right end for 4 yards (tackle by Alphonso Smith),2.480,1.620
4,1:13,4,1,DET 29,17,31,Mark Ingram right guard for no gain (tackle by Stephen Tulloch and Kyle Vanden Bosch),1.620,-0.870
4,1:01,1,10,DET 29,17,31,Matthew Stafford pass complete short left to Maurice Morris for 12 yards (tackle by Scott Shanle),0.870,1.660
4,0:56,1,10,DET 41,17,31,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,1.660,1.120
4,0:51,2,10,DET 41,17,31,Matthew Stafford sacked by Ramon Humber for -7 yards,1.120,-0.490
4,0:14,3,17,DET 34,17,31,Maurice Morris left guard for no gain (tackle by Junior Galette),-0.490,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
