Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,CIN 35,3,10,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
2,15:00,1,10,PIT 25,3,10,Ben Roethlisberger pass complete short middle to David Johnson for 12 yards (tackle by Shawn Williams),0.610,1.400
2,14:25,1,10,PIT 37,3,10,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell,1.400,0.860
2,14:20,2,10,PIT 37,3,10,Le'Veon Bell right end for 5 yards (tackle by Carlos Dunlap and Vontaze Burfict),0.860,0.830
2,13:34,3,5,PIT 42,3,10,Ben Roethlisberger pass incomplete short middle intended for Eli Rogers (defended by Vontaze Burfict),0.830,-0.590
2,13:26,4,5,PIT 42,3,10,"Jordan Berry punts 40 yards, out of bounds",-0.590,-0.040
2,13:18,1,10,CIN 18,3,10,Jeremy Hill left tackle for 4 yards (tackle by Ricardo Mathews),0.040,0.140
2,12:51,2,6,CIN 22,3,10,Andy Dalton pass complete short right to Brandon LaFell for 9 yards,0.140,1.000
2,12:20,1,10,CIN 31,3,10,Andy Dalton pass incomplete,1.000,0.460
2,12:13,2,10,CIN 31,3,10,Andy Dalton pass complete short left to Cody Core for 10 yards (tackle by Mike Mitchell),0.460,1.660
2,11:41,1,10,CIN 41,3,10,Andy Dalton pass complete short left to Cody Core for 3 yards (tackle by William Gay and Artie Burns),1.660,1.530
2,11:16,2,7,CIN 44,3,10,Andy Dalton pass complete deep right to Brandon LaFell for 25 yards,1.530,3.510
2,10:46,1,10,PIT 31,3,10,Andy Dalton pass complete short middle to Rex Burkhead for 18 yards (tackle by Lawrence Timmons),3.510,4.710
2,10:12,1,10,PIT 13,3,10,Andy Dalton pass complete short right to Brandon LaFell for 9 yards (tackle by Bud Dupree),4.710,5.730
2,9:45,2,1,PIT 4,3,10,Rex Burkhead right guard for no gain (tackle by Sean Davis),5.730,5.010
2,9:06,3,1,PIT 4,3,16,"Jeremy Hill right guard for 4 yards, touchdown",5.010,7.000
2,9:02,,,PIT 15,3,17,Randy Bullock kicks extra point good,0.000,0.000
2,9:02,,,CIN 35,3,17,"Randy Bullock kicks off 66 yards, returned by Fitzgerald Toussaint for 20 yards (tackle by Tyler Kroft)",0.000,-0.150
2,8:55,1,10,PIT 19,3,17,Le'Veon Bell right end for 8 yards (tackle by Pat Sims and Carlos Dunlap),0.150,0.750
2,8:11,2,2,PIT 27,3,17,Ben Roethlisberger pass incomplete deep middle intended for Ladarius Green,0.750,-0.030
2,8:05,3,2,PIT 27,3,17,Ben Roethlisberger pass complete deep right to Antonio Brown for 32 yards (tackle by Josh Shaw),-0.030,2.850
2,7:31,1,10,CIN 41,3,17,"Le'Veon Bell right guard for 10 yards (tackle by Dre Kirkpatrick). Penalty on Adam Jones: Taunting, 15 yards",2.850,4.510
2,6:56,1,10,CIN 16,3,17,Ben Roethlisberger pass incomplete deep left intended for Sammie Coates (defended by Adam Jones),4.510,3.900
2,6:50,2,10,CIN 16,3,17,Le'Veon Bell left end for 3 yards (tackle by Geno Atkins and Vincent Rey),3.900,3.540
2,6:19,3,7,CIN 13,3,17,"Ben Roethlisberger pass complete short right to Antonio Brown for 13 yards. Penalty on Le'Veon Bell: Chop Block, 15 yards (no play)",3.540,1.690
2,6:15,3,22,CIN 28,3,17,Ben Roethlisberger pass complete short left to Eli Rogers for -3 yards (tackle by Josh Shaw and Geno Atkins),1.690,1.320
2,5:31,4,25,CIN 31,6,17,Chris Boswell 49 yard field goal good,1.320,3.000
2,5:25,,,PIT 35,6,17,"Chris Boswell kicks off 63 yards, returned by Alex Erickson for 72 yards (tackle by Chris Boswell)",0.000,-3.840
2,5:14,1,10,PIT 26,6,17,Andy Dalton pass incomplete short middle intended for Tyler Eifert (defended by Ryan Shazier),3.840,3.300
2,5:10,2,10,PIT 26,6,17,Rex Burkhead right guard for 9 yards (tackle by Mike Mitchell),3.300,3.950
2,4:40,3,1,PIT 17,6,17,Rex Burkhead left end for 10 yards (tackle by Sean Davis),3.950,5.600
2,4:15,1,7,PIT 7,6,17,Rex Burkhead middle for 4 yards (tackle by Mike Mitchell and James Harrison),5.600,5.530
2,3:41,2,3,PIT 3,6,17,Rex Burkhead right guard for -1 yards (tackle by Sean Davis and Lawrence Timmons),5.530,4.490
2,2:59,3,4,PIT 4,6,17,Andy Dalton pass incomplete short left intended for Rex Burkhead (defended by Artie Burns),4.490,3.030
2,2:55,4,4,PIT 4,6,20,Randy Bullock 22 yard field goal good,3.030,3.000
2,2:51,,,CIN 35,6,20,"Randy Bullock kicks off 62 yards, returned by Fitzgerald Toussaint for 12 yards (tackle by KeiVarae Russell)",0.000,0.220
2,2:46,1,10,PIT 15,6,20,"Ben Roethlisberger pass complete short middle to Xavier Grimble for 5 yards (tackle by Rey Maualuga and Domata Peko). Penalty on Maurkice Pouncey: Ineligible Downfield Pass, 5 yards (no play)",-0.220,-0.570
2,2:32,1,15,PIT 10,6,20,Le'Veon Bell right end for 4 yards (tackle by Michael Johnson),-0.570,-0.820
2,2:00,2,11,PIT 14,6,20,Ben Roethlisberger pass complete short right to Antonio Brown for 13 yards (tackle by Nick Vigil),-0.820,0.740
2,1:33,1,10,PIT 27,6,20,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by Carlos Dunlap),0.740,0.200
2,1:29,2,10,PIT 27,6,20,Ben Roethlisberger pass complete short left to Sammie Coates for 10 yards (tackle by Adam Jones),0.200,0.000
2,1:22,,,,6,20,Timeout #1 by Pittsburgh Steelers,0.000,-1.400
2,1:22,1,10,PIT 37,6,20,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 3 yards (tackle by Carlos Dunlap),1.400,1.260
2,0:51,2,7,PIT 40,6,20,Ben Roethlisberger pass incomplete deep right intended for Sammie Coates,1.260,0.560
2,0:44,3,7,PIT 40,6,20,Ben Roethlisberger pass complete deep left to Cobi Hamilton for 21 yards (tackle by Josh Shaw),0.560,0.000
2,0:33,,,,6,20,Timeout #2 by Pittsburgh Steelers,0.000,-2.980
2,0:33,1,10,CIN 39,6,20,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 8 yards (tackle by Nick Vigil),2.980,3.520
2,0:16,2,2,CIN 31,6,20,Ben Roethlisberger spiked the ball,3.520,2.810
2,0:15,3,2,CIN 31,6,20,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,2.810,1.400
2,0:11,4,2,CIN 31,9,20,Chris Boswell 49 yard field goal good,1.400,3.000
2,0:06,,,PIT 35,9,20,"Chris Boswell kicks off 60 yards, returned by Alex Erickson for 24 yards (tackle by Jordan Dangerfield)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,9,20,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PIT 25,9,20,Le'Veon Bell middle for 5 yards (tackle by Margus Hunt and Pat Sims),0.610,0.740
3,14:15,2,5,PIT 30,9,20,"Le'Veon Bell middle for 3 yards (tackle by Rey Maualuga and Pat Sims). Penalty on Marcus Gilbert: Unnecessary Roughness, 15 yards",0.740,-1.720
3,13:56,3,17,PIT 18,9,20,Ben Roethlisberger pass complete deep right to Ladarius Green for 23 yards (tackle by Shawn Williams),-1.720,1.660
3,13:38,1,10,PIT 41,9,20,Le'Veon Bell for 8 yards (tackle by Carlos Dunlap),1.660,2.200
3,13:05,2,2,PIT 49,9,20,"Sammie Coates right end for 15 yards (tackle by Josh Shaw). Penalty on Vontaze Burfict: Unnecessary Roughness, 15 yards",2.200,4.170
3,12:36,1,10,CIN 21,9,20,Le'Veon Bell right end for 5 yards (tackle by Vontaze Burfict),4.170,4.370
3,11:51,2,5,CIN 16,9,20,Le'Veon Bell right end for -1 yards (tackle by Dre Kirkpatrick and Karlos Dansby),4.370,3.460
3,11:09,3,6,CIN 17,9,20,"Penalty on David DeCastro: False Start, 5 yards (no play)",3.460,2.810
3,10:49,3,11,CIN 22,9,20,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Adam Jones),2.810,1.990
3,10:43,4,11,CIN 22,12,20,Chris Boswell 40 yard field goal good,1.990,3.000
3,10:38,,,PIT 35,12,20,"Chris Boswell kicks off 65 yards, returned by Alex Erickson for 22 yards (tackle by Vince Williams). Penalty on Tyler Kroft: Offensive Holding, 10 yards",0.000,0.380
3,10:32,1,10,CIN 10,12,20,Jeremy Hill left tackle for 4 yards (tackle by Sean Davis and Bud Dupree),-0.380,-0.460
3,9:59,2,6,CIN 14,12,20,Rex Burkhead left guard for 9 yards (tackle by Ryan Shazier and Mike Mitchell),-0.460,0.480
3,9:27,1,10,CIN 23,12,20,Andy Dalton pass complete short right to Tyler Boyd for 5 yards (tackle by William Gay),0.480,0.610
3,8:56,2,5,CIN 28,12,20,Andy Dalton pass incomplete,0.610,-0.100
3,8:52,3,5,CIN 28,12,20,Andy Dalton pass complete short middle to Tyler Eifert for 9 yards (tackle by Sean Davis),-0.100,1.400
3,8:03,1,10,CIN 37,12,20,Jeremy Hill left tackle for -3 yards (tackle by James Harrison),1.400,0.450
3,7:36,2,13,CIN 34,12,20,Andy Dalton pass complete short right to James Wright for 5 yards (tackle by James Harrison),0.450,0.430
3,7:08,3,8,CIN 39,12,20,Andy Dalton sacked by Ryan Shazier for -11 yards,0.430,-1.500
3,6:30,4,19,CIN 28,12,20,"Kevin Huber punts 42 yards, fair catch by Antonio Brown",-1.500,-0.940
3,6:23,1,10,PIT 30,12,20,Le'Veon Bell right guard for 2 yards (tackle by Pat Sims and Carlos Dunlap),0.940,0.660
3,5:42,2,8,PIT 32,12,20,Ben Roethlisberger pass complete deep middle to Eli Rogers for 28 yards (tackle by Shawn Williams),0.660,2.920
3,5:01,1,10,CIN 40,12,20,Le'Veon Bell left tackle for 5 yards (tackle by Vontaze Burfict and Josh Shaw),2.920,3.050
3,4:16,2,5,CIN 35,12,20,Ben Roethlisberger pass incomplete deep middle intended for Sammie Coates (defended by Dre Kirkpatrick),3.050,2.340
3,4:08,3,5,CIN 35,12,20,Ben Roethlisberger pass complete short left to Ladarius Green for 5 yards (tackle by Vontaze Burfict),2.340,3.580
3,3:05,1,10,CIN 30,12,20,Ben Roethlisberger sacked by Geno Atkins for -1 yards,3.580,2.900
3,2:19,2,11,CIN 31,12,20,Ben Roethlisberger pass incomplete short left intended for Jesse James,2.900,2.210
3,2:15,3,11,CIN 31,12,20,Ben Roethlisberger pass incomplete short right intended for Ladarius Green (defended by Josh Shaw),2.210,1.320
3,2:09,4,11,CIN 31,15,20,Chris Boswell 49 yard field goal good,1.320,3.000
3,2:05,,,PIT 35,15,20,"Chris Boswell kicks off 61 yards, returned by Alex Erickson for 26 yards (tackle by Fitzgerald Toussaint)",0.000,-0.940
3,1:58,1,10,CIN 30,15,20,Andy Dalton pass complete short left to Tyler Boyd for 8 yards (tackle by James Harrison),0.940,1.470
3,1:33,2,2,CIN 38,15,20,Jeremy Hill left guard for 1 yard (tackle by Lawrence Timmons),1.470,0.890
3,0:52,3,1,CIN 39,15,20,Jeremy Hill right guard for 2 yards (tackle by James Harrison and Ross Cockrell),0.890,1.660
3,0:10,1,10,CIN 41,15,20,Andy Dalton pass incomplete short middle intended for Tyler Boyd is intercepted by Lawrence Timmons at 50 and returned for 16 yards,1.660,-3.310
3,0:01,1,10,CIN 34,15,20,Le'Veon Bell right tackle for 9 yards (tackle by Shawn Williams and Carlos Dunlap),3.310,3.990
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,CIN 25,15,20,Le'Veon Bell middle for 6 yards (tackle by Shawn Williams),3.990,4.310
4,14:17,1,10,CIN 19,15,20,"Ben Roethlisberger pass complete short middle to Le'Veon Bell for 1 yard (tackle by Karlos Dansby). Penalty on David DeCastro: Offensive Holding, 10 yards (no play)",4.310,3.640
4,13:57,1,20,CIN 29,15,20,Ben Roethlisberger pass complete short right to Eli Rogers for 17 yards (tackle by George Iloka),3.640,4.920
4,13:19,2,3,CIN 12,15,20,Le'Veon Bell right guard for no gain (tackle by Domata Peko and Vincent Rey),4.920,4.190
4,12:34,3,3,CIN 12,15,20,Ben Roethlisberger pass incomplete short right intended for Cobi Hamilton,4.190,2.730
4,12:29,4,3,CIN 12,18,20,Chris Boswell 30 yard field goal good,2.730,3.000
4,12:25,,,PIT 35,18,20,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,12:25,1,10,CIN 25,18,20,Andy Dalton pass complete short right to Rex Burkhead for no gain,0.610,0.060
4,11:47,2,10,CIN 25,18,20,Jeremy Hill left tackle for -1 yards (tackle by Ryan Shazier),0.060,-0.760
4,11:05,3,11,CIN 24,18,20,Andy Dalton pass incomplete deep right intended for Brandon LaFell (defended by Ross Cockrell),-0.760,-1.770
4,11:00,4,11,CIN 24,18,20,"Kevin Huber punts 45 yards, out of bounds",-1.770,-1.000
4,10:51,1,10,PIT 31,18,20,Le'Veon Bell right guard for 12 yards (tackle by Vontaze Burfict and Shawn Williams),1.000,1.800
4,10:11,1,10,PIT 43,18,20,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-42",1.800,1.120
4,9:33,2,11,PIT 42,18,20,Ben Roethlisberger pass complete short middle to Ladarius Green for 10 yards (tackle by Shawn Williams),1.120,1.750
4,9:08,3,1,CIN 48,18,20,"Ben Roethlisberger pass incomplete deep right intended for Sammie Coates (defended by Dre Kirkpatrick). Penalty on Pat Sims: Defensive Offside, 5 yards (no play)",1.750,2.720
4,9:01,1,10,CIN 43,18,20,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown. Penalty on Dre Kirkpatrick: Defensive Holding, 5 yards (no play)",2.720,3.050
4,8:55,1,10,CIN 38,18,20,"Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell. Penalty on Dre Kirkpatrick: Defensive Holding, 5 yards (no play)",3.050,3.380
4,8:49,1,10,CIN 33,18,20,"Le'Veon Bell right tackle for no gain (tackle by Pat Sims and Dre Kirkpatrick). Penalty on Pat Sims: Unnecessary Roughness, 15 yards (no play)",3.380,4.370
4,8:26,1,10,CIN 18,18,20,Sammie Coates left end for -6 yards (tackle by Pat Sims and Karlos Dansby),4.370,0.000
4,7:36,,,,18,20,Timeout #1 by Pittsburgh Steelers,0.000,-3.020
4,7:36,2,16,CIN 24,24,20,"Ben Roethlisberger pass complete deep middle to Eli Rogers for 24 yards, touchdown",3.020,7.000
4,7:29,,,CIN 2,24,20,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Antonio Brown, conversion fails. Penalty on David DeCastro: Offensive Holding (Declined)",0.000,-1.000
4,7:29,,,PIT 35,24,20,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,7:29,1,10,CIN 25,24,20,Andy Dalton pass complete short right to Brandon LaFell for 14 yards (tackle by Ross Cockrell),0.610,1.530
4,7:02,1,10,CIN 39,24,20,Jeremy Hill right end for -4 yards (tackle by Bud Dupree),1.530,0.450
4,6:18,2,14,CIN 35,24,20,Andy Dalton pass incomplete,0.450,-0.230
4,6:11,3,14,CIN 35,24,20,Andy Dalton pass incomplete deep left intended for Brandon LaFell (defended by Artie Burns),-0.230,-1.040
4,6:05,4,14,CIN 35,24,20,"Kevin Huber punts 54 yards, returned by Antonio Brown for 5 yards (tackle by Darqueze Dennard)",-1.040,0.140
4,5:53,1,10,PIT 16,24,20,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 8 yards (tackle by Adam Jones and Vontaze Burfict),-0.140,0.550
4,5:09,2,2,PIT 24,24,20,Le'Veon Bell left guard for 3 yards (tackle by Karlos Dansby and Vontaze Burfict),0.550,0.740
4,4:25,1,10,PIT 27,24,20,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,0.740,0.200
4,4:20,2,10,PIT 27,24,20,Le'Veon Bell left end for 2 yards (tackle by Karlos Dansby and Shawn Williams),0.200,-0.230
4,3:37,3,8,PIT 29,24,20,Ben Roethlisberger pass complete deep middle to Ladarius Green for 28 yards (tackle by Darqueze Dennard and George Iloka),-0.230,2.720
4,3:03,1,10,CIN 43,24,20,Ben Roethlisberger pass complete short middle to Eli Rogers for 9 yards (tackle by George Iloka),2.720,3.390
4,2:20,2,1,CIN 34,24,20,Le'Veon Bell middle for 3 yards (tackle by Vontaze Burfict and Nick Vigil),3.390,0.000
4,2:13,,,,24,20,Timeout #1 by Cincinnati Bengals,0.000,-3.510
4,2:13,1,10,CIN 31,24,20,Ben Roethlisberger pass complete short left to Le'Veon Bell for 9 yards (tackle by Rey Maualuga),3.510,0.000
4,2:02,,,,24,20,Timeout #2 by Cincinnati Bengals,0.000,-4.180
4,2:02,2,1,CIN 22,24,20,Le'Veon Bell right guard for 3 yards (tackle by Domata Peko),4.180,4.310
4,1:57,1,10,CIN 19,24,20,Le'Veon Bell left tackle for -1 yards (tackle by Domata Peko),4.310,0.000
4,1:51,,,,24,20,Timeout #3 by Cincinnati Bengals,0.000,-3.630
4,1:51,2,11,CIN 20,24,20,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by George Iloka). Penalty on Dre Kirkpatrick: Defensive Pass Interference, 16 yards (no play)",3.630,6.280
4,1:44,1,4,CIN 4,24,20,Ben Roethlisberger kneels for -2 yards,6.280,4.950
4,1:05,2,6,CIN 6,24,20,Ben Roethlisberger kneels for -2 yards,4.950,3.580
4,0:34,3,8,CIN 8,24,20,Ben Roethlisberger kneels for -1 yards,3.580,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
