Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,7:35,4,13,SFO 29,0,3,"Mitch Wishnowsky punts 44 yards, fair catch by Christian Kirk at ARI-27",-1.440,-0.740
1,7:28,1,10,ARI 27,0,3,Kyler Murray pass incomplete deep left intended for Seth Devalve,0.740,0.200
1,7:19,2,10,ARI 27,0,3,Kyler Murray pass incomplete deep middle intended for Dan Arnold (defended by Fred Warner),0.200,-0.490
1,7:14,3,10,ARI 27,0,3,Kyler Murray pass incomplete short right intended for Chase Edmonds,-0.490,-1.570
1,7:08,4,10,ARI 27,0,3,"Andy Lee punts 51 yards, returned by River Cracraft for 4 yards (tackle by Trent Sherfield)",-1.570,-0.670
1,6:56,1,10,SFO 26,0,3,C.J. Beathard pass complete short left to Brandon Aiyuk for 15 yards (tackle by Byron Murphy),0.670,1.660
1,6:22,1,10,SFO 41,0,3,C.J. Beathard pass complete short right to George Kittle for 24 yards (tackle by De'Vondre Campbell and Byron Murphy),1.660,3.250
1,5:39,1,10,ARI 35,0,3,Jeff Wilson left tackle for 3 yards (tackle by Devon Kennard),3.250,3.110
1,4:56,2,7,ARI 32,0,3,Jeff Wilson right tackle for 6 yards (tackle by Devon Kennard and Domata Peko),3.110,3.200
1,4:15,3,1,ARI 26,0,3,Kyle Juszczyk up the middle for 3 yards (tackle by Jordan Hicks and De'Vondre Campbell),3.200,4.040
1,3:32,1,10,ARI 23,0,3,"C.J. Beathard pass incomplete short left. Penalty on Daniel Brunskill: Ineligible Downfield Pass, 5 yards (no play)",4.040,3.710
1,3:25,1,15,ARI 28,0,3,Jeff Wilson up the middle for 7 yards (tackle by Jordan Hicks),3.710,3.770
1,2:51,2,8,ARI 21,6,3,"C.J. Beathard pass complete short middle to Jeff Wilson for 21 yards, touchdown",3.770,7.000
1,2:44,,,ARI 15,7,3,Robbie Gould kicks extra point good,0.000,0.000
1,2:44,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,2:44,1,10,ARI 25,7,3,Kenyan Drake up the middle for 6 yards (tackle by Arik Armstead and Fred Warner),0.610,0.870
1,2:26,2,4,ARI 31,7,3,Kenyan Drake right tackle for 2 yards (tackle by Darrion Daniels),0.870,0.430
1,1:46,3,2,ARI 33,7,3,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Jason Verrett),0.430,1.600
1,1:24,1,10,ARI 40,7,3,Kyler Murray pass complete short right to DeAndre Hopkins for 5 yards (tackle by Dre Greenlaw),1.600,1.730
1,0:53,2,5,ARI 45,7,3,Kyler Murray pass complete short right to Dan Arnold for 7 yards (tackle by Ahkello Witherspoon),1.730,2.390
1,0:15,1,10,SFO 48,7,3,Kyler Murray left end for 4 yards (tackle by Jason Verrett),2.390,2.390
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SFO 44,7,3,Kyler Murray pass complete short left to Dan Arnold for 7 yards (tackle by Jason Verrett and Dre Greenlaw),2.390,3.120
2,14:28,1,10,SFO 37,7,3,Kenyan Drake up the middle for 3 yards (tackle by K'Waun Williams),3.120,2.980
2,13:56,2,7,SFO 34,7,3,Kenyan Drake up the middle for 1 yard (tackle by Darrion Daniels and Jordan Willis),2.980,2.410
2,13:13,3,6,SFO 33,7,3,"Penalty on Mason Cole: False Start, 5 yards (no play)",2.410,1.750
2,12:49,3,11,SFO 38,7,3,Kyler Murray pass complete short right to Kenyan Drake for -1 yards (tackle by Dre Greenlaw),1.750,0.660
2,12:12,4,12,SFO 39,7,3,"Andy Lee punts 24 yards, fair catch by River Cracraft at SF-15",0.660,0.220
2,12:06,1,10,SFO 15,7,3,Jeff Wilson right end for 14 yards (tackle by Budda Baker),-0.220,0.870
2,11:31,1,10,SFO 29,7,3,C.J. Beathard left end for 17 yards (tackle by Budda Baker),0.870,1.990
2,10:47,1,10,SFO 46,7,3,Jeff Wilson up the middle for 11 yards (tackle by Chris Banjo),1.990,2.720
2,10:09,1,10,ARI 43,7,3,"Penalty on Kendrick Bourne: False Start, 5 yards (no play)",2.720,2.390
2,9:52,1,15,ARI 48,7,3,Tevin Coleman right tackle for 3 yards (tackle by Chris Banjo),2.390,1.910
2,9:10,2,12,ARI 45,7,3,C.J. Beathard pass incomplete short middle intended for Kyle Juszczyk (defended by Jordan Hicks),1.910,1.220
2,9:03,3,12,ARI 45,7,3,C.J. Beathard pass incomplete short middle intended for Richie James,1.220,0.270
2,8:59,4,12,ARI 45,7,3,"Mitch Wishnowsky punts 31 yards, fair catch by Christian Kirk at ARI-14",0.270,0.280
2,8:52,1,10,ARI 14,7,3,Kyler Murray right end for 11 yards (tackle by Fred Warner),-0.280,0.610
2,8:24,1,10,ARI 25,7,3,Kyler Murray sacked by Kerry Hyder for -2 yards,0.610,-0.210
2,7:41,2,12,ARI 23,7,3,Kyler Murray pass complete short middle to DeAndre Hopkins for 8 yards (tackle by Jason Verrett),-0.210,0.170
2,7:14,3,4,ARI 31,7,3,Kyler Murray pass complete short left to Larry Fitzgerald for 3 yards (tackle by K'Waun Williams),0.170,-1.110
2,6:30,4,1,ARI 34,7,3,Kenyan Drake up the middle for 2 yards (tackle by Dre Greenlaw),-1.110,1.330
2,6:12,1,10,ARI 36,7,3,Kenyan Drake up the middle for 3 yards (tackle by Tarvarius Moore),1.330,1.200
2,5:38,2,7,ARI 39,7,3,Kyler Murray pass incomplete short right,1.200,0.500
2,5:32,3,7,ARI 39,7,3,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.500,-0.780
2,5:27,4,7,ARI 39,7,3,Andy Lee punts 52 yards downed by Trent Sherfield,-0.780,0.380
2,5:17,1,10,SFO 9,7,3,Jeff Wilson up the middle for 1 yard (tackle by Budda Baker),-0.380,-0.710
2,4:31,,,,,,Timeout #1 by San Francisco 49ers,,
2,4:31,2,9,SFO 10,7,3,C.J. Beathard sacked by and Haason Reddick for -5 yards and Angelo Blackson for -5 yards,-0.710,-1.890
2,3:52,3,14,SFO 5,7,3,Jerick McKinnon left tackle for 4 yards (tackle by Isaiah Simmons),-1.890,-2.490
2,3:20,4,10,SFO 9,7,3,Mitch Wishnowsky punts 50 yards out of bounds,-2.490,-1.660
2,3:10,1,10,ARI 41,7,3,Kyler Murray pass incomplete deep right intended for Dan Arnold,1.660,1.120
2,3:03,2,10,ARI 41,7,3,Kenyan Drake up the middle for 2 yards (tackle by Fred Warner),1.120,0.700
2,2:29,3,8,ARI 43,7,3,Kyler Murray pass complete short middle to Christian Kirk for 5 yards (tackle by Ahkello Witherspoon),0.700,-0.190
2,2:00,4,3,ARI 48,7,3,Kyler Murray left end for 9 yards (tackle by Ahkello Witherspoon),-0.190,2.720
2,1:54,1,10,SFO 43,7,3,Kyler Murray pass incomplete short left,2.720,2.180
2,1:51,2,10,SFO 43,7,3,Kyler Murray pass complete short middle to Christian Kirk for 16 yards (tackle by Marcell Harris),2.180,3.780
2,1:23,1,10,SFO 27,7,3,Kyler Murray pass complete short right to Larry Fitzgerald for 5 yards (tackle by Fred Warner and Arik Armstead),3.780,3.910
2,0:50,2,5,SFO 22,7,3,Kyler Murray right end for 2 yards (tackle by Tarvarius Moore),3.910,3.470
2,0:45,3,3,SFO 20,7,3,"Penalty on Dan Arnold: False Start, 5 yards (no play)",3.470,2.810
2,0:45,3,8,SFO 25,7,3,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Jason Verrett),2.810,1.800
2,0:39,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:39,4,8,SFO 25,7,6,Mike Nugent 43 yard field goal good,1.800,3.000
2,0:35,,,ARI 35,7,6,"Mike Nugent kicks off 63 yards, returned by Jerick McKinnon for 19 yards (tackle by Tanner Vallejo and Trent Sherfield)",0.000,0.340
2,0:30,1,10,SFO 21,7,6,C.J. Beathard pass complete short middle to Kendrick Bourne for 16 yards (tackle by Byron Murphy),0.340,1.400
2,0:24,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:24,1,10,SFO 37,7,6,C.J. Beathard pass complete short left to Jerick McKinnon for 11 yards (tackle by Jordan Hicks),1.400,2.130
2,0:17,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:17,1,10,SFO 48,7,6,C.J. Beathard pass incomplete short right intended for Jerick McKinnon,2.130,1.580
2,0:14,2,10,SFO 48,7,6,"C.J. Beathard sacked by Haason Reddick for no gain. C.J. Beathard fumbles (forced by Haason Reddick), recovered by Isaiah Simmons at SF-47",1.580,-2.460
2,0:08,1,10,SFO 47,7,6,Kyler Murray pass incomplete deep right intended for Larry Fitzgerald,2.460,1.910
2,0:04,2,10,SFO 47,7,6,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Ahkello Witherspoon),1.910,1.880
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,6,"Mike Nugent kicks off 66 yards, returned by Jerick McKinnon for 15 yards (tackle by Tanner Vallejo)",0.000,-0.280
3,14:57,1,10,SFO 14,7,6,Jeff Wilson up the middle for 7 yards (tackle by Byron Murphy and De'Vondre Campbell),-0.280,0.280
3,14:21,2,3,SFO 21,7,6,Jeff Wilson up the middle for 15 yards (tackle by Budda Baker and Jordan Hicks),0.280,1.330
3,13:40,1,10,SFO 36,7,6,Brandon Aiyuk right end for 16 yards (tackle by Patrick Peterson),1.330,2.390
3,13:02,1,10,ARI 48,7,6,C.J. Beathard pass complete short right to George Kittle for 18 yards (tackle by De'Vondre Campbell),2.390,3.580
3,12:36,1,10,ARI 30,7,6,Jeff Wilson up the middle for 5 yards (tackle by Rashard Lawrence),3.580,3.710
3,11:56,2,5,ARI 25,7,6,Jeff Wilson up the middle for 2 yards (tackle by Zach Allen),3.710,3.270
3,11:15,3,3,ARI 23,7,6,C.J. Beathard pass incomplete short middle intended for Jordan Reed (defended by Deionte Thompson),3.270,2.030
3,11:12,4,3,ARI 23,7,6,Robbie Gould 41 yard field goal no good,2.030,-1.000
3,11:07,1,10,ARI 31,7,6,Kenyan Drake up the middle for -1 yards (tackle by Arik Armstead and Fred Warner),1.000,0.320
3,10:34,2,11,ARI 30,7,6,Kyler Murray sacked by K'Waun Williams for -7 yards,0.320,-1.290
3,10:01,3,18,ARI 23,7,6,Kyler Murray pass complete short left to DeAndre Hopkins for -3 yards (tackle by Jason Verrett),-1.290,-2.030
3,9:27,4,21,ARI 20,7,6,Andy Lee punts 51 yards out of bounds,-2.030,-0.870
3,9:16,1,10,SFO 29,7,6,Jeff Wilson right end for 23 yards (tackle by Patrick Peterson and Byron Murphy),0.870,2.390
3,8:34,1,10,ARI 48,7,6,Jeff Wilson up the middle for 2 yards (tackle by Devon Kennard),2.390,2.120
3,7:53,2,8,ARI 46,7,6,C.J. Beathard pass complete deep right to George Kittle for 27 yards (tackle by Budda Baker and Chris Banjo),2.120,4.310
3,7:08,1,10,ARI 19,7,6,Tevin Coleman left end for no gain (tackle by Chris Banjo and Domata Peko),4.310,3.750
3,6:25,2,10,ARI 19,7,6,C.J. Beathard pass complete short right to Tevin Coleman for no gain (tackle by Budda Baker),3.750,3.030
3,6:02,3,10,ARI 19,7,6,C.J. Beathard pass complete short right to Jerick McKinnon for 10 yards (tackle by Isaiah Simmons),3.030,5.140
3,5:19,1,9,ARI 9,13,6,"C.J. Beathard pass complete short left to Kyle Juszczyk for 9 yards, touchdown",5.140,7.000
3,5:13,,,ARI 15,14,6,Robbie Gould kicks extra point good,0.000,0.000
3,5:13,,,SFO 35,14,6,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,5:13,1,10,ARI 25,14,6,"Kyler Murray pass complete short left to Dan Arnold for 11 yards (tackle by Tarvarius Moore and Fred Warner). Dan Arnold fumbles (forced by Fred Warner), recovered by Fred Warner at ARI-36",0.610,-3.180
3,5:04,1,10,ARI 36,14,6,Jeff Wilson right tackle for -3 yards (tackle by Rashard Lawrence and Markus Golden),3.180,2.230
3,4:25,2,13,ARI 39,14,6,C.J. Beathard pass incomplete short right intended for Jeff Wilson,2.230,1.550
3,4:21,3,13,ARI 39,14,6,C.J. Beathard pass incomplete deep right intended for Jordan Reed (defended by Kevin Peterson),1.550,0.660
3,4:14,4,13,ARI 39,14,6,Mitch Wishnowsky punts 26 yards downed by Tim Harris,0.660,0.320
3,4:03,1,10,ARI 13,14,6,"Kyler Murray pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Fred Warner). Penalty on Darrion Daniels: Unnecessary Roughness, 15 yards",-0.320,1.400
3,3:40,1,10,ARI 37,14,6,Kenyan Drake up the middle for 8 yards (tackle by Marcell Harris),1.400,1.940
3,3:22,2,2,ARI 45,14,6,Kenyan Drake left tackle for -3 yards (tackle by K'Waun Williams and Alex Barrett),1.940,0.830
3,2:40,3,5,ARI 42,14,6,Kyler Murray pass incomplete deep middle intended for KeeSean Johnson,0.830,-0.590
3,2:35,4,5,ARI 42,14,6,Kyler Murray up the middle for 11 yards (tackle by Tarvarius Moore),-0.590,2.460
3,2:07,1,10,SFO 47,14,6,"Penalty on Mason Cole: False Start, 5 yards (no play)",2.460,2.130
3,1:46,1,15,ARI 48,14,6,Kyler Murray sacked by D.J. Jones for -8 yards,2.130,0.160
3,1:08,2,23,ARI 40,14,6,Kyler Murray pass complete deep middle to KeeSean Johnson for 45 yards (tackle by Marcell Harris and Tarvarius Moore),0.160,4.580
3,0:42,1,10,SFO 15,14,6,Kyler Murray pass complete short right to Larry Fitzgerald for 2 yards (tackle by Ahkello Witherspoon),4.580,4.280
3,0:06,2,8,SFO 13,14,6,Kyler Murray pass complete short left to Larry Fitzgerald for 5 yards (tackle by Fred Warner),4.280,4.450
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,SFO 8,14,6,Kyler Murray pass complete short left to DeAndre Hopkins for 5 yards (tackle by Jason Verrett),4.450,6.510
4,14:21,1,3,SFO 3,14,6,Kenyan Drake up the middle for no gain (tackle by Marcell Harris),6.510,5.530
4,13:46,2,3,SFO 3,14,6,"Kyler Murray pass incomplete short right intended for DeAndre Hopkins. Penalty on Ahkello Witherspoon: Defensive Holding, 2 yards (no play)",5.530,6.970
4,13:40,1,1,SFO 1,14,6,Kenyan Drake left tackle for no gain (tackle by Fred Warner and K'Waun Williams),6.970,5.910
4,12:56,2,1,SFO 1,14,6,Kenyan Drake up the middle for no gain (tackle by Kerry Hyder and Tarvarius Moore),5.910,5.170
4,12:11,,,,,,Timeout #1 by Arizona Cardinals,,
4,12:11,3,1,SFO 1,14,12,"Kenyan Drake up the middle for 1 yard, touchdown",5.170,7.000
4,12:08,,,SFO 2,14,12,"Two Point Attempt: Kyler Murray pass incomplete intended for DeAndre Hopkins, conversion fails",1.000,-1.000
4,12:08,,,ARI 35,14,12,"Mike Nugent kicks off 61 yards, returned by Jerick McKinnon for 16 yards (tackle by Tanner Vallejo)",0.000,0.280
4,12:03,1,10,SFO 20,14,12,C.J. Beathard pass incomplete short middle intended for George Kittle,0.280,-0.270
4,11:59,2,10,SFO 20,14,12,C.J. Beathard left tackle for 2 yards (tackle by Budda Baker),-0.270,-0.690
4,11:14,3,8,SFO 22,14,12,C.J. Beathard pass complete short right to Jerick McKinnon for 7 yards (tackle by Isaiah Simmons),-0.690,-1.440
4,10:22,4,1,SFO 29,14,12,Mitch Wishnowsky punts 44 yards out of bounds,-1.440,-0.740
4,10:13,1,10,ARI 27,14,12,Kyler Murray pass incomplete short right,0.740,0.200
4,10:07,2,10,ARI 27,14,12,Kyler Murray pass complete short left to KeeSean Johnson for 5 yards (tackle by Marcell Harris and Fred Warner),0.200,0.170
4,9:37,3,5,ARI 32,14,12,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",0.170,-0.490
4,9:34,3,10,ARI 27,14,12,Kyler Murray pass complete short middle to DeAndre Hopkins for 8 yards (tackle by Tarvarius Moore and Kentavius Street),-0.490,-1.040
4,9:04,4,2,ARI 35,14,12,Kyler Murray pass incomplete short left intended for DeAndre Hopkins (defended by Fred Warner),-1.040,-3.250
4,9:00,1,10,ARI 35,14,12,Jeff Wilson up the middle for 34 yards (tackle by Patrick Peterson),3.250,6.970
4,8:40,1,1,ARI 1,20,12,"C.J. Beathard pass complete short right to Kyle Juszczyk for 1 yard, touchdown",6.970,7.000
4,8:36,,,ARI 15,20,12,Robbie Gould kicks extra point no good wide right,0.000,-1.000
4,8:36,,,SFO 35,20,12,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,8:36,1,10,ARI 25,20,12,Kyler Murray pass complete short middle to Darrell Daniels for 7 yards (tackle by Fred Warner),0.610,1.010
4,8:10,2,3,ARI 32,20,12,Kenyan Drake right tackle for 5 yards (tackle by Dre Greenlaw),1.010,1.400
4,7:39,1,10,ARI 37,20,12,Kyler Murray right end for 2 yards (tackle by Fred Warner),1.400,1.130
4,7:05,2,8,ARI 39,20,12,Kyler Murray pass complete short right to Christian Kirk for 9 yards (tackle by Ahkello Witherspoon),1.130,2.130
4,6:31,1,10,ARI 48,20,12,Kyler Murray pass incomplete short left intended for Larry Fitzgerald (defended by K'Waun Williams),2.130,1.580
4,6:27,2,10,ARI 48,20,12,"Kyler Murray pass complete short left to DeAndre Hopkins for 9 yards (tackle by K'Waun Williams). DeAndre Hopkins fumbles, ball out of bounds at SF-43 (forced by K'Waun Williams)",1.580,2.080
4,6:10,3,1,SFO 43,20,12,D.J. Foster up the middle for no gain (tackle by Arik Armstead),2.080,0.400
4,5:51,4,1,SFO 43,20,12,Kyler Murray right end for 30 yards (tackle by Tarvarius Moore),0.400,4.710
4,5:19,1,10,SFO 13,20,12,Kenyan Drake right tackle for -1 yards (tackle by Arik Armstead),4.710,3.900
4,4:42,2,11,SFO 14,20,12,Kyler Murray pass short right intended for Christian Kirk is intercepted by Ahkello Witherspoon at SF-0 and returned for no gain,3.900,-0.280
4,4:37,1,10,SFO 20,20,12,Jeff Wilson up the middle for 25 yards (tackle by De'Vondre Campbell),0.280,1.930
4,3:49,1,10,SFO 45,20,12,Jeff Wilson up the middle for -2 yards (tackle by Budda Baker),1.930,1.110
4,3:43,,,,,,Timeout #2 by Arizona Cardinals,,
4,3:43,2,12,SFO 43,20,12,C.J. Beathard pass complete deep left to George Kittle for 23 yards (tackle by Jordan Hicks and Chris Banjo),1.110,3.310
4,2:53,,,,,,Timeout #1 by San Francisco 49ers,,
4,2:53,1,10,ARI 34,20,12,Jeff Wilson right end for 12 yards (tackle by Markus Golden),3.310,4.110
4,2:46,,,,,,Timeout #3 by Arizona Cardinals,,
4,2:46,1,10,ARI 22,20,12,Jeff Wilson up the middle for no gain (tackle by Zach Allen),4.110,3.560
4,2:01,2,10,ARI 22,20,12,C.J. Beathard pass incomplete short left,3.560,2.870
4,1:55,3,10,ARI 22,20,12,Jeff Wilson up the middle for 4 yards (tackle by Leki Fotu),2.870,2.270
4,1:09,,,,,,Timeout #2 by San Francisco 49ers,,
4,1:09,4,6,ARI 18,20,12,Robbie Gould 37 yard field goal no good,2.270,-0.740
4,1:05,1,10,ARI 27,20,12,Kyler Murray pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Marcell Harris),0.740,0.740
4,0:56,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:56,2,6,ARI 31,20,12,Kyler Murray pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Fred Warner),0.740,1.600
4,0:43,1,10,ARI 40,20,12,Kyler Murray spiked the ball,1.600,1.050
4,0:42,2,10,ARI 40,20,12,Kyler Murray pass complete short middle to Christian Kirk for 4 yards (tackle by Fred Warner),1.050,0.890
4,0:26,3,6,ARI 44,20,12,Kyler Murray pass incomplete deep right intended for Christian Kirk,0.890,-0.460
4,0:20,4,6,ARI 44,20,12,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,-0.460,-2.720
4,0:14,1,10,ARI 43,20,12,C.J. Beathard kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
