Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,5,4,92,0,4,45,11.3,47,11.8,9.4,0,,1,20.0,0,118.7
Jerick McKinnon,SFO,4,3,28,0,2,-2,-0.7,30,10.0,0.3,1,3.0,0,0.0,0,93.7
Kyle Juszczyk,SFO,3,2,10,2,2,2,1.0,8,4.0,2.3,0,,0,0.0,0,111.1
Jeff Wilson,SFO,2,1,21,1,1,7,7.0,14,14.0,4.5,0,,1,50.0,0,127.1
Kendrick Bourne,SFO,1,1,16,0,1,13,13.0,3,3.0,13.0,0,,0,0.0,0,118.7
Tevin Coleman,SFO,1,1,0,0,,-7,-7.0,7,7.0,-7.0,0,,0,0.0,0,79.2
Brandon Aiyuk,SFO,2,1,15,0,1,15,15.0,0,0.0,13.0,0,,1,50.0,0,75.0
Jordan Reed,SFO,2,0,0,0,,0,,0,,16.5,0,,0,0.0,0,39.6
Richie James,SFO,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,ARI,12,8,48,0,2,28,3.5,20,2.5,6.3,1,8.0,1,8.3,0,74.3
Christian Kirk,ARI,10,7,76,0,3,54,7.7,22,3.1,11.3,0,,1,10.0,1,52.5
Larry Fitzgerald,ARI,8,6,28,0,1,16,2.7,12,2.0,5.0,0,,0,0.0,0,79.2
Dan Arnold,ARI,5,3,25,0,2,11,3.7,14,4.7,16.6,0,,1,20.0,0,72.9
KeeSean Johnson,ARI,3,2,50,0,1,42,21.0,8,4.0,20.3,0,,0,0.0,0,109.7
Chase Edmonds,ARI,3,2,8,0,,-1,-0.5,9,4.5,-1.3,0,,0,0.0,0,70.1
Kenyan Drake,ARI,2,2,5,0,0,-3,-1.5,8,4.0,-1.5,0,,0,0.0,0,79.2
Darrell Daniels,ARI,2,1,7,0,,4,4.0,3,3.0,4.5,0,,0,0.0,0,58.3
Seth Devalve,ARI,1,0,0,0,,0,,0,,35.0,0,,0,0.0,0,39.6
