Player,Pos
C.J. Beathard,QB
Jeff Wilson,RB
Kyle Juszczyk,FB
Brandon Aiyuk,WR
Richie James,WR
George Kittle,TE
Daniel Brunskill,OL
Justin Skule,OL
Laken Tomlinson,OL
Trent Williams,T
Mike McGlinchey,T
Kerry Hyder,DL
Arik Armstead,DL
D.J. Jones,DL
Kentavius Street,DL
Azeez Al-Shaair,LB
Fred Warner,LB
Dre Greenlaw,LB
Jason Verrett,CB
Ahkello Witherspoon,CB
Marcell Harris,S
Tarvarius Moore,DB
