Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,NYJ 18,0,0,Curtis Martin left tackle for 3 yards (tackle by London Fletcher and Ryan Denney),-0.140,-0.470
2,14:25,3,2,NYJ 21,0,0,Curtis Martin right end for no gain (tackle by Takeo Spikes and London Fletcher),-0.470,-1.960
2,13:52,4,2,NYJ 21,0,0,Toby Gowin punts 24 yards,-1.960,-2.590
2,13:40,1,10,NYJ 45,0,0,Travis Henry right tackle for -4 yards (tackle by John Abraham),2.590,1.500
2,13:04,2,14,NYJ 49,0,0,Travis Henry left end for 2 yards (tackle by John Abraham),1.500,1.090
2,12:25,3,12,NYJ 47,0,0,Drew Bledsoe pass incomplete intended for Bobby Shaw,1.090,0.130
2,12:21,4,12,NYJ 47,0,0,Brian Moorman punts 27 yards,0.130,-0.280
2,12:12,1,10,NYJ 20,0,0,Chad Pennington pass incomplete intended for Santana Moss,0.280,-0.270
2,12:08,2,10,NYJ 20,0,0,Chad Pennington pass complete to Jerald Sowell for 2 yards (tackle by Nate Clements),-0.270,-0.690
2,11:22,3,8,NYJ 22,0,0,Chad Pennington pass complete to Wayne Chrebet for 9 yards (tackle by London Fletcher),-0.690,1.000
2,10:37,1,10,NYJ 31,0,0,Chad Pennington pass incomplete intended for Santana Moss,1.000,0.460
2,10:29,2,10,NYJ 31,0,0,Curtis Martin left end for 2 yards (tackle by London Fletcher and Aaron Schobel),0.460,0.040
2,9:47,3,8,NYJ 33,0,0,"Penalty on Jonathan Carter: False Start, 5 yards (no play)",0.040,-0.630
2,9:27,3,13,NYJ 28,0,0,"Chad Pennington pass complete to Wayne Chrebet for 16 yards (tackle by Terrence McGee). Penalty on Pierson Prioleau: Unnecessary Roughness, 15 yards",-0.630,2.850
2,8:59,1,10,BUF 41,0,0,"Curtis Martin left tackle for no gain. Penalty on Aaron Schobel: Defensive Offside, 5 yards (no play)",2.850,3.580
2,8:46,1,5,BUF 36,0,0,"Chad Pennington pass incomplete intended for Santana Moss. Penalty on BUF: Defensive Pass Interference, 35 yards (no play)",3.580,6.970
2,8:40,1,1,BUF 1,0,0,Curtis Martin right guard for no gain (tackle by London Fletcher and Pierson Prioleau),6.970,5.910
2,8:00,2,1,BUF 1,0,6,"Chad Pennington pass complete to Chris Baker for 1 yard, touchdown",5.910,7.000
2,,,,BUF 2,0,7,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,0,7,"Toby Gowin kicks off 70 yards, returned by Terrence McGee for 23 yards (tackle by Jerricho Cotchery)",0.000,0.480
2,7:50,1,10,BUF 23,0,7,Travis Henry right end for 5 yards (tackle by Donnie Abraham),0.480,0.610
2,7:23,2,5,BUF 28,0,7,Travis Henry up the middle for 7 yards (tackle by James Reed),0.610,1.270
2,6:37,1,10,BUF 35,0,7,"Travis Henry right tackle for -1 yards (tackle by Jonathan Vilma). Penalty on Daimon Shelton: Illegal Shift (Declined), Penalty on Josh Reed: Illegal Substitution (Declined)",1.270,0.590
2,6:33,2,11,BUF 34,0,7,Drew Bledsoe pass complete to Eric Moulds for 17 yards (tackle by Erik Coleman),0.590,2.320
2,6:05,1,10,NYJ 49,0,7,Travis Henry left end for 2 yards (tackle by Jonathan Vilma and David Barrett),2.320,2.050
2,5:31,2,8,NYJ 47,0,7,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Donnie Abraham),2.050,1.360
2,5:26,3,8,NYJ 47,0,7,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Drew Bledsoe at BUF-BUF",1.360,-0.190
2,5:10,4,13,BUF 48,0,7,"Penalty on Jabari Greer: False Start, 5 yards (no play)",-0.190,-0.520
2,5:10,4,18,BUF 43,0,7,Brian Moorman punts 42 yards,-0.520,0.220
2,4:59,1,10,NYJ 15,0,7,Chad Pennington pass complete to Chris Baker for 17 yards (tackle by Pierson Prioleau),-0.220,1.070
2,4:20,1,10,NYJ 32,0,7,Chad Pennington pass complete to Santana Moss for 41 yards (tackle by London Fletcher),1.070,3.780
2,3:35,1,10,BUF 27,0,7,"Chad Pennington pass complete to Chris Baker for 15 yards (tackle by Nate Clements). Chris Baker fumbles (forced by Nate Clements), recovered by Pierson Prioleau at BUF-6 and returned for 12 yards (tackle by Wayne Chrebet)",3.780,-0.040
2,3:22,1,10,BUF 18,0,7,Drew Bledsoe pass complete to Tim Euhus for 11 yards (tackle by Victor Hobson),0.040,0.870
2,2:54,1,10,BUF 29,0,7,Travis Henry up the middle for -1 yards (tackle by Jonathan Vilma),0.870,0.190
2,2:25,2,11,BUF 28,0,7,Drew Bledsoe sacked by John Abraham for -7 yards,0.190,-1.420
2,2:21,,,,0,7,Timeout #1 by New York Jets,0.000,-1.420
2,2:21,3,18,BUF 21,0,7,Drew Bledsoe pass incomplete intended for Travis Henry,-1.420,-1.960
2,2:16,4,18,BUF 21,0,7,"Brian Moorman punts 46 yards. Penalty on Darrell McClover: Illegal Block Above the Waist, 10 yards",-1.960,-0.810
2,2:05,1,10,NYJ 28,0,7,Curtis Martin left tackle for 9 yards (tackle by Sam Adams),0.810,1.480
2,1:57,2,1,NYJ 37,0,7,Curtis Martin left tackle for 6 yards (tackle by Aaron Schobel and Izell Reese),1.480,1.800
2,1:57,1,10,NYJ 43,0,7,Chad Pennington pass complete to Jerald Sowell for 2 yards (tackle by Kevin Thomas),1.800,1.520
2,1:31,2,8,NYJ 45,0,7,Chad Pennington pass complete to Curtis Martin for 8 yards (tackle by Kevin Thomas),1.520,2.460
2,1:08,1,10,BUF 47,0,7,Curtis Martin up the middle for 6 yards (tackle by Jeff Posey and London Fletcher),2.460,2.720
2,1:06,,,,0,7,Timeout #2 by New York Jets,0.000,2.720
2,1:04,2,4,BUF 41,0,7,Chad Pennington pass incomplete intended for Jerald Sowell,2.720,2.010
2,1:00,3,4,BUF 41,0,7,Chad Pennington pass complete to Wayne Chrebet for 12 yards (tackle by Kevin Thomas),2.010,3.640
2,0:41,1,10,BUF 29,0,7,Chad Pennington pass complete to Curtis Martin for 4 yards (tackle by London Fletcher),3.640,3.640
2,0:21,2,6,BUF 25,0,7,Curtis Martin right tackle for 6 yards (tackle by London Fletcher),3.640,4.310
2,0:03,,,,0,7,Timeout #3 by New York Jets,0.000,4.310
2,0:03,1,10,BUF 19,0,10,Doug Brien 37 yard field goal good,4.310,3.000
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,0,10,"Toby Gowin kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BUF 20,0,10,Travis Henry right guard for 5 yards (tackle by Shaun Ellis and Erik Coleman),0.280,0.410
3,14:21,2,5,BUF 25,0,10,Travis Henry right end for -1 yards (tackle by John Abraham),0.410,-0.430
3,13:37,3,6,BUF 24,0,10,Drew Bledsoe pass incomplete intended for Bobby Shaw (defended by Donnie Abraham),-0.430,-1.770
3,13:32,4,6,BUF 24,0,10,"Penalty on Jon Dorenbos: Offensive Holding, 8 yards (no play)",-1.770,-2.390
3,13:21,4,14,BUF 16,0,10,Brian Moorman punts 31 yards,-2.390,-2.460
3,13:12,1,10,BUF 47,0,10,Curtis Martin right tackle for 5 yards (tackle by Sam Adams),2.460,2.590
3,12:33,2,5,BUF 42,0,10,Chad Pennington pass incomplete intended for Chris Baker,2.590,1.880
3,12:28,3,5,BUF 42,0,10,Chad Pennington pass complete to Wayne Chrebet for 4 yards (tackle by Nate Clements),1.880,0.720
3,11:44,4,1,BUF 38,0,10,"Penalty on Chad Pennington: Delay of Game, 5 yards (no play)",0.720,0.400
3,11:40,4,6,BUF 43,0,10,"Toby Gowin punts 33 yards, fair catch by Nate Clements",0.400,0.380
3,11:33,1,10,BUF 10,0,10,Drew Bledsoe pass complete to Daimon Shelton for 11 yards (tackle by Eric Barton),-0.380,0.340
3,10:58,1,10,BUF 21,0,10,Willis McGahee left guard for 2 yards (tackle by Jason Ferguson and Eric Barton),0.340,0.070
3,10:15,2,8,BUF 23,0,10,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by David Barrett),0.070,0.300
3,9:40,3,1,BUF 30,0,10,Willis McGahee left end for 2 yards (tackle by Jonathan Vilma and Reggie Tongue),0.300,1.070
3,9:01,1,10,BUF 32,0,10,Drew Bledsoe pass complete to Eric Moulds for 6 yards (tackle by Donnie Abraham),1.070,1.340
3,8:29,2,4,BUF 38,0,10,Willis McGahee right guard for 2 yards (tackle by Shaun Ellis),1.340,0.890
3,7:47,3,2,BUF 40,0,10,Willis McGahee left end for -1 yards (tackle by David Barrett),0.890,-0.780
3,7:09,4,3,BUF 39,0,10,"Brian Moorman punts 40 yards, returned by Santana Moss for 34 yards (tackle by Pierson Prioleau)",-0.780,-2.590
3,6:56,1,10,BUF 45,0,10,"Chad Pennington sacked by Aaron Schobel for 0 yards. Chad Pennington fumbles (forced by Aaron Schobel), recovered by Curtis Martin at BUF-45",2.590,2.040
3,6:10,2,10,BUF 45,0,10,Chad Pennington pass complete to Wayne Chrebet for 27 yards (tackle by Terrence McGee). Penalty on Aaron Schobel: Defensive Offside (Declined),2.040,4.370
3,5:46,1,10,BUF 18,0,10,Chad Pennington pass incomplete,4.370,3.800
3,5:39,2,10,BUF 18,0,10,Chad Pennington pass incomplete intended for Justin McCareins,3.800,3.050
3,5:33,,,,0,10,Timeout #1 by Buffalo Bills,0.000,3.050
3,5:33,3,10,BUF 18,0,10,Chad Pennington pass incomplete intended for Santana Moss (defended by Nate Clements),3.050,2.250
3,5:33,4,10,BUF 18,0,13,Doug Brien 36 yard field goal good,2.250,3.000
3,,,,NYJ 30,0,13,"Toby Gowin kicks off 67 yards, returned by Terrence McGee for 25 yards (tackle by Erik Coleman)",0.000,0.810
3,5:15,1,10,BUF 28,0,13,(tackle by David Barrett),0.810,1.660
3,4:33,1,10,BUF 41,0,13,Drew Bledsoe pass incomplete intended for Bobby Shaw,1.660,1.120
3,4:30,2,10,BUF 41,0,13,Willis McGahee left guard for no gain (tackle by James Reed and Victor Hobson),1.120,0.430
3,3:52,3,10,BUF 41,0,13,Drew Bledsoe sacked by Jonathan Vilma for -7 yards,0.430,-1.110
3,3:28,4,17,BUF 34,0,13,"Brian Moorman punts 46 yards, returned by Justin McCareins for 1 yard (tackle by Mario Haggan)",-1.110,-0.340
3,3:17,1,10,NYJ 21,0,13,Curtis Martin right end for 11 yards (tackle by Terrence McGee),0.340,1.070
3,2:35,1,10,NYJ 32,0,13,Curtis Martin up the middle for -4 yards (tackle by Jeff Posey and Chris Kelsay),1.070,-0.010
3,1:52,2,14,NYJ 28,0,13,Curtis Martin right end for 6 yards (tackle by Kevin Thomas and London Fletcher),-0.010,0.100
3,1:07,3,8,NYJ 34,0,13,Chad Pennington pass complete to Jonathan Carter for 13 yards (tackle by Rashad Baker),0.100,2.060
3,0:24,1,10,NYJ 47,0,13,Chad Pennington pass complete to Curtis Martin for 5 yards (tackle by Jeff Posey),2.060,2.190
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,BUF 48,0,13,"Chad Pennington pass complete to Jerald Sowell for 1 yard (tackle by Takeo Spikes). Penalty on Kareem McKenzie: Illegal Formation, 5 yards (no play)",2.190,1.520
4,14:35,2,10,NYJ 47,0,13,Chad Pennington pass complete to Wayne Chrebet for 11 yards (tackle by Terrence McGee),1.520,2.790
4,13:54,1,10,BUF 42,0,13,Curtis Martin right tackle for 5 yards (tackle by Aaron Schobel and Sam Adams),2.790,2.920
4,13:15,2,5,BUF 37,0,13,Chad Pennington pass complete to Jerald Sowell for 7 yards (tackle by London Fletcher),2.920,3.580
4,12:30,1,10,BUF 30,0,13,Chad Pennington pass incomplete intended for Curtis Martin is intercepted by Jeff Posey at BUF-28 and returned for 3 yards (tackle by Curtis Martin),3.580,-1.000
4,12:21,1,10,BUF 31,0,13,"Penalty on Jason Ferguson: Encroachment, 5 yards (no play)",1.000,1.730
4,12:21,1,5,BUF 36,0,13,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Erik Coleman),1.730,2.260
4,11:45,1,10,NYJ 50,0,13,Drew Bledsoe pass complete to Tim Euhus for 9 yards (tackle by Victor Hobson),2.260,2.930
4,11:10,2,1,NYJ 41,0,13,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Erik Coleman),2.930,2.210
4,11:03,3,1,NYJ 41,0,13,Willis McGahee left tackle for 3 yards (tackle by Dewayne Robertson),2.210,3.050
4,10:30,1,10,NYJ 38,0,13,Drew Bledsoe pass complete to Bobby Shaw for 1 yard (tackle by Donnie Abraham),3.050,2.640
4,9:51,2,9,NYJ 37,0,13,Drew Bledsoe pass incomplete intended for Mark Campbell,2.640,1.950
4,9:45,3,9,NYJ 37,0,13,Willis McGahee left end for 21 yards (tackle by Erik Coleman),1.950,4.510
4,9:05,1,10,NYJ 16,6,13,"Drew Bledsoe pass complete to Mark Campbell for 16 yards, touchdown",4.510,7.000
4,,,,NYJ 2,7,13,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,7,13,"Rian Lindell kicks off 61 yards, returned by LaMont Jordan for 18 yards (tackle by Ryan Neufeld)",0.000,0.740
4,8:51,1,10,NYJ 27,7,13,Chad Pennington pass complete to Curtis Martin for 1 yard (tackle by Terrence McGee),0.740,0.330
4,8:33,2,9,NYJ 28,7,13,Curtis Martin left end for -1 yards (tackle by London Fletcher and Takeo Spikes),0.330,-0.490
4,7:49,3,10,NYJ 27,7,13,Chad Pennington pass complete to Wayne Chrebet for 8 yards (tackle by Terrence McGee),-0.490,-1.040
4,7:09,4,2,NYJ 35,7,13,"Toby Gowin punts 33 yards, returned by Nate Clements for 6 yards (tackle by Jerricho Cotchery)",-1.040,-1.470
4,6:58,1,10,BUF 38,7,13,Drew Bledsoe pass complete to Daimon Shelton for 11 yards (tackle by Jonathan Vilma),1.470,2.190
4,6:25,1,10,BUF 49,7,13,"Travis Henry left end for 7 yards (tackle by Reggie Tongue). Penalty on John Abraham: Defensive Offside, 5 yards (no play)",2.190,2.920
4,6:07,1,5,NYJ 46,13,13,"Drew Bledsoe pass complete to Lee Evans for 46 yards, touchdown",2.920,7.000
4,,,,NYJ 2,14,13,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,14,13,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
4,5:58,1,10,NYJ 20,14,13,Curtis Martin right end for 3 yards (tackle by Sam Adams),0.280,0.140
4,5:19,2,7,NYJ 23,14,13,Chad Pennington pass complete to Jerald Sowell for 5 yards (tackle by Sam Adams),0.140,0.100
4,4:39,3,2,NYJ 28,14,13,Chad Pennington pass complete to Wayne Chrebet for 3 yards (tackle by Terrence McGee),0.100,1.000
4,3:58,1,10,NYJ 31,14,13,Chad Pennington pass complete to Jerald Sowell for 10 yards (tackle by London Fletcher),1.000,1.660
4,3:22,1,10,NYJ 41,14,13,Chad Pennington pass complete to Jerald Sowell for 4 yards (tackle by Jeff Posey),1.660,1.660
4,2:42,2,6,NYJ 45,14,13,Chad Pennington pass complete to Justin McCareins for 17 yards (tackle by London Fletcher),1.660,3.050
4,2:02,1,10,BUF 38,14,13,Chad Pennington pass complete to Anthony Becht for 11 yards (tackle by Pierson Prioleau),3.050,3.780
4,1:55,1,10,BUF 27,14,13,Curtis Martin up the middle for 6 yards (tackle by Ryan Denney and Pierson Prioleau),3.780,4.040
4,1:16,2,4,BUF 21,14,13,Chad Pennington pass incomplete intended for Jerald Sowell,4.040,3.340
4,1:11,3,4,BUF 21,14,13,Chad Pennington pass complete to Jerald Sowell for 1 yard (tackle by London Fletcher),3.340,2.220
4,1:03,,,,14,13,Timeout #2 by Buffalo Bills,0.000,2.220
4,1:03,4,3,BUF 20,14,16,Doug Brien 38 yard field goal good,2.220,3.000
4,,,,NYJ 30,14,16,"Toby Gowin kicks off 56 yards, returned by Terrence McGee for 21 yards (tackle by Erik Coleman)",0.000,1.270
4,0:51,1,10,BUF 35,14,16,Drew Bledsoe sacked by John Abraham for -3 yards,1.270,0.320
4,0:32,2,13,BUF 32,14,16,Drew Bledsoe pass complete to Bobby Shaw for 16 yards (tackle by David Barrett),0.320,2.130
4,0:15,1,10,BUF 48,14,16,Drew Bledsoe spiked the ball,2.130,1.580
4,0:15,2,10,BUF 48,14,16,Drew Bledsoe pass incomplete intended for Josh Reed,1.580,0.890
4,0:09,3,10,BUF 48,14,16,Drew Bledsoe pass incomplete intended for Bobby Shaw (defended by Erik Coleman),0.890,-0.190
4,0:02,,,,14,16,Timeout #3 by Buffalo Bills,0.000,-0.190
4,0:02,4,10,BUF 48,14,16,Drew Bledsoe pass incomplete intended for Eric Moulds is intercepted by Terrell Buckley at NYJ-6 and returned for 12 yards (tackle by Eric Moulds),-0.190,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
