Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,5:39,2,5,TAM 43,0,0,LeGarrette Blount left end for 4 yards (tackle by Patrick Willis),1.600,1.420
1,4:55,3,1,TAM 47,0,0,LeGarrette Blount middle for no gain (tackle by Patrick Willis),1.420,-0.260
1,4:13,4,1,TAM 47,0,0,Micheal Spurlock pass incomplete short right intended for Earnest Graham (defended by Anthony Dixon),-0.260,-2.460
1,4:11,1,10,TAM 47,0,0,Troy Smith sacked by Gerald McCoy and Al Woods for -5 yards,2.460,1.240
1,3:37,2,15,SFO 48,0,0,Troy Smith middle for 15 yards (tackle by Sean Jones),1.240,3.120
1,3:07,1,10,TAM 37,0,0,Frank Gore left tackle for -4 yards (tackle by Roy Miller),3.120,2.030
1,2:27,2,14,TAM 41,0,0,Frank Gore middle for 3 yards (tackle by Dekoda Watson),2.030,1.750
1,1:49,3,11,TAM 38,0,0,Troy Smith pass incomplete short middle intended for Michael Crabtree (defended by Sean Jones),1.750,0.720
1,1:42,4,11,TAM 38,0,0,"Andy Lee punts 38 yards, touchback",0.720,-0.280
1,1:33,1,10,TAM 20,0,0,Josh Freeman pass incomplete short right intended for Arrelious Benn,0.280,-0.270
1,1:29,2,10,TAM 20,0,0,LeGarrette Blount middle for 11 yards (tackle by Dashon Goldson),-0.270,1.000
1,0:54,1,10,TAM 31,0,0,LeGarrette Blount left guard for 3 yards (tackle by Takeo Spikes and Patrick Willis),1.000,0.870
1,0:12,2,7,TAM 34,0,0,Josh Johnson left end for 7 yards (tackle by Takeo Spikes),0.870,1.660
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 41,0,0,Josh Freeman pass complete short right to Mike Williams for 13 yards (tackle by Manny Lawson),1.660,2.520
2,14:22,1,10,SFO 46,0,0,Josh Freeman pass complete short left to Kellen Winslow for 7 yards (tackle by Patrick Willis),2.520,2.920
2,13:36,2,3,SFO 39,0,0,LeGarrette Blount right end for 12 yards (tackle by Demetric Evans),2.920,3.780
2,12:51,1,10,SFO 27,0,0,LeGarrette Blount right guard for 3 yards (tackle by Patrick Willis),3.780,3.640
2,12:17,2,7,SFO 24,0,0,Josh Freeman right end for 8 yards (tackle by Nate Clements),3.640,4.510
2,11:35,1,10,SFO 16,0,0,Josh Freeman pass complete short left to Arrelious Benn for 7 yards (tackle by Shawntae Spencer),4.510,5.160
2,10:48,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,5.160
2,10:48,2,3,SFO 9,0,0,Earnest Graham left guard for 2 yards (tackle by Takeo Spikes and Dashon Goldson),5.160,4.850
2,10:05,3,1,SFO 7,0,0,Josh Freeman middle for 1 yard (tackle by Justin Smith),4.850,5.830
2,9:12,1,6,SFO 6,0,0,Josh Freeman pass incomplete short right intended for Kellen Winslow,5.830,4.950
2,9:06,2,6,SFO 6,6,0,"Cadillac Williams middle for 6 yards, touchdown",4.950,7.000
2,9:06,,,SFO 2,7,0,Connor Barth kicks extra point good,0.000,0.000
2,9:02,,,TAM 30,7,0,"Connor Barth kicks off 61 yards, returned by Ted Ginn for 30 yards (tackle by Arrelious Benn)",0.000,1.530
2,8:55,1,10,SFO 39,7,0,Frank Gore middle for 1 yard (tackle by Roy Miller),1.530,1.120
2,8:26,2,9,SFO 40,7,0,Frank Gore middle for 6 yards (tackle by Cody Grimm),1.120,1.220
2,7:52,3,3,SFO 46,7,0,Troy Smith pass incomplete short right intended for Frank Gore,1.220,-0.320
2,7:47,4,3,SFO 46,7,0,"Andy Lee punts 33 yards, returned by Micheal Spurlock for no gain",-0.320,-0.340
2,7:39,1,10,TAM 21,7,0,LeGarrette Blount right tackle for 5 yards (tackle by Takeo Spikes and Nate Clements),0.340,0.480
2,7:39,2,5,TAM 26,7,0,Josh Johnson pass complete short left to Arrelious Benn for 7 yards (tackle by Nate Clements),0.480,1.140
2,6:25,1,10,TAM 33,7,0,LeGarrette Blount left tackle for 4 yards (tackle by Aubrayo Franklin),1.140,1.130
2,5:45,2,6,TAM 37,7,0,LeGarrette Blount middle for 1 yard (tackle by Aubrayo Franklin),1.130,0.560
2,4:59,,,,7,0,Timeout #2 by Tampa Bay Buccaneers,0.000,0.560
2,4:59,3,5,TAM 38,7,0,Josh Freeman pass incomplete short middle intended for Sammie Stroughter,0.560,-0.850
2,4:54,4,5,TAM 38,7,0,"Robert Malone punts 31 yards, fair catch by Reggie Smith",-0.850,-1.000
2,4:47,1,10,SFO 31,7,0,Troy Smith pass incomplete short right intended for Frank Gore,1.000,0.460
2,4:41,2,10,SFO 31,7,0,Frank Gore middle for 5 yards (tackle by Cody Grimm),0.460,0.430
2,3:58,3,5,SFO 36,7,0,Troy Smith pass complete short left to Michael Crabtree for 15 yards (tackle by E.J. Biggers),0.430,2.320
2,3:10,1,10,TAM 49,7,0,Delanie Walker left end for 3 yards (tackle by Alex Magee),2.320,2.190
2,2:26,2,7,TAM 46,7,0,Troy Smith pass complete short left to Vernon Davis for 3 yards (tackle by Cody Grimm and Geno Hayes),2.190,1.880
2,2:00,3,4,TAM 43,7,0,Frank Gore middle for -1 yards (tackle by Geno Hayes),1.880,0.330
2,1:30,4,5,TAM 44,7,0,"Andy Lee punts 34 yards, fair catch by Micheal Spurlock",0.330,0.380
2,1:23,1,10,TAM 10,7,0,Cadillac Williams right tackle for 7 yards (tackle by Tarell Brown),-0.380,-0.090
2,1:10,2,3,TAM 17,7,0,Cadillac Williams right tackle for 5 yards (tackle by Patrick Willis),-0.090,0.410
2,0:24,1,10,TAM 22,7,0,Cadillac Williams middle for 2 yards (tackle by Takeo Spikes),0.410,0.140
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,0,"Connor Barth kicks off 50 yards, returned by Tony Wragge for 12 yards (tackle by Corey Lynch)",0.000,1.070
3,14:55,1,10,SFO 32,7,0,Troy Smith pass complete short middle to Josh Morgan for 17 yards (tackle by Ronde Barber),1.070,2.190
3,14:39,1,10,SFO 49,7,0,Frank Gore middle for 3 yards (tackle by Roy Miller),2.190,2.050
3,14:02,2,7,TAM 48,7,0,"Brian Westbrook right end for 5 yards (tackle by Gerald McCoy). Penalty on David Baas: Offensive Holding, 10 yards (no play)",2.050,0.700
3,13:35,2,17,SFO 42,7,0,Troy Smith pass complete short left to Delanie Walker for 14 yards (tackle by E.J. Biggers and Sean Jones),0.700,1.880
3,12:53,3,3,TAM 44,7,0,"Troy Smith pass incomplete short left intended for Michael Crabtree. Penalty on Stylez G. White: Defensive Offside, 5 yards (no play)",1.880,2.980
3,12:49,1,10,TAM 39,7,0,Troy Smith pass incomplete short right intended for Moran Norris (defended by Dekoda Watson),2.980,2.440
3,12:42,2,10,TAM 39,7,0,Troy Smith pass complete short left to Delanie Walker for 6 yards (tackle by Dekoda Watson),2.440,2.540
3,12:04,3,4,TAM 33,7,0,Troy Smith pass incomplete short right intended for Ted Ginn,2.540,1.180
3,11:58,4,4,TAM 33,7,0,Andy Lee punts 27 yards,1.180,0.380
3,11:48,1,10,TAM 6,7,0,Josh Freeman pass complete short right to Kellen Winslow for 11 yards (tackle by Manny Lawson),-0.380,-0.060
3,11:26,1,10,TAM 17,7,0,LeGarrette Blount middle for 3 yards (tackle by Isaac Sopoaga),-0.060,-0.060
3,10:43,2,7,TAM 20,7,0,Josh Freeman pass incomplete short left intended for Kellen Winslow (defended by Reggie Smith),-0.060,-0.870
3,10:33,,,,7,0,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.870
3,10:33,3,7,TAM 20,7,0,Josh Freeman pass complete short left to Kellen Winslow for 10 yards (tackle by Dashon Goldson),-0.870,0.940
3,9:59,1,10,TAM 30,7,0,LeGarrette Blount middle for 4 yards (tackle by Isaac Sopoaga),0.940,0.930
3,9:17,2,6,TAM 34,7,0,Josh Freeman right end for 2 yards (tackle by Parys Haralson),0.930,0.500
3,8:51,3,4,TAM 36,7,0,Josh Freeman pass complete short left to Sammie Stroughter for 7 yards (tackle by Dashon Goldson),0.500,1.800
3,8:13,1,10,TAM 43,7,0,LeGarrette Blount left guard for 5 yards (tackle by Patrick Willis),1.800,1.930
3,7:29,2,5,TAM 48,7,0,Josh Freeman pass complete short right to Maurice Stovall for 22 yards (tackle by Reggie Smith),1.930,3.580
3,6:57,1,10,SFO 30,7,0,LeGarrette Blount middle for 1 yard (tackle by Takeo Spikes),3.580,3.170
3,6:10,2,9,SFO 29,7,0,Josh Freeman pass incomplete short left intended for Maurice Stovall (defended by Shawntae Spencer),3.170,2.480
3,6:02,3,9,SFO 29,7,0,Josh Freeman pass complete short left to Kellen Winslow for 6 yards (tackle by Dashon Goldson),2.480,2.030
3,5:16,4,3,SFO 23,7,0,Connor Barth 41 yard field goal no good,2.030,-1.000
3,5:11,1,10,SFO 31,7,0,Frank Gore right guard for 2 yards (tackle by Tim Crowder and Cody Grimm),1.000,0.730
3,4:34,2,8,SFO 33,7,0,Troy Smith sacked by Adam Hayward for -3 yards,0.730,-0.360
3,4:08,3,11,SFO 30,7,0,Troy Smith pass complete short right to Josh Morgan for 9 yards (tackle by E.J. Biggers). Penalty on SFO: Illegal Shift (Declined),-0.360,-0.780
3,4:00,4,2,SFO 39,7,0,"Andy Lee punts 54 yards. Penalty on Tarell Brown: Illegal Touch Kick, 5 yards (no play)",-0.780,-1.110
3,3:49,4,7,SFO 34,7,0,"Andy Lee punts 42 yards, returned by Micheal Spurlock for 10 yards (tackle by Manny Lawson)",-1.110,-1.200
3,3:36,1,10,TAM 34,7,0,Josh Freeman pass complete deep middle to Mike Williams for 33 yards (tackle by Dashon Goldson),1.200,3.380
3,2:57,1,10,SFO 33,7,0,LeGarrette Blount middle for 16 yards (tackle by Dashon Goldson and Nate Clements),3.380,4.440
3,2:18,1,10,SFO 17,7,0,LeGarrette Blount right guard for 2 yards (tackle by Demetric Evans),4.440,4.150
3,1:32,2,8,SFO 15,7,0,Josh Freeman pass complete short left to Cadillac Williams for 7 yards (tackle by Takeo Spikes),4.150,4.800
3,0:46,3,1,SFO 8,13,0,"Josh Freeman pass complete short left to Mike Williams for 8 yards, touchdown. Penalty on Shawntae Spencer: Defensive Pass Interfere (Declined)",4.800,7.000
3,0:46,,,SFO 2,14,0,Connor Barth kicks extra point good,0.000,0.000
3,0:41,,,TAM 30,14,0,"Connor Barth kicks off 64 yards, returned by Ted Ginn for 20 yards (tackle by E.J. Biggers)",0.000,0.670
3,0:34,1,10,SFO 26,14,0,Troy Smith pass incomplete short left intended for Vernon Davis,0.670,0.130
3,0:30,2,10,SFO 26,14,0,Troy Smith pass complete short right to Frank Gore for 9 yards (tackle by Geno Hayes),0.130,0.630
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SFO 35,14,0,Troy Smith pass complete short right to Frank Gore for 2 yards (tackle by Sean Jones),0.630,1.400
4,14:42,1,10,SFO 37,14,0,Frank Gore middle for 5 yards (tackle by Barrett Ruud),1.400,1.530
4,14:07,2,5,SFO 42,14,0,Troy Smith pass incomplete short middle intended for Josh Morgan (defended by Gerald McCoy),1.530,0.830
4,14:02,3,5,SFO 42,14,0,Troy Smith middle for 2 yards (tackle by Cody Grimm),0.830,-0.460
4,13:18,,,,14,0,Timeout #1 by San Francisco 49ers,0.000,-0.460
4,13:18,4,3,SFO 44,14,0,Troy Smith pass incomplete deep right intended for Vernon Davis,-0.460,-2.650
4,13:15,1,10,SFO 44,14,0,LeGarrette Blount right end for -3 yards (tackle by Ray McDonald and Manny Lawson),2.650,1.710
4,12:31,2,13,SFO 47,14,0,Cadillac Williams left guard for 2 yards (tackle by Justin Smith),1.710,1.290
4,11:51,3,11,SFO 45,14,0,Josh Freeman sacked by Patrick Willis for -3 yards,1.290,0.070
4,11:43,4,14,SFO 48,14,0,"Robert Malone punts 39 yards, returned by Kyle Williams for 9 yards (tackle by Adam Hayward)",0.070,-0.040
4,11:23,1,10,SFO 18,14,0,Troy Smith right end for 6 yards (tackle by Dekoda Watson),0.040,0.410
4,10:47,2,4,SFO 24,14,0,Troy Smith pass incomplete short left intended for Josh Morgan is intercepted by Ronde Barber at SFO-36 and returned for 29 yards,0.410,-5.600
4,10:35,1,7,SFO 7,14,0,Earnest Graham middle for 2 yards (tackle by Parys Haralson),5.600,5.150
4,9:52,2,5,SFO 5,14,0,"Josh Freeman pass incomplete short left intended for Arrelious Benn. Penalty on Reggie Smith: Defensive Holding, 3 yards (no play)",5.150,6.740
4,9:45,,,,14,0,Timeout #2 by Tampa Bay Buccaneers,0.000,6.740
4,9:45,1,2,SFO 2,14,0,LeGarrette Blount right guard for 1 yard (tackle by Takeo Spikes),6.740,5.910
4,9:02,2,1,SFO 1,14,0,LeGarrette Blount right guard for no gain (tackle by Takeo Spikes),5.910,5.170
4,8:23,,,,14,0,Timeout #3 by Tampa Bay Buccaneers,0.000,5.170
4,8:23,3,1,SFO 1,20,0,"Josh Freeman pass complete short left to Donald Penn for 1 yard, touchdown",5.170,7.000
4,8:23,,,SFO 2,21,0,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 30,,,"Connor Barth kicks off 58 yards, returned by Ted Ginn for 19 yards (tackle by Arrelious Benn)",,
4,8:08,1,10,SFO 31,21,0,Troy Smith middle for 11 yards (tackle by Barrett Ruud),1.000,1.730
4,7:47,1,10,SFO 42,21,0,Troy Smith pass incomplete short left intended for Frank Gore,1.730,1.190
4,7:39,2,10,SFO 42,21,0,Troy Smith sacked by Stylez G. White for -11 yards,1.190,-0.960
4,7:29,3,21,SFO 31,21,0,Troy Smith pass complete deep right to Josh Morgan for 23 yards (tackle by Cody Grimm),-0.960,2.520
4,6:57,1,10,TAM 46,21,0,Troy Smith pass complete short right to Delanie Walker for 7 yards (tackle by Barrett Ruud),2.520,2.920
4,6:36,2,3,TAM 39,21,0,Troy Smith pass incomplete short left intended for Ted Ginn,2.920,2.210
4,6:31,3,3,TAM 39,21,0,Troy Smith pass incomplete deep right intended for Dominique Zeigler. Penalty on SFO: Illegal Shift (Declined),2.210,0.660
4,6:24,4,3,TAM 39,21,0,Troy Smith pass incomplete deep right intended for Dominique Zeigler,0.660,-1.530
4,6:19,1,10,TAM 39,21,0,LeGarrette Blount middle for 2 yards (tackle by Takeo Spikes and Patrick Willis),1.530,1.260
4,5:36,2,8,TAM 41,21,0,LeGarrette Blount left guard for 3 yards (tackle by Takeo Spikes),1.260,0.960
4,4:52,3,5,TAM 44,21,0,Cadillac Williams left tackle for 26 yards (tackle by Patrick Willis),0.960,3.580
4,4:09,1,10,SFO 30,21,0,LeGarrette Blount right end for -8 yards (tackle by Manny Lawson),3.580,1.950
4,3:21,2,18,SFO 38,21,0,LeGarrette Blount middle for 1 yard (tackle by Patrick Willis and Taylor Mays),1.950,1.420
4,3:12,,,,21,0,Timeout #2 by San Francisco 49ers,0.000,1.420
4,3:12,3,17,SFO 37,21,0,Earnest Graham middle for 3 yards (tackle by Demetric Evans),1.420,1.060
4,3:06,,,,21,0,Timeout #3 by San Francisco 49ers,0.000,1.060
4,3:06,4,14,SFO 34,21,0,"Robert Malone punts 25 yards, fair catch by Kyle Williams",1.060,0.380
4,3:01,1,10,SFO 9,21,0,Troy Smith pass complete short left to Ted Ginn for 7 yards (tackle by Myron Lewis),-0.380,-0.160
4,2:45,2,3,SFO 16,21,0,Troy Smith middle for 11 yards (tackle by Tim Crowder),-0.160,0.740
4,2:20,1,10,SFO 27,21,0,Troy Smith pass complete short right to Frank Gore for 6 yards (tackle by Aqib Talib),0.740,1.010
4,2:00,2,4,SFO 33,21,0,Troy Smith sacked by Alex Magee for -4 yards,1.010,-0.230
4,1:34,3,8,SFO 29,21,0,"Troy Smith pass incomplete short right intended for Michael Crabtree. Penalty on Dekoda Watson: Roughing the Passer, 15 yards (no play)",-0.230,1.860
4,1:29,1,10,SFO 44,21,0,Troy Smith pass incomplete short left intended for Ted Ginn (defended by Aqib Talib),1.860,1.320
4,1:18,2,10,SFO 44,21,0,Troy Smith pass complete short right to Kyle Williams for 8 yards (tackle by Geno Hayes),1.320,1.690
4,0:53,3,2,TAM 48,21,0,Troy Smith pass incomplete deep middle intended for Delanie Walker (defended by Barrett Ruud),1.690,0.070
4,0:47,4,2,TAM 48,21,0,Troy Smith sacked by Gerald McCoy and Stylez G. White for -5 yards,0.070,-2.460
4,0:38,1,10,SFO 47,21,0,Josh Freeman kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
