Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
1,0:20,2,22,WAS 36,0,7,Jason Campbell pass incomplete short left intended for Devin Thomas (defended by Eric Green),-0.040,-0.690
1,0:16,3,22,WAS 36,0,7,Jason Campbell pass incomplete short middle intended for Ladell Betts,-0.690,-0.980
1,0:09,4,22,WAS 36,0,7,"Durant Brooks punts 35 yards, fair catch by Steve Breaston",-0.980,-0.870
1,0:03,1,10,ARI 29,0,7,"Kurt Warner pass complete short left to Edgerrin James for 5 yards (tackle by Rocky McIntosh). Edgerrin James fumbles (forced by Rocky McIntosh), recovered by Carlos Rogers at ARI-34 (tackle by Reggie Wells)",0.870,-3.310
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 34,0,7,"Jason Campbell pass complete deep right to Devin Thomas for 16 yards (tackle by Roderick Hood). Penalty on Devin Thomas: Offensive Pass Interference, 10 yards (no play)",3.310,2.650
2,14:34,1,20,ARI 44,0,7,Jason Campbell pass complete short right to Santana Moss for 12 yards (tackle by Antrel Rolle),2.650,3.040
2,13:58,2,8,ARI 32,0,7,Clinton Portis left tackle for 2 yards (tackle by Alan Branch and Karlos Dansby),3.040,2.610
2,13:16,3,6,ARI 30,0,7,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Dominique Rodgers-Cromartie),2.610,1.430
2,13:13,4,6,ARI 30,0,10,Shaun Suisham 48 yard field goal good,1.430,3.000
2,,,,WAS 30,0,10,"Shaun Suisham kicks off 75 yards, returned by Steve Breaston for 23 yards (tackle by Mike Sellers)",0.000,0.040
2,13:03,1,10,ARI 18,0,10,Edgerrin James left tackle for 7 yards (tackle by Marcus Washington and Cornelius Griffin),0.040,0.550
2,12:20,2,3,ARI 25,0,10,Kurt Warner pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Shawn Springs),0.550,0.940
2,11:42,1,10,ARI 30,0,10,Kurt Warner pass incomplete short right intended for Larry Fitzgerald (defended by Jason Taylor),0.940,0.390
2,11:38,2,10,ARI 30,0,10,Kurt Warner sacked by Kedric Golston for -7 yards,0.390,-1.220
2,11:03,3,17,ARI 23,0,10,Kurt Warner pass complete short middle to Tim Hightower for 14 yards (tackle by Reed Doughty),-1.220,-0.910
2,10:23,4,3,ARI 37,0,10,"Dirk Johnson punts 40 yards, returned by Antwaan Randle El for 6 yards (tackle by Sean Morey)",-0.910,-0.870
2,10:10,1,10,WAS 29,0,10,Jason Campbell pass incomplete short left intended for Antwaan Randle El,0.870,0.330
2,10:08,2,10,WAS 29,0,10,Clinton Portis left end for 3 yards (tackle by Bryan Robinson),0.330,0.040
2,9:26,3,7,WAS 32,0,10,Jason Campbell pass incomplete short middle intended for Santana Moss,0.040,-1.240
2,9:19,4,7,WAS 32,0,10,"Durant Brooks punts 45 yards, returned by Steve Breaston for 9 yards (tackle by Reed Doughty). Penalty on Dominique Rodgers-Cromartie: Offensive Holding, 10 yards",-1.240,0.140
2,9:03,1,10,ARI 16,0,10,Edgerrin James right guard for 3 yards (tackle by Marcus Washington and Rocky McIntosh),-0.140,-0.180
2,8:23,2,7,ARI 19,0,10,Kurt Warner pass complete short middle to Edgerrin James for 10 yards (tackle by London Fletcher),-0.180,0.870
2,7:42,1,10,ARI 29,0,10,Tim Hightower left end for 10 yards (tackle by London Fletcher),0.870,1.530
2,6:57,1,10,ARI 39,0,10,"Edgerrin James right tackle for 3 yards (tackle by Cornelius Griffin and Chris Horton). Penalty on Deuce Lutui: Offensive Holding, 10 yards (no play)",1.530,0.870
2,6:29,1,20,ARI 29,0,10,Kurt Warner pass complete deep middle to Larry Fitzgerald for 18 yards (tackle by Chris Horton),0.870,2.070
2,5:49,2,2,ARI 47,0,10,Kurt Warner pass incomplete deep right intended for Jerheme Urban,2.070,1.360
2,5:42,3,2,ARI 47,0,10,Kurt Warner pass complete short right to Tim Hightower for 6 yards (tackle by Reed Doughty),1.360,2.460
2,5:05,,,,0,10,Timeout #1 by Arizona Cardinals,0.000,2.460
2,5:05,1,10,WAS 47,0,10,Edgerrin James right end for 12 yards (tackle by Anthony Montgomery),2.460,3.250
2,4:24,1,10,WAS 35,0,10,Kurt Warner pass incomplete short left intended for Anquan Boldin,3.250,2.700
2,4:21,2,10,WAS 35,0,10,Kurt Warner pass complete short right to Larry Fitzgerald for 1 yard (tackle by Reed Doughty),2.700,2.150
2,3:37,3,9,WAS 34,0,10,"Kurt Warner pass incomplete deep right intended for Larry Fitzgerald. Penalty on Carlos Rogers: Defensive Pass Interference, 12 yards (no play)",2.150,4.110
2,3:32,1,10,WAS 22,0,10,Jerheme Urban pass complete short right to Tim Hightower for 18 yards (tackle by Carlos Rogers),4.110,6.280
2,2:47,,,,0,10,Timeout #2 by Arizona Cardinals,0.000,6.280
2,2:47,1,4,WAS 4,6,10,"Kurt Warner pass complete short right to Anquan Boldin for 4 yards, touchdown",6.280,7.000
2,,,,WAS 2,7,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,10,"Neil Rackers kicks off 59 yards, returned by Rock Cartwright for 17 yards (tackle by Monty Beisel)",0.000,0.810
2,2:37,1,10,WAS 28,7,10,Clinton Portis left end for 7 yards (tackle by Karlos Dansby),0.810,1.210
2,2:12,2,3,WAS 35,7,10,Clinton Portis left guard for 2 yards (tackle by Clark Haggans and Gerald Hayes),1.210,0.760
2,2:00,3,1,WAS 37,7,10,Clinton Portis left guard for no gain (tackle by Travis LaBoy and Antonio Smith),0.760,-0.910
2,1:26,,,,7,10,Timeout #1 by Washington Redskins,0.000,-0.910
2,1:26,4,1,WAS 37,7,10,"Durant Brooks punts 56 yards, returned by Steve Breaston for no gain. Penalty on Ralph Brown: Illegal Block Above the Waist, 3 yards",-0.910,0.380
2,1:12,1,10,ARI 4,7,10,Edgerrin James right guard for 3 yards (tackle by Reed Doughty),-0.380,-0.560
2,1:06,,,,7,10,Timeout #2 by Washington Redskins,0.000,-0.560
2,1:06,2,7,ARI 7,7,10,Edgerrin James right end for 3 yards (tackle by Chris Horton and London Fletcher),-0.560,-0.720
2,1:01,,,,7,10,Timeout #3 by Washington Redskins,0.000,-0.720
2,1:00,3,4,ARI 10,7,10,Tim Hightower left guard for 6 yards (tackle by Reed Doughty and London Fletcher),-0.720,-0.140
2,0:32,1,10,ARI 16,7,10,Kurt Warner pass complete short middle to Larry Fitzgerald for 6 yards,-0.140,0.280
2,0:32,2,4,ARI 22,7,10,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald,0.280,-0.570
2,0:06,3,4,ARI 22,7,10,Kurt Warner pass incomplete deep middle intended for Anquan Boldin (defended by Shawn Springs),-0.570,-1.900
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,10,"Shaun Suisham kicks off 72 yards, returned by Steve Breaston for 21 yards (tackle by Mike Sellers)",0.000,0.150
3,14:54,1,10,ARI 19,7,10,Edgerrin James left guard for 3 yards (tackle by Cornelius Griffin and Andre Carter),0.150,0.070
3,14:09,2,7,ARI 22,7,10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Carlos Rogers),0.070,-0.680
3,14:05,3,7,ARI 22,7,10,"Kurt Warner pass complete short middle to Anquan Boldin for 14 yards (tackle by Carlos Rogers). Penalty on Fred Smoot: Roughing the Passer, 15 yards",-0.680,2.320
3,13:43,1,10,WAS 49,7,10,Edgerrin James up the middle for 8 yards (tackle by Jason Taylor and Shawn Springs),2.320,2.860
3,13:00,2,2,WAS 41,7,10,Edgerrin James left end for 6 yards (tackle by Rocky McIntosh),2.860,3.250
3,12:35,1,10,WAS 35,7,10,Edgerrin James up the middle for 3 yards (tackle by Rocky McIntosh and Kedric Golston),3.250,3.110
3,12:11,2,7,WAS 32,7,10,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,3.110,2.410
3,12:04,3,7,WAS 32,7,10,"Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",2.410,3.070
3,12:02,3,2,WAS 27,7,10,Kurt Warner pass complete short left to Anquan Boldin for 7 yards (tackle by LaRon Landry),3.070,4.240
3,11:34,1,10,WAS 20,7,10,Edgerrin James right tackle for 1 yard (tackle by Reed Doughty and Marcus Washington),4.240,3.820
3,10:57,2,9,WAS 19,7,10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by LaRon Landry),3.820,3.100
3,10:52,3,9,WAS 19,7,10,Kurt Warner pass complete short middle to Larry Fitzgerald for 9 yards (tackle by LaRon Landry),3.100,4.910
3,10:09,1,10,WAS 10,7,10,Tim Hightower right tackle for 1 yard (tackle by Rocky McIntosh),4.910,4.380
3,9:31,2,9,WAS 9,7,10,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Jason Taylor). Penalty on ARI: Illegal Formation (Declined),4.380,3.360
3,9:28,3,9,WAS 9,7,10,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Jason Taylor),3.360,2.830
3,9:25,4,9,WAS 9,10,10,Neil Rackers 26 yard field goal good,2.830,3.000
3,,,,ARI 30,10,10,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,9:20,1,10,WAS 20,10,10,Clinton Portis left end for 4 yards (tackle by Adrian Wilson and Gerald Hayes),0.280,0.270
3,8:47,2,6,WAS 24,10,10,Clinton Portis up the middle for no gain (tackle by Antrel Rolle and Chike Okeafor),0.270,-0.430
3,8:14,3,6,WAS 24,10,10,Jason Campbell pass complete short middle to Chris Cooley for 7 yards (tackle by Aaron Francisco),-0.430,1.000
3,7:40,1,10,WAS 31,10,10,Jason Campbell pass complete short right to Chris Cooley for 2 yards (tackle by Roderick Hood),1.000,0.730
3,7:06,2,8,WAS 33,10,10,Devin Thomas left end for 16 yards (tackle by Adrian Wilson),0.730,2.190
3,6:19,1,10,WAS 49,10,10,Jason Campbell pass complete short left to Clinton Portis for 9 yards (tackle by Antrel Rolle),2.190,2.860
3,5:55,2,1,ARI 42,10,10,Ladell Betts right end for 9 yards (tackle by Travis LaBoy and Adrian Wilson),2.860,3.380
3,5:14,1,10,ARI 33,10,10,Antwaan Randle El pass complete short right to Chris Cooley for 11 yards (tackle by Antrel Rolle),3.380,4.110
3,4:27,1,10,ARI 22,10,10,Jason Campbell pass complete short middle to Santana Moss for 4 yards (tackle by Eric Green),4.110,4.130
3,3:46,2,6,ARI 18,10,10,Jason Campbell pass complete short left to Chris Cooley for 16 yards (tackle by Antrel Rolle),4.130,6.740
3,3:21,,,,10,10,Timeout #1 by Washington Redskins,0.000,6.740
3,3:21,1,2,ARI 2,10,16,"Jason Campbell pass complete short right to Todd Yoder for 2 yards, touchdown",6.740,7.000
3,,,,ARI 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,10,17,"Shaun Suisham kicks off 70 yards, returned by Steve Breaston for 28 yards (tackle by Mike Sellers). Penalty on Matt Ware: Offensive Holding, 10 yards",0.000,-0.220
3,3:08,1,10,ARI 15,10,17,Kurt Warner pass complete short middle to Ben Patrick for 19 yards (tackle by LaRon Landry),-0.220,1.200
3,2:30,1,10,ARI 34,10,17,Kurt Warner pass complete short right to Tim Castille for 4 yards (tackle by Rocky McIntosh),1.200,1.200
3,2:03,2,6,ARI 38,16,17,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 62 yards, touchdown",1.200,7.000
3,,,,WAS 2,17,17,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,17,17,"Neil Rackers kicks off 71 yards, returned by Rock Cartwright for 20 yards (tackle by Sean Morey)",0.000,0.150
3,1:48,1,10,WAS 19,17,17,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Antrel Rolle),0.150,-0.390
3,1:41,2,10,WAS 19,17,17,Jason Campbell pass complete short right to Devin Thomas for 7 yards (tackle by Roderick Hood),-0.390,-0.160
3,1:05,3,3,WAS 26,17,17,Jason Campbell up the middle for 13 yards (tackle by Karlos Dansby),-0.160,1.530
3,0:24,1,10,WAS 39,17,17,Jason Campbell pass incomplete short right intended for Chris Cooley,1.530,0.990
3,0:19,2,10,WAS 39,17,17,Jason Campbell pass complete short middle to Antwaan Randle El for 3 yards (tackle by Clark Haggans),0.990,0.700
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,WAS 42,17,17,Jason Campbell pass complete short right to Mike Sellers for 4 yards (tackle by Darnell Dockett),0.700,-0.320
4,14:30,4,3,WAS 46,17,17,"Durant Brooks punts 35 yards, fair catch by Steve Breaston",-0.320,-0.150
4,14:21,1,10,ARI 19,17,17,Edgerrin James up the middle for -3 yards (tackle by Cornelius Griffin and Rocky McIntosh),0.150,-0.870
4,13:44,2,13,ARI 16,17,17,"Kurt Warner pass complete short right to Antrel Rolle for 8 yards (tackle by London Fletcher). Penalty on Marcus Washington: Defensive Offside, 5 yards (no play)",-0.870,-0.060
4,13:16,2,8,ARI 21,17,17,Kurt Warner pass incomplete deep middle intended for Steve Breaston is intercepted by Carlos Rogers at WAS-43 and returned for 42 yards,-0.060,-4.580
4,12:58,1,10,ARI 15,17,17,Clinton Portis right end for -2 yards (tackle by Gerald Hayes),4.580,3.680
4,12:18,2,12,ARI 17,17,23,"Jason Campbell pass complete short right to Santana Moss for 17 yards, touchdown",3.680,7.000
4,,,,ARI 2,17,24,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,17,24,"Shaun Suisham kicks off 65 yards, returned by Steve Breaston for 34 yards (tackle by H.B. Blades)",0.000,1.530
4,12:01,1,10,ARI 39,17,24,Edgerrin James left end for 16 yards (tackle by LaRon Landry),1.530,2.590
4,11:21,1,10,WAS 45,17,24,Tim Hightower up the middle for 5 yards (tackle by Demetric Evans),2.590,2.720
4,10:44,2,5,WAS 40,17,24,Kurt Warner sacked by Rocky McIntosh and Andre Carter for -6 yards,2.720,1.220
4,10:07,3,11,WAS 46,17,24,Kurt Warner pass incomplete deep middle intended for Steve Breaston,1.220,0.200
4,10:01,4,11,WAS 46,17,24,"Dirk Johnson punts 46 yards, touchback",0.200,-0.280
4,9:55,1,10,WAS 20,17,24,Clinton Portis left end for 4 yards (tackle by Gerald Hayes),0.280,0.270
4,9:26,2,6,WAS 24,17,24,Clinton Portis left guard for 8 yards (tackle by Darnell Dockett),0.270,1.070
4,8:50,1,10,WAS 32,17,24,"Jason Campbell pass complete deep right to Devin Thomas for 68 yards. Penalty on Stephon Heyer: Unnecessary Roughness, 15 yards (no play)",1.070,-0.230
4,8:50,1,25,WAS 17,17,24,Jason Campbell pass complete short right to Santana Moss for 6 yards (tackle by Karlos Dansby),-0.230,-0.690
4,8:50,2,19,WAS 23,17,24,Jason Campbell pass complete deep left to Santana Moss for 20 yards (tackle by Eric Green). Penalty on Darnell Dockett: Defensive Offside (Declined),-0.690,1.800
4,7:29,1,10,WAS 43,17,24,Mike Sellers up the middle for 3 yards (tackle by Adrian Wilson and Gerald Hayes),1.800,1.660
4,6:52,2,7,WAS 46,17,24,"Ladell Betts up the middle for 8 yards (tackle by Travis LaBoy and Gerald Hayes). Penalty on Travis LaBoy: Defensive Offside, 5 yards (no play)",1.660,2.330
4,6:28,2,2,ARI 49,17,24,Ladell Betts left end for 7 yards (tackle by Travis LaBoy and Eric Green),2.330,2.790
4,5:48,1,10,ARI 42,17,24,Clinton Portis left tackle for 7 yards (tackle by Gerald Hayes),2.790,3.190
4,5:08,2,3,ARI 35,17,24,Clinton Portis right tackle for 4 yards (tackle by Karlos Dansby),3.190,3.510
4,4:22,1,10,ARI 31,17,24,Jason Campbell pass incomplete short left intended for Mike Sellers,3.510,2.970
4,4:16,2,10,ARI 31,17,24,Clinton Portis up the middle for 2 yards (tackle by Clark Haggans),2.970,2.540
4,3:35,3,8,ARI 29,17,24,Jason Campbell sacked by Bertrand Berry for -5 yards,2.540,1.060
4,3:29,,,,17,24,Timeout #1 by Arizona Cardinals,0.000,1.060
4,3:29,4,13,ARI 34,17,24,Shaun Suisham 52 yard field goal no good,1.060,-1.730
4,3:23,1,10,ARI 42,17,24,Edgerrin James right end for 6 yards (tackle by London Fletcher),1.730,2.000
4,2:51,2,4,ARI 48,17,24,Kurt Warner pass incomplete short right intended for Tim Hightower (defended by Lorenzo Alexander),2.000,1.290
4,2:46,3,4,ARI 48,17,24,Kurt Warner pass incomplete short right intended for Tim Hightower,1.290,-0.190
4,2:46,4,4,ARI 48,17,24,"Dirk Johnson punts 36 yards, fair catch by Antwaan Randle El",-0.190,0.140
4,2:33,1,10,WAS 16,17,24,Clinton Portis right guard for 3 yards (tackle by Alan Branch),-0.140,-0.180
4,2:27,,,,17,24,Timeout #2 by Arizona Cardinals,0.000,-0.180
4,2:27,2,7,WAS 19,17,24,Clinton Portis left end for 9 yards (tackle by Gerald Hayes),-0.180,0.810
4,2:10,,,,17,24,Timeout #3 by Arizona Cardinals,0.000,0.810
4,2:10,1,10,WAS 28,17,24,Clinton Portis right guard for 3 yards (tackle by Travis LaBoy),0.810,0.670
4,1:59,2,7,WAS 31,17,24,Jason Campbell pass complete short left to Chris Cooley for 26 yards (tackle by Antonio Smith),0.670,2.720
4,1:59,1,10,ARI 43,17,24,Jason Campbell kneels for -2 yards,2.720,1.910
4,0:33,2,12,ARI 45,17,24,Jason Campbell kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
