Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jake Matthews,T,70,100%,0,0%,7,24%
Brandon Fusco,G,70,100%,0,0%,7,24%
Ryan Schraeder,T,70,100%,0,0%,7,24%
Wes Schweitzer,C,70,100%,0,0%,7,24%
Matt Ryan,QB,70,100%,0,0%,0,0%
Alex Mack,C,70,100%,0,0%,0,0%
Austin Hooper,TE,57,81%,0,0%,7,24%
Mohamed Sanu,WR,55,79%,0,0%,0,0%
Julio Jones,WR,54,77%,0,0%,0,0%
Tevin Coleman,RB,40,57%,0,0%,0,0%
Calvin Ridley,WR,38,54%,0,0%,0,0%
Ito Smith,RB,30,43%,0,0%,0,0%
Logan Paulsen,TE,29,41%,0,0%,15,52%
Marvin Hall,WR,16,23%,0,0%,17,59%
Justin Hardy,WR,14,20%,0,0%,9,31%
Ricky Ortiz,FB,12,17%,0,0%,7,24%
Eric Saubert,TE,4,6%,0,0%,15,52%
Russell Gage,WR,1,1%,0,0%,21,72%
Robert Alford,CB,0,0%,73,100%,13,45%
Damontae Kazee,SS,0,0%,73,100%,5,17%
Desmond Trufant,CB,0,0%,71,97%,0,0%
De'Vondre Campbell,LB,0,0%,65,89%,5,17%
Isaiah Oliver,CB,0,0%,63,86%,0,0%
Vic Beasley,LB,0,0%,56,77%,0,0%
Brian Poole,CB,0,0%,56,77%,0,0%
Duke Riley,LB,0,0%,55,75%,5,17%
Takkarist McKinley,DE,0,0%,49,67%,0,0%
Jack Crawford,DT,0,0%,45,62%,5,17%
Grady Jarrett,DT,0,0%,37,51%,4,14%
Deadrin Senat,NT,0,0%,30,41%,1,3%
Terrell McClain,DT,0,0%,29,40%,5,17%
Brooks Reed,DE,0,0%,27,37%,5,17%
Foyesade Oluokun,LB,0,0%,22,30%,15,52%
Steven Means,DE,0,0%,19,26%,2,7%
Jordan Richards,SS,0,0%,18,25%,22,76%
Blidi Wreh-Wilson,CB,0,0%,15,21%,9,31%
Kemal Ishmael,FS,0,0%,0,0%,17,59%
Bruce Carter,LB,0,0%,0,0%,17,59%
Keith Tandy,FS,0,0%,0,0%,17,59%
Matthew Bosher,P,0,0%,0,0%,15,52%
Brian Hill,RB,0,0%,0,0%,9,31%
Josh Harris,LS,0,0%,0,0%,8,28%
Ty Sambrailo,T,0,0%,0,0%,7,24%
Ben Garland,G,0,0%,0,0%,7,24%
Matt Bryant,K,0,0%,0,0%,7,24%
