Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,15,11,100,0,9,34,3.1,66,6.0,3.7,0,,0,0.0,0,91.0
Giovani Bernard,CIN,4,4,27,0,2,-14,-3.5,41,10.3,-3.5,0,,0,0.0,0,94.8
Tyler Eifert,CIN,4,4,38,1,2,26,6.5,12,3.0,6.5,0,,0,0.0,0,145.8
A.J. Green,CIN,8,4,78,1,4,57,14.3,21,5.3,18.3,0,,0,0.0,0,124.0
Mark Walton,CIN,4,2,28,0,1,1,0.5,27,13.5,-0.8,0,,1,25.0,0,72.9
John Ross,CIN,2,2,52,1,2,44,22.0,8,4.0,22.0,0,,0,0.0,0,158.3
Alex Erickson,CIN,2,1,8,0,,-3,-3.0,11,11.0,5.0,0,,0,0.0,0,60.4
C.J. Uzomah,CIN,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Tyler Kroft,CIN,1,0,0,0,,0,,0,,14.0,0,,1,100.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julio Jones,ATL,12,9,173,0,9,130,14.4,43,4.8,13.8,1,9.0,0,0.0,0,116.7
Mohamed Sanu,ATL,9,6,111,0,5,67,11.2,44,7.3,14.3,1,6.0,0,0.0,0,109.0
Calvin Ridley,ATL,6,4,54,2,2,39,9.8,15,3.8,13.5,0,,1,16.7,0,134.7
Ito Smith,ATL,3,3,13,0,0,2,0.7,11,3.7,0.7,0,,0,0.0,0,84.7
Tevin Coleman,ATL,3,3,26,0,2,2,0.7,24,8.0,0.7,0,,0,0.0,0,102.8
Marvin Hall,ATL,1,1,2,0,,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,79.2
Justin Hardy,ATL,1,1,4,0,,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3
Austin Hooper,ATL,2,1,19,0,1,1,1.0,18,18.0,10.0,1,1.0,0,0.0,0,83.3
Logan Paulsen,ATL,1,1,17,1,1,17,17.0,0,0.0,17.0,0,,0,0.0,0,158.3
