Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
1,7:30,1,10,ATL 15,6,7,"Andy Dalton pass complete short left to Tyler Eifert for 15 yards, touchdown",4.580,7.000
1,7:23,,,ATL 15,7,7,Randy Bullock kicks extra point good,0.000,0.000
1,7:23,,,CIN 35,7,7,"Randy Bullock kicks off 66 yards, returned by Marvin Hall for no gain (tackle by Shawn Williams). Penalty on Bruce Carter: Offensive Holding, 9 yards",0.000,-0.380
1,7:15,1,10,ATL 9,7,7,Matt Ryan pass incomplete deep right intended for Calvin Ridley,-0.380,-0.780
1,7:09,2,10,ATL 9,7,7,Tevin Coleman left guard for 3 yards (tackle by Preston Brown),-0.780,-1.070
1,6:32,3,7,ATL 12,7,7,Matt Ryan pass complete short middle to Julio Jones for 24 yards (tackle by Shawn Williams and Jessie Bates),-1.070,1.330
1,5:50,1,10,ATL 36,7,7,Matt Ryan pass complete short left to Tevin Coleman for 15 yards (tackle by Nick Vigil),1.330,2.320
1,5:07,1,10,CIN 49,7,7,Matt Ryan left end for 4 yards (tackle by Clayton Fejedelem),2.320,2.320
1,4:32,2,6,CIN 45,7,7,Calvin Ridley left end for 1 yard (tackle by Darqueze Dennard),2.320,1.750
1,3:49,3,5,CIN 44,7,7,Matt Ryan pass incomplete short middle intended for Calvin Ridley,1.750,0.330
1,3:46,4,5,CIN 44,7,7,Matt Ryan sacked by Geno Atkins for -5 yards,0.330,-2.190
1,3:41,1,10,CIN 49,7,7,"Penalty on Vic Beasley: Neutral Zone Infraction, 5 yards (no play)",2.190,2.920
1,3:40,1,5,ATL 46,7,7,Giovani Bernard left guard for 3 yards (tackle by Isaiah Oliver),2.920,2.730
1,3:02,2,2,ATL 43,7,7,Andy Dalton pass incomplete deep left intended for A.J. Green,2.730,2.010
1,2:55,3,2,ATL 43,7,7,Giovani Bernard left tackle for 4 yards (tackle by Jack Crawford and Brian Poole),2.010,2.980
1,2:15,1,10,ATL 39,7,7,Andy Dalton pass incomplete short left intended for Mark Walton,2.980,2.440
1,2:11,,,,,,Timeout #2 by Cincinnati Bengals,,
1,2:10,2,10,ATL 39,7,7,Andy Dalton pass complete short left to Mark Walton for 4 yards (tackle by Robert Alford and Duke Riley),2.440,2.280
1,1:33,3,6,ATL 35,7,7,Andy Dalton pass complete short right to Giovani Bernard for 17 yards (tackle by Damontae Kazee),2.280,4.370
1,0:57,1,10,ATL 18,7,7,Andy Dalton pass complete short left to Tyler Boyd for 8 yards (tackle by Damontae Kazee),4.370,5.230
1,0:19,2,2,ATL 10,13,7,"Giovani Bernard left end for 10 yards, touchdown",5.230,7.000
1,0:12,,,ATL 15,14,7,Randy Bullock kicks extra point good,0.000,0.000
1,0:12,,,CIN 35,14,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,0:12,1,10,ATL 25,14,7,Tevin Coleman right end for 6 yards (tackle by Nick Vigil),0.610,0.870
Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,ATL 31,14,7,Matt Ryan pass complete short right to Tevin Coleman for 7 yards (tackle by Jordan Evans),0.870,1.470
2,14:23,1,10,ATL 38,14,7,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,1.470,0.920
2,14:16,2,10,ATL 38,14,7,Tevin Coleman left end for 5 yards (tackle by Preston Brown),0.920,0.890
2,13:35,3,5,ATL 43,14,7,Matt Ryan pass complete short left to Mohamed Sanu for 12 yards (tackle by Darqueze Dennard),0.890,2.590
2,13:06,1,10,CIN 45,14,7,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by William Jackson and Hardy Nickerson),2.590,3.510
2,12:39,1,10,CIN 31,14,7,Matt Ryan pass incomplete deep right,3.510,2.970
2,12:35,2,10,CIN 31,14,7,Ito Smith left tackle for 13 yards (tackle by Nick Vigil),2.970,4.370
2,11:53,1,10,CIN 18,14,7,Ito Smith right tackle for 1 yard (tackle by Jordan Evans),4.370,3.940
2,11:09,2,9,CIN 17,14,13,"Matt Ryan pass complete deep right to Logan Paulsen for 17 yards, touchdown",3.940,7.000
2,11:03,,,CIN 15,14,14,Matt Bryant kicks extra point good,0.000,0.000
2,11:03,,,ATL 35,14,14,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
2,11:03,1,10,CIN 25,14,14,Mark Walton right end for 2 yards (tackle by Brian Poole),0.610,0.330
2,10:21,2,8,CIN 27,14,14,Andy Dalton pass complete short right to Mark Walton for 24 yards (tackle by Isaiah Oliver),0.330,2.320
2,9:40,1,10,ATL 49,14,14,Mark Walton left guard for -2 yards (tackle by Grady Jarrett),2.320,1.510
2,8:58,2,12,CIN 49,14,14,Andy Dalton pass complete short left to Tyler Eifert for 12 yards (tackle by Foyesade Oluokun),1.510,2.980
2,8:18,1,10,ATL 39,20,14,"Andy Dalton pass complete deep right to John Ross for 39 yards, touchdown",2.980,7.000
2,8:11,,,ATL 15,21,14,Randy Bullock kicks extra point good,0.000,0.000
2,8:11,,,CIN 35,21,14,"Randy Bullock kicks off 67 yards, returned by Marvin Hall for no gain (tackle by Brandon Wilson)",0.000,0.340
2,8:06,1,10,ATL 21,21,14,Tevin Coleman left guard for 3 yards (tackle by Andrew Billings),0.340,0.210
2,7:29,2,7,ATL 24,21,14,Tevin Coleman left tackle for 6 yards (tackle by Sam Hubbard),0.210,0.300
2,7:09,3,1,ATL 30,21,14,Matt Ryan right guard for 1 yard (tackle by Andrew Billings),0.300,1.000
2,6:34,1,10,ATL 31,21,14,Matt Ryan pass incomplete short middle intended for Mohamed Sanu (defended by Darqueze Dennard),1.000,0.460
2,6:33,,,,,,Timeout #1 by Atlanta Falcons,,
2,6:33,2,10,ATL 31,21,14,Tevin Coleman left guard for 3 yards (tackle by Geno Atkins),0.460,0.170
2,5:55,3,7,ATL 34,21,14,Matt Ryan pass complete short left to Mohamed Sanu for 10 yards (tackle by William Jackson),0.170,1.860
2,5:20,1,10,ATL 44,21,14,Matt Ryan pass complete deep left to Mohamed Sanu for 36 yards (tackle by Jessie Bates),1.860,4.240
2,4:28,1,10,CIN 20,21,14,Matt Ryan pass complete short middle to Ito Smith for 5 yards (tackle by Nick Vigil),4.240,4.450
2,3:45,2,5,CIN 15,21,14,Ito Smith left tackle for 4 yards (tackle by Shawn Williams and Preston Brown),4.450,4.590
2,3:00,3,1,CIN 11,21,20,"Matt Ryan pass complete short left to Calvin Ridley for 11 yards, touchdown",4.590,7.000
2,2:55,,,CIN 15,21,21,Matt Bryant kicks extra point good,0.000,0.000
2,2:55,,,ATL 35,21,21,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
2,2:55,1,10,CIN 25,21,21,Andy Dalton pass complete short right to Tyler Boyd for 10 yards (tackle by Desmond Trufant),0.610,1.270
2,2:18,1,10,CIN 35,21,21,Andy Dalton pass complete short right to Giovani Bernard for -1 yards (tackle by Deadrin Senat),1.270,0.590
2,2:00,2,11,CIN 34,21,21,"Andy Dalton pass complete short right to A.J. Green for 16 yards (tackle by Brian Poole). Penalty on Robert Alford: Defensive Pass Interference, 16 yards (no play)",0.590,2.260
2,1:54,1,10,CIN 50,21,21,"Andy Dalton pass complete short middle to Tyler Eifert for 9 yards (tackle by Duke Riley and Foyesade Oluokun). Penalty on Desmond Trufant: Unnecessary Roughness, 15 yards",2.260,3.840
2,1:45,1,10,ATL 26,21,21,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Robert Alford),3.840,4.580
2,1:12,1,10,ATL 15,21,21,Andy Dalton pass complete short right to Giovani Bernard for 14 yards (tackle by De'Vondre Campbell),4.580,6.970
2,0:48,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:48,1,1,ATL 1,27,21,"Giovani Bernard left guard for 1 yard, touchdown",6.970,7.000
2,0:44,,,ATL 15,28,21,Randy Bullock kicks extra point good,0.000,0.000
2,0:44,,,CIN 35,28,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,0:44,1,10,ATL 25,28,21,Matt Ryan pass complete short right to Tevin Coleman for 4 yards (tackle by Nick Vigil),0.610,0.600
2,0:40,2,6,ATL 29,28,21,"Penalty on Mohamed Sanu: False Start, 5 yards (no play)",0.600,-0.070
2,0:40,2,11,ATL 24,28,21,Matt Ryan pass complete short middle to Julio Jones for 15 yards (tackle by Jessie Bates),-0.070,1.530
2,0:19,1,10,ATL 39,28,21,Matt Ryan pass complete short left to Mohamed Sanu for 6 yards (tackle by Darqueze Dennard),1.530,1.800
2,0:18,2,4,ATL 45,28,21,Matt Ryan pass incomplete short right intended for Julio Jones,1.800,1.090
2,0:14,3,4,ATL 45,28,21,Matt Ryan pass complete short left to Julio Jones for 13 yards (tackle by Shawn Williams),1.090,2.790
2,0:09,1,10,CIN 42,28,21,Matt Ryan pass complete short left to Ito Smith for 5 yards (tackle by Hardy Nickerson),2.790,2.920
2,0:02,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:02,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:02,2,5,CIN 37,28,24,Matt Bryant 55 yard field goal good,2.920,3.000
Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,28,24,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,28,24,Giovani Bernard left end for 2 yards (tackle by Grady Jarrett),0.610,0.330
3,14:20,2,8,CIN 27,28,24,Andy Dalton pass complete short left to Tyler Eifert for 2 yards (tackle by De'Vondre Campbell),0.330,-0.100
3,13:55,3,6,CIN 29,28,24,Andy Dalton sacked by Takkarist McKinley for -10 yards,-0.100,-2.140
3,13:16,4,16,CIN 19,28,24,"Kevin Huber punts blocked by Keith Tandy, recovered by Tyler Kroft (tackle by Jordan Richards)",-2.140,-5.370
3,13:08,1,8,CIN 8,28,24,"Penalty on Brandon Fusco: False Start, 5 yards (no play)",5.370,4.530
3,13:08,1,13,CIN 13,28,24,Tevin Coleman left end for 9 yards (tackle by Carlos Dunlap),4.530,5.340
3,12:47,2,4,CIN 4,28,24,Tevin Coleman right guard for -2 yards (tackle by Geno Atkins),5.340,4.040
3,12:08,3,6,CIN 6,28,24,Matt Ryan sacked by Carlos Dunlap for -4 yards,4.040,2.760
3,11:25,4,10,CIN 10,28,27,Matt Bryant 28 yard field goal good,2.760,3.000
3,11:22,,,ATL 35,28,27,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,11:22,1,10,CIN 25,28,27,Andy Dalton pass complete short right to John Ross for 13 yards (tackle by Desmond Trufant),0.610,1.470
3,11:01,,,,,,Timeout #1 by Atlanta Falcons,,
3,11:01,1,10,CIN 38,28,27,Giovani Bernard right tackle for 4 yards (tackle by Isaiah Oliver),1.470,1.460
3,10:26,2,6,CIN 42,28,27,Andy Dalton pass incomplete short left intended for Tyler Boyd (defended by Vic Beasley),1.460,0.760
3,10:22,3,6,CIN 42,28,27,Andy Dalton pass complete short right to Tyler Boyd for 13 yards (tackle by Isaiah Oliver),0.760,2.590
3,9:44,1,10,ATL 45,28,27,Giovani Bernard right end for 14 yards (tackle by Damontae Kazee),2.590,3.510
3,9:16,1,10,ATL 31,28,27,Mark Walton left guard for 2 yards (tackle by Brooks Reed),3.510,3.240
3,8:35,2,8,ATL 29,28,27,Andy Dalton pass incomplete short left intended for A.J. Green,3.240,2.540
3,8:31,3,8,ATL 29,28,27,Andy Dalton sacked by Takkarist McKinley and Jack Crawford for -10 yards,2.540,0.660
3,7:47,4,18,ATL 39,28,27,"Kevin Huber punts 31 yards, fair catch by Justin Hardy at ATL-8",0.660,0.380
3,7:40,1,10,ATL 8,28,27,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.380,-0.780
3,7:32,2,10,ATL 8,28,27,Matt Ryan pass complete short middle to Mohamed Sanu for 15 yards (tackle by Jessie Bates),-0.780,0.480
3,6:59,1,10,ATL 23,28,27,Tevin Coleman left end for 2 yards (tackle by Andrew Billings),0.480,0.200
3,6:20,2,8,ATL 25,28,27,Matt Ryan pass complete short left to Marvin Hall for 2 yards (tackle by Shawn Williams),0.200,-0.230
3,5:39,3,6,ATL 27,28,27,Matt Ryan pass complete short left to Ito Smith for 3 yards (tackle by Nick Vigil),-0.230,-1.370
3,5:03,4,3,ATL 30,28,27,"Matthew Bosher punts 41 yards, returned by Alex Erickson for 13 yards (tackle by Logan Paulsen)",-1.370,-1.730
3,4:52,1,10,CIN 42,28,27,Giovani Bernard right end for 7 yards (tackle by Desmond Trufant),1.730,2.130
3,4:07,2,3,CIN 49,28,27,Andy Dalton pass complete short right to Giovani Bernard for -3 yards (tackle by Duke Riley),2.130,1.030
3,3:25,3,6,CIN 46,28,27,Andy Dalton pass complete short left to Tyler Boyd for 9 yards (tackle by Damontae Kazee),1.030,2.590
3,2:44,1,10,ATL 45,28,27,Mark Walton left tackle for 3 yards (tackle by Vic Beasley),2.590,2.450
3,2:02,2,7,ATL 42,28,27,"Andy Dalton pass incomplete deep right intended for John Ross. Penalty on Alex Redmond: Offensive Holding, 10 yards (no play)",2.450,1.100
3,1:57,2,17,CIN 48,28,27,"Andy Dalton pass incomplete short left intended for Mark Walton. Penalty on Brian Poole: Unnecessary Roughness, 15 yards",1.100,3.120
3,1:53,1,10,ATL 37,28,27,Andy Dalton pass short middle intended for Tyler Kroft is intercepted by Damontae Kazee at ATL-23 and returned for 23 yards. Penalty on Damontae Kazee: Face Mask (15 Yards) (Offsetting),3.120,-1.990
3,1:38,1,10,ATL 46,28,27,"Ito Smith left tackle for no gain (tackle by Carl Lawson). Penalty on Alex Mack: Offensive Holding, 10 yards (no play)",1.990,1.330
3,1:22,1,20,ATL 36,28,27,"Matt Ryan sacked by Carl Lawson for no gain. Matt Ryan fumbles (forced by Carl Lawson), recovered by Brandon Fusco at ATL-28. Penalty on Carl Lawson: Roughing the Passer, 15 yards (no play)",1.330,2.320
3,1:00,1,10,CIN 49,28,27,Ito Smith left tackle for 5 yards (tackle by Preston Brown),2.320,2.460
3,0:25,2,5,CIN 44,28,27,Ito Smith left end for 2 yards (tackle by Preston Brown and Jordan Evans),2.460,2.020
Quarter,Time,Down,ToGo,Location,CIN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CIN 42,28,27,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Jessie Bates),2.020,3.580
4,14:31,1,10,CIN 30,28,33,"Matt Ryan pass complete deep right to Calvin Ridley for 30 yards, touchdown",3.580,7.000
4,14:25,,,CIN 2,28,33,"Two Point Attempt: Matt Ryan pass complete to Mohamed Sanu, conversion fails. Penalty on Calvin Ridley: Offensive Pass Interference (Declined)",0.000,-1.000
4,14:25,,,ATL 35,28,33,"Matthew Bosher kicks off 64 yards, returned by Alex Erickson for no gain (tackle by Blidi Wreh-Wilson and Matthew Bosher)",0.000,2.130
4,14:14,1,10,CIN 48,28,33,Giovani Bernard left tackle for 3 yards (tackle by De'Vondre Campbell),2.130,1.990
4,13:36,2,7,ATL 49,28,33,Giovani Bernard right tackle for 6 yards (tackle by Duke Riley),1.990,2.080
4,12:53,3,1,ATL 43,28,33,Andy Dalton pass complete short right to Tyler Boyd for 6 yards (tackle by Desmond Trufant),2.080,3.120
4,12:09,1,10,ATL 37,28,33,Giovani Bernard right tackle for no gain (tackle by Steven Means and Grady Jarrett),3.120,2.570
4,11:24,2,10,ATL 37,28,33,Andy Dalton pass complete short right to A.J. Green for 16 yards (tackle by Robert Alford). Penalty on Robert Alford: Defensive Holding (Declined),2.570,4.170
4,10:56,1,10,ATL 21,28,33,Alex Erickson left end for 8 yards (tackle by Blidi Wreh-Wilson),4.170,4.950
4,10:11,2,2,ATL 13,28,33,Mark Walton right end for 4 yards (tackle by Duke Riley),4.950,5.140
4,9:30,1,9,ATL 9,28,33,"Andy Dalton pass complete short left to A.J. Green for 9 yards. Penalty on Bobby Hart: Illegal Use of Hands, 10 yards (no play)",5.140,4.230
4,9:23,1,19,ATL 19,28,33,"Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Brian Poole). Penalty on Desmond Trufant: Defensive Holding, 5 yards (no play)",4.230,4.650
4,9:19,1,10,ATL 14,28,33,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Robert Alford),4.650,4.000
4,9:15,2,10,ATL 14,28,33,Andy Dalton pass complete short left to Tyler Boyd for 5 yards (tackle by Damontae Kazee),4.000,4.050
4,8:29,3,5,ATL 9,28,33,Andy Dalton sacked by Takkarist McKinley for -9 yards,4.050,2.250
4,8:23,4,14,ATL 18,31,33,Randy Bullock 36 yard field goal good,2.250,3.000
4,8:19,,,CIN 35,31,33,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,8:19,1,10,ATL 25,31,33,Matt Ryan pass complete short middle to Mohamed Sanu for 32 yards (tackle by William Jackson),0.610,2.720
4,7:45,1,10,CIN 43,31,33,Tevin Coleman left end for -3 yards (tackle by Nick Vigil),2.720,1.770
4,7:05,2,13,CIN 46,31,33,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Tony McRae),1.770,1.090
4,7:01,3,13,CIN 46,31,33,Matt Ryan pass complete short right to Austin Hooper for 19 yards (tackle by Jessie Bates),1.090,3.780
4,6:14,1,10,CIN 27,31,33,Matt Ryan pass incomplete deep right intended for Mohamed Sanu,3.780,3.230
4,6:09,2,10,CIN 27,31,33,Ito Smith right tackle for 3 yards (tackle by Nick Vigil),3.230,2.940
4,5:25,3,7,CIN 24,31,33,Matt Ryan pass complete short middle to Julio Jones for 15 yards (tackle by Jessie Bates),2.940,5.140
4,4:45,1,9,CIN 9,31,33,"Ito Smith left tackle for no gain (tackle by Jordan Willis). Penalty on Brandon Fusco: Offensive Holding, 10 yards (no play)",5.140,4.230
4,4:41,1,19,CIN 19,31,33,Matt Ryan pass complete short left to Calvin Ridley for 7 yards (tackle by Darqueze Dennard),4.230,3.860
4,4:35,,,,,,Timeout #1 by Cincinnati Bengals,,
4,4:35,2,12,CIN 12,31,33,Matt Ryan sacked by Carl Lawson for -7 yards,3.860,2.490
4,4:30,,,,,,Timeout #2 by Cincinnati Bengals,,
4,4:30,3,19,CIN 19,31,33,Matt Ryan pass incomplete deep left intended for Austin Hooper,2.490,2.180
4,4:26,4,19,CIN 19,31,33,"Matt Bryant yard field goal no good blocked by Tony McRae, recovered by Shawn Williams (tackle by Matt Bryant). Penalty on Tony McRae: Defensive Offside, 5 yards (no play)",2.180,2.510
4,4:18,4,14,CIN 14,31,36,Matt Bryant 32 yard field goal good. Penalty on Tony McRae: Defensive Offside (Declined),2.510,3.000
4,4:15,,,ATL 35,31,36,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,4:15,1,10,CIN 25,31,36,Giovani Bernard left guard for 4 yards (tackle by De'Vondre Campbell),0.610,0.600
4,3:37,2,6,CIN 29,31,36,Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Desmond Trufant),0.600,-0.100
4,3:33,3,6,CIN 29,31,36,Andy Dalton pass complete short left to Tyler Boyd for 9 yards (tackle by Brian Poole and Desmond Trufant),-0.100,1.470
4,2:54,1,10,CIN 38,31,36,Giovani Bernard left guard for 3 yards (tackle by Jack Crawford),1.470,1.330
4,2:31,2,7,CIN 41,31,36,Andy Dalton left end for 11 yards (tackle by Foyesade Oluokun),1.330,2.390
4,2:22,1,10,ATL 48,31,36,Andy Dalton pass complete short middle to Tyler Boyd for 11 yards (tackle by Blidi Wreh-Wilson),2.390,3.120
4,2:00,1,10,ATL 37,31,36,Andy Dalton left tackle for 2 yards (tackle by Brian Poole),3.120,2.840
4,1:30,2,8,ATL 35,31,36,Andy Dalton pass incomplete short middle intended for Tyler Boyd,2.840,2.150
4,1:26,3,8,ATL 35,31,36,Andy Dalton pass incomplete deep middle intended for Tyler Boyd (defended by Desmond Trufant),2.150,0.970
4,1:21,4,8,ATL 35,31,36,Andy Dalton pass complete short middle to Tyler Boyd for 11 yards (tackle by Desmond Trufant),0.970,3.970
4,0:57,1,10,ATL 24,31,36,"Andy Dalton pass incomplete short right intended for A.J. Green. Penalty on Cordy Glenn: Illegal Use of Hands, 10 yards (no play)",3.970,3.310
4,0:53,1,20,ATL 34,31,36,Andy Dalton pass complete short right to Alex Erickson for 8 yards (tackle by Damontae Kazee),3.310,3.160
4,0:30,2,12,ATL 26,31,36,Andy Dalton pass complete short right to C.J. Uzomah for 6 yards (tackle by De'Vondre Campbell),3.160,3.270
4,0:26,3,6,ATL 20,31,36,Andy Dalton pass incomplete deep left intended for A.J. Green,3.270,2.150
4,0:22,4,6,ATL 20,31,36,Andy Dalton pass complete short right to Tyler Boyd for 7 yards (tackle by Desmond Trufant),2.150,4.710
4,0:16,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:16,1,10,ATL 13,31,36,Andy Dalton pass incomplete short right intended for Alex Erickson (defended by Isaiah Oliver),4.710,4.050
4,0:12,2,10,ATL 13,37,36,"Andy Dalton pass complete short right to A.J. Green for 13 yards, touchdown",4.050,7.000
4,0:07,,,ATL 2,37,36,"Two Point Attempt: Andy Dalton pass incomplete intended for A.J. Green, conversion fails",0.000,-1.000
4,0:07,,,CIN 35,37,36,"Randy Bullock kicks off 42 yards, returned by Justin Hardy for no gain",0.000,0.480
4,0:06,1,10,ATL 23,37,36,Matt Ryan pass complete short left to Julio Jones for 17 yards (tackle by Darqueze Dennard),0.480,1.600
4,0:02,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:02,1,10,ATL 40,37,36,Matt Ryan pass complete deep right to Julio Jones for 49 yards (tackle by Clayton Fejedelem),1.600,4.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
