Quarter,Time,Tm,Detail,PIT,KAN
1.0,4:07,Chiefs,Clyde Edwards-Helaire 1 yard rush (Elliott Fry kick),0,7
,1:05,Chiefs,Byron Pringle 5 yard pass from Patrick Mahomes (Elliott Fry kick),0,14
2.0,8:45,Chiefs,Elliott Fry 44 yard field goal,0,17
,2:13,Chiefs,Mecole Hardman 8 yard pass from Patrick Mahomes (Elliott Fry kick failed),0,23
3.0,8:53,Chiefs,Byron Pringle 16 yard pass from Patrick Mahomes (Elliott Fry kick),0,30
,3:34,Steelers,Chris Boswell 34 yard field goal,3,30
4.0,11:57,Chiefs,Elliott Fry 34 yard field goal,3,33
,9:41,Chiefs,Elliott Fry 30 yard field goal,3,36
,2:54,Steelers,Diontae Johnson 15 yard pass from Ben Roethlisberger (Chris Boswell kick),10,36
