Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,14,70,2,5,43,3.1,27,1.9,0,
Rico Dowdle,DAL,6,24,0,1,14,2.3,10,1.7,0,
Deuce Vaughn,DAL,6,8,0,,6,1.0,2,0.3,0,
KaVontae Turpin,DAL,3,14,1,1,9,3.0,5,1.7,0,
Dak Prescott,DAL,1,6,0,0,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Daniel Jones,NYG,13,43,0,3,35,2.7,8,0.6,0,
Saquon Barkley,NYG,12,51,0,2,21,1.8,30,2.5,0,
Matt Breida,NYG,2,9,0,1,2,1.0,7,3.5,0,
Gary Brightwell,NYG,1,5,0,,2,2.0,3,3.0,0,
