Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYG 25,0,0,Saquon Barkley left guard for 5 yards (tackle by Leighton Vander Esch and Malik Hooker),0.610,0.740
1,14:28,2,5,NYG 30,0,0,"Daniel Jones scrambles left end for 8 yards (tackle by Jayron Kearse). Penalty on Jayron Kearse: Unnecessary Roughness / Defense, 15 yards (accepted)",0.740,2.460
1,14:00,1,10,DAL 47,0,0,Daniel Jones pass complete short right to Saquon Barkley for no gain (tackle by Johnathan Hankins),2.460,1.910
1,13:28,2,10,DAL 47,0,0,Saquon Barkley right tackle for 9 yards (tackle by Micah Parsons and Malik Hooker),1.910,2.410
1,12:46,3,1,DAL 38,0,0,Saquon Barkley right end for 5 yards (tackle by Malik Hooker),2.410,3.380
1,12:04,1,10,DAL 33,0,0,Matt Breida right guard for 6 yards (tackle by Leighton Vander Esch),3.380,3.650
1,11:25,2,4,DAL 27,0,0,Daniel Jones scrambles right end for 11 yards (tackle by Malik Hooker),3.650,4.510
1,10:45,,,,,,Timeout #1 by New York Giants,,
1,10:45,1,10,DAL 16,0,0,Saquon Barkley up the middle for no gain (tackle by Juanyeh Thomas),4.510,3.900
1,10:06,2,10,DAL 16,0,0,Daniel Jones scrambles left tackle for 8 yards (tackle by Stephon Gilmore),3.900,4.620
1,9:17,3,2,DAL 8,0,0,"Penalty on Andrew Thomas: False Start, 5 yards (accepted) (no play)",4.620,3.540
1,8:52,3,7,DAL 13,0,0,"John Michael Schmitz aborted snap, recovered by Daniel Jones at DAL-13",3.540,1.670
1,8:14,4,21,DAL 27,6,0,"Graham Gano 45 yard field goal no good blocked by Juanyeh Thomas, touchdown",1.670,-7.000
1,8:03,,,NYG 15,6,0,Brandon Aubrey kicks extra point no good,0.000,-1.000
1,8:03,,,DAL 35,6,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,8:03,1,10,NYG 25,6,0,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Dante Fowler),0.610,0.060
1,7:59,2,10,NYG 25,6,0,Daniel Jones pass incomplete short right intended for Darren Waller (defended by Juanyeh Thomas),0.060,-0.620
1,7:54,3,10,NYG 25,6,0,Daniel Jones sacked by Micah Parsons for -10 yards,-0.620,-2.440
1,7:18,4,20,NYG 15,6,0,Jamie Gillan punts 59 yards downed by Nick McCloud,-2.440,-0.670
1,7:06,1,10,DAL 26,6,0,Dak Prescott pass complete short right to Jake Ferguson for 2 yards (tackle by Xavier McKinney),0.670,0.400
1,6:36,2,8,DAL 28,6,0,Tony Pollard right guard for 4 yards (tackle by Micah McFadden and Adoree' Jackson),0.400,0.230
1,5:55,3,4,DAL 32,6,0,Dak Prescott pass complete deep left to CeeDee Lamb for 49 yards (tackle by Adoree' Jackson),0.230,4.310
1,5:25,1,10,NYG 19,6,0,Dak Prescott pass complete short right to Jake Ferguson for 9 yards (tackle by Tre Hawkins and Xavier McKinney),4.310,5.360
1,4:47,2,1,NYG 10,6,0,Tony Pollard right guard for 4 yards (tackle by Micah McFadden and Bobby Okereke),5.360,5.830
1,4:10,1,6,NYG 6,6,0,Dak Prescott pass incomplete short left intended for Jake Ferguson (defended by Xavier McKinney) (defended by Deonte Banks),5.830,4.950
1,4:05,2,6,NYG 6,6,0,Dak Prescott pass complete short right to KaVontae Turpin for 4 yards (tackle by Adoree' Jackson and Jason Pinnock),4.950,4.950
1,3:30,,,,,,Timeout #2 by New York Giants,,
1,3:30,3,2,NYG 2,6,0,Dak Prescott pass incomplete short left intended for Jake Ferguson,4.950,3.250
1,3:24,4,2,NYG 2,9,0,Brandon Aubrey 21 yard field goal good,3.250,3.000
1,3:21,,,DAL 35,9,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,3:21,1,10,NYG 25,9,0,Daniel Jones sacked by DeMarcus Lawrence for -9 yards,0.610,-1.290
1,2:39,2,19,NYG 16,9,0,Daniel Jones pass incomplete deep left,-1.290,-2.140
1,2:30,3,19,NYG 16,15,0,"Daniel Jones pass short left (defended by Trevon Diggs) intended for Saquon Barkley is intercepted by DaRon Bland at NYG-22 and returned for 22 yards, touchdown",-2.140,-7.000
1,2:22,,,NYG 15,16,0,Brandon Aubrey kicks extra point good,0.000,0.000
1,2:22,,,DAL 35,16,0,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,2:22,1,10,NYG 25,16,0,Saquon Barkley left tackle for 5 yards (tackle by Jayron Kearse and Damone Clark),0.610,0.740
1,1:45,2,5,NYG 30,16,0,Saquon Barkley left guard for 3 yards (tackle by Markquese Bell),0.740,0.430
