Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
2,10:44,4,7,CHI 5,0,10,Brad Maynard punts 37 yards,-2.490,-2.790
2,10:37,1,10,CHI 42,0,10,Steven Jackson right tackle for -1 yards (tackle by Anthony Adams and Hunter Hillenmeyer),2.790,2.110
2,9:59,2,11,CHI 43,0,10,"Kyle Boller pass complete short left to Danny Amendola for 10 yards (tackle by Zackary Bowman and Jamar Williams). Penalty on Alex Barron: Offensive Holding, 10 yards (no play)",2.110,0.760
2,9:38,2,21,STL 47,0,10,Steven Jackson right guard for 2 yards (tackle by Israel Idonije),0.760,0.370
2,9:02,3,19,STL 49,0,10,"Kyle Boller pass complete short left to Brandon Gibson for 7 yards (tackle by Zackary Bowman). Brandon Gibson fumbles (forced by Zackary Bowman), recovered by Al Afalava at CHI-41 (tackle by Alex Barron)",0.370,-4.510
2,8:51,1,10,STL 16,0,10,Kahlil Bell left end for 3 yards (tackle by David Vobora and James Laurinaitis),4.510,4.390
2,8:18,2,7,STL 13,0,10,Kahlil Bell right tackle for 3 yards (tackle by Chris Long),4.390,4.170
2,7:41,3,4,STL 10,0,10,Jay Cutler pass incomplete short right intended for Devin Hester,4.170,2.840
2,7:35,4,4,STL 10,0,10,Brad Maynard pass complete short middle to Greg Olsen for no gain,2.840,0.380
2,7:30,1,10,STL 10,0,10,Steven Jackson left tackle for 3 yards (tackle by Jamar Williams and Hunter Hillenmeyer),-0.380,-0.560
2,6:49,2,7,STL 13,0,10,Kyle Boller pass complete short right to Kenneth Darby for 13 yards (tackle by Hunter Hillenmeyer),-0.560,0.670
2,6:23,1,10,STL 26,0,10,Steven Jackson right guard for 1 yard (tackle by Jamar Williams),0.670,0.270
2,5:47,2,9,STL 27,0,10,Kyle Boller pass complete short right to Brandon Gibson for 10 yards (tackle by Charles Tillman),0.270,1.400
2,5:15,1,10,STL 37,0,10,Steven Jackson left guard for 11 yards (tackle by Kevin Payne and Zackary Bowman),1.400,2.130
2,4:39,1,10,STL 48,0,10,Steven Jackson right tackle for 4 yards (tackle by Kevin Payne),2.130,2.120
2,4:01,2,6,CHI 48,0,10,Kyle Boller pass complete short right to Donnie Avery for 7 yards (tackle by Charles Tillman),2.120,2.850
2,3:43,1,10,CHI 41,0,10,Steven Jackson left guard for 2 yards (tackle by Jamar Williams),2.850,2.580
2,3:11,2,8,CHI 39,0,10,Kyle Boller pass complete short right to Brandon Gibson for 21 yards (tackle by Al Afalava),2.580,4.370
2,2:37,1,10,CHI 18,0,10,Steven Jackson right tackle for 13 yards (tackle by Charles Tillman),4.370,6.060
2,2:06,1,5,CHI 5,0,10,Steven Jackson left guard for 1 yard (tackle by Jamar Williams),6.060,5.340
2,2:00,2,4,CHI 4,0,10,Steven Jackson left guard for 2 yards (tackle by Nick Roach),5.340,4.950
2,1:20,3,2,CHI 2,0,10,Kyle Boller pass incomplete short middle intended for Steven Jackson,4.950,3.250
2,1:17,4,2,CHI 2,3,10,Josh Brown 20 yard field goal good,3.250,3.000
2,,,,STL 30,3,10,"Josh Brown kicks off 63 yards, returned by Danieal Manning for 26 yards (tackle by K.C. Asiodu)",0.000,1.140
2,1:06,1,10,CHI 33,3,10,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Jay Cutler at CHI-27",1.140,-0.220
2,0:36,2,16,CHI 27,3,10,Matt Forte right end for 5 yards (tackle by Craig Dahl),-0.220,-0.230
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,10,"Robbie Gould kicks off 69 yards, returned by Danny Amendola for 20 yards (tackle by Tim Shaw)",0.000,0.340
3,14:55,1,10,STL 21,3,10,Steven Jackson right tackle for 1 yard (tackle by Jamar Williams and Adewale Ogunleye),0.340,-0.070
3,14:17,2,9,STL 22,3,10,Kyle Boller pass incomplete short right intended for Donnie Avery,-0.070,-0.760
3,14:11,3,9,STL 22,3,10,Kyle Boller pass incomplete short middle intended for Danny Amendola,-0.760,-1.900
3,14:08,4,9,STL 22,3,10,"Donnie Jones punts 52 yards, returned by Devin Hester for -3 yards (tackle by Ryan Neill)",-1.900,-0.480
3,13:55,1,10,CHI 23,3,10,"Devin Hester left end for -4 yards (tackle by Paris Lenon). Devin Hester fumbles (forced by Paris Lenon), recovered by Devin Hester at CHI-19",0.480,-0.670
3,13:14,2,14,CHI 19,3,10,Jay Cutler pass complete short right to Matt Forte for 5 yards (tackle by Darell Scott),-0.670,-0.630
3,12:31,3,9,CHI 24,3,10,Jay Cutler sacked by Chris Long for -9 yards,-0.630,-2.440
3,12:08,4,18,CHI 15,3,10,Brad Maynard punts 44 yards (tackle by Patrick Mannelly),-2.440,-2.320
3,11:59,1,10,CHI 49,3,10,Steven Jackson left tackle for no gain (tackle by Adewale Ogunleye),2.320,1.780
3,11:23,2,10,CHI 49,3,10,"Danny Amendola left end for 8 yards (tackle by Charles Tillman). Penalty on Charles Tillman: Face Mask (15 Yards), 15 yards",1.780,3.840
3,10:56,1,10,CHI 26,3,10,Steven Jackson left guard for no gain (tackle by Al Afalava),3.840,3.300
3,10:18,2,10,CHI 26,3,10,Kyle Boller pass complete short right to Steven Jackson for -4 yards (tackle by Nick Roach),3.300,2.080
3,9:36,3,14,CHI 30,3,10,Kyle Boller pass complete short left to Kenneth Darby for no gain,2.080,1.410
3,8:55,4,14,CHI 30,6,10,Josh Brown 48 yard field goal good,1.410,3.000
3,,,,STL 30,6,10,"Josh Brown kicks off 65 yards, returned by Johnny Knox for 68 yards (tackle by Kenneth Darby). Penalty on Adrian Peterson: Offensive Holding, 10 yards",0.000,0.540
3,8:36,1,10,CHI 24,6,10,Matt Forte left guard for 6 yards (tackle by James Laurinaitis and Paris Lenon),0.540,0.810
3,8:02,2,4,CHI 30,6,10,Matt Forte right tackle for 3 yards (tackle by James Butler and Chris Long),0.810,0.500
3,7:23,3,1,CHI 33,6,10,Matt Forte right end for 7 yards (tackle by James Laurinaitis),0.500,1.600
3,6:47,1,10,CHI 40,6,10,Jay Cutler pass complete short left to Johnny Knox for 7 yards (tackle by Quincy Butler),1.600,2.000
3,6:29,2,3,CHI 47,6,10,"Matt Forte right end for 3 yards (tackle by Paris Lenon). Penalty on Paris Lenon: Horse Collar, 15 yards",2.000,3.250
3,5:58,1,10,STL 35,6,10,Kahlil Bell right guard for 7 yards (tackle by James Butler),3.250,3.650
3,5:25,2,3,STL 28,6,10,Kahlil Bell right tackle for 6 yards (tackle by James Laurinaitis),3.650,4.110
3,4:39,1,10,STL 22,6,10,Kahlil Bell left end for 1 yard (tackle by David Vobora),4.110,3.700
3,3:52,2,9,STL 21,6,10,"Jay Cutler pass incomplete deep right intended for Johnny Knox. Penalty on Ronald Bartell: Illegal Use of Hands, 5 yards (no play)",3.700,4.510
3,3:46,1,10,STL 16,6,10,Kahlil Bell left end for 9 yards (tackle by James Laurinaitis),4.510,5.540
3,3:20,2,1,STL 7,6,10,Kahlil Bell left tackle for 1 yard (tackle by James Laurinaitis and David Vobora),5.540,5.830
3,2:45,1,6,STL 6,6,10,Matt Forte right guard for 3 yards (tackle by Larry Grant),5.830,5.530
3,2:05,2,3,STL 3,6,10,Matt Forte right guard for no gain (tackle by Clifton Ryan),5.530,4.720
3,1:26,3,3,STL 3,6,16,"Jay Cutler pass complete short left to Earl Bennett for 3 yards, touchdown",4.720,7.000
3,,,,STL 2,6,17,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,6,17,"Robbie Gould kicks off 70 yards, returned by Danny Amendola for 25 yards (tackle by Johnny Knox)",0.000,0.610
3,1:17,1,10,STL 25,6,17,Kyle Boller pass incomplete,0.610,0.060
3,1:09,2,10,STL 25,6,17,Steven Jackson left guard for no gain (tackle by Marcus Harrison),0.060,-0.620
3,0:29,3,10,STL 25,6,17,Kyle Boller pass incomplete short middle intended for Brandon Gibson (defended by Jamar Williams),-0.620,-1.700
3,0:23,4,10,STL 25,6,17,"Donnie Jones punts 56 yards, muffed catch by Johnny Knox, recovered by Johnny Knox and returned for no gain",-1.700,-0.150
3,0:10,1,10,CHI 19,6,17,Matt Forte right guard for 4 yards (tackle by David Vobora),0.150,0.210
Quarter,Time,Down,ToGo,Location,STL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 23,6,17,Jay Cutler pass incomplete short middle intended for Jason McKie,0.210,-0.550
4,14:56,3,6,CHI 23,6,17,Jay Cutler pass complete short right to Johnny Knox for -3 yards (tackle by Leonard Little),-0.550,-2.030
4,14:15,4,9,CHI 20,6,17,"Brad Maynard punts 52 yards, returned by Danny Amendola for 30 yards (tackle by Brad Maynard)",-2.030,-2.790
4,14:01,1,10,CHI 42,6,17,Steven Jackson right tackle for 9 yards (tackle by Jamar Williams and Kevin Payne),2.790,3.460
4,13:26,2,1,CHI 33,6,17,Steven Jackson right guard for 2 yards (tackle by Anthony Adams),3.460,3.510
4,12:47,1,10,CHI 31,6,17,"Kyle Boller pass complete short right to Steven Jackson for 3 yards (tackle by Jamar Williams). Penalty on Jason Brown: Illegal Block Above the , 10 yards",3.510,3.050
4,12:20,1,17,CHI 38,6,17,Steven Jackson right guard for 1 yard (tackle by Anthony Adams and Jamar Williams),3.050,2.160
4,11:38,2,16,CHI 37,6,17,Kyle Boller pass complete short left to Donnie Avery for 5 yards (tackle by Israel Idonije),2.160,2.150
4,10:55,3,11,CHI 32,6,17,Steven Jackson right tackle for no gain (tackle by Mark Anderson and Jamar Williams),2.150,1.240
4,10:16,4,11,CHI 32,9,17,Josh Brown 50 yard field goal good,1.240,3.000
4,,,,STL 30,9,17,"Josh Brown kicks off 71 yards, returned by Danieal Manning for 23 yards (tackle by Chris Chamberlain)",0.000,0.410
4,10:05,1,10,CHI 22,9,17,Kahlil Bell left end for 3 yards (tackle by James Butler),0.410,0.270
4,9:25,2,7,CHI 25,9,17,Kahlil Bell left guard for 1 yard (tackle by James Butler),0.270,-0.290
4,8:46,3,6,CHI 26,9,17,Jay Cutler pass incomplete short middle intended for Earl Bennett,-0.290,-1.630
4,8:43,4,6,CHI 26,9,17,"Brad Maynard punts 52 yards, muffed catch by Danny Amendola, recovered by Danny Amendola and returned for no gain",-1.630,-0.540
4,8:33,1,10,STL 24,9,17,Steven Jackson right tackle for 23 yards (tackle by Kevin Payne),0.540,2.060
4,8:08,1,10,STL 47,9,17,Steven Jackson right end for 1 yard (tackle by Jamar Williams and Nick Roach),2.060,1.650
4,7:30,2,9,STL 48,9,17,Kyle Boller pass complete short right to Danny Amendola for no gain,1.650,0.960
4,6:44,3,9,STL 48,9,17,Kyle Boller pass complete short right to Kenneth Darby for 5 yards (tackle by Al Afalava),0.960,0.130
4,5:58,4,4,CHI 47,9,17,"Donnie Jones punts 43 yards, muffed catch by Earl Bennett, recovered by Earl Bennett and returned for no gain",0.130,0.380
4,5:49,1,10,CHI 3,9,17,Matt Forte left tackle for 15 yards (tackle by Craig Dahl),-0.380,0.040
4,5:12,1,10,CHI 18,9,17,Matt Forte left tackle for 8 yards (tackle by James Butler),0.040,0.680
4,4:29,2,2,CHI 26,9,17,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",0.680,0.010
4,4:28,2,7,CHI 21,9,17,Matt Forte right end for no gain (tackle by Justin King),0.010,-0.790
4,3:49,3,7,CHI 21,9,17,Jay Cutler pass incomplete deep left intended for Devin Aromashodu,-0.790,-1.960
4,3:42,4,7,CHI 21,9,17,"Brad Maynard punts 34 yards, fair catch by Quincy Butler",-1.960,-1.930
4,3:35,1,10,STL 45,9,17,Kyle Boller pass incomplete short middle intended for Randy McMichael is intercepted by Hunter Hillenmeyer at CHI-40,1.930,-1.600
4,3:29,1,10,CHI 40,9,17,Matt Forte left end for 12 yards (tackle by James Laurinaitis and Clifton Ryan),1.600,2.390
4,2:41,1,10,STL 48,9,17,Matt Forte left guard for 3 yards (tackle by James Hall),2.390,2.250
4,2:35,,,,9,17,Timeout #1 by Los Angeles Rams,0.000,2.250
4,2:35,2,7,STL 45,9,17,Matt Forte right end for 1 yard (tackle by Clifton Ryan),2.250,1.690
4,2:31,,,,9,17,Timeout #2 by Los Angeles Rams,0.000,1.690
4,2:31,3,6,STL 44,9,17,Matt Forte left end for 3 yards (tackle by Ronald Bartell),1.690,0.530
4,2:00,4,3,STL 41,9,17,"Brad Maynard punts 32 yards, returned by Danny Amendola for 13 yards (tackle by Darrell McClover)",0.530,-0.410
4,1:50,1,10,STL 22,9,17,Kyle Boller pass complete short right to Steven Jackson for 5 yards (tackle by Jamar Williams),0.410,0.540
4,1:33,2,5,STL 27,9,17,Kyle Boller pass complete deep right to Donnie Avery for 18 yards (tackle by Kevin Payne),0.540,1.930
4,1:13,1,10,STL 45,9,17,Kyle Boller pass incomplete short right intended for Danny Amendola,1.930,1.380
4,1:10,2,10,STL 45,9,17,Kyle Boller pass complete short left to Steven Jackson for 5 yards (tackle by Zackary Bowman),1.380,1.360
4,0:50,3,5,,9,17,Kyle Boller pass complete short middle to Randy McMichael for 9 yards (tackle by Jamar Williams and Hunter Hillenmeyer),1.360,2.850
4,0:34,1,10,CHI 41,9,17,Kyle Boller spiked the ball,2.850,2.310
4,0:33,2,10,CHI 41,9,17,Kyle Boller pass incomplete deep right intended for Donnie Avery (defended by Kevin Payne),2.310,1.620
4,0:28,3,10,CHI 41,9,17,Kyle Boller pass incomplete short left intended for Steven Jackson,1.620,0.530
4,0:22,4,10,CHI 41,9,17,Kyle Boller pass incomplete deep left intended for Brandon Gibson,0.530,-1.660
4,0:17,1,10,CHI 41,9,17,Jay Cutler kneels for -1 yards,1.660,0.990
4,0:15,,,,9,17,Timeout #3 by Los Angeles Rams,0.000,0.990
4,0:15,2,11,CHI 40,9,17,Jay Cutler kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
