Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
2,5:46,1,10,CLE 27,0,21,Nick Chubb right guard for 3 yards (tackle by Davon Godchaux and Gerald Willis),0.740,0.600
2,5:04,2,7,CLE 30,0,21,Baker Mayfield pass complete short right to Nick Chubb for 4 yards (tackle by Jerome Baker),0.600,0.430
2,4:28,3,3,CLE 34,0,21,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by Adrian Colbert),0.430,1.800
2,3:47,1,10,CLE 43,0,21,Kareem Hunt right guard for 2 yards (tackle by Avery Moss and Davon Godchaux),1.800,1.520
2,3:08,2,8,CLE 45,0,21,Baker Mayfield pass complete short left to Odell Beckham for 16 yards (tackle by Ken Crawley),1.520,2.980
2,2:31,1,10,MIA 39,0,21,"Kareem Hunt aborted snap, recovered by Baker Mayfield at MIA-45 (tackle by Raekwon McMillan)",2.980,1.630
2,2:00,2,16,MIA 45,0,21,Baker Mayfield pass complete short right to Demetrius Harris for 8 yards (tackle by Jerome Baker and Nik Needham),1.630,2.020
2,1:18,3,8,MIA 37,0,21,Baker Mayfield pass complete short left to Odell Beckham for 15 yards (tackle by Ryan Lewis). Penalty on Nik Needham: Defensive Holding (Declined),2.020,4.110
2,1:10,1,10,MIA 22,0,21,"Baker Mayfield pass incomplete deep right intended for Odell Beckham. Penalty on Nik Needham: Defensive Pass Interference, 16 yards (no play)",4.110,5.830
2,1:06,1,6,MIA 6,0,27,"Kareem Hunt right guard for 6 yards, touchdown",5.830,7.000
2,1:01,,,MIA 15,0,28,Austin Seibert kicks extra point good,0.000,0.000
2,1:01,,,CLE 35,0,28,"Austin Seibert kicks off 66 yards, returned by Marcus Sherels for 20 yards (tackle by J.T. Hassell and Tae Davis)",0.000,0.150
2,0:56,1,10,MIA 19,0,28,Ryan Fitzpatrick pass complete short middle to Albert Wilson for 12 yards (tackle by Joe Schobert and Juston Burris),0.150,1.000
2,0:47,,,,,,Timeout #1 by Miami Dolphins,,
2,0:47,1,10,MIA 31,0,28,Ryan Fitzpatrick pass incomplete short right intended for Allen Hurns (defended by Juston Burris),1.000,0.460
2,0:43,2,10,MIA 31,0,28,Ryan Fitzpatrick pass complete short left to Albert Wilson for 16 yards (tackle by Damarious Randall),0.460,2.060
2,0:37,,,,,,Timeout #2 by Miami Dolphins,,
2,0:37,1,10,MIA 47,0,28,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 10 yards (tackle by Damarious Randall),2.060,2.720
2,0:31,,,,,,Timeout #3 by Miami Dolphins,,
2,0:30,1,10,CLE 43,0,28,Ryan Fitzpatrick pass complete short right to Mike Gesicki for 7 yards (tackle by Chad Thomas),2.720,3.120
2,0:25,2,3,CLE 36,0,28,Ryan Fitzpatrick pass complete short left to Albert Wilson for -4 yards (tackle by Bryan Cox),3.120,1.880
2,0:17,3,7,CLE 40,0,28,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 22 yards (tackle by Damarious Randall),1.880,4.370
2,0:02,1,10,CLE 18,0,28,Ryan Fitzpatrick spiked the ball,4.370,3.800
2,0:01,2,10,CLE 18,3,28,Jason Sanders 36 yard field goal good,3.800,3.000
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,28,"Austin Seibert kicks off 56 yards, returned by Marcus Sherels for 16 yards (tackle by Tavierre Thomas and Adarius Taylor)",0.000,0.610
3,14:55,1,10,MIA 25,3,28,Kalen Ballage left guard for 4 yards (tackle by Juston Burris),0.610,0.600
3,14:25,2,6,MIA 29,3,28,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker,0.600,-0.100
3,14:20,3,6,MIA 29,3,28,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki,-0.100,-1.440
3,14:16,4,6,MIA 29,3,28,"Matt Haack punts 53 yards, returned by Dontrell Hilliard for 4 yards (tackle by Durham Smythe)",-1.440,-0.410
3,14:04,1,10,CLE 22,3,28,Nick Chubb left tackle for 5 yards (tackle by Avery Moss and John Jenkins),0.410,0.540
3,13:17,2,5,CLE 27,3,28,Baker Mayfield pass complete short left to Jarvis Landry for 15 yards (tackle by Jerome Baker),0.540,1.730
3,12:39,1,10,CLE 42,3,28,Baker Mayfield pass short left intended for Odell Beckham is intercepted by Ryan Lewis at CLE-49 and returned for 3 yards,1.730,-2.520
3,12:34,1,10,CLE 46,3,28,Ryan Fitzpatrick up the middle for 7 yards (tackle by Chad Thomas),2.520,2.920
3,12:00,2,3,CLE 39,3,28,Ryan Fitzpatrick pass incomplete short right intended for Allen Hurns,2.920,2.210
3,11:57,3,3,CLE 39,3,28,Kalen Ballage right guard for 3 yards (tackle by Bryan Cox),2.210,3.180
3,11:19,1,10,CLE 36,3,28,Ryan Fitzpatrick pass incomplete deep middle intended for Mike Gesicki (defended by Joe Schobert),3.180,2.640
3,11:11,2,10,CLE 36,3,28,Ryan Fitzpatrick pass complete short left to Albert Wilson for 4 yards (tackle by Chad Thomas),2.640,2.480
3,10:27,3,6,CLE 32,3,28,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 21 yards (tackle by Sheldrick Redwine),2.480,4.840
3,9:42,1,10,CLE 11,9,28,"Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 11 yards, touchdown",4.840,7.000
3,9:37,,,CLE 15,10,28,Jason Sanders kicks extra point good,0.000,0.000
3,9:37,,,MIA 35,10,28,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,9:37,1,10,CLE 25,10,28,Nick Chubb right guard for 3 yards (tackle by Christian Wilkins and John Jenkins),0.610,0.470
3,8:56,2,7,CLE 28,10,28,Nick Chubb right guard for 9 yards (tackle by Andrew Van Ginkel and Steven Parker),0.470,1.400
3,8:17,1,10,CLE 37,10,28,Baker Mayfield pass complete short right to Odell Beckham for 6 yards (tackle by Nik Needham),1.400,1.670
3,7:45,2,4,CLE 43,10,28,Kareem Hunt right guard for 7 yards (tackle by Davon Godchaux and Jerome Baker),1.670,2.260
3,7:04,1,10,CLE 50,10,28,Baker Mayfield pass complete deep left to Jarvis Landry for 17 yards (tackle by Ryan Lewis),2.260,3.380
3,6:16,1,10,MIA 33,10,28,Baker Mayfield pass complete short left to Jarvis Landry for 12 yards (tackle by Ryan Lewis),3.380,4.170
3,5:37,1,10,MIA 21,10,28,Nick Chubb right tackle for 1 yard (tackle by Christian Wilkins and John Jenkins),4.170,3.760
3,4:59,2,9,MIA 20,10,28,Baker Mayfield pass incomplete short middle,3.760,3.070
3,4:54,3,9,MIA 20,10,28,Baker Mayfield sacked by and Charles Harris for -7 yards and Davon Godchaux for -7 yards,3.070,1.670
3,4:08,4,16,MIA 27,10,28,Austin Seibert 46 yard field goal no good,1.670,-1.330
3,4:04,1,10,MIA 36,10,28,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,1.330,0.790
3,4:00,2,10,MIA 36,10,28,Ryan Fitzpatrick pass incomplete deep right intended for DeVante Parker (defended by Denzel Ward),0.790,0.100
3,3:53,3,10,MIA 36,10,28,"Ryan Fitzpatrick pass complete short left to Albert Wilson for 1 yard (tackle by Mack Wilson). Penalty on Mack Wilson: Unnecessary Roughness, 15 yards",0.100,2.390
3,3:28,1,10,CLE 48,10,28,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki (defended by Juston Burris),2.390,1.850
3,3:23,2,10,CLE 48,10,28,Ryan Fitzpatrick pass complete short left to DeVante Parker for 10 yards (tackle by Damarious Randall),1.850,3.050
3,2:42,1,10,CLE 38,10,28,Ryan Fitzpatrick pass complete short left to DeVante Parker for 15 yards (tackle by Joe Schobert),3.050,4.040
3,2:10,1,10,CLE 23,10,28,Ryan Fitzpatrick left end for 4 yards (tackle by Juston Burris),4.040,4.050
3,1:39,2,6,CLE 19,10,28,Patrick Laird left tackle for 13 yards (tackle by Damarious Randall and Greedy Williams),4.050,5.830
3,0:52,1,6,CLE 6,10,28,Ryan Fitzpatrick sacked by Sheldon Richardson for -2 yards,5.830,4.570
3,0:14,2,8,CLE 8,10,28,Ryan Fitzpatrick pass incomplete short middle intended for Patrick Laird (defended by Sheldon Richardson),4.570,3.580
3,0:10,3,8,CLE 8,16,28,"Ryan Fitzpatrick up the middle for 8 yards, touchdown",3.580,7.000
3,0:04,,,CLE 15,17,28,Jason Sanders kicks extra point good,0.000,0.000
3,0:04,,,MIA 35,17,28,"Jason Sanders kicks off 67 yards, returned by Tavierre Thomas for 17 yards (tackle by Andrew Van Ginkel)",0.000,-0.220
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 15,17,28,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,-0.220,-0.710
4,14:54,2,10,CLE 15,17,28,Baker Mayfield pass complete short left to Demetrius Harris for 12 yards (tackle by Jomal Wiltz),-0.710,0.740
4,14:16,1,10,CLE 27,17,28,Baker Mayfield pass incomplete short left intended for Jarvis Landry (defended by Ryan Lewis). Penalty on Greg Robinson: Ineligible Downfield Pass (Declined),0.740,0.200
4,14:13,2,10,CLE 27,17,28,Nick Chubb right tackle for 9 yards (tackle by John Jenkins),0.200,0.700
4,13:36,3,1,CLE 36,17,28,Baker Mayfield up the middle for 5 yards (tackle by Davon Godchaux),0.700,1.660
4,12:58,1,10,CLE 41,17,28,Baker Mayfield pass complete short right to Odell Beckham for 8 yards (tackle by Nik Needham),1.660,2.200
4,12:20,2,2,CLE 49,17,28,"Baker Mayfield pass incomplete deep left intended for Odell Beckham. Penalty on Ryan Lewis: Defensive Pass Interference, 26 yards (no play)",2.200,3.910
4,12:16,1,10,MIA 25,17,28,Baker Mayfield pass incomplete deep middle intended for Odell Beckham,3.910,3.360
4,12:11,2,10,MIA 25,17,28,Kareem Hunt left guard for 4 yards (tackle by Vince Biegel),3.360,3.200
4,11:30,3,6,MIA 21,17,28,Baker Mayfield pass incomplete deep right intended for KhaDarel Hodge,3.200,2.080
4,11:25,4,6,MIA 21,17,31,Austin Seibert 40 yard field goal good,2.080,3.000
4,11:21,,,CLE 35,17,31,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,11:21,1,10,MIA 25,17,31,"Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker. Penalty on Greedy Williams: Defensive Pass Interference, 15 yards (no play)",0.610,1.600
4,11:16,1,10,MIA 40,17,31,Patrick Laird left guard for 4 yards (tackle by Joe Schobert),1.600,1.590
4,10:39,2,6,MIA 44,17,31,Ryan Fitzpatrick pass incomplete short left intended for Allen Hurns,1.590,0.890
4,10:35,3,6,MIA 44,17,31,Ryan Fitzpatrick sacked by T.J. Carrie for -3 yards,0.890,-0.650
4,9:55,4,9,MIA 41,17,31,"Matt Haack punts 34 yards, fair catch by Dontrell Hilliard at CLE-25",-0.650,-0.610
4,9:48,1,10,CLE 25,17,31,Nick Chubb right tackle for 4 yards (tackle by John Jenkins),0.610,0.600
4,9:10,2,6,CLE 29,17,31,Baker Mayfield pass complete short right to Jarvis Landry for 22 yards (tackle by Nik Needham),0.600,2.320
4,8:34,1,10,MIA 49,17,31,Nick Chubb right tackle for 1 yard (tackle by Christian Wilkins),2.320,1.920
4,7:52,2,9,MIA 48,17,31,Baker Mayfield pass complete deep left to Jarvis Landry for 37 yards (tackle by Ryan Lewis). Penalty on Nik Needham: Illegal Use of Hands (Declined),1.920,4.840
4,7:44,1,10,MIA 11,17,31,Baker Mayfield pass incomplete short left intended for Ricky Seals-Jones,4.840,4.140
4,7:40,2,10,MIA 11,17,31,Nick Chubb right guard for 3 yards (tackle by Vince Biegel),4.140,3.760
4,6:57,3,7,MIA 8,17,31,Baker Mayfield pass incomplete short left intended for Rashard Higgins (defended by Ryan Lewis),3.760,2.960
4,6:54,4,7,MIA 8,17,34,Austin Seibert 26 yard field goal good,2.960,3.000
4,6:51,,,CLE 35,17,34,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,6:51,1,10,MIA 25,17,34,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Greedy Williams),0.610,0.060
4,6:47,2,10,MIA 25,17,34,Ryan Fitzpatrick sacked by Porter Gustin for -10 yards,0.060,-2.350
4,6:01,3,20,MIA 15,17,34,"Ryan Fitzpatrick pass short right intended for Durham Smythe is intercepted by Joe Schobert at MIA-30 and returned for 2 yards. Penalty on Bryan Cox: Illegal Block Above the Waist, 10 yards",-2.350,-3.050
4,5:48,1,10,MIA 38,17,34,Nick Chubb left tackle for 17 yards (tackle by Steven Parker),3.050,4.170
4,4:39,1,10,MIA 21,17,34,Kareem Hunt right tackle for 4 yards (tackle by Vince Biegel and Charles Harris),4.170,4.200
4,4:33,2,6,MIA 17,17,34,"Baker Mayfield pass short middle is intercepted by Jerome Baker at MIA-11 and returned for 58 yards. Penalty on Steven Parker: Unnecessary Roughness, 9 yards (no play)",4.200,5.370
4,4:19,1,8,MIA 8,17,34,Nick Chubb right guard for 3 yards (tackle by Davon Godchaux),5.370,5.150
4,3:32,2,5,MIA 5,17,40,"Nick Chubb right tackle for 5 yards, touchdown",5.150,7.000
4,3:26,,,MIA 15,17,41,Austin Seibert kicks extra point good,0.000,0.000
4,3:26,,,CLE 35,17,41,"Austin Seibert kicks off 64 yards, returned by Marcus Sherels for 21 yards (tackle by J.T. Hassell)",0.000,0.410
4,3:21,1,10,MIA 22,17,41,Ryan Fitzpatrick pass complete short right to DeVante Parker for 12 yards (tackle by Terrance Mitchell),0.410,1.200
4,2:50,1,10,MIA 34,17,41,Myles Gaskin right guard for 3 yards (tackle by Devaroe Lawrence),1.200,1.060
4,2:20,2,7,MIA 37,17,41,Ryan Fitzpatrick pass complete short right to DeVante Parker for 11 yards (tackle by Terrance Mitchell),1.060,2.130
4,2:00,1,10,MIA 48,17,41,"Ryan Fitzpatrick up the middle for 17 yards (tackle by Bryan Cox). Penalty on Greedy Williams: Illegal Use of Hands, 5 yards",2.130,3.580
4,1:50,1,10,CLE 30,17,41,Myles Gaskin left end for 4 yards (tackle by Sione Takitaki),3.580,3.570
4,1:25,2,6,CLE 26,17,41,Ryan Fitzpatrick pass complete short left to Myles Gaskin for 7 yards (tackle by Greedy Williams),3.570,4.310
4,0:48,1,10,CLE 19,23,41,"Ryan Fitzpatrick pass complete deep left to Allen Hurns for 19 yards, touchdown",4.310,7.000
4,0:39,,,CLE 15,24,41,Jason Sanders kicks extra point good,0.000,0.000
4,0:39,,,MIA 35,24,41,"Jason Sanders kicks off 34 yards, returned by Stephen Carlson for 3 yards",0.000,1.200
4,0:36,1,10,CLE 34,24,41,Garrett Gilbert kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
