Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kalen Ballage,MIA,7,13,0,1,4,0.6,9,1.3,0,
Ryan Fitzpatrick,MIA,5,45,1,3,36,7.2,9,1.8,0,
Myles Gaskin,MIA,4,10,0,0,3,0.8,7,1.8,0,
Patrick Laird,MIA,3,20,0,1,12,4.0,8,2.7,0,
Albert Wilson,MIA,1,4,0,0,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,21,106,1,6,33,1.6,73,3.5,3,7.0
Kareem Hunt,CLE,8,37,1,2,14,1.8,23,2.9,0,
Baker Mayfield,CLE,2,5,0,1,1,0.5,4,2.0,0,
Garrett Gilbert,CLE,1,-1,0,,-1,-1.0,0,0.0,0,
