Quarter,Time,Tm,Detail,MIA,NYJ
1.0,7:28,Dolphins,Dan Carpenter 23 yard field goal,3,0
,5:52,Jets,Darrelle Revis 100 yard interception return (Nick Folk kick),3,7
2.0,13:32,Dolphins,Dan Carpenter 21 yard field goal,6,7
,1:14,Jets,Mark Sanchez 5 yard rush (Nick Folk kick),6,14
3.0,4:15,Jets,Nick Folk 28 yard field goal,6,17
4.0,11:50,Jets,Santonio Holmes 38 yard pass from Mark Sanchez (Nick Folk kick),6,24
