Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
1,8:16,4,7,GNB 34,0,6,"John Kasay punts 28 yards, returned by Tramon Williams for 94 yards, touchdown",1.060,-7.000
1,,,,CAR 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,0,7,"Mason Crosby kicks off 66 yards, returned by Ryne Robinson for 20 yards (tackle by Ryan Krause). Penalty on Vernand Morency: Unnecessary Roughness, 15 yards",0.000,1.530
1,7:49,1,10,CAR 39,0,7,DeShaun Foster right tackle for 4 yards (tackle by Corey Williams),1.530,1.530
1,7:15,2,6,CAR 43,0,7,Vinny Testaverde pass complete deep middle to Drew Carter for 43 yards (tackle by Atari Bigby),1.530,4.650
1,6:32,1,10,GNB 14,0,7,DeShaun Foster left end for 3 yards (tackle by A.J. Hawk),4.650,4.520
1,5:53,2,7,GNB 11,0,7,DeShaun Foster left end for 3 yards (tackle by Aaron Rouse and Aaron Kampman),4.520,4.280
1,5:10,3,4,GNB 8,0,7,Vinny Testaverde pass incomplete short middle intended for Jeff King,4.280,2.980
1,5:06,4,4,GNB 8,3,7,John Kasay 26 yard field goal good,2.980,3.000
1,,,,CAR 30,3,7,"John Kasay kicks off 59 yards, returned by Koren Robinson for 14 yards (tackle by Quinton Teal)",0.000,0.610
1,4:58,1,10,GNB 25,3,7,Ryan Grant left end for 1 yard (tackle by Thomas Davis),0.610,0.200
1,4:28,2,9,GNB 26,3,7,Donald Driver right end for 5 yards (tackle by Chris Gamble),0.200,0.170
1,3:42,3,4,GNB 31,3,7,"Brett Favre pass incomplete deep right intended for Vernand Morency (defended by Na'il Diggs). Penalty on Thomas Davis: Illegal Use of Hands, 5 yards (no play)",0.170,1.330
1,3:37,1,10,GNB 36,3,7,Brett Favre pass complete short left to Greg Jennings for 12 yards (tackle by Chris Gamble),1.330,2.130
1,3:02,1,10,GNB 48,3,7,Brett Favre pass incomplete short left intended for Greg Jennings,2.130,1.580
1,2:58,2,10,GNB 48,3,7,Ryan Grant right end for -1 yards (tackle by Kris Jenkins),1.580,0.760
1,2:13,3,11,GNB 47,3,7,"Brett Favre sacked by Julius Peppers for -4 yards. Brett Favre fumbles (forced by Julius Peppers), recovered by Brett Favre at GNB-43",0.760,-0.520
,,,,,,,"CAR challenged the loose ball recovery ruling, and the play was upheld.",,
1,1:59,4,15,GNB 43,3,7,Jon Ryan punts 41 yards,-0.520,0.140
1,1:48,1,10,CAR 16,3,7,DeShaun Foster left tackle for 5 yards (tackle by Mike Montgomery),-0.140,0.150
1,1:13,2,5,CAR 21,3,7,Vinny Testaverde pass complete short right to Keary Colbert for 7 yards (tackle by Al Harris),0.150,0.810
1,0:47,1,10,CAR 28,3,7,Vinny Testaverde pass incomplete deep left intended for Keary Colbert,0.810,0.260
1,0:42,2,10,CAR 28,3,7,DeShaun Foster left guard for 2 yards (tackle by Brady Poppinga and Nick Barnett),0.260,-0.160
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CAR 30,3,7,Vinny Testaverde pass incomplete short right intended for Keary Colbert,-0.160,-1.370
2,14:55,4,8,CAR 30,3,7,"Jason Baker punts 41 yards, returned by Charles Woodson for no gain",-1.370,-0.870
2,14:47,1,10,GNB 29,3,7,Brett Favre pass complete deep middle to Donald Driver for 47 yards (tackle by Deke Cooper),0.870,3.970
2,14:07,1,10,CAR 24,3,7,Ryan Grant left tackle for 1 yard (tackle by Chris Harris and Mike Rucker),3.970,3.570
2,13:23,2,9,CAR 23,3,7,Brett Favre pass complete short right to Donald Lee for 5 yards (tackle by Jon Beason),3.570,3.570
2,12:35,3,4,CAR 18,3,7,Brett Favre pass complete short middle to James Jones for 13 yards (tackle by Chris Gamble),3.570,6.060
2,11:56,1,5,CAR 5,3,7,Ryan Grant left end for 1 yard (tackle by Kris Jenkins),6.060,5.340
2,11:17,2,4,CAR 4,3,13,"Brett Favre pass complete short right to Greg Jennings for 4 yards, touchdown",5.340,7.000
2,,,,CAR 2,3,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,3,14,"Mason Crosby kicks off 65 yards, returned by Ryne Robinson for 17 yards (tackle by Jarrett Bush)",0.000,0.410
2,11:07,1,10,CAR 22,3,14,DeShaun Foster left end for 9 yards (tackle by Johnny Jolly),0.410,1.080
2,10:19,2,1,CAR 31,3,14,DeShaun Foster up the middle for 3 yards (tackle by Ryan Pickett),1.080,1.200
2,9:44,1,10,CAR 34,3,14,DeAngelo Williams right guard for -1 yards (tackle by Ryan Pickett and Cullen Jenkins),1.200,0.520
2,9:01,2,11,CAR 33,3,14,"Vinny Testaverde pass incomplete deep left intended for Drew Carter is intercepted by Al Harris at GNB-30. Penalty on Aaron Kampman: Defensive Offside, 5 yards (no play)",0.520,1.200
2,8:53,2,6,CAR 38,3,14,Vinny Testaverde pass incomplete short left intended for Keary Colbert (defended by Cullen Jenkins),1.200,0.500
2,8:49,3,6,CAR 38,3,14,Vinny Testaverde pass incomplete deep middle intended for Keary Colbert,0.500,-0.850
2,8:45,4,6,CAR 38,3,14,"Jason Baker punts 40 yards, returned by Charles Woodson for 5 yards (tackle by Richard Marshall)",-0.850,-0.740
2,8:29,1,10,GNB 27,3,14,Ryan Grant left tackle for 23 yards (tackle by Julius Peppers),0.740,2.260
2,7:54,1,10,CAR 50,3,14,Brett Favre pass incomplete deep right intended for Donald Driver,2.260,1.710
2,7:48,2,10,CAR 50,3,14,Ryan Grant right guard for 5 yards (tackle by Jon Beason and Thomas Davis),1.710,1.690
2,7:11,,,,3,14,Timeout #2 by Carolina Panthers,0.000,1.690
2,7:11,3,5,CAR 45,3,14,Brett Favre pass incomplete short right intended for Koren Robinson,1.690,0.270
2,7:06,4,5,CAR 45,3,14,"Jon Ryan punts 28 yards, fair catch by Ryne Robinson",0.270,0.060
2,7:00,1,10,CAR 17,3,14,Vinny Testaverde pass incomplete short middle intended for Dwayne Jarrett,-0.060,-0.580
2,6:56,2,10,CAR 17,3,14,DeShaun Foster left end for 6 yards (tackle by Al Harris),-0.580,-0.490
2,6:22,3,4,CAR 23,3,14,"Vinny Testaverde pass complete short right to Drew Carter for 7 yards (tackle by Jarrett Bush). Penalty on DeAngelo Williams: Illegal Motion, 5 yards (no play)",-0.490,-1.130
2,5:54,3,9,CAR 18,3,14,Vinny Testaverde pass complete short right to Keary Colbert for 7 yards (tackle by Charles Woodson),-1.130,-1.700
2,5:21,4,2,CAR 25,3,14,"Jason Baker punts 41 yards, returned by Charles Woodson for 3 yards (tackle by James Anderson). Penalty on Jarrett Bush: Illegal Block Above the Waist, 10 yards",-1.700,-0.740
2,5:12,1,10,GNB 27,3,14,Ryan Grant left end for 5 yards (tackle by Jon Beason and Thomas Davis),0.740,0.870
2,4:33,2,5,GNB 32,3,14,Ryan Grant left tackle for 16 yards (tackle by Deke Cooper and Chris Harris),0.870,2.130
2,3:53,1,10,GNB 48,3,14,"Penalty on Mark Tauscher: False Start, 5 yards (no play)",2.130,1.800
2,3:32,1,15,GNB 43,3,14,Ryan Grant right end for 2 yards (tackle by Jon Beason),1.800,1.180
2,2:52,2,13,GNB 45,3,14,Brett Favre pass complete short left to James Jones for 5 yards (tackle by Ken Lucas),1.180,1.160
2,2:10,3,8,,3,14,Brett Favre pass complete short middle to Donald Driver for 13 yards (tackle by Julius Peppers),1.160,3.120
2,2:00,1,10,CAR 37,3,14,Brett Favre pass complete short left to Donald Driver for 11 yards (tackle by Thomas Davis),3.120,3.840
2,1:21,1,10,CAR 26,3,20,"Brett Favre pass complete deep middle to Donald Lee for 26 yards, touchdown",3.840,7.000
2,,,,CAR 2,3,21,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,3,21,"Mason Crosby kicks off 76 yards, touchback",0.000,0.280
2,1:16,1,10,CAR 20,3,21,"Vinny Testaverde sacked by Corey Williams for -3 yards. Vinny Testaverde fumbles (forced by Corey Williams), recovered by Vinny Testaverde at CAR-17",0.280,-0.790
2,1:07,,,,3,21,Timeout #1 by Green Bay Packers,0.000,-0.790
2,1:07,2,13,CAR 17,3,21,Vinny Testaverde pass complete deep right to Dwayne Jarrett for 19 yards (tackle by Nick Barnett),-0.790,1.330
2,0:41,1,10,CAR 36,3,21,"Vinny Testaverde right end for 3 yards (tackle by Nick Barnett). Penalty on Nick Barnett: Unnecessary Roughness, 15 yards",1.330,2.520
2,0:32,1,10,GNB 46,3,21,Vinny Testaverde pass complete short right to Jeff King for 10 yards (tackle by Atari Bigby),2.520,3.180
2,0:26,1,10,GNB 36,3,21,Vinny Testaverde pass complete short left to Dwayne Jarrett for 4 yards,3.180,3.180
2,0:21,2,6,GNB 32,3,21,"Vinny Testaverde pass incomplete deep right intended for Keary Colbert. Penalty on Jarrett Bush: Defensive Pass Interference, 25 yards (no play)",3.180,5.600
,,,,,,,"Replay Assistant challenged the ineligible receiver ruling, and the play was upheld.",,
2,0:09,1,7,GNB 7,3,21,"Vinny Testaverde sacked by Corey Williams for -4 yards. Vinny Testaverde fumbles (forced by Corey Williams), recovered by Aaron Kampman at GNB-11 (tackle by Jordan Gross)",5.600,0.370
2,0:09,1,10,GNB 11,3,21,Brett Favre kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,3,21,"John Kasay kicks off 65 yards, returned by Koren Robinson for 67 yards (tackle by Tim Shaw)",0.000,3.710
3,14:47,1,10,CAR 28,3,21,Ryan Grant up the middle for 2 yards (tackle by Mike Rucker),3.710,3.440
3,14:08,2,8,CAR 26,3,21,Brett Favre pass complete short right to Greg Jennings for 9 yards (tackle by Patrick Dendy),3.440,4.440
3,13:31,1,10,CAR 17,3,21,Ryan Grant right end for 5 yards (tackle by Julius Peppers and Na'il Diggs),4.440,4.690
3,12:50,2,5,CAR 12,3,27,"Brett Favre pass complete short middle to Donald Lee for 12 yards, touchdown",4.690,7.000
3,,,,CAR 2,3,28,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,3,28,"Mason Crosby kicks off 62 yards, returned by Ryne Robinson for 15 yards (tackle by Ryan Krause)",0.000,0.480
3,12:41,1,10,CAR 23,3,28,Vinny Testaverde pass incomplete short right intended for Keary Colbert is intercepted by Charles Woodson at CAR-36,0.480,-3.180
3,12:35,1,10,CAR 36,3,28,Brett Favre pass complete short right to Donald Driver for 6 yards (tackle by Chris Gamble),3.180,3.450
3,11:54,2,4,CAR 30,3,28,Ryan Grant right end for -1 yards (tackle by Ma'ake Kemoeatu),3.450,2.610
3,11:11,3,5,CAR 31,3,28,Brett Favre pass incomplete short right intended for Donald Driver (defended by Jon Beason),2.610,1.350
3,11:07,4,5,CAR 31,3,28,Mason Crosby 49 yard field goal no good,1.350,-1.530
3,11:02,1,10,CAR 39,3,28,DeShaun Foster left tackle for 4 yards (tackle by Ryan Pickett),1.530,1.530
3,10:28,2,6,CAR 43,3,28,DeShaun Foster for 11 yards (tackle by Aaron Rouse),1.530,2.520
3,10:05,1,10,GNB 46,3,28,DeShaun Foster up the middle for 4 yards (tackle by Nick Barnett and Atari Bigby),2.520,2.520
3,9:28,2,6,GNB 42,3,28,DeAngelo Williams right tackle for 4 yards (tackle by Aaron Kampman),2.520,2.350
3,8:44,3,2,GNB 38,3,28,DeShaun Foster right end for 6 yards (tackle by Nick Barnett),2.350,3.450
3,8:01,1,10,GNB 32,3,28,DeAngelo Williams left end for 9 yards (tackle by Aaron Rouse),3.450,4.120
3,7:32,2,1,GNB 23,3,28,DeAngelo Williams up the middle for 3 yards (tackle by Brady Poppinga and Atari Bigby),4.120,4.240
3,6:46,1,10,GNB 20,3,28,DeShaun Foster right end for 2 yards (tackle by Brady Poppinga),4.240,3.960
3,6:07,2,8,GNB 18,3,28,DeShaun Foster up the middle for 4 yards (tackle by Aaron Kampman),3.960,3.890
3,5:22,3,4,GNB 14,3,28,Vinny Testaverde pass complete short left to Keary Colbert for 3 yards,3.890,2.850
3,5:17,4,1,GNB 11,3,28,Brad Hoover left guard for 3 yards (tackle by Nick Barnett),2.850,5.370
3,4:40,1,8,GNB 8,3,28,DeShaun Foster left guard for 2 yards (tackle by A.J. Hawk),5.370,4.950
3,4:04,2,6,GNB 6,3,28,DeAngelo Williams right tackle for 4 yards (tackle by Nick Barnett),4.950,4.950
3,3:26,3,2,GNB 2,9,28,"Vinny Testaverde pass complete short right to Christian Fauria for 2 yards, touchdown",4.950,7.000
3,,,,GNB 2,10,28,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,10,28,"John Kasay kicks off 69 yards, returned by Koren Robinson for 20 yards (tackle by Chris Harris)",0.000,0.340
3,3:15,1,10,GNB 21,10,28,Ryan Grant right tackle for 4 yards (tackle by Jon Beason),0.340,0.340
3,2:36,2,6,GNB 25,10,28,Ryan Grant for 7 yards (tackle by Patrick Dendy),0.340,1.070
3,2:05,1,10,GNB 32,10,28,Ryan Grant right tackle for 10 yards (tackle by Gary Gibson),1.070,1.730
3,1:16,1,10,GNB 42,10,28,Brett Favre pass incomplete deep right intended for Ruvell Martin,1.730,1.190
3,1:10,2,10,GNB 42,10,28,Brandon Jackson right tackle for 9 yards (tackle by Jon Beason),1.190,1.690
3,0:27,3,1,CAR 49,10,28,Brandon Jackson right tackle for 1 yard (tackle by Kris Jenkins and Deke Cooper),1.690,2.390
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 48,10,28,Brett Favre pass incomplete short right intended for Koren Robinson,2.390,1.850
4,14:57,2,10,CAR 48,10,28,Brett Favre pass complete short middle to Donald Driver for 6 yards (tackle by Quinton Teal),1.850,1.950
4,14:07,3,4,CAR 42,10,28,Brett Favre pass incomplete short middle intended for James Jones,1.950,0.460
4,14:03,4,4,CAR 42,10,28,"Jon Ryan punts 42 yards, touchback",0.460,-0.280
4,13:54,1,10,CAR 20,10,28,Vinny Testaverde pass complete deep left to Drew Carter for 26 yards (tackle by Al Harris),0.280,1.990
4,13:16,1,10,CAR 46,10,28,DeShaun Foster right end for 5 yards (tackle by Charles Woodson),1.990,2.130
4,12:47,2,5,GNB 49,10,28,Vinny Testaverde pass incomplete deep left intended for Drew Carter,2.130,1.420
4,12:40,3,5,GNB 49,10,28,Vinny Testaverde pass incomplete short middle intended for Jeff King,1.420,0.000
4,12:37,4,5,GNB 49,10,28,"Jason Baker punts 38 yards, fair catch by Charles Woodson",0.000,0.370
4,12:29,1,10,GNB 11,10,28,Ryan Grant right end for 5 yards (tackle by Ma'ake Kemoeatu),-0.370,-0.300
4,11:45,2,5,GNB 16,10,28,Brandon Jackson left tackle for 3 yards (tackle by Chris Harris),-0.300,-0.480
4,11:05,3,2,GNB 19,10,28,Brett Favre pass complete short right to James Jones for 7 yards (tackle by Patrick Dendy),-0.480,0.670
4,10:14,1,10,GNB 26,10,28,Brett Favre pass complete short left to Ruvell Martin for 11 yards (tackle by Deke Cooper),0.670,1.400
4,9:32,1,10,GNB 37,10,28,Brett Favre pass complete short right to Greg Jennings for 6 yards (tackle by Richard Marshall),1.400,1.670
4,8:52,2,4,GNB 43,10,28,Brett Favre pass complete short left to Greg Jennings for 3 yards (tackle by Ken Lucas),1.670,1.360
4,8:18,3,1,GNB 46,10,28,Brett Favre pass complete short middle to Donald Lee for 4 yards (tackle by Thomas Davis),1.360,2.260
4,7:38,1,10,,10,28,Ryan Grant right end for no gain (tackle by Thomas Davis),2.260,1.710
4,6:56,2,10,,10,28,Ryan Grant right end for -2 yards (tackle by Ma'ake Kemoeatu),1.710,0.760
4,6:51,,,,10,28,Timeout #1 by Carolina Panthers,0.000,0.760
4,6:51,3,12,GNB 48,10,28,Brett Favre pass complete short middle to Greg Jennings for 8 yards (tackle by Jon Beason),0.760,0.330
4,6:10,4,4,CAR 44,10,28,Jon Ryan punts 31 yards,0.330,0.280
4,6:02,1,10,CAR 14,10,28,Vinny Testaverde pass complete short left to Keary Colbert for 5 yards (tackle by Charles Woodson),-0.280,-0.040
4,5:33,2,5,CAR 19,10,28,Vinny Testaverde pass incomplete short left intended for Jeff King (defended by Aaron Rouse),-0.040,-0.800
4,5:28,3,5,CAR 19,10,28,Vinny Testaverde pass complete short right to Keary Colbert for 6 yards (tackle by Atari Bigby),-0.800,0.610
4,5:00,1,10,CAR 25,10,28,Vinny Testaverde pass complete deep left to Drew Carter for 49 yards (tackle by Atari Bigby),0.610,3.840
4,4:46,1,10,GNB 26,10,28,Vinny Testaverde pass complete short right to DeShaun Foster for 21 yards (tackle by Charles Woodson),3.840,6.060
4,4:35,1,5,GNB 5,10,28,Vinny Testaverde pass incomplete short left intended for Dwayne Jarrett (defended by Aaron Rouse),6.060,5.150
4,4:31,2,5,GNB 5,10,28,Vinny Testaverde pass incomplete short left intended for Dwayne Jarrett (defended by Al Harris),5.150,4.260
4,4:27,3,5,GNB 5,16,28,"Vinny Testaverde pass complete short middle to Drew Carter for 5 yards, touchdown",4.260,7.000
4,,,,GNB 2,17,28,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,17,28,"John Kasay kicks onside 11 yards, recovered by Donald Driver and returned for 4 yards",0.000,3.120
4,4:20,1,10,CAR 37,17,28,Ryan Grant right end for no gain (tackle by Chris Harris),3.120,2.570
4,3:37,2,10,CAR 37,17,28,Brett Favre pass complete short left to Greg Jennings for 6 yards (tackle by Quinton Teal),2.570,2.680
4,2:55,3,4,CAR 31,17,28,Brett Favre pass complete short middle to Ryan Grant for 2 yards (tackle by Kris Jenkins),2.680,1.600
4,2:46,,,,17,28,Timeout #2 by Carolina Panthers,0.000,1.600
4,2:46,4,2,CAR 29,17,31,Mason Crosby 47 yard field goal good,1.600,3.000
4,,,,GNB 30,17,31,"Mason Crosby kicks off 67 yards, returned by Ryne Robinson for 20 yards (tackle by Jarrett Bush)",0.000,0.480
4,2:35,1,10,CAR 23,17,31,Vinny Testaverde pass complete short middle to Drew Carter for 9 yards (tackle by Nick Barnett),0.480,1.150
4,2:12,2,1,CAR 32,17,31,Vinny Testaverde pass complete short middle to Jeff King for 3 yards (tackle by Nick Barnett),1.150,1.270
4,2:00,1,10,CAR 35,17,31,Vinny Testaverde pass complete deep right to Dwayne Jarrett for 16 yards (tackle by Jarrett Bush),1.270,2.320
4,1:35,1,10,GNB 49,17,31,"Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",2.320,1.660
4,1:29,1,20,CAR 41,17,31,Vinny Testaverde pass incomplete short left intended for Keary Colbert (defended by Charles Woodson),1.660,0.430
4,1:25,2,20,CAR 41,17,31,Vinny Testaverde up the middle for 16 yards (tackle by Atari Bigby),0.430,1.880
4,1:00,3,4,GNB 43,17,31,Vinny Testaverde pass incomplete deep right intended for Keary Colbert,1.880,0.400
4,0:55,4,4,GNB 43,17,31,Vinny Testaverde pass incomplete short middle intended for Jeff King (defended by A.J. Hawk),0.400,-1.800
4,0:50,1,10,GNB 43,17,31,Brett Favre kneels for -1 yards,1.800,1.120
4,0:14,2,11,GNB 42,17,31,Brett Favre kneels for -1 yards,1.120,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
