Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
1,9:58,,,DET 35,0,7,"Jason Hanson kicks off 69 yards, returned by Keshawn Martin for 24 yards (tackle by Stefan Logan). Penalty on Stefan Logan: Face Mask (15 Yards), 15 yards",0.000,1.270
1,9:50,1,10,HOU 35,0,7,"Penalty on Derek Newton: False Start, 5 yards (no play)",1.270,0.940
1,9:50,1,15,HOU 30,0,7,Matt Schaub pass incomplete short right intended for Andre Johnson (defended by Chris Houston),0.940,0.050
1,9:47,2,15,HOU 30,0,7,Matt Schaub pass complete short right to Garrett Graham for no gain,0.050,-0.630
1,9:06,3,15,HOU 30,0,7,Justin Forsett up the middle for 3 yards (tackle by Justin Durant),-0.630,-1.180
1,8:29,4,12,HOU 33,0,7,"Donnie Jones punts 52 yards, returned by Stefan Logan for 3 yards (tackle by Roc Carmichael)",-1.180,-0.040
1,8:20,1,10,DET 18,0,7,Mikel Leshoure right tackle for 1 yard (tackle by Bradie James),0.040,-0.320
1,7:42,2,9,DET 19,0,7,Mikel Leshoure up the middle for -1 yards (tackle by Antonio Smith),-0.320,-1.170
1,7:03,3,10,DET 18,0,7,Matthew Stafford pass incomplete deep right intended for Ryan Broyles,-1.170,-2.240
1,6:55,4,10,DET 18,0,7,"Nick Harris punts 41 yards. Penalty on Keshawn Martin: Unsportsmanlike Conduct, 15 yards",-2.240,-0.670
1,6:49,1,10,HOU 26,0,7,Matt Schaub pass incomplete deep left intended for Owen Daniels,0.670,0.130
1,6:43,2,10,HOU 26,0,7,Arian Foster right tackle for 4 yards (tackle by Stephen Tulloch),0.130,-0.030
1,6:04,3,6,HOU 30,0,7,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Drayton Florence),-0.030,-1.370
1,5:59,4,6,HOU 30,0,7,"Donnie Jones punts 53 yards, out of bounds",-1.370,0.060
1,5:49,1,10,DET 17,0,7,Matthew Stafford pass incomplete deep right intended for Joique Bell,-0.060,-0.580
1,5:43,2,10,DET 17,0,7,Matthew Stafford pass complete short left to Tony Scheffler for 6 yards (tackle by Bradie James),-0.580,-0.490
1,5:15,3,4,DET 23,0,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Danieal Manning),-0.490,-1.830
1,5:09,4,4,DET 23,0,7,Nick Harris punts 32 yards,-1.830,-1.930
,,,,,,,"DET challenged the fumble ruling, and the play was upheld.",,
1,4:59,1,10,HOU 45,0,7,Arian Foster up the middle for no gain (tackle by Willie Young),1.930,1.380
1,4:25,2,10,HOU 45,0,7,Arian Foster left tackle for 2 yards (tackle by Justin Durant),1.380,0.960
1,3:48,3,8,HOU 47,0,7,Matt Schaub pass complete short middle to Owen Daniels for 7 yards (tackle by Justin Durant),0.960,0.200
1,3:08,4,1,DET 46,0,7,"Donnie Jones punts 36 yards, fair catch by Stefan Logan",0.200,0.380
1,3:00,1,10,DET 10,0,7,Matthew Stafford pass incomplete short left intended for Mike Thomas (defended by Kareem Jackson),-0.380,-0.780
1,2:55,2,10,DET 10,0,7,Matthew Stafford pass incomplete short middle intended for Ryan Broyles,-0.780,-1.420
1,2:51,3,10,DET 10,0,7,Matthew Stafford pass complete short left to Brandon Pettigrew for 12 yards (tackle by Glover Quin and Alan Ball),-1.420,0.410
1,2:14,1,10,DET 22,0,7,"Mikel Leshoure up the middle for 11 yards (tackle by Glover Quin). Penalty on Stephen Peterman: Offensive Holding, 10 yards (no play)",0.410,-0.660
1,1:56,1,20,DET 12,0,7,Mikel Leshoure up the middle for -2 yards (tackle by J.J. Watt),-0.660,-1.660
1,1:17,2,22,DET 10,0,7,"Matthew Stafford pass complete short middle to Calvin Johnson for 10 yards (tackle by Glover Quin). Penalty on Riley Reiff: Illegal Use of Hands, 5 yards (no play)",-1.660,-2.020
1,0:48,2,27,DET 5,0,7,Matthew Stafford pass complete short left to Brandon Pettigrew for 24 yards (tackle by Darryl Sharpton),-2.020,0.100
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,DET 29,0,7,Matthew Stafford pass incomplete short left intended for Ryan Broyles (defended by Antonio Smith),0.100,-1.440
2,14:54,4,3,DET 29,0,7,"Nick Harris punts 38 yards, returned by Keshawn Martin for 3 yards (tackle by Don Carey). Penalty on Whitney Mercilus: Illegal Block Above the Waist, 10 yards",-1.440,-0.670
2,14:39,1,10,HOU 26,0,7,Matt Schaub pass complete deep right to Andre Johnson for 37 yards (tackle by Erik Coleman),0.670,3.120
2,14:04,1,10,DET 37,0,7,Justin Forsett left end for 7 yards (tackle by Louis Delmas),3.120,3.520
2,13:27,2,3,DET 30,0,7,Arian Foster right tackle for 11 yards (tackle by Erik Coleman),3.520,4.310
2,12:49,1,10,DET 19,0,7,Arian Foster right end for 3 yards (tackle by Nick Fairley),4.310,4.180
2,12:10,2,7,DET 16,0,7,Matt Schaub pass complete short left to James Casey for 5 yards (tackle by Louis Delmas and DeAndre Levy),4.180,4.430
2,11:25,3,2,DET 11,0,7,Matt Schaub pass complete short left to Arian Foster for 5 yards (tackle by Stephen Tulloch),4.430,5.830
2,11:02,1,6,DET 6,6,7,"Arian Foster left end for 6 yards, touchdown",5.830,7.000
2,11:02,,,DET 2,7,7,Shayne Graham kicks extra point good,0.000,0.000
2,10:57,,,HOU 35,7,7,"Shayne Graham kicks off 67 yards, returned by Stefan Logan for 19 yards (tackle by Alan Ball)",0.000,-0.060
2,10:49,1,10,DET 17,7,7,Mikel Leshoure right end for 3 yards (tackle by Darryl Sharpton),-0.060,-0.060
2,10:13,2,7,DET 20,7,7,Matthew Stafford pass complete short left to Calvin Johnson for 14 yards,-0.060,1.200
2,9:43,1,10,DET 34,7,7,Matthew Stafford pass complete deep right to Calvin Johnson for 35 yards (tackle by Alan Ball),1.200,3.510
2,9:11,1,10,HOU 31,7,7,Mikel Leshoure left tackle for 1 yard (tackle by J.J. Watt),3.510,3.100
2,8:28,2,9,HOU 30,7,7,Matthew Stafford up the middle for 1 yard (tackle by Whitney Mercilus),3.100,2.540
2,7:42,3,8,HOU 29,7,7,Matthew Stafford pass complete short left to Calvin Johnson for 12 yards (tackle by Alan Ball),2.540,4.440
2,6:58,1,10,HOU 17,7,7,Matthew Stafford pass complete short right to Brandon Pettigrew for 12 yards (tackle by Danieal Manning),4.440,6.060
2,6:15,1,5,HOU 5,7,7,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Alan Ball),6.060,5.150
2,6:10,2,5,HOU 5,7,7,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,5.150,4.260
2,6:04,3,5,HOU 5,7,13,"Matthew Stafford pass complete short middle to Mike Thomas for 5 yards, touchdown",4.260,7.000
2,6:04,,,HOU 2,7,14,Jason Hanson kicks extra point good,0.000,0.000
2,6:00,,,DET 35,7,14,"Jason Hanson kicks off 70 yards, returned by Keshawn Martin for 30 yards (tackle by John Wendling)",0.000,0.610
2,5:55,1,10,HOU 25,7,14,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Chris Houston),0.610,0.060
2,5:48,2,10,HOU 25,7,14,Matt Schaub pass complete short middle to Kevin Walter for 15 yards (tackle by Drayton Florence),0.060,1.600
2,5:12,1,10,HOU 40,7,14,Arian Foster left end for -1 yards (tackle by Justin Durant),1.600,0.920
2,4:32,2,11,HOU 39,7,14,Matt Schaub pass complete short right to Keshawn Martin for 6 yards (tackle by Drayton Florence),0.920,1.030
2,3:48,3,5,HOU 45,7,14,Matt Schaub pass complete deep left to Andre Johnson for 43 yards (tackle by Louis Delmas),1.030,4.780
2,3:34,1,10,DET 12,7,14,Justin Forsett left tackle for -2 yards (tackle by Lawrence Jackson and Stephen Tulloch),4.780,3.790
2,2:54,2,12,DET 14,7,14,Matt Schaub pass complete short middle to Kevin Walter for 5 yards (tackle by Stephen Tulloch),3.790,3.700
2,2:15,3,7,DET 9,13,14,"Matt Schaub pass complete short middle to Owen Daniels for 9 yards, touchdown",3.700,7.000
2,2:15,,,DET 2,14,14,Shayne Graham kicks extra point good,0.000,0.000
2,2:11,,,HOU 35,14,14,"Shayne Graham kicks off 62 yards, returned by Stefan Logan for 38 yards (tackle by Justin Forsett)",0.000,1.660
2,2:04,1,10,DET 41,14,14,Matthew Stafford pass complete short middle to Ryan Broyles for 37 yards (tackle by Kareem Jackson),1.660,4.110
2,1:56,1,10,HOU 22,14,20,"Matthew Stafford pass complete deep left to Calvin Johnson for 22 yards, touchdown",4.110,7.000
2,1:56,,,HOU 2,14,21,Jason Hanson kicks extra point good,0.000,0.000
2,1:49,,,DET 35,14,21,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
2,1:49,1,10,HOU 20,14,21,Matt Schaub pass complete short right to Owen Daniels for 2 yards (tackle by Stephen Tulloch),0.280,0.000
2,1:18,2,8,HOU 22,14,21,Matt Schaub pass complete short left to Owen Daniels for 2 yards (tackle by Chris Houston),0.000,-0.430
2,0:31,3,6,HOU 24,14,21,Matt Schaub pass complete short right to Andre Johnson for 7 yards (tackle by Stephen Tulloch),-0.430,0.000
2,0:25,,,,14,21,Timeout #1 by Houston Texans,0.000,1.000
2,0:25,1,10,HOU 31,14,21,"Matt Schaub sacked by Cliff Avril for -9 yards. Matt Schaub fumbles (forced by Cliff Avril), recovered by Ryan Harris at HOU-20",1.000,-0.760
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,21,"Jason Hanson kicks off 69 yards, returned by Keshawn Martin for 29 yards (tackle by Tahir Whitehead)",0.000,0.610
3,14:52,1,10,HOU 25,14,21,Matt Schaub pass incomplete short left intended for Kevin Walter,0.610,0.060
3,14:48,2,10,HOU 25,14,21,Matt Schaub sacked by Cliff Avril for -8 yards,0.060,-1.930
3,14:18,3,18,HOU 17,14,21,Arian Foster up the middle for 11 yards (tackle by Stephen Tulloch),-1.930,-1.500
3,13:42,4,7,HOU 28,14,21,"Donnie Jones punts 53 yards, returned by Stefan Logan for 13 yards (tackle by Jesse Nading). Penalty on Joique Bell: Illegal Block Above the Waist, 10 yards",-1.500,-0.410
3,13:31,1,10,DET 22,14,21,"Penalty on Antonio Smith: Encroachment, 5 yards (no play)",0.410,1.140
3,13:31,1,5,DET 27,14,21,Matthew Stafford pass complete short middle to Brandon Pettigrew for 4 yards (tackle by Bradie James),1.140,1.080
3,12:52,2,1,DET 31,14,21,Mikel Leshoure right tackle for 4 yards (tackle by Bradie James),1.080,1.270
3,12:13,1,10,DET 35,14,21,Mikel Leshoure left end for -1 yards (tackle by Connor Barwin and Earl Mitchell),1.270,0.590
3,11:31,2,11,DET 34,14,21,Matthew Stafford pass complete short right to Brandon Pettigrew for 6 yards (tackle by Glover Quin),0.590,0.700
3,10:50,3,5,DET 40,14,21,Matthew Stafford pass complete short left to Ryan Broyles for 13 yards (tackle by Danieal Manning),0.700,2.460
3,10:29,1,10,HOU 47,14,21,Kevin Smith left tackle for 1 yard (tackle by Jared Crick),2.460,2.050
3,9:47,2,9,HOU 46,14,21,Matthew Stafford pass complete short middle to Ryan Broyles for 7 yards (tackle by Darryl Sharpton and Brice McCain),2.050,2.280
3,9:01,3,2,HOU 39,14,21,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards,2.280,3.380
3,8:35,1,10,HOU 33,14,21,Kevin Smith left tackle for 6 yards (tackle by Alan Ball),3.380,3.650
3,7:55,2,4,HOU 27,14,21,Kevin Smith left end for -1 yards (tackle by Whitney Mercilus and Jared Crick),3.650,2.810
3,7:11,3,5,HOU 28,14,21,Matthew Stafford pass incomplete short right intended for Calvin Johnson,2.810,0.000
3,7:08,,,,14,21,Timeout #1 by Detroit Lions,0.000,1.630
3,7:08,4,5,HOU 28,14,24,Jason Hanson 46 yard field goal good,1.630,3.000
3,7:03,,,DET 35,14,24,"Jason Hanson kicks off 61 yards, returned by Keshawn Martin for 15 yards (tackle by Ashlee Palmer)",0.000,0.150
3,6:58,1,10,HOU 19,14,24,Matt Schaub pass incomplete deep middle intended for Kevin Walter (defended by Erik Coleman),0.150,-0.390
3,6:50,2,10,HOU 19,20,24,"Justin Forsett up the middle for 81 yards, touchdown. Penalty on DET: Unsportsmanlike Conduct, 15 yards",-0.390,7.000
3,6:50,,,DET 2,21,24,Shayne Graham kicks extra point good,0.000,0.000
3,6:35,,,HOU 50,21,24,"Shayne Graham kicks off 50 yards, touchback",0.000,0.280
3,6:35,1,10,DET 20,21,24,Mike Thomas left end for 14 yards (tackle by Darryl Sharpton),0.280,1.200
3,5:57,1,10,DET 34,21,24,Matthew Stafford pass incomplete short right intended for Calvin Johnson,1.200,0.660
3,5:53,2,10,DET 34,21,24,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,0.660,-0.030
3,5:50,3,10,DET 34,21,24,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by J.J. Watt),-0.030,-1.110
3,5:45,4,10,DET 34,21,24,Nick Harris punts 40 yards (tackle by Tahir Whitehead),-1.110,-1.140
3,5:36,1,10,HOU 33,21,24,Arian Foster left tackle for 7 yards (tackle by Louis Delmas and Erik Coleman),1.140,1.540
3,5:03,2,3,HOU 40,21,24,Arian Foster right tackle for 10 yards (tackle by Louis Delmas),1.540,2.260
3,4:24,1,10,,21,24,Keshawn Martin left end for 17 yards (tackle by Drayton Florence),2.260,3.380
3,3:55,1,10,DET 33,21,24,"Penalty on Keshawn Martin: False Start, 5 yards (no play)",3.380,3.050
3,3:33,1,15,DET 38,21,24,Matt Schaub pass incomplete short middle intended for Justin Forsett,3.050,2.160
3,3:27,2,15,DET 38,21,24,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Ricardo Silva),2.160,1.490
3,3:23,3,15,DET 38,21,24,Matt Schaub pass complete short right to Keshawn Martin for 11 yards (tackle by Nick Fairley),1.490,1.750
3,2:40,4,4,DET 27,24,24,Shayne Graham 45 yard field goal good,1.750,3.000
3,2:36,,,HOU 35,24,24,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
3,2:36,1,10,DET 20,24,24,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Darryl Sharpton and Glover Quin),0.280,0.410
3,1:54,2,5,DET 25,24,24,Mikel Leshoure right tackle for 7 yards (tackle by Glover Quin and Bradie James),0.410,1.070
3,1:12,1,10,DET 32,24,24,Matthew Stafford pass complete short middle to Ryan Broyles for 4 yards (tackle by Brice McCain),1.070,1.070
3,0:32,2,6,DET 36,24,24,"Matthew Stafford pass complete short right to Mikel Leshoure for 13 yards (tackle by Whitney Mercilus). Penalty on Brandon Pettigrew: Illegal Block Above the Waist, 10 yards",1.070,1.470
3,0:08,2,3,DET 39,24,24,Joique Bell left tackle for 26 yards (tackle by Quintin Demps),1.470,3.250
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 35,24,24,Matthew Stafford pass complete short middle to Brandon Pettigrew for 6 yards (tackle by Glover Quin),3.250,3.510
4,14:19,2,4,HOU 29,24,24,Matthew Stafford up the middle for 6 yards (tackle by Jared Crick),3.510,4.040
4,13:36,1,10,HOU 23,24,30,"Joique Bell up the middle for 23 yards, touchdown",4.040,7.000
4,13:36,,,HOU 2,24,31,Jason Hanson kicks extra point good,0.000,0.000
4,13:31,,,DET 35,24,31,"Jason Hanson kicks off 69 yards, returned by Keshawn Martin for 23 yards (tackle by Ashlee Palmer)",0.000,0.150
4,13:26,1,10,HOU 19,24,31,Matt Schaub pass complete short right to James Casey for 7 yards (tackle by Justin Durant),0.150,0.610
4,12:47,2,3,HOU 26,24,31,Arian Foster for -3 yards (tackle by Drayton Florence),0.610,-0.550
4,12:20,3,6,HOU 23,24,31,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Justin Durant),-0.550,-1.830
4,12:15,4,6,HOU 23,24,31,"Donnie Jones punts 47 yards, returned by Stefan Logan for 16 yards (tackle by Bryan Braman)",-1.830,-1.990
4,12:03,1,10,DET 46,24,31,Matthew Stafford pass complete short left to Calvin Johnson for 13 yards (tackle by Kareem Jackson),1.990,2.850
4,11:25,1,10,HOU 41,24,31,Mikel Leshoure left tackle for 5 yards (tackle by Bradie James and Quintin Demps),2.850,2.980
4,10:50,2,5,HOU 36,24,31,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,2.980,2.280
4,10:44,3,5,HOU 36,24,31,Matthew Stafford sacked by J.J. Watt for -8 yards,2.280,0.330
4,10:14,4,13,HOU 44,24,31,"Nick Harris punts 29 yards, fair catch by Keshawn Martin",0.330,0.220
4,10:06,1,10,HOU 15,24,31,Matt Schaub pass incomplete deep middle intended for Kevin Walter,-0.220,-0.710
4,9:56,2,10,HOU 15,24,31,Matt Schaub pass complete short right to Garrett Graham for 6 yards (tackle by Justin Durant),-0.710,-0.630
4,9:18,3,4,HOU 21,24,31,Matt Schaub pass incomplete short left intended for Kevin Walter,-0.630,-1.960
4,9:14,4,4,HOU 21,24,31,"Donnie Jones punts 44 yards. Penalty on Brandon Harris: Interference with Opportunity to Catch, 15 yards",-1.960,-2.260
4,9:01,1,10,,24,31,Matthew Stafford pass complete short right to Mikel Leshoure for 14 yards (tackle by Danieal Manning),2.260,3.180
4,8:26,1,10,HOU 36,24,31,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Glover Quin),3.180,2.640
4,8:23,2,10,HOU 36,24,31,Matthew Stafford pass incomplete short left intended for Mike Thomas (defended by Alan Ball),2.640,1.950
4,8:19,3,10,HOU 36,24,31,Matthew Stafford sacked by J.J. Watt for -7 yards,1.950,0.400
4,7:49,4,17,HOU 43,24,31,Nick Harris punts 40 yards,0.400,0.380
4,7:38,1,10,HOU 3,24,31,Matt Schaub pass incomplete short right intended for Owen Daniels,-0.380,-0.780
4,7:29,2,10,HOU 3,24,31,Matt Schaub pass complete short right to Arian Foster for 2 yards (tackle by Chris Houston),-0.780,-1.190
4,6:49,3,8,HOU 5,24,31,Matt Schaub pass complete short middle to Andre Johnson for 13 yards (tackle by Stephen Tulloch),-1.190,0.040
4,6:17,1,10,HOU 18,24,31,Arian Foster right end for 15 yards (tackle by Erik Coleman),0.040,1.140
4,5:56,1,10,HOU 33,24,31,Matt Schaub pass complete short middle to Andre Johnson for 23 yards (tackle by Erik Coleman and Ricardo Silva),1.140,2.650
4,5:23,1,10,DET 44,24,31,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Chris Houston),2.650,2.110
4,5:15,2,10,DET 44,24,31,Matt Schaub pass complete short right to Arian Foster for -2 yards (tackle by Stephen Tulloch),2.110,0.000
4,4:43,,,,24,31,Timeout #1 by Houston Texans,0.000,1.160
4,4:43,3,12,DET 46,24,31,Matt Schaub pass complete short middle to Arian Foster for 5 yards (tackle by Stephen Tulloch),1.160,0.530
4,4:08,4,7,DET 41,24,31,Matt Schaub pass complete short middle to Andre Johnson for 16 yards (tackle by Ricardo Silva),0.530,3.910
4,3:29,1,10,DET 25,24,31,Matt Schaub pass incomplete deep left intended for Owen Daniels,3.910,3.360
4,3:24,2,10,DET 25,24,31,Matt Schaub pass incomplete deep right intended for Keshawn Martin,3.360,2.680
4,3:17,3,10,DET 25,24,31,Matt Schaub pass complete short right to Andre Johnson for 12 yards (tackle by Stephen Tulloch and Ricardo Silva),2.680,4.710
4,2:37,1,10,DET 13,24,31,Matt Schaub pass complete short middle to Garrett Graham for 11 yards (tackle by Ricardo Silva and Justin Durant),4.710,6.740
4,2:03,1,2,DET 2,24,31,Arian Foster left end for 1 yard (tackle by Stephen Tulloch and Erik Coleman),6.740,5.910
4,1:58,2,1,DET 1,30,31,"Arian Foster left tackle for 1 yard, touchdown",5.910,7.000
4,1:58,,,DET 2,31,31,Shayne Graham kicks extra point good,0.000,0.000
4,1:55,,,HOU 35,31,31,"Shayne Graham kicks off 55 yards, returned by Stefan Logan for 14 yards (tackle by Brandon Harris)",0.000,0.540
4,1:50,1,10,DET 24,31,31,Matthew Stafford pass complete short middle to Calvin Johnson for 18 yards (tackle by Danieal Manning),0.540,1.730
4,1:44,1,10,DET 42,31,31,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Barrett Ruud),1.730,1.190
4,1:40,2,10,DET 42,31,31,Matthew Stafford pass incomplete deep middle intended for Brandon Pettigrew (defended by Barrett Ruud),1.190,0.000
4,1:32,,,,31,31,Timeout #2 by Detroit Lions,0.000,0.500
4,1:32,3,10,DET 42,31,31,Matthew Stafford pass complete short middle to Tony Scheffler for 13 yards (tackle by Brice McCain),0.500,2.590
4,1:04,1,10,HOU 45,31,31,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Glover Quin),2.590,2.040
4,1:00,2,10,HOU 45,31,31,Matthew Stafford pass incomplete short right intended for Kevin Smith,2.040,1.360
4,0:56,3,10,HOU 45,31,31,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Danieal Manning),1.360,0.270
4,0:48,4,10,HOU 45,31,31,Nick Harris punts 43 yards,0.270,0.380
4,0:39,1,10,HOU 2,31,31,Matt Schaub kneels for -1 yards,-0.380,0.000
4,0:28,,,,31,31,Timeout #3 by Detroit Lions,0.000,-0.850
4,0:28,2,11,HOU 1,31,31,Matt Schaub up the middle for no gain (tackle by Nick Fairley),-0.850,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
,,,,,,,"Lions won the coin toss, Lions to receive the overtime kickoff.",,
OT,15:00,,,HOU 35,31,31,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,DET 20,31,31,Matthew Stafford pass complete deep left to Ryan Broyles for 40 yards (tackle by Alan Ball),0.280,2.920
OT,14:12,1,10,HOU 40,31,31,Matthew Stafford pass incomplete deep right intended for Mike Thomas,2.920,2.370
OT,14:06,2,10,HOU 40,31,31,"Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Danieal Manning). Brandon Pettigrew fumbles (forced by Danieal Manning), recovered by Darryl Sharpton at HOU-35 (tackle by Joique Bell)",2.370,-1.270
OT,13:57,1,10,HOU 35,31,31,Arian Foster left end for 11 yards (tackle by Drayton Florence),1.270,1.990
OT,13:33,1,10,HOU 46,31,31,Matt Schaub pass complete short middle to Andre Johnson for 14 yards (tackle by Chris Houston),1.990,2.920
OT,12:52,1,10,DET 40,31,31,Arian Foster left tackle for 2 yards (tackle by Justin Durant),2.920,2.640
OT,12:16,2,8,DET 38,31,31,Arian Foster right end for 11 yards (tackle by Stephen Tulloch),2.640,3.780
OT,12:02,1,10,DET 27,31,31,"Penalty on Kevin Walter: False Start, 5 yards (no play)",3.780,3.450
OT,11:34,1,15,DET 32,31,31,Arian Foster left end for 3 yards (tackle by Ricardo Silva),3.450,2.960
OT,11:05,2,12,DET 29,31,31,Justin Forsett right tackle for -2 yards (tackle by Nick Fairley),2.960,0.000
OT,10:20,,,,31,31,Timeout #1 by Houston Texans,0.000,2.020
OT,10:20,3,14,DET 31,31,31,Arian Foster left end for -2 yards (tackle by DeAndre Levy and Sammie Lee Hill),2.020,0.000
OT,9:43,,,,31,31,Timeout #1 by Detroit Lions,0.000,1.150
OT,9:43,4,16,DET 33,31,31,Shayne Graham 51 yard field goal no good,1.150,-1.660
OT,9:38,1,10,DET 41,31,31,Matthew Stafford pass incomplete short right intended for Joique Bell (defended by J.J. Watt),1.660,1.120
OT,9:34,2,10,DET 41,31,31,Matthew Stafford pass complete short middle to Tony Scheffler for 14 yards (tackle by Darryl Sharpton),1.120,2.590
OT,8:52,1,10,HOU 45,31,31,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Glover Quin),2.590,2.040
OT,8:48,2,10,HOU 45,31,31,Matthew Stafford pass incomplete short right intended for Mike Thomas,2.040,1.360
OT,8:45,3,10,HOU 45,31,31,Matthew Stafford pass incomplete deep left intended for Ryan Broyles,1.360,0.270
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
OT,8:42,4,10,HOU 45,31,31,Nick Harris punts 36 yards,0.270,0.380
OT,8:30,1,10,HOU 9,31,31,Matt Schaub pass complete short right to Arian Foster for 5 yards (tackle by Stephen Tulloch),-0.380,-0.390
OT,8:07,2,5,HOU 14,31,31,Matt Schaub pass incomplete short middle intended for James Casey (defended by Kyle Vanden Bosch),-0.390,-0.840
OT,8:01,3,5,HOU 14,31,31,"Matt Schaub pass incomplete short left intended for Keshawn Martin. Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",-0.840,0.150
OT,7:57,1,10,HOU 19,31,31,Arian Foster right tackle for 10 yards (tackle by Ricardo Silva),0.150,0.870
OT,7:18,1,10,HOU 29,31,31,Matt Schaub pass incomplete intended for Andre Johnson is intercepted by Chris Houston at HOU-43 and returned for 2 yards (tackle by Andre Johnson),0.870,-2.850
OT,7:11,1,10,HOU 41,31,31,Joique Bell up the middle for -1 yards (tackle by Connor Barwin),2.850,2.170
OT,6:32,2,11,HOU 42,31,31,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,2.170,1.490
OT,6:27,3,11,HOU 42,31,31,Matthew Stafford pass complete short right to Tony Scheffler for 14 yards (tackle by Danieal Manning),1.490,3.710
