Quarter,Time,Down,ToGo,Location,HOU,DET,Detail,EPB,EPA
OT,5:58,1,10,HOU 28,31,31,Joique Bell up the middle for 2 yards (tackle by Earl Mitchell),3.710,3.440
OT,5:17,2,8,HOU 26,31,31,Joique Bell up the middle for -3 yards (tackle by Whitney Mercilus),3.440,0.000
OT,4:37,,,,31,31,Timeout #2 by Houston Texans,0.000,2.340
OT,4:35,3,11,HOU 29,31,31,Jason Hanson 47 yard field goal no good,2.340,-1.400
OT,4:32,1,10,HOU 37,31,31,Matt Schaub pass incomplete short middle intended for Garrett Graham,1.400,0.860
OT,4:27,2,10,HOU 37,31,31,Matt Schaub pass complete short left to James Casey for 15 yards (tackle by Erik Coleman and DeAndre Levy),0.860,2.390
OT,3:52,1,10,DET 48,31,31,Matt Schaub pass incomplete short right intended for Garrett Graham,2.390,1.850
OT,3:46,2,10,DET 48,31,31,Matt Schaub pass complete short left to Andre Johnson for 23 yards (tackle by Chris Houston),1.850,3.910
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
OT,3:04,1,10,DET 25,31,31,Matt Schaub pass complete short right to James Casey for 11 yards (tackle by Stephen Tulloch),3.910,0.000
OT,2:25,,,,31,31,Timeout #2 by Detroit Lions,0.000,4.650
OT,2:25,1,10,DET 14,34,31,Shayne Graham 32 yard field goal good,4.650,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
