Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
1,10:28,1,10,CHI 24,0,0,Frank Gore right guard for 3 yards (tackle by Khalil Mack and Kyle Fuller),3.970,3.840
1,9:50,2,7,CHI 21,0,0,"Brock Osweiler pass complete short left to Danny Amendola for 6 yards (tackle by Leonard Floyd). Penalty on Leonard Floyd: Unnecessary Roughness, 8 yards",3.840,5.600
1,9:15,1,7,CHI 7,0,0,Frank Gore left guard for 2 yards (tackle by Leonard Floyd and Akiem Hicks),5.600,5.150
1,8:42,2,5,CHI 5,0,6,"Brock Osweiler pass complete short right to Nick O'Leary for 5 yards, touchdown",5.150,7.000
1,8:38,,,CHI 15,0,7,Jason Sanders kicks extra point good,0.000,0.000
1,8:38,,,MIA 35,0,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,8:38,1,10,CHI 25,0,7,Taylor Gabriel right end for 9 yards (tackle by Reshad Jones),0.610,1.280
1,8:01,2,1,CHI 34,0,7,Mitchell Trubisky pass complete short left to Taylor Gabriel for no gain (tackle by Torry McTyer),1.280,0.560
1,7:17,3,1,CHI 34,0,7,Mitchell Trubisky right guard for 4 yards (tackle by Kiko Alonso),0.560,1.470
1,6:39,1,10,CHI 38,0,7,Mitchell Trubisky right end for 8 yards (tackle by Kiko Alonso),1.470,2.000
1,5:58,2,2,CHI 46,0,7,Tarik Cohen up the middle for 1 yard (tackle by Kiko Alonso and Raekwon McMillan),2.000,1.420
1,5:22,3,1,CHI 47,0,7,Mitchell Trubisky pass complete short middle to Trey Burton for 2 yards (tackle by Jonathan Woodard),1.420,2.190
1,4:45,1,10,CHI 49,0,7,Mitchell Trubisky pass complete short left to Tarik Cohen for 7 yards (tackle by Kiko Alonso),2.190,2.590
1,3:55,2,3,MIA 44,0,7,"Penalty on CHI: Delay of Game, 5 yards (no play)",2.590,1.920
1,3:35,2,8,MIA 49,0,7,Jordan Howard right guard for 6 yards (tackle by Kiko Alonso and Akeem Spence),1.920,2.010
1,2:51,3,2,MIA 43,0,7,Mitchell Trubisky right end for 1 yard (tackle by Raekwon McMillan),2.010,0.460
1,2:03,4,1,MIA 42,0,7,Tarik Cohen left end for no gain (tackle by Reshad Jones),0.460,-1.660
1,1:57,1,10,MIA 41,0,7,Brock Osweiler pass complete short middle to Frank Gore for 18 yards (tackle by Kyle Fuller),1.660,2.850
1,1:18,1,10,CHI 41,0,7,Albert Wilson left end for -5 yards (tackle by Bryce Callahan),2.850,1.630
1,0:36,2,15,CHI 46,0,7,Brock Osweiler pass complete short left to Danny Amendola for 7 yards (tackle by Adrian Amos),1.630,1.880
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CHI 39,0,7,Brock Osweiler pass incomplete short middle intended for Danny Amendola (defended by Roy Robertson-Harris),1.880,0.660
2,14:57,4,8,CHI 39,0,7,"Matt Haack punts 39 yards, touchback.",0.660,-0.280
2,14:48,1,10,CHI 20,0,7,"Mitchell Trubisky pass incomplete short middle intended for Allen Robinson. Penalty on Kiko Alonso: Defensive Pass Interference, 4 yards (no play)",0.280,0.540
2,14:44,1,10,CHI 24,0,7,Mitchell Trubisky sacked by Jonathan Woodard for -7 yards,0.540,-1.080
2,14:01,2,17,CHI 17,0,7,Mitchell Trubisky pass complete short right to Allen Robinson for 8 yards (tackle by Xavien Howard),-1.080,-0.560
2,13:21,3,9,CHI 25,0,7,Mitchell Trubisky pass complete short left to Taylor Gabriel for 13 yards (tackle by Torry McTyer),-0.560,1.470
2,12:55,1,10,CHI 38,0,7,Jordan Howard left guard for 3 yards (tackle by Cameron Malveaux and Vincent Taylor),1.470,1.330
2,12:14,2,7,CHI 41,0,7,Mitchell Trubisky pass incomplete deep right intended for Tarik Cohen,1.330,0.630
2,12:09,3,7,CHI 41,0,7,"Cody Whitehair for no gain. Cody Whitehair fumbles, recovered by Mitchell Trubisky at CHI-36 Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel. Penalty on Torry McTyer: Defensive Holding, 5 yards (no play)",0.630,1.990
2,12:02,1,10,CHI 46,0,7,Jordan Howard left guard for 2 yards (tackle by Davon Godchaux and Robert Quinn),1.990,1.720
2,11:22,2,8,CHI 48,0,7,Mitchell Trubisky pass complete short left to Allen Robinson for 7 yards (tackle by Jonathan Woodard),1.720,1.950
2,11:00,3,1,MIA 45,0,7,Mitchell Trubisky up the middle for 1 yard (tackle by Cameron Malveaux and Andre Branch),1.950,2.650
2,10:16,1,10,MIA 44,0,7,Mitchell Trubisky pass complete short middle to Tarik Cohen for -4 yards (tackle by Andre Branch),2.650,1.570
2,9:34,2,14,MIA 48,0,7,Mitchell Trubisky pass incomplete short middle intended for Anthony Miller,1.570,0.890
2,9:30,3,14,MIA 48,0,7,Mitchell Trubisky sacked by Vincent Taylor for -6 yards,0.890,-0.320
2,8:48,4,20,CHI 46,0,7,Pat O'Donnell punts 37 yards out of bounds,-0.320,0.060
2,8:41,1,10,MIA 17,0,7,Frank Gore left guard for 4 yards (tackle by Akiem Hicks),-0.060,0.080
2,8:09,2,6,MIA 21,0,7,"Penalty on Jesse Davis: False Start, 5 yards (no play)",0.080,-0.730
2,8:03,2,11,MIA 16,0,7,Brock Osweiler right end for 6 yards (tackle by Danny Trevathan and Bilal Nichols),-0.730,-0.620
2,7:16,3,5,MIA 22,0,7,Brock Osweiler pass complete short left to Kenyan Drake for 1 yard (tackle by Roquan Smith),-0.620,-1.830
2,6:30,4,4,MIA 23,0,7,"Matt Haack punts 47 yards, returned by Tarik Cohen for 5 yards (tackle by Senorise Perry)",-1.830,-1.270
2,6:18,1,10,CHI 35,0,7,Mitchell Trubisky pass complete deep left to Taylor Gabriel for 47 yards (tackle by Torry McTyer),1.270,4.370
2,5:31,1,10,MIA 18,0,7,Mitchell Trubisky pass incomplete short right intended for Jordan Howard,4.370,3.800
2,5:27,2,10,MIA 18,0,7,Mitchell Trubisky pass complete short left to Tarik Cohen for 9 yards (tackle by Jerome Baker),3.800,4.740
2,4:50,3,1,MIA 9,0,7,Jordan Howard left guard for 3 yards (tackle by Raekwon McMillan),4.740,5.830
2,4:11,1,6,MIA 6,0,7,Jordan Howard left guard for 4 yards (tackle by Raekwon McMillan),5.830,5.720
2,3:35,2,2,MIA 2,0,7,"Jordan Howard left guard for 1 yard (tackle by Robert Quinn). Jordan Howard fumbles (forced by Robert Quinn), recovered by Kiko Alonso at MIA-1 (tackle by James Daniels). Penalty on Bobby Massie: Illegal Formation (Declined)",5.720,0.380
2,3:29,1,10,MIA 1,0,7,Brock Osweiler pass complete short right to Nick O'Leary for 11 yards (tackle by Kyle Fuller),-0.380,-0.350
2,2:59,1,10,MIA 12,0,7,Frank Gore right tackle for 4 yards (tackle by Khalil Mack),-0.350,-0.370
2,2:17,2,6,MIA 16,0,7,Brock Osweiler pass complete short middle to Albert Wilson for 5 yards (tackle by Kyle Fuller and Adrian Amos),-0.370,-0.370
2,2:00,3,1,MIA 21,0,7,Kenyan Drake left guard for 12 yards (tackle by Danny Trevathan and Jonathan Bullard),-0.370,1.140
2,1:27,1,10,MIA 33,0,7,Brock Osweiler pass incomplete short middle intended for Mike Gesicki (defended by Adrian Amos),1.140,0.590
2,1:23,2,10,MIA 33,0,7,Brock Osweiler pass complete short right to Danny Amendola for 6 yards (tackle by Bryce Callahan),0.590,0.700
2,0:52,3,4,MIA 39,0,7,Brock Osweiler pass complete short left to Kenyan Drake for 5 yards (tackle by Roquan Smith),0.700,1.860
2,0:47,1,10,MIA 44,0,7,Brock Osweiler pass incomplete deep right,1.860,1.320
2,0:41,2,10,MIA 44,0,7,Brock Osweiler pass incomplete short left intended for Kenyan Drake,1.320,0.630
2,0:37,,,,,,Timeout #1 by Miami Dolphins,,
2,0:37,3,10,MIA 44,0,7,Brock Osweiler pass complete short middle to Danny Amendola for 11 yards (tackle by Adrian Amos),0.630,2.590
2,0:31,,,,,,Timeout #2 by Miami Dolphins,,
2,0:31,1,10,CHI 45,0,7,Brock Osweiler pass deep right intended for DeVante Parker is intercepted by Kyle Fuller at CHI-4 and returned for no gain,2.590,0.380
2,0:22,1,10,CHI 4,0,7,Benny Cunningham right guard for 3 yards (tackle by Kiko Alonso),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,0,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,0,7,Mitchell Trubisky right end for 28 yards (tackle by T.J. McDonald),0.610,2.460
3,14:19,1,10,MIA 47,0,7,"Mitchell Trubisky pass incomplete deep left intended for Allen Robinson. Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 32 yards (no play)",2.460,4.580
3,14:12,1,10,MIA 15,0,7,Mitchell Trubisky pass complete short left to Tarik Cohen for 6 yards (tackle by Raekwon McMillan),4.580,5.030
3,13:27,2,4,MIA 9,6,7,"Mitchell Trubisky pass complete short middle to Trey Burton for 9 yards, touchdown",5.030,7.000
3,13:23,,,MIA 15,7,7,Cody Parkey kicks extra point good,0.000,0.000
3,13:23,,,CHI 35,7,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,13:23,1,10,MIA 25,7,7,Frank Gore left tackle for 9 yards (tackle by Danny Trevathan),0.610,1.280
3,12:48,2,1,MIA 34,7,7,Kenyan Drake left end for 3 yards (tackle by Bryce Callahan),1.280,1.400
3,12:06,1,10,MIA 37,7,7,Brock Osweiler pass incomplete short left intended for Danny Amendola,1.400,0.860
3,12:01,2,10,MIA 37,7,7,Kenyan Drake up the middle for 3 yards (tackle by Akiem Hicks and Danny Trevathan),0.860,0.560
3,11:40,3,7,MIA 40,7,7,Brock Osweiler pass short right intended for Albert Wilson is intercepted by Kyle Fuller at MIA-47 and returned for 35 yards,0.560,-4.780
3,11:33,1,10,MIA 12,13,7,"Mitchell Trubisky pass complete short middle to Allen Robinson for 12 yards, touchdown",4.780,7.000
3,11:28,,,MIA 15,14,7,Cody Parkey kicks extra point good,0.000,0.000
3,11:28,,,CHI 35,14,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,11:28,1,10,MIA 25,14,7,Kenyan Drake right guard for 6 yards (tackle by Roquan Smith),0.610,0.870
3,10:53,2,4,MIA 31,14,7,Brock Osweiler pass complete short right to Nick O'Leary for 19 yards (tackle by Adrian Amos),0.870,2.260
3,10:19,1,10,MIA 50,14,7,Kenyan Drake up the middle for 9 yards (tackle by Aaron Lynch and Bryce Callahan),2.260,2.930
3,9:35,2,1,CHI 41,14,7,Brock Osweiler pass complete short right to Danny Amendola for 5 yards (tackle by Kyle Fuller),2.930,3.180
3,8:53,1,10,CHI 36,14,7,Brock Osweiler pass incomplete short right,3.180,2.640
3,8:41,2,10,CHI 36,14,7,Frank Gore up the middle for 4 yards (tackle by Akiem Hicks),2.640,2.480
3,7:58,3,6,CHI 32,14,7,Brock Osweiler pass incomplete short left intended for Danny Amendola,2.480,1.250
3,7:55,4,6,CHI 32,14,10,Jason Sanders 50 yard field goal good,1.250,3.000
3,7:50,,,MIA 35,14,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,7:50,1,10,CHI 25,14,10,Mitchell Trubisky pass complete deep left to Taylor Gabriel for 54 yards (tackle by Torry McTyer),0.610,4.170
3,7:02,1,10,MIA 21,14,10,Mitchell Trubisky pass incomplete short right,4.170,3.630
3,6:55,2,10,MIA 21,20,10,"Tarik Cohen left end for 21 yards, touchdown",3.630,7.000
3,6:50,,,MIA 15,21,10,Cody Parkey kicks extra point good,0.000,0.000
3,6:50,,,CHI 35,21,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,6:50,1,10,MIA 25,21,10,"Brock Osweiler pass incomplete short middle intended for Danny Amendola. Penalty on Leonard Floyd: Roughing the Passer, 15 yards (no play)",0.610,1.600
3,6:45,1,10,MIA 40,21,10,Brock Osweiler pass complete short middle to Danny Amendola for 13 yards (tackle by Adrian Amos),1.600,2.460
3,6:13,1,10,CHI 47,21,10,Frank Gore left guard for 8 yards (tackle by Eddie Jackson and Roquan Smith),2.460,2.990
3,5:37,2,2,CHI 39,21,10,Kenyan Drake left guard for 4 yards (tackle by Jonathan Bullard and Roquan Smith),2.990,3.250
3,4:53,1,10,CHI 35,21,10,Brock Osweiler pass complete short left to Danny Amendola for 5 yards (tackle by Adrian Amos),3.250,3.380
3,4:22,2,5,CHI 30,21,10,Kenyan Drake left guard for 4 yards (tackle by Roquan Smith and Danny Trevathan),3.380,3.200
3,3:40,3,1,CHI 26,21,10,Brock Osweiler up the middle for 2 yards (tackle by Danny Trevathan),3.200,3.970
3,2:59,1,10,CHI 24,21,10,Frank Gore up the middle for 11 yards (tackle by Prince Amukamara),3.970,4.710
3,2:14,1,10,CHI 13,21,10,"Penalty on MIA: Delay of Game, 5 yards (no play)",4.710,4.290
3,1:54,1,15,CHI 18,21,10,Brock Osweiler pass complete short right to Kenyan Drake for no gain (tackle by Kyle Fuller),4.290,3.400
3,1:18,2,15,CHI 18,21,10,Brock Osweiler pass complete short middle to Mike Gesicki for 11 yards (tackle by Aaron Lynch),3.400,4.330
3,0:36,3,4,CHI 7,21,10,Brock Osweiler pass incomplete short left,4.330,2.990
3,0:30,4,4,CHI 7,21,13,Jason Sanders 25 yard field goal good,2.990,3.000
3,0:25,,,MIA 35,21,13,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,0:25,1,10,CHI 25,21,13,Mitchell Trubisky right end for 3 yards (tackle by Cordrea Tankersley and Kiko Alonso),0.610,0.470
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CHI 28,21,13,Mitchell Trubisky pass complete short middle to Tarik Cohen for 50 yards (tackle by Reshad Jones),0.470,4.110
4,14:08,1,10,MIA 22,21,13,"Mitchell Trubisky up the middle for no gain (tackle by Reshad Jones). Penalty on Bobby Massie: Illegal Formation, 5 yards (no play)",4.110,3.780
4,13:42,1,15,MIA 27,21,13,Jordan Howard up the middle for 3 yards (tackle by Davon Godchaux),3.780,3.290
4,13:01,2,12,MIA 24,21,13,Mitchell Trubisky pass complete deep left to Allen Robinson for 21 yards (tackle by Cordrea Tankersley),3.290,6.510
4,12:26,1,3,MIA 3,21,13,"Mitchell Trubisky pass complete short right to Tarik Cohen for 3 yards. Penalty on Trey Burton: Offensive Pass Interference, 10 yards (no play)",6.510,4.530
4,12:21,1,13,MIA 13,21,13,Mitchell Trubisky pass short middle intended for Ben Braunecker is intercepted by T.J. McDonald at MIA-0 and returned for no gain,4.530,-0.280
4,12:13,1,10,MIA 20,21,13,Brock Osweiler pass incomplete short left intended for Jakeem Grant,0.280,-0.270
4,12:09,2,10,MIA 20,21,13,Brock Osweiler pass complete short left to Jakeem Grant for 5 yards (tackle by Bryce Callahan),-0.270,-0.300
4,11:30,3,5,MIA 25,21,13,Brock Osweiler pass complete short middle to Albert Wilson for 28 yards (tackle by Eddie Jackson),-0.300,2.460
4,10:44,1,10,CHI 47,21,13,Brock Osweiler pass complete short right to Jakeem Grant for 2 yards (tackle by Eddie Jackson),2.460,2.180
4,10:03,2,8,CHI 45,21,13,Kenyan Drake left guard for 2 yards (tackle by Aaron Lynch and Roquan Smith),2.180,1.750
4,9:19,3,6,CHI 43,21,19,"Brock Osweiler pass complete short right to Albert Wilson for 43 yards, touchdown",1.750,7.000
4,9:08,,,CHI 15,21,21,"Two Point Attempt: Brock Osweiler pass complete to Kenny Stills, conversion succeeds",0.000,1.000
4,9:08,,,MIA 35,21,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,9:08,1,10,CHI 25,21,21,Mitchell Trubisky pass complete short middle to Trey Burton for 7 yards (tackle by T.J. McDonald),0.610,1.010
4,8:28,2,3,CHI 32,21,21,Jordan Howard up the middle for 1 yard (tackle by Raekwon McMillan),1.010,0.430
4,7:45,3,2,CHI 33,21,21,"Mitchell Trubisky pass incomplete short right intended for Allen Robinson. Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 6 yards (no play)",0.430,1.530
4,7:41,1,10,CHI 39,21,21,Mitchell Trubisky pass incomplete deep left intended for Anthony Miller (defended by Minkah Fitzpatrick),1.530,0.990
4,7:33,2,10,CHI 39,21,21,Tarik Cohen left end for 7 yards (tackle by Akeem Spence and Jamiyus Pittman),0.990,1.220
4,6:53,3,3,CHI 46,21,21,Mitchell Trubisky pass complete short right to Tarik Cohen for 11 yards (tackle by Kiko Alonso),1.220,2.720
4,6:14,1,10,MIA 43,21,21,Mitchell Trubisky up the middle for 3 yards (tackle by Xavien Howard),2.720,2.580
4,5:31,2,7,MIA 40,21,21,Jordan Howard left guard for 6 yards (tackle by Robert Quinn and Cordrea Tankersley),2.580,2.680
4,4:49,3,1,MIA 34,21,21,Jordan Howard left guard for 4 yards (tackle by Davon Godchaux),2.680,3.580
4,4:10,1,10,MIA 30,21,21,Benny Cunningham up the middle for 1 yard (tackle by Minkah Fitzpatrick and Cameron Malveaux),3.580,3.170
4,3:29,2,9,MIA 29,21,21,Mitchell Trubisky pass incomplete deep middle intended for Tarik Cohen (defended by Reshad Jones),3.170,2.480
4,3:23,,,,,,Timeout #1 by Chicago Bears,,
4,3:23,3,9,MIA 29,27,21,"Mitchell Trubisky pass complete deep middle to Anthony Miller for 29 yards, touchdown",2.480,7.000
4,3:17,,,MIA 15,28,21,Cody Parkey kicks extra point good,0.000,0.000
4,3:17,,,CHI 35,28,21,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,3:17,1,10,MIA 25,28,27,"Brock Osweiler pass complete short middle to Albert Wilson for 75 yards, touchdown",0.610,7.000
4,3:01,,,CHI 15,28,28,"Jason Sanders kicks extra point good. Penalty on Jonathan Bullard: Leverage, 15 yards",0.000,0.000
4,3:01,,,MIA 50,28,28,"Jason Sanders kicks off 46 yards, returned by Benny Cunningham for no gain (tackle by Senorise Perry and Cordrea Tankersley)",0.000,0.280
4,2:55,1,10,CHI 20,28,28,Mitchell Trubisky pass complete short right to Allen Robinson for 16 yards (tackle by Kiko Alonso),0.280,1.330
4,2:11,1,10,CHI 36,28,28,Mitchell Trubisky pass complete short right to Taylor Gabriel for -4 yards (tackle by Xavien Howard),1.330,0.250
4,2:00,2,14,CHI 32,28,28,"Mitchell Trubisky pass complete short right to Tarik Cohen for 11 yards (tackle by Kiko Alonso). Tarik Cohen fumbles (forced by Kiko Alonso), recovered by Xavien Howard at CHI-45 (tackle by Anthony Miller)",0.250,-2.590
4,1:52,1,10,CHI 45,28,28,Brock Osweiler pass incomplete short left intended for Kenyan Drake,2.590,2.040
4,1:45,2,10,CHI 45,28,28,Brock Osweiler pass complete short left to Albert Wilson for no gain (tackle by Eddie Jackson),2.040,1.360
4,1:05,3,10,CHI 45,28,28,Brock Osweiler pass complete short right to Albert Wilson for 4 yards (tackle by Roquan Smith),1.360,0.530
4,0:41,,,,,,Timeout #2 by Chicago Bears,,
4,0:41,4,6,CHI 41,28,28,Matt Haack punts 34 yards downed by Walt Aikens,0.530,0.380
4,0:34,1,10,CHI 7,28,28,Mitchell Trubisky kneels for -1 yards,-0.380,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
,,,,,,,"Dolphins won the coin toss, Dolphins to receive the overtime kickoff.",,
OT,10:00,,,CHI 35,28,28,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,MIA 25,28,28,"Brock Osweiler pass complete short left to Albert Wilson for 1 yard (tackle by Eddie Jackson). Penalty on Danny Amendola: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
OT,9:33,1,20,MIA 15,28,28,Frank Gore left guard for 9 yards (tackle by Eddie Jackson),-0.410,-0.070
OT,8:52,2,11,MIA 24,28,28,Brock Osweiler pass incomplete short left intended for Albert Wilson,-0.070,-0.760
OT,8:47,3,11,MIA 24,28,28,Brock Osweiler pass complete deep right to Kenny Stills for 35 yards (tackle by Adrian Amos),-0.760,2.850
OT,8:04,1,10,CHI 41,28,28,Kenyan Drake up the middle for 2 yards (tackle by Akiem Hicks and Danny Trevathan),2.850,2.580
OT,7:17,2,8,CHI 39,28,28,Frank Gore left tackle for 32 yards (tackle by Bryce Callahan and Adrian Amos),2.580,5.600
OT,6:36,1,7,CHI 7,28,28,Frank Gore right end for 5 yards (tackle by Kyle Fuller and Roquan Smith),5.600,5.720
OT,5:50,2,2,CHI 2,28,28,Frank Gore up the middle for 1 yard (tackle by Roquan Smith and Akiem Hicks),5.720,5.170
OT,5:07,,,,,,Timeout #1 by Miami Dolphins,,
OT,5:06,3,1,CHI 1,28,28,"Kenyan Drake right guard for no gain (tackle by Akiem Hicks). Kenyan Drake fumbles (forced by Akiem Hicks), recovered by Eddie Goldman at CHI--1",5.170,-0.280
OT,4:59,1,10,CHI 20,28,28,Mitchell Trubisky pass complete short right to Trey Burton for 5 yards (tackle by Cordrea Tankersley),0.280,0.410
OT,4:55,2,5,CHI 25,28,30,Jordan Howard right guard for 19 yards (tackle by Minkah Fitzpatrick and Reshad Jones),0.410,1.860
OT,4:19,1,10,CHI 44,28,30,Jordan Howard up the middle for 15 yards (tackle by Jerome Baker),1.860,2.850
OT,3:39,1,10,MIA 41,28,28,Tarik Cohen up the middle for 2 yards (tackle by Minkah Fitzpatrick),2.850,2.580
OT,2:54,2,8,MIA 39,28,28,Benny Cunningham right guard for 4 yards (tackle by Reshad Jones and Kiko Alonso),2.580,2.410
OT,2:11,,,,,,Timeout #1 by Chicago Bears,,
OT,2:10,3,4,MIA 35,28,28,Jordan Howard right guard for no gain (tackle by T.J. McDonald and Andre Branch),2.410,0.980
OT,2:00,4,4,MIA 35,28,28,Cody Parkey 53 yard field goal no good,0.980,-1.800
OT,1:55,1,10,MIA 43,28,28,Kenyan Drake left tackle for 4 yards (tackle by Leonard Floyd),1.800,1.790
OT,1:15,2,6,MIA 47,28,28,Brock Osweiler pass complete short middle to Kenyan Drake for 15 yards (tackle by Eddie Jackson),1.790,3.050
OT,0:40,1,10,CHI 38,28,28,Kenyan Drake left guard for 3 yards (tackle by Akiem Hicks),3.050,2.910
OT,0:33,,,,,,Timeout #2 by Miami Dolphins,,
OT,0:33,2,7,CHI 35,28,28,Brock Osweiler pass complete short right to Danny Amendola for 6 yards (tackle by Bryce Callahan),2.910,3.010
OT,0:03,3,1,CHI 29,28,28,Brock Osweiler spiked the ball,3.010,1.620
OT,0:03,,,,,,Timeout #2 by Chicago Bears,,
OT,0:03,4,1,CHI 29,28,31,Jason Sanders 47 yard field goal good,1.620,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
