Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tarik Cohen,CHI,9,7,90,0,2,7,1.0,83,11.9,5.6,1,7.0,0,0.0,0,108.3
Taylor Gabriel,CHI,5,5,110,0,3,90,18.0,20,4.0,18.0,0,,0,0.0,0,118.7
Allen Robinson,CHI,6,5,64,1,3,51,10.2,13,2.6,11.5,0,,0,0.0,0,150.7
Trey Burton,CHI,4,4,23,1,2,8,2.0,15,3.8,2.0,0,,0,0.0,0,130.2
Anthony Miller,CHI,4,1,29,1,1,20,20.0,9,9.0,23.8,0,,0,0.0,0,96.9
Ben Braunecker,CHI,1,0,0,0,,0,,0,,13.0,0,,0,0.0,1,0.0
Jordan Howard,CHI,1,0,0,0,0,0,,0,,3.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Danny Amendola,MIA,11,8,59,0,3,45,5.6,14,1.8,5.7,0,,1,9.1,0,85.0
Albert Wilson,MIA,9,6,155,2,3,19,3.2,136,22.7,6.0,1,6.0,1,11.1,1,109.7
Kenyan Drake,MIA,6,4,21,0,2,-7,-1.8,28,7.0,0.3,0,,0,0.0,0,72.2
Nick O'Leary,MIA,4,4,49,1,4,6,1.5,43,10.8,1.5,0,,0,0.0,0,157.3
Jakeem Grant,MIA,4,3,32,0,1,17,5.7,15,5.0,5.5,0,,1,25.0,0,97.9
Mike Gesicki,MIA,2,1,11,0,,2,2.0,9,9.0,3.5,0,,0,0.0,0,66.7
Frank Gore,MIA,1,1,18,0,1,-1,-1.0,19,19.0,-1.0,2,0.5,0,0.0,0,118.7
Kenny Stills,MIA,2,1,35,0,1,31,31.0,4,4.0,30.0,0,,0,0.0,0,95.8
DeVante Parker,MIA,1,0,0,0,,0,,0,,41.0,0,,0,0.0,1,0.0
