Player,Pos
Gardner Minshew II,QB
Jonathan Taylor,RB
Michael Pittman Jr.,WR
Alec Pierce,WR
Josh Downs,WR
Will Mallory,TE
Will Fries,OL
Bernhard Raimann,T
Braden Smith,T
Quenton Nelson,G
Wesley French,C
Samson Ebukam,DE
Kwity Paye,DE
DeForest Buckner,DT
Taven Bryan,DT
Zaire Franklin,LB
E.J. Speed,LB
Jaylon Jones,CB
Kenny Moore,CB
Darrell Baker,CB
Rodney Thomas II,S
Julian Blackmon,S
