Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
2,9:36,,,IND 35,3,17,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,9:36,1,10,TAM 25,3,17,"Baker Mayfield aborted snap, recovered by Rachaad White at TB-20",0.610,-0.810
2,8:55,2,16,TAM 19,3,17,Baker Mayfield pass complete short right to Rachaad White for 6 yards (tackle by E.J. Speed),-0.810,-0.620
2,8:15,3,10,TAM 25,3,17,Baker Mayfield pass complete short left to Rachaad White for 4 yards (tackle by Kenny Moore),-0.620,-1.440
2,7:34,4,6,TAM 29,3,17,Jake Camarda punts 63 yards downed by K.J. Britt,-1.440,0.380
2,7:22,1,10,IND 8,3,17,Gardner Minshew pass incomplete short middle intended for Michael Pittman,-0.380,-0.780
2,7:19,2,10,IND 8,3,17,Zack Moss up the middle for 6 yards (tackle by Devin White),-0.780,-0.720
2,6:37,3,4,IND 14,3,17,Gardner Minshew pass short right intended for Josh Downs is intercepted by Carlton Davis at IND-19 and returned for 3 yards (tackle by Josh Downs),-0.720,-4.510
2,6:33,1,10,IND 16,3,17,Rachaad White right guard for 3 yards (tackle by Samson Ebukam),4.510,4.390
2,5:54,2,7,IND 13,3,17,Baker Mayfield pass complete short right to Payne Durham for 12 yards (tackle by Julian Blackmon),4.390,6.970
2,5:12,1,1,IND 1,9,17,"Baker Mayfield pass complete short left to Mike Evans for 1 yard, touchdown. Penalty on Eric Johnson: Defensive Offside, 5 yards (declined)",6.970,7.000
2,5:08,,,IND 15,10,17,Chase McLaughlin kicks extra point good,0.000,0.000
2,5:08,,,TAM 35,10,17,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
2,5:08,1,10,IND 25,10,17,Gardner Minshew pass incomplete short left intended for Michael Pittman (defended by SirVocea Dennis),0.610,0.060
2,4:58,2,10,IND 25,10,17,Gardner Minshew pass incomplete short left intended for Josh Downs,0.060,-0.620
2,4:54,3,10,IND 25,10,17,Gardner Minshew pass incomplete deep middle intended for Alec Pierce (defended by Antoine Winfield),-0.620,-1.700
2,4:48,4,10,IND 25,10,17,"Rigoberto Sanchez punts 53 yards, fair catch by Deven Thompkins at TB-22",-1.700,-0.410
2,4:40,1,10,TAM 22,10,17,Rachaad White up the middle for 13 yards (tackle by Julian Blackmon),0.410,1.270
2,3:55,1,10,TAM 35,10,17,Chase Edmonds up the middle for 11 yards (tackle by Darrell Baker and Zaire Franklin),1.270,1.990
2,3:07,1,10,TAM 46,10,17,"Baker Mayfield pass incomplete deep left intended for Chris Godwin. Penalty on Kenny Moore: Roughing the Passer, 15 yards (accepted) (no play)",1.990,2.980
2,3:05,1,10,IND 39,10,17,Rachaad White left guard for 1 yard (tackle by DeForest Buckner and Zaire Franklin),2.980,2.580
2,2:27,2,9,IND 38,10,17,Rachaad White right guard for 5 yards (tackle by E.J. Speed),2.580,2.540
2,2:00,3,4,IND 33,10,17,"Rachaad White up the middle for no gain (tackle by Zaire Franklin). Penalty on Aaron Stinnie: Offensive Holding, 10 yards (accepted) (no play)",2.540,1.220
2,1:55,3,14,IND 43,10,17,Baker Mayfield pass incomplete short left intended for Chris Godwin,1.220,0.400
2,1:52,4,14,IND 43,10,17,"Jake Camarda punts 43 yards, touchback.",0.400,-0.280
2,1:44,1,10,IND 20,10,17,Zack Moss up the middle for 16 yards (tackle by Carlton Davis and Christian Izien),0.280,1.330
2,1:15,1,10,IND 36,10,17,Zack Moss left guard for 2 yards (tackle by Shaquil Barrett and Calijah Kancey),1.330,1.060
2,0:48,2,8,IND 38,10,17,Gardner Minshew pass complete short right to Zack Moss for 9 yards (tackle by Christian Izien and Devin White),1.060,2.060
2,0:25,1,10,IND 47,10,17,Gardner Minshew pass incomplete short right intended for Zack Moss,2.060,1.520
2,0:22,2,10,IND 47,10,17,Gardner Minshew pass incomplete short left,1.520,0.830
2,0:14,3,10,IND 47,10,17,Gardner Minshew pass complete short right to Josh Downs for 7 yards (tackle by Dee Delaney),0.830,0.200
2,0:07,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:07,4,3,TAM 46,10,17,Gardner Minshew pass complete short right to Michael Pittman for 6 yards (tackle by Carlton Davis),0.200,2.920
2,0:02,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:02,1,10,TAM 40,10,17,Matt Gay 58 yard field goal no good,2.920,2.060
Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,17,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,10,17,Jonathan Taylor left guard for -2 yards (tackle by Calijah Kancey),0.610,-0.210
3,14:19,2,12,IND 23,10,17,Gardner Minshew pass complete short right to Josh Downs for 6 yards (tackle by Carlton Davis),-0.210,-0.100
3,13:32,3,6,IND 29,10,17,Gardner Minshew pass complete short middle to Will Mallory for 12 yards (tackle by Shaquil Barrett),-0.100,1.660
3,13:06,1,10,IND 41,10,17,Gardner Minshew pass complete short left to Will Mallory for 17 yards (tackle by Dee Delaney),1.660,2.790
3,12:31,1,10,TAM 42,10,17,Jonathan Taylor right end for 11 yards (tackle by Christian Izien),2.790,3.510
3,12:06,1,10,TAM 31,10,17,Gardner Minshew pass complete short right to Michael Pittman for 3 yards (tackle by Carlton Davis),3.510,3.370
3,11:29,2,7,TAM 28,10,17,Zack Moss right tackle for 8 yards (tackle by Carlton Davis),3.370,4.240
3,10:51,1,10,TAM 20,10,17,Zack Moss up the middle for 2 yards (tackle by SirVocea Dennis),4.240,3.960
3,10:13,2,8,TAM 18,10,17,Gardner Minshew pass incomplete deep left intended for Alec Pierce,3.960,3.220
3,10:09,3,8,TAM 18,10,17,Gardner Minshew pass incomplete short middle intended for Josh Downs,3.220,2.250
3,10:05,4,8,TAM 18,10,20,Matt Gay 36 yard field goal good,2.250,3.000
3,10:01,,,IND 35,10,20,"Matt Gay kicks off 63 yards,",0.000,0.610
3,10:01,1,10,TAM 25,10,20,Baker Mayfield pass complete short right to Chris Godwin for 21 yards (tackle by E.J. Speed),0.610,1.990
3,9:22,1,10,TAM 46,10,20,Rachaad White left guard for 3 yards (tackle by DeForest Buckner and Kwity Paye),1.990,1.860
3,8:40,2,7,TAM 49,10,20,Rachaad White up the middle for 11 yards (tackle by Julian Blackmon),1.860,2.920
3,7:58,1,10,IND 40,10,20,Baker Mayfield sacked by and Adetomiwa Adebawore for -7 yards and Tyquan Lewis for -7 yards,2.920,1.430
3,7:11,2,17,IND 47,10,20,Baker Mayfield pass incomplete short left intended for Trey Palmer,1.430,0.760
3,7:09,3,17,IND 47,10,20,Baker Mayfield pass complete short middle to Trey Palmer for 6 yards (tackle by Nick Cross),0.760,0.530
3,6:15,4,11,IND 41,10,20,"Jake Camarda punts 41 yards, touchback.",0.530,-0.280
3,6:09,1,10,IND 20,10,20,Jonathan Taylor up the middle for 4 yards (tackle by Anthony Nelson and Joe Tryon-Shoyinka),0.280,0.270
3,5:28,2,6,IND 24,10,20,Gardner Minshew pass complete short right to Josh Downs for 8 yards (tackle by Antoine Winfield),0.270,1.070
3,4:58,1,10,IND 32,10,20,Zack Moss left end for 13 yards (tackle by Zyon McCollum),1.070,1.930
3,4:31,1,10,IND 45,10,20,Zack Moss up the middle for 6 yards (tackle by SirVocea Dennis and Zyon McCollum),1.930,2.190
3,3:56,2,4,TAM 49,10,20,Jonathan Taylor right tackle for 5 yards (tackle by William Gholston and SirVocea Dennis),2.190,2.650
3,3:17,1,10,TAM 44,10,20,Jonathan Taylor left end for -1 yards (tackle by Zyon McCollum and YaYa Diaby),2.650,1.980
3,2:34,2,11,TAM 45,10,20,Gardner Minshew pass complete short middle to Alec Pierce for 5 yards (tackle by Zyon McCollum),1.980,1.950
3,1:54,3,6,TAM 40,10,20,"Gardner Minshew aborted snap, recovered by Gardner Minshew at TB-45 and returned for 5 yards Gardner Minshew pass incomplete short left intended for Josh Downs",1.950,0.590
3,1:50,4,6,TAM 40,10,20,Gardner Minshew pass incomplete short right intended for Josh Downs (defended by Dee Delaney),0.590,-1.600
3,1:46,1,10,TAM 40,10,20,Rachaad White left tackle for 2 yards (tackle by Isaiah Land and Taven Bryan),1.600,1.320
3,1:03,2,8,TAM 42,10,20,Baker Mayfield sacked by Isaiah Land for no gain,1.320,0.630
3,0:24,3,8,TAM 42,10,20,Baker Mayfield scrambles for 14 yards (tackle by Julian Blackmon),0.630,2.650
Quarter,Time,Down,ToGo,Location,TAM,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 44,10,20,Baker Mayfield pass complete short left to Trey Palmer for no gain (tackle by Jaylon Jones),2.650,2.110
4,14:16,2,10,IND 44,10,20,Baker Mayfield pass incomplete short left intended for Mike Evans,2.110,1.420
4,14:10,3,10,IND 44,10,20,Baker Mayfield pass incomplete short left intended for Chris Godwin (defended by Julian Blackmon),1.420,0.330
4,14:06,4,10,IND 44,10,20,Baker Mayfield pass complete deep right to Chris Godwin for 19 yards (tackle by Darrell Baker),0.330,3.910
4,13:33,1,10,IND 25,10,20,Rachaad White right tackle for 2 yards (tackle by DeForest Buckner),3.910,3.630
4,12:55,2,8,IND 23,16,20,"Baker Mayfield pass complete deep left to Mike Evans for 23 yards, touchdown",3.630,7.000
4,12:50,,,IND 15,17,20,Chase McLaughlin kicks extra point good,0.000,0.000
4,12:50,,,TAM 35,17,20,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,12:50,1,10,IND 25,17,20,Gardner Minshew pass complete short right to Michael Pittman for 1 yard (tackle by Carlton Davis),0.610,0.200
4,11:53,2,9,IND 26,17,20,Gardner Minshew pass complete short middle to Michael Pittman for 16 yards (tackle by Zyon McCollum and Antoine Winfield),0.200,1.730
4,11:30,1,10,IND 42,17,20,"Zack Moss right end for no gain (tackle by Carlton Davis). Penalty on Michael Pittman: Offensive Holding, 10 yards (accepted) (no play)",1.730,1.070
4,11:10,1,20,IND 32,17,20,Gardner Minshew pass complete short right to Zack Moss for 6 yards (tackle by SirVocea Dennis),1.070,0.650
4,10:34,2,14,IND 38,17,20,Gardner Minshew pass complete short right to Michael Pittman for 8 yards (tackle by Carlton Davis),0.650,1.030
4,9:49,3,6,IND 46,17,20,Gardner Minshew scrambles right end for 5 yards (tackle by Christian Izien),1.030,0.000
4,9:13,4,1,TAM 49,17,20,Gardner Minshew pass complete short middle to Mo Alie-Cox for 30 yards (tackle by SirVocea Dennis),0.000,4.310
4,8:58,1,10,TAM 19,17,20,Jonathan Taylor left guard for 8 yards (tackle by Anthony Nelson and Devin White),4.310,5.140
4,8:03,2,2,TAM 11,17,20,Jonathan Taylor up the middle for 10 yards (tackle by Antoine Winfield),5.140,6.970
4,7:33,1,1,TAM 1,17,26,"Jonathan Taylor up the middle for 1 yard, touchdown",6.970,7.000
4,7:30,,,TAM 15,17,27,Matt Gay kicks extra point good,0.000,0.000
4,7:30,,,IND 35,17,27,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,7:30,1,10,TAM 25,17,27,Baker Mayfield pass incomplete short right intended for Chase Edmonds (defended by DeForest Buckner),0.610,0.060
4,7:25,2,10,TAM 25,17,27,Baker Mayfield pass complete short left to Mike Evans for 8 yards (tackle by Kenny Moore and Jaylon Jones),0.060,0.430
4,6:57,3,2,TAM 33,17,27,Rachaad White right end for 38 yards (tackle by Rodney Thomas),0.430,3.640
4,6:27,1,10,IND 29,17,27,Baker Mayfield pass complete short left to Cade Otton for 8 yards (tackle by Zaire Franklin),3.640,4.180
4,5:53,2,2,IND 21,17,27,Baker Mayfield pass complete short left to Mike Evans for 15 yards,4.180,5.830
4,5:33,1,6,IND 6,17,27,Baker Mayfield sacked by and Tyquan Lewis for -6 yards and Dayo Odeyingbo for -6 yards,5.830,3.860
4,5:01,2,12,IND 12,17,27,Baker Mayfield pass complete short right to Cade Otton for 7 yards (tackle by E.J. Speed),3.860,4.260
4,4:56,3,5,IND 5,17,27,Baker Mayfield sacked by Kwity Paye for -1 yards,4.260,2.990
4,4:13,4,6,IND 6,20,27,Chase McLaughlin 24 yard field goal good,2.990,3.000
4,4:10,,,TAM 35,20,27,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,4:10,1,10,IND 25,20,27,"Jonathan Taylor right tackle for no gain (tackle by SirVocea Dennis). Penalty on Bernhard Raimann: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
4,4:05,1,20,IND 15,20,27,Gardner Minshew pass incomplete deep left intended for Josh Downs,-0.410,-1.430
4,4:00,2,20,IND 15,20,27,Gardner Minshew sacked by Calijah Kancey for -3 yards,-1.430,-2.940
4,3:18,3,23,IND 12,20,27,Jonathan Taylor up the middle for 12 yards (tackle by Antoine Winfield),-2.940,-1.770
4,2:32,4,11,IND 24,20,27,Rigoberto Sanchez punts 41 yards downed by Trevor Denbow,-1.770,-1.270
4,2:21,1,10,TAM 35,20,27,Baker Mayfield pass complete short middle to Trey Palmer for 7 yards (tackle by Julian Blackmon),1.270,1.670
4,2:02,2,3,TAM 42,20,27,Baker Mayfield pass complete short left to Chris Godwin for no gain (tackle by Kenny Moore) (no play),1.670,0.990
4,1:57,2,8,TAM 37,20,27,Rachaad White right end for 4 yards (tackle by Zaire Franklin and E.J. Speed),0.990,0.830
4,1:35,3,4,TAM 41,20,27,"Baker Mayfield sacked by Samson Ebukam for -3 yards. Baker Mayfield fumbles (forced by Samson Ebukam), recovered by Dayo Odeyingbo at TB-38 (tackle by Samson Ebukam)",0.830,-3.050
4,1:29,1,10,TAM 38,20,27,Jonathan Taylor up the middle for 5 yards (tackle by Ryan Neal and Shaquil Barrett),3.050,3.180
4,1:24,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,1:24,2,5,TAM 33,20,27,Jonathan Taylor right end for 8 yards (tackle by Carlton Davis),3.180,3.910
4,0:36,1,10,TAM 25,20,27,Gardner Minshew kneels for -1 yards,3.910,3.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
