Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
1,6:30,2,7,NOR 39,0,0,Cam Newton middle for 4 yards (tackle by Cameron Jordan),2.650,2.480
1,5:48,3,3,NOR 35,0,0,Cam Newton pass complete short left to Greg Olsen for 10 yards (tackle by Ken Crawley),2.480,3.910
1,5:08,1,10,NOR 25,0,0,Christian McCaffrey left tackle for -1 yards (tackle by Manti Te'o),3.910,3.230
1,4:27,2,11,NOR 26,0,0,Cam Newton pass incomplete short middle intended for Ed Dickson,3.230,2.540
1,4:23,3,11,NOR 26,0,0,Cam Newton pass complete short right to Kaelin Clay for 11 yards (tackle by Marcus Williams),2.540,4.580
1,3:39,1,10,NOR 15,0,0,Jonathan Stewart left end for no gain (tackle by Ken Crawley and David Onyemata),4.580,3.950
1,2:58,2,10,NOR 15,0,0,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by Vonn Bell),3.950,4.680
1,2:12,3,2,NOR 7,0,0,Cam Newton pass incomplete short left intended for Kaelin Clay,4.680,3.000
1,2:07,4,2,NOR 7,0,0,Graham Gano 25 yard field goal no good,3.000,-0.280
1,2:04,1,10,NOR 20,0,0,Drew Brees pass incomplete,0.280,-0.270
1,1:58,2,10,NOR 20,0,6,"Drew Brees pass complete deep right to Ted Ginn for 80 yards, touchdown",-0.270,7.000
1,1:46,,,CAR 15,0,7,Wil Lutz kicks extra point good,0.000,0.000
1,1:46,,,NOR 35,0,7,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
1,1:46,1,10,CAR 25,0,7,Cam Newton pass complete short right to Greg Olsen for 22 yards (tackle by Marcus Williams),0.610,2.060
1,1:15,1,10,CAR 47,0,7,Jonathan Stewart right tackle for 1 yard (tackle by Tyeler Davison and George Johnson),2.060,1.650
1,0:37,2,9,CAR 48,0,7,"Cam Newton pass incomplete deep middle intended for Kaelin Clay. Penalty on Ken Crawley: Defensive Pass Interference, 39 yards (no play)",1.650,4.710
1,0:28,1,10,NOR 13,0,7,Jonathan Stewart left guard for 3 yards (tackle by Jonathan Freeny and Tyeler Davison),4.710,4.580
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 10,0,7,Jonathan Stewart left guard for 1 yard (tackle by Craig Robertson),4.580,3.880
2,14:20,3,6,NOR 9,0,7,Cam Newton pass incomplete short right intended for Greg Olsen,3.880,2.850
2,14:15,4,6,NOR 9,3,7,Graham Gano 27 yard field goal good,2.850,3.000
2,14:12,,,CAR 35,3,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,14:12,1,10,NOR 25,3,7,Drew Brees pass complete short right to Ted Ginn for 5 yards (tackle by James Bradberry),0.610,0.740
2,13:27,2,5,NOR 30,3,7,Drew Brees pass complete short right to Michael Thomas for 19 yards (tackle by Mike Adams and James Bradberry),0.740,2.190
2,12:49,1,10,NOR 49,3,7,Alvin Kamara left guard for 3 yards (tackle by Daryl Worley),2.190,2.050
2,12:24,2,7,CAR 48,3,7,Drew Brees pass complete short left to Mark Ingram for 13 yards (tackle by Luke Kuechly),2.050,3.250
2,11:52,1,10,CAR 35,3,7,Drew Brees pass complete short right to Michael Thomas for 8 yards (tackle by Shaq Thompson),3.250,3.780
2,11:16,2,2,CAR 27,3,7,Mark Ingram right guard for 5 yards (tackle by Luke Kuechly),3.780,4.110
2,10:51,1,10,CAR 22,3,7,"Alvin Kamara for 4 yards (tackle by Thomas Davis). Penalty on Zach Line: Offensive Holding, 10 yards (no play)",4.110,3.450
2,10:27,1,20,CAR 32,3,7,Drew Brees pass complete short left to Alvin Kamara for 10 yards (tackle by Thomas Davis),3.450,3.560
2,9:51,2,10,CAR 22,3,7,Drew Brees pass complete short left to Michael Thomas for 13 yards (tackle by Daryl Worley),3.560,5.140
2,9:09,1,9,CAR 9,3,13,"Drew Brees pass complete short left to Josh Hill for 9 yards, touchdown",5.140,7.000
2,9:04,,,CAR 15,3,14,Wil Lutz kicks extra point good,0.000,0.000
2,9:04,,,NOR 35,3,14,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,9:04,1,10,CAR 25,3,14,Cam Newton pass complete short right to Christian McCaffrey for 17 yards (tackle by Manti Te'o and Rafael Bush),0.610,1.730
2,8:22,1,10,CAR 42,3,14,Jonathan Stewart left tackle for -1 yards (tackle by Marcus Williams),1.730,1.050
2,7:42,2,11,CAR 41,3,14,Cam Newton pass complete short middle to Greg Olsen for 10 yards (tackle by Vonn Bell),1.050,1.690
2,6:59,3,1,NOR 49,3,14,Jonathan Stewart right guard for no gain (tackle by Vonn Bell and Sheldon Rankins),1.690,0.000
2,6:31,4,1,NOR 49,3,14,Cam Newton middle for 1 yard (tackle by Jonathan Freeny and Manti Te'o),0.000,2.390
2,5:45,1,10,NOR 48,3,14,Cam Newton pass incomplete,2.390,1.850
2,5:41,2,10,NOR 48,3,14,Christian McCaffrey right tackle for 2 yards (tackle by George Johnson),1.850,1.420
2,4:55,3,8,NOR 46,3,14,Cam Newton pass complete short middle to Brenton Bersin for 19 yards (tackle by Marshon Lattimore),1.420,3.780
2,4:12,1,10,NOR 27,3,14,Christian McCaffrey left end for 3 yards (tackle by Sheldon Rankins),3.780,3.640
2,3:37,2,7,NOR 24,3,14,Cam Newton pass incomplete deep left intended for Greg Olsen (defended by Ken Crawley),3.640,2.940
2,3:31,3,7,NOR 24,3,14,Cam Newton pass complete short right to Ed Dickson for 3 yards (tackle by Rafael Bush),2.940,2.130
2,2:51,4,4,NOR 21,6,14,Graham Gano 39 yard field goal good,2.130,3.000
2,2:47,,,CAR 35,6,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,2:47,1,10,NOR 25,6,14,Mark Ingram left tackle for 7 yards (tackle by Daryl Worley),0.610,1.010
2,2:11,2,3,NOR 32,6,14,Drew Brees pass complete short right to Michael Thomas for 10 yards (tackle by James Bradberry),1.010,1.730
2,2:00,1,10,NOR 42,6,14,Drew Brees pass incomplete deep left intended for Ted Ginn (defended by Kurt Coleman),1.730,1.190
2,1:52,2,10,NOR 42,6,14,Drew Brees pass complete short left to Brandon Coleman for 18 yards (tackle by Daryl Worley),1.190,2.920
2,1:26,1,10,CAR 40,6,14,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Daryl Worley),2.920,2.370
2,1:22,2,10,CAR 40,6,14,Drew Brees pass complete deep middle to Josh Hill for 25 yards (tackle by Mike Adams),2.370,0.000
2,1:10,,,,,,Timeout #1 by New Orleans Saints,0.000,-4.580
2,1:10,1,10,CAR 15,6,14,Drew Brees pass complete short right to Michael Thomas for 14 yards (tackle by James Bradberry),4.580,0.000
2,0:46,,,,,,Timeout #2 by Carolina Panthers,0.000,-6.970
2,0:46,1,1,CAR 1,6,20,"Zach Line right guard for 1 yard, touchdown",6.970,7.000
2,0:43,,,CAR 15,6,21,Wil Lutz kicks extra point good,0.000,0.000
2,0:43,,,NOR 35,6,21,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,0:43,1,10,CAR 25,6,21,Cam Newton pass complete deep left to Devin Funchess for 24 yards (tackle by Marcus Williams),0.610,0.000
2,0:35,,,,,,Timeout #3 by Carolina Panthers,0.000,-2.190
2,0:35,1,10,CAR 49,6,21,Cam Newton pass incomplete deep right intended for Russell Shepard,2.190,1.650
2,0:29,2,10,CAR 49,6,21,Cam Newton pass complete short left to Brenton Bersin for 8 yards (tackle by P.J. Williams),1.650,2.010
2,0:10,3,2,NOR 43,6,21,Cam Newton pass complete short left to Christian McCaffrey for 3 yards (tackle by Rafael Bush),2.010,0.000
2,0:03,,,,,,Timeout #2 by New Orleans Saints,0.000,-2.920
2,0:03,1,10,NOR 40,9,21,Graham Gano 58 yard field goal good,2.920,3.000
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,9,21,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,9,21,Cam Newton pass complete short middle to Devin Funchess for 17 yards (tackle by Ken Crawley),0.610,1.730
3,14:28,1,10,CAR 42,9,21,Jonathan Stewart right end for 29 yards (tackle by Ken Crawley),1.730,3.640
3,13:59,1,10,NOR 29,9,21,Cam Newton pass incomplete short left intended for Russell Shepard (defended by P.J. Williams),3.640,3.100
3,13:54,2,10,NOR 29,9,21,Cam Newton left guard for 8 yards (tackle by Marcus Williams),3.100,0.000
3,13:18,,,,,,Timeout #1 by New Orleans Saints,0.000,-3.470
3,13:18,3,2,NOR 21,9,21,Cam Newton pass complete short middle to Christian McCaffrey for 11 yards (tackle by Vonn Bell),3.470,4.910
3,12:35,1,10,NOR 10,9,21,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Marcus Williams),4.910,4.190
3,12:31,2,10,NOR 10,9,21,Cam Newton right guard for 6 yards (tackle by Sheldon Rankins),4.190,4.490
3,11:46,3,4,NOR 4,9,21,Cam Newton sacked by Jonathan Freeny for -7 yards,4.490,2.700
3,11:01,4,11,NOR 11,12,21,Graham Gano 29 yard field goal good,2.700,3.000
3,10:58,,,CAR 35,12,21,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,10:58,1,10,NOR 25,12,21,Drew Brees pass complete deep left to Ted Ginn for 18 yards (tackle by Daryl Worley),0.610,1.800
3,10:27,1,10,NOR 43,12,21,Alvin Kamara left guard for 3 yards (tackle by Shaq Thompson),1.800,1.660
3,9:45,2,7,NOR 46,12,21,Mark Ingram right tackle for 3 yards (tackle by Kawann Short),1.660,1.350
3,9:06,3,4,NOR 49,12,21,Drew Brees pass complete short right to Ted Ginn for 12 yards (tackle by James Bradberry),1.350,2.980
3,8:26,1,10,CAR 39,12,21,Mark Ingram left tackle for 4 yards (tackle by Daryl Worley),2.980,2.980
3,7:52,2,6,CAR 35,12,21,"Drew Brees pass complete short right to Brandon Coleman for 8 yards (tackle by Kurt Coleman). Brandon Coleman fumbles (forced by Kurt Coleman), recovered by Mark Ingram at CAR-27",2.980,3.780
3,7:05,1,10,CAR 27,12,21,Drew Brees pass incomplete deep left intended for Ted Ginn,3.780,3.230
3,6:58,2,10,CAR 27,12,21,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Ladarius Gunter),3.230,3.200
3,6:16,3,5,CAR 22,12,21,"Drew Brees pass incomplete. Penalty on Ryan Ramczyk: Offensive Holding (Declined), Penalty on Drew Brees: Intentional Grounding, 17 yards",3.200,0.660
3,6:09,4,22,CAR 39,12,24,Wil Lutz 57 yard field goal good,0.660,3.000
3,6:05,,,NOR 35,12,24,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,6:05,1,10,CAR 25,12,24,Cam Newton pass complete short right to Kaelin Clay for no gain,0.610,0.060
3,5:27,2,10,CAR 25,12,24,Cam Newton sacked by Cameron Jordan for -9 yards,0.060,-2.140
3,4:39,3,19,CAR 16,12,24,Cam Newton pass complete short middle to Christian McCaffrey for 6 yards (tackle by Ken Crawley and Craig Robertson),-2.140,-1.900
3,3:56,4,13,CAR 22,12,24,"Michael Palardy punts 51 yards, returned by Tommylee Lewis for 6 yards (tackle by Fozzy Whittaker). Penalty on Sterling Moore: Illegal Block Above the Waist, 10 yards",-1.900,-0.480
3,3:44,1,10,NOR 23,12,24,Alvin Kamara right guard for 5 yards (tackle by James Bradberry),0.480,0.610
3,3:03,2,5,NOR 28,12,24,Mark Ingram right end for 2 yards (tackle by Star Lotulelei),0.610,0.170
3,2:19,3,3,NOR 30,12,24,Drew Brees sacked by Kawann Short for -7 yards,0.170,-1.830
3,1:45,4,10,NOR 23,12,24,"Thomas Morstead punts 57 yards, returned by Kaelin Clay for 12 yards (tackle by Zach Wood)",-1.830,-1.070
3,1:32,1,10,CAR 32,12,24,Christian McCaffrey right guard for 1 yard (tackle by George Johnson and Tyeler Davison),1.070,0.660
3,0:52,2,9,CAR 33,12,24,Cam Newton pass complete short middle to Greg Olsen for 16 yards (tackle by Rafael Bush),0.660,2.190
3,0:08,1,10,CAR 49,12,24,Christian McCaffrey left guard for 7 yards (tackle by Sheldon Rankins),2.190,2.590
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NOR 44,12,24,Jonathan Stewart right guard for 2 yards (tackle by Cameron Jordan and Tyeler Davison),2.590,2.150
4,14:17,3,1,NOR 42,12,24,Cam Newton pass complete short right to Greg Olsen for 24 yards (tackle by Rafael Bush),2.150,4.370
4,13:38,1,10,NOR 18,12,24,Cam Newton pass incomplete,4.370,3.800
4,13:31,2,10,NOR 18,12,24,Christian McCaffrey right tackle for 4 yards (tackle by Vonn Bell),3.800,3.630
4,12:52,3,6,NOR 14,18,24,"Cam Newton pass complete short right to Greg Olsen for 14 yards, touchdown",3.630,7.000
4,12:47,,,NOR 15,19,24,Graham Gano kicks extra point good,0.000,0.000
4,12:47,,,CAR 35,19,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,12:47,1,10,NOR 25,19,24,Drew Brees pass complete short middle to Josh Hill for 15 yards (tackle by Shaq Thompson),0.610,1.600
4,12:04,1,10,NOR 40,19,24,Alvin Kamara left guard for 4 yards (tackle by Bryan Cox),1.600,1.590
4,11:33,2,6,NOR 44,19,24,Drew Brees pass complete short left to Willie Snead for 7 yards (tackle by Shaq Thompson),1.590,2.320
4,10:53,1,10,CAR 49,19,24,Drew Brees pass incomplete deep middle intended for Brandon Coleman,2.320,1.780
4,10:47,2,10,CAR 49,19,24,Alvin Kamara left guard for -2 yards (tackle by Thomas Davis),1.780,0.830
4,10:01,3,12,NOR 49,19,24,Drew Brees pass incomplete,0.830,-0.130
4,9:52,4,12,NOR 49,19,24,"Thomas Morstead punts 34 yards, fair catch by Kaelin Clay",-0.130,0.060
4,9:43,1,10,CAR 17,19,24,Cam Newton left tackle for 3 yards (tackle by Manti Te'o),-0.060,-0.060
4,9:12,2,7,CAR 20,19,24,Cam Newton sacked by Tyeler Davison for -10 yards,-0.060,-2.240
4,8:26,3,17,CAR 10,19,24,Derek Anderson pass incomplete short right intended for Christian McCaffrey (defended by Cameron Jordan),-2.240,-2.490
4,8:23,4,17,CAR 10,19,24,"Michael Palardy punts 53 yards, returned by Tommylee Lewis for 11 yards (tackle by Andrew Gachkar). Penalty on Arthur Maulet: Offensive Holding, 10 yards",-2.490,-1.470
4,8:10,1,10,NOR 38,19,24,Mark Ingram right guard for -1 yards (tackle by Julius Peppers),1.470,0.790
4,7:29,2,11,NOR 37,19,24,Drew Brees pass complete short middle to Brandon Coleman for 12 yards (tackle by James Bradberry),0.790,2.190
4,6:43,1,10,NOR 49,19,24,Drew Brees pass complete deep right to Michael Thomas for 46 yards (tackle by Luke Kuechly),2.190,6.060
4,5:51,1,5,CAR 5,19,24,Alvin Kamara right guard for 3 yards (tackle by Thomas Davis),6.060,5.720
4,5:12,2,2,CAR 2,19,30,"Alvin Kamara right guard for 2 yards, touchdown",5.720,7.000
4,5:08,,,CAR 15,19,31,Wil Lutz kicks extra point good,0.000,0.000
4,5:08,,,NOR 35,19,31,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,5:08,1,10,CAR 25,19,31,"Cam Newton pass incomplete deep middle intended for Kaelin Clay (defended by Ken Crawley). Penalty on Trai Turner: Offensive Holding (Offsetting), Penalty on Ken Crawley: Defensive Pass Interference (Offsetting) (no play)",0.610,0.610
4,4:56,1,10,CAR 25,19,31,Cam Newton pass complete deep right to Devin Funchess for 19 yards (tackle by Marcus Williams),0.610,1.860
4,4:27,1,10,CAR 44,19,31,Cam Newton pass incomplete deep left intended for Devin Funchess,1.860,1.320
4,4:20,2,10,CAR 44,25,31,"Cam Newton pass complete short right to Christian McCaffrey for 56 yards, touchdown",1.320,7.000
4,4:09,,,NOR 15,26,31,Graham Gano kicks extra point good,0.000,0.000
4,4:09,,,CAR 35,26,31,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,4:09,1,10,NOR 25,26,31,Drew Brees pass complete short right to Zach Line for 7 yards (tackle by Shaq Thompson),0.610,1.010
4,3:25,2,3,NOR 32,26,31,Mark Ingram right guard for -3 yards (tackle by Mike Adams),1.010,0.000
4,3:22,,,,,,Timeout #1 by Carolina Panthers,0.000,0.100
4,3:22,3,6,NOR 29,26,31,Drew Brees pass complete deep left to Michael Thomas for 16 yards (tackle by Captain Munnerlyn),-0.100,1.930
4,2:36,1,10,NOR 45,26,31,Alvin Kamara right tackle for 5 yards (tackle by Shaq Thompson),1.930,0.000
4,2:31,,,,,,Timeout #2 by Carolina Panthers,0.000,-2.060
4,2:31,2,5,,26,31,Mark Ingram right guard for 3 yards (tackle by Mike Adams),2.060,0.000
4,2:27,,,,,,Timeout #3 by Carolina Panthers,0.000,-1.750
4,2:27,3,2,CAR 47,26,31,Alvin Kamara right tackle for no gain (tackle by Julius Peppers and Shaq Thompson),1.750,0.000
4,2:00,,,,,,Timeout #2 by New Orleans Saints,0.000,-0.130
4,2:00,4,2,CAR 47,26,31,"Drew Brees pass incomplete deep right intended for Alvin Kamara is intercepted by Mike Adams at CAR-30 and returned for 1 yard. Mike Adams fumbles (forced by Alvin Kamara), ball out of bounds at CAR-31",0.130,-1.000
4,1:51,1,10,CAR 31,26,31,Cam Newton pass complete deep right to Devin Funchess for 19 yards (tackle by Marshon Lattimore),1.000,2.260
4,1:29,1,10,,26,31,Cam Newton pass complete short right to Greg Olsen for 3 yards (tackle by Ken Crawley),2.260,2.120
4,1:05,2,7,NOR 47,26,31,Cam Newton pass complete deep right to Kaelin Clay for 21 yards,2.120,3.840
4,0:58,1,10,NOR 26,26,31,Cam Newton pass incomplete short right intended for Greg Olsen,3.840,3.300
4,0:52,2,10,NOR 26,26,31,"Cam Newton pass incomplete deep right intended for Christian McCaffrey. Penalty on Rafael Bush: Defensive Holding, 5 yards (no play)",3.300,4.170
4,0:46,1,10,NOR 21,26,31,Cam Newton pass incomplete deep middle intended for Devin Funchess (defended by Marshon Lattimore),4.170,3.630
4,0:41,2,10,NOR 21,26,31,"Cam Newton pass incomplete. Penalty on Cam Newton: Intentional Grounding, 13 yards",3.630,1.220
4,0:19,3,23,NOR 34,26,31,Cam Newton pass incomplete deep right intended for Devin Funchess,1.220,1.060
4,0:11,4,23,NOR 34,26,31,Cam Newton sacked by Vonn Bell for -17 yards,1.060,-2.320
4,0:06,1,10,CAR 49,26,31,Drew Brees kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
