Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
1,8:54,1,10,NOR 36,0,7,Dexter McCluster left end for 5 yards (tackle by Jonathan Casillas),3.180,3.310
1,8:09,2,5,NOR 31,0,7,Matt Cassel pass complete short right to Dexter McCluster for 5 yards (tackle by Corey White),3.310,3.840
1,7:27,1,10,NOR 26,0,7,Jamaal Charles right end for 9 yards (tackle by Martez Wilson),3.840,4.640
1,6:49,2,1,NOR 17,0,7,Jamaal Charles left end for 6 yards (tackle by Jonathan Casillas),4.640,4.840
1,6:22,1,10,NOR 11,0,7,Jamaal Charles left guard for -2 yards (tackle by Tom Johnson),4.840,3.830
1,5:43,2,12,NOR 13,0,7,Matt Cassel pass complete short left to Tony Moeaki for 7 yards (tackle by Malcolm Jenkins),3.830,4.210
1,5:01,3,5,NOR 6,0,7,Matt Cassel pass incomplete short middle intended for Jonathan Baldwin,4.210,2.990
1,4:56,4,5,NOR 6,3,7,Ryan Succop 25 yard field goal good,2.990,3.000
1,4:51,,,KAN 35,3,7,"Ryan Succop kicks off 72 yards, returned by Darren Sproles for 20 yards (tackle by Edgar Jones)",0.000,-0.320
1,4:48,1,10,NOR 13,3,7,Mark Ingram left guard for no gain (tackle by Eric Berry and Jovan Belcher),-0.320,-0.770
1,4:10,2,10,NOR 13,3,7,Drew Brees pass incomplete short right intended for Darren Sproles,-0.770,-1.420
1,4:06,3,10,NOR 13,3,7,Drew Brees pass complete deep right to Devery Henderson for 36 yards (tackle by Brandon Flowers),-1.420,2.190
1,3:25,1,10,NOR 49,3,7,Mark Ingram left guard for 4 yards (tackle by Tyson Jackson and Derrick O. Johnson),2.190,2.190
1,2:52,2,6,KAN 47,3,7,Drew Brees pass incomplete short right intended for Darren Sproles,2.190,1.490
1,2:46,3,6,KAN 47,3,7,Drew Brees pass complete deep left to Lance Moore for 17 yards (tackle by Stanford Routt),1.490,3.580
1,2:06,1,10,KAN 30,3,7,Darren Sproles right guard for -1 yards (tackle by Jerrell Powe and Glenn Dorsey),3.580,2.900
1,1:35,2,11,KAN 31,3,7,Drew Brees pass complete short left to Jimmy Graham for 7 yards (tackle by Jovan Belcher and Stanford Routt),2.900,3.140
1,0:51,3,4,KAN 24,3,7,Drew Brees pass complete short right to Jimmy Graham for 2 yards (tackle by Eric Berry),3.140,2.120
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,KAN 22,3,10,Garrett Hartley 40 yard field goal good,2.120,3.000
2,14:55,,,NOR 35,3,10,"Thomas Morstead kicks off 68 yards, returned by Javier Arenas for 27 yards (tackle by Corey White)",0.000,0.540
2,14:50,1,10,KAN 24,3,10,Jamaal Charles right tackle for no gain (tackle by Curtis Lofton),0.540,0.000
2,14:18,2,10,KAN 24,3,10,Peyton Hillis left tackle for 5 yards (tackle by Curtis Lofton),0.000,-0.030
2,13:39,3,5,KAN 29,3,10,Matt Cassel pass incomplete short right intended for Dexter McCluster (defended by Malcolm Jenkins),-0.030,-1.440
2,13:32,4,5,KAN 29,3,10,"Dustin Colquitt punts 55 yards, returned by Darren Sproles for 2 yards (tackle by Edgar Jones)",-1.440,-0.040
2,13:22,1,10,NOR 18,3,10,Drew Brees pass complete short right to Pierre Thomas for 14 yards (tackle by Derrick O. Johnson),0.040,1.070
2,12:51,1,10,NOR 32,3,10,Pierre Thomas right guard for 1 yard (tackle by Tyson Jackson),1.070,0.660
2,12:07,2,9,NOR 33,3,10,Drew Brees sacked by Derrick O. Johnson for -10 yards,0.660,-1.350
2,11:33,3,19,NOR 23,3,10,Drew Brees pass complete short left to Pierre Thomas for 7 yards (tackle by Eric Berry and Derrick O. Johnson),-1.350,-1.370
2,10:53,4,12,NOR 30,3,10,"Thomas Morstead punts 70 yards, touchback",-1.370,-0.280
2,10:45,1,10,KAN 20,3,10,Jamaal Charles right end for 7 yards (tackle by Corey White),0.280,0.680
2,10:10,2,3,KAN 27,3,10,Matt Cassel pass complete short left to Dwayne Bowe for 9 yards (tackle by Scott Shanle),0.680,1.330
2,9:36,1,10,KAN 36,3,10,Matt Cassel pass complete short left to Jonathan Baldwin for 14 yards (tackle by Jabari Greer),1.330,2.260
2,8:55,1,10,,3,10,"Peyton Hillis right guard for 8 yards (tackle by Will Smith and Scott Shanle). Penalty on Ryan Lilja: Offensive Holding, 10 yards (no play)",2.260,1.600
2,8:36,1,20,KAN 40,3,10,Jamaal Charles right end for 1 yard (tackle by Patrick Robinson),1.600,0.500
2,8:01,2,19,KAN 41,3,10,Matt Cassel pass complete short left to Jamaal Charles for 14 yards (tackle by Curtis Lofton),0.500,1.690
2,7:28,3,5,NOR 45,3,10,Matt Cassel pass incomplete short right intended for Dwayne Bowe (defended by Patrick Robinson),1.690,0.270
2,7:21,4,5,NOR 45,3,10,"Dustin Colquitt punts 35 yards, fair catch by Darren Sproles",0.270,0.380
2,7:14,1,10,NOR 10,3,10,Mark Ingram right tackle for 3 yards (tackle by Jovan Belcher),-0.380,-0.560
2,6:40,2,7,NOR 13,3,10,Drew Brees pass incomplete short right intended for Lance Moore,-0.560,-1.070
2,6:36,3,7,NOR 13,3,10,Drew Brees pass incomplete short left intended for Jimmy Graham,-1.070,-2.490
2,6:30,4,7,NOR 13,3,10,"Thomas Morstead punts 56 yards, returned by Javier Arenas for 24 yards (tackle by Rafael Bush)",-2.490,-2.590
2,6:15,1,10,NOR 45,3,10,Matt Cassel pass complete short middle to Dwayne Bowe for 15 yards (tackle by Jabari Greer),2.590,3.580
2,5:36,1,10,NOR 30,3,10,Jamaal Charles left end for 3 yards (tackle by Will Smith and Sedrick Ellis),3.580,3.440
2,4:58,2,7,NOR 27,3,10,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.440,2.740
2,4:52,3,7,NOR 27,3,10,Matt Cassel pass incomplete deep middle intended for Dwayne Bowe (defended by Curtis Lofton),2.740,1.670
2,4:46,4,7,NOR 27,6,10,Ryan Succop 45 yard field goal good,1.670,3.000
2,4:41,,,KAN 35,6,10,"Ryan Succop kicks off 74 yards, touchback",0.000,0.280
2,4:41,1,10,NOR 20,6,10,"Drew Brees pass incomplete deep left intended for Lance Moore. Penalty on Tyson Jackson: Defensive Offside, 5 yards (no play)",0.280,1.010
2,4:35,1,5,NOR 25,6,10,Drew Brees pass complete short left to Lance Moore for 10 yards (tackle by Stanford Routt),1.010,1.270
2,4:05,1,10,NOR 35,6,10,Darren Sproles left guard for 9 yards (tackle by Abram Elam),1.270,1.940
2,3:33,2,1,NOR 44,6,10,Mark Ingram right guard for 3 yards (tackle by Eric Berry),1.940,2.060
2,3:00,1,10,NOR 47,6,10,Drew Brees pass complete short right to Devery Henderson for 7 yards (tackle by Brandon Flowers),2.060,2.460
2,2:36,2,3,KAN 46,6,10,Drew Brees pass complete short left to Pierre Thomas for 7 yards (tackle by Jovan Belcher),2.460,2.980
2,2:00,1,10,KAN 39,6,10,Drew Brees pass complete short left to Pierre Thomas for 27 yards (tackle by Abram Elam),2.980,4.780
2,1:49,1,10,KAN 12,6,10,Pierre Thomas left tackle for 3 yards (tackle by Justin Houston and Derrick O. Johnson),4.780,4.640
2,1:15,2,7,KAN 9,6,10,Drew Brees pass incomplete short left intended for Pierre Thomas,4.640,3.700
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:11,3,7,KAN 9,6,10,Drew Brees sacked by Justin Houston for -11 yards,3.700,0.000
2,0:52,,,,6,10,Timeout #1 by Kansas City Chiefs,0.000,2.120
2,0:51,4,18,KAN 20,6,10,Garrett Hartley 38 yard field goal no good,2.120,-0.810
2,0:47,1,10,KAN 28,6,10,Shaun Draughn right end for 5 yards (tackle by Roman Harper),0.810,0.000
2,0:41,,,,6,10,Timeout #2 by Kansas City Chiefs,0.000,0.940
2,0:41,2,5,KAN 33,6,10,Matt Cassel sacked by Junior Galette for -7 yards. Penalty on Ryan Lilja: Offensive Holding (Declined),0.940,-0.690
2,0:35,3,12,KAN 26,6,10,Matt Cassel pass complete short left to Jamaal Charles for 19 yards (tackle by Roman Harper and Jonathan Casillas),-0.690,1.930
2,0:17,1,10,KAN 45,6,10,Matt Cassel spiked the ball,1.930,1.380
2,0:16,2,10,KAN 45,6,10,Matt Cassel pass complete short left to Shaun Draughn for 10 yards (tackle by Jabari Greer),1.380,0.000
2,0:08,,,,6,10,Timeout #3 by Kansas City Chiefs,0.000,2.590
2,0:08,1,10,NOR 45,6,10,"Matt Cassel sacked by Junior Galette for 0 yards. Matt Cassel fumbles (forced by Junior Galette), recovered by Cameron Jordan at NOR-38 (tackle by Rodney Hudson)",2.590,0.000
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,10,"Thomas Morstead kicks off 72 yards, returned by Shaun Draughn for 23 yards (tackle by Will Herring)",0.000,-0.140
3,14:57,1,10,KAN 16,6,10,"Matt Cassel pass complete short right to Dexter McCluster for 3 yards. Dexter McCluster fumbles, recovered by Jonathan Casillas at KAN-19",-0.140,-4.310
,,,,,,,"NOR challenged the fumble ruling, and the original play was overturned.",,
3,14:51,1,10,KAN 19,6,10,Drew Brees pass incomplete short left intended for Pierre Thomas (defended by Justin Houston),4.310,3.750
3,14:46,2,10,KAN 19,6,10,Drew Brees pass incomplete deep left intended for Lance Moore,3.750,3.030
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
3,14:27,3,10,KAN 19,6,10,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Stanford Routt),3.030,5.830
3,13:51,1,6,KAN 6,6,10,Pierre Thomas left guard for 5 yards (tackle by Brandon Flowers),5.830,5.910
3,13:14,2,1,KAN 1,6,16,"Drew Brees pass complete short right to Jimmy Graham for 1 yard, touchdown",5.910,7.000
3,13:14,,,KAN 2,6,17,Garrett Hartley kicks extra point good,0.000,0.000
3,13:10,,,NOR 35,6,17,"Thomas Morstead kicks off 74 yards, touchback",0.000,0.280
3,13:10,1,10,KAN 20,6,17,Jamaal Charles right end for 9 yards (tackle by Roman Harper and Scott Shanle),0.280,0.950
3,12:33,2,1,KAN 29,6,17,Jamaal Charles right tackle for 4 yards (tackle by Roman Harper),0.950,1.140
3,12:03,1,10,KAN 33,6,17,Jamaal Charles left tackle for 6 yards (tackle by Malcolm Jenkins),1.140,1.400
3,11:32,2,4,KAN 39,6,17,Jamaal Charles left end for 5 yards (tackle by Jonathan Casillas),1.400,1.860
3,11:05,1,10,KAN 44,6,17,Peyton Hillis right guard for 2 yards (tackle by Curtis Lofton),1.860,1.590
3,10:26,2,8,KAN 46,6,17,Matt Cassel pass incomplete short left intended for Peyton Hillis,1.590,0.890
3,10:21,3,8,KAN 46,6,17,Matt Cassel pass complete short right to Shaun Draughn for 5 yards (tackle by Patrick Robinson),0.890,0.000
3,10:01,4,3,NOR 49,6,17,"Dustin Colquitt punts 24 yards, out of bounds",0.000,-0.610
3,9:54,1,10,NOR 25,6,17,"Darren Sproles left end for 4 yards (tackle by Travis Daniels). Penalty on Courtney Roby: Offensive Holding, 10 yards",0.610,0.130
3,9:31,1,16,NOR 19,6,17,Drew Brees pass complete short right to Devery Henderson for 4 yards (tackle by Brandon Flowers),0.130,-0.210
3,8:55,2,12,NOR 23,6,17,Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Derrick O. Johnson),-0.210,-0.100
3,8:14,3,6,NOR 29,6,17,Drew Brees pass incomplete deep middle intended for Jimmy Graham (defended by Travis Daniels),-0.100,-1.440
3,8:09,4,6,NOR 29,6,17,Thomas Morstead punts 55 yards,-1.440,0.140
3,7:58,1,10,KAN 16,6,17,Matt Cassel pass complete short right to Steve Maneri for 10 yards (tackle by Patrick Robinson and Scott Shanle),-0.140,0.670
3,7:34,1,10,KAN 26,6,17,Jamaal Charles right tackle for 3 yards (tackle by Curtis Lofton and Cameron Jordan),0.670,0.540
3,6:48,2,7,KAN 29,6,17,"Penalty on Branden Albert: False Start, 5 yards (no play)",0.540,-0.140
3,6:31,2,12,KAN 24,6,17,Matt Cassel pass incomplete short left intended for Steve Breaston is intercepted by Jabari Greer at KAN-35 and returned for 28 yards (tackle by Branden Albert),-0.140,-5.600
3,6:21,1,7,KAN 7,6,17,Mark Ingram left guard for 1 yard (tackle by Tyson Jackson),5.600,4.950
3,5:41,2,6,KAN 6,6,23,"Drew Brees pass complete short right to Jed Collins for 6 yards, touchdown",4.950,7.000
3,5:41,,,KAN 2,6,24,Garrett Hartley kicks extra point good,0.000,0.000
3,5:36,,,NOR 35,6,24,"Thomas Morstead kicks off 70 yards, returned by Shaun Draughn for 14 yards (tackle by Courtney Roby)",0.000,-0.380
3,5:32,1,10,KAN 9,12,24,"Jamaal Charles left end for 91 yards, touchdown",-0.380,7.000
3,5:32,,,NOR 2,13,24,Ryan Succop kicks extra point good,0.000,0.000
3,5:18,,,KAN 35,13,24,"Ryan Succop kicks off 73 yards, returned by Darren Sproles for 38 yards (tackle by Jalil Brown)",0.000,0.940
3,5:12,1,10,NOR 30,13,24,"Penalty on Daniel Graham: False Start, 5 yards (no play)",0.940,0.610
3,5:12,1,15,NOR 25,13,24,Drew Brees pass complete short left to Devery Henderson for 6 yards,0.610,0.530
3,4:50,2,9,NOR 31,13,24,Pierre Thomas right tackle for 3 yards (tackle by Tyson Jackson and Eric Berry),0.530,0.230
3,4:06,3,6,NOR 34,13,24,Drew Brees pass complete deep right to Lance Moore for 34 yards (tackle by Javier Arenas),0.230,3.450
3,3:21,1,10,KAN 32,13,24,Darren Sproles left guard for 3 yards (tackle by Ropati Pitoitua),3.450,3.310
3,2:43,2,7,KAN 29,13,24,Drew Brees pass incomplete deep left intended for Devery Henderson is intercepted by Stanford Routt at KAN-0 and returned for 32 yards (tackle by Drew Brees),3.310,-1.070
3,2:28,1,10,KAN 32,13,24,Matt Cassel pass incomplete short right intended for Dwayne Bowe,1.070,0.530
3,2:22,2,10,KAN 32,13,24,Jamaal Charles right tackle for 4 yards (tackle by Brodrick Bunkley),0.530,0.370
3,1:40,3,6,KAN 36,13,24,Matt Cassel pass complete short left to Dwayne Bowe for 11 yards (tackle by Curtis Lofton and Patrick Robinson),0.370,2.060
3,0:58,1,10,KAN 47,13,24,Jamaal Charles right tackle for 40 yards (tackle by Malcolm Jenkins),2.060,4.710
3,0:12,1,10,NOR 13,13,24,Shaun Draughn left end for -4 yards (tackle by Cameron Jordan and Roman Harper),4.710,3.500
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,NOR 17,13,24,Matt Cassel pass complete short left to Jamaal Charles for 5 yards (tackle by Malcolm Jenkins),3.500,3.280
4,14:16,3,9,NOR 12,13,24,Matt Cassel sacked by Will Smith for -4 yards,3.280,2.380
4,13:45,4,13,NOR 16,16,24,Ryan Succop 34 yard field goal good,2.380,3.000
4,13:40,,,KAN 35,16,24,"Ryan Succop kicks off 73 yards, returned by Darren Sproles for 28 yards (tackle by Brandon Siler)",0.000,0.280
4,13:34,1,10,NOR 20,16,24,Darren Sproles right guard for 2 yards (tackle by Derrick O. Johnson),0.280,0.000
4,13:02,2,8,NOR 22,16,24,Drew Brees pass incomplete short right intended for Devery Henderson,0.000,-0.690
4,12:55,3,8,NOR 22,16,24,Drew Brees pass incomplete short right intended for Jimmy Graham,-0.690,-1.900
4,12:50,4,8,NOR 22,16,24,"Thomas Morstead punts 48 yards, out of bounds",-1.900,-0.940
4,12:43,1,10,KAN 30,16,24,Jamaal Charles left guard for 14 yards (tackle by Roman Harper),0.940,1.860
4,12:12,1,10,KAN 44,16,24,Jamaal Charles right tackle for 3 yards (tackle by Will Smith and Akiem Hicks),1.860,1.720
4,11:37,2,7,KAN 47,16,24,Matt Cassel pass complete short middle to Jonathan Baldwin for 11 yards (tackle by Jabari Greer),1.720,2.790
4,10:58,1,10,NOR 42,16,24,Matt Cassel pass incomplete short left intended for Dwayne Bowe,2.790,2.240
4,10:52,2,10,NOR 42,16,24,Jamaal Charles right tackle for 1 yard (tackle by Cameron Jordan),2.240,1.680
4,10:10,3,9,NOR 41,16,24,"Matt Cassel pass incomplete deep right intended for Dwayne Bowe. Penalty on Patrick Robinson: Defensive Pass Interference, 26 yards (no play)",1.680,4.580
4,10:04,1,10,NOR 15,16,24,"Penalty on Branden Albert: False Start, 5 yards (no play)",4.580,4.240
4,10:04,1,15,NOR 20,16,24,Shaun Draughn left guard for 5 yards (tackle by Roman Harper),4.240,3.950
4,9:27,2,10,NOR 15,16,24,Matt Cassel pass incomplete short right intended for Jamaal Charles,3.950,0.000
4,9:21,,,,16,24,Timeout #1 by Kansas City Chiefs,0.000,3.100
4,9:21,3,10,NOR 15,16,24,--,3.100,2.680
4,9:21,3,15,NOR 20,16,24,Matt Cassel pass incomplete deep middle intended for Tony Moeaki (defended by Roman Harper),2.680,2.120
4,9:16,4,15,NOR 20,19,24,Ryan Succop 38 yard field goal good,2.120,3.000
4,9:11,,,KAN 35,19,24,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
4,9:11,1,10,NOR 20,19,24,Pierre Thomas left guard for -1 yards (tackle by Eric Berry),0.280,-0.460
4,8:32,2,11,NOR 19,19,24,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Justin Houston),-0.460,-1.140
4,8:27,3,11,NOR 19,19,24,Drew Brees sacked by Justin Houston for -7 yards,-1.140,-2.490
4,7:57,4,18,NOR 12,19,24,"Thomas Morstead punts 46 yards, returned by Javier Arenas for 37 yards (tackle by Corey White). Penalty on Jalil Brown: Offensive Holding, 10 yards",-2.490,-1.470
4,7:38,1,10,KAN 38,19,24,Jamaal Charles right guard for no gain (tackle by Cameron Jordan and Akiem Hicks),1.470,0.920
4,7:01,2,10,KAN 38,19,24,Matt Cassel pass complete short right to Steve Breaston for 2 yards (tackle by Patrick Robinson),0.920,0.500
4,6:31,3,8,KAN 40,19,24,Matt Cassel pass incomplete short left intended for Jamaal Charles (defended by Curtis Lofton),0.500,-0.720
4,6:26,4,8,KAN 40,19,24,Dustin Colquitt punts 51 yards,-0.720,0.380
4,6:15,1,10,NOR 9,19,24,Darren Sproles left end for -2 yards (tackle by Derrick O. Johnson and Eric Berry),-0.380,-0.930
4,5:40,2,12,NOR 7,21,24,"Drew Brees sacked by Justin Houston for -7 yards, safety",-0.930,-2.000
,,,,,,,"Replay Assistant challenged the safety ruling, and the play was upheld.",,
4,5:33,,,NOR 20,21,24,"Thomas Morstead kicks off 55 yards, returned by Javier Arenas for 13 yards (tackle by Will Herring)",0.000,1.470
4,5:26,1,10,KAN 38,21,24,Jamaal Charles right end for 2 yards (tackle by Brodrick Bunkley and Sedrick Ellis),1.470,1.190
4,4:41,2,8,KAN 40,21,24,Jamaal Charles left end for -2 yards (tackle by Roman Harper),1.190,0.230
4,4:35,3,10,KAN 38,21,24,Matt Cassel pass complete short left to Jonathan Baldwin for 11 yards (tackle by Roman Harper),0.230,2.190
4,3:52,1,10,KAN 49,21,24,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Patrick Robinson),2.190,1.650
4,3:46,2,10,KAN 49,21,24,Shaun Draughn right tackle for 1 yard (tackle by Curtis Lofton and Akiem Hicks),1.650,1.090
4,2:59,3,9,,21,24,Matt Cassel pass complete short right to Jamaal Charles for 4 yards (tackle by Jabari Greer),1.090,0.000
4,2:26,,,,21,24,Timeout #2 by Kansas City Chiefs,0.000,0.200
4,2:26,4,5,NOR 46,21,24,Matt Cassel pass complete short left to Dwayne Bowe for 7 yards (tackle by Corey White),0.200,2.980
4,2:02,1,10,NOR 39,21,24,Jamaal Charles right tackle for 6 yards (tackle by Akiem Hicks),2.980,3.250
4,1:56,2,4,NOR 33,21,24,Jamaal Charles right end for -1 yards (tackle by Cameron Jordan),3.250,0.000
4,1:51,,,,21,24,Timeout #1 by New Orleans Saints,0.000,2.410
4,1:51,3,5,NOR 34,21,24,"Penalty on NOR: Defensive Delay of Game, 4 yards (no play)",2.410,2.940
4,1:51,3,1,NOR 30,21,24,Matt Cassel up the middle for 2 yards (tackle by Will Smith),2.940,3.710
4,1:17,1,10,NOR 28,21,24,Jamaal Charles left tackle for -1 yards (tackle by Tom Johnson and Will Smith),3.710,3.030
4,0:36,2,11,NOR 29,21,24,Jamaal Charles left guard for 4 yards (tackle by Roman Harper),3.030,0.000
4,0:08,,,,21,24,Timeout #3 by Kansas City Chiefs,0.000,2.870
4,0:08,3,7,NOR 25,24,24,Ryan Succop 43 yard field goal good,2.870,3.000
4,0:03,,,KAN 35,24,24,Ryan Succop kicks off 34 yards,0.000,1.000
4,0:01,1,10,NOR 31,24,24,Drew Brees kneels for -1 yards,1.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,NOR,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,15:00,,,NOR 35,24,24,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
OT,15:00,1,10,KAN 20,24,24,Matt Cassel pass complete short right to Dwayne Bowe for 17 yards (tackle by Patrick Robinson and Malcolm Jenkins),0.280,1.400
OT,14:28,1,10,KAN 37,24,24,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,1.400,0.860
OT,14:23,2,10,KAN 37,24,24,Jamaal Charles right tackle for 2 yards (tackle by Curtis Lofton),0.860,0.430
OT,13:46,3,8,KAN 39,24,24,Matt Cassel pass complete short middle to Jamaal Charles for 9 yards (tackle by Curtis Lofton),0.430,2.130
OT,13:09,1,10,KAN 48,24,24,Shaun Draughn left end for 6 yards (tackle by Akiem Hicks),2.130,2.390
OT,12:33,2,4,NOR 46,24,24,Matt Cassel pass incomplete short right intended for Dwayne Bowe (defended by Jabari Greer),2.390,1.680
OT,12:28,3,4,NOR 46,24,24,Matt Cassel pass incomplete short right intended for Steve Breaston (defended by Roman Harper),1.680,0.200
OT,12:23,4,4,NOR 46,24,24,"Dustin Colquitt punts 43 yards, touchback",0.200,0.380
,,,,,,,"Replay Assistant challenged the touchback ruling, and the play was upheld.",,
OT,12:12,1,10,NOR 3,24,24,Drew Brees pass incomplete short left intended for Jimmy Graham,-0.380,-0.780
OT,12:07,2,10,NOR 3,24,24,Drew Brees pass incomplete short middle intended for Lance Moore,-0.780,-1.420
OT,12:03,3,10,NOR 3,24,24,Drew Brees pass incomplete deep right intended for Devery Henderson,-1.420,-2.490
OT,11:58,4,10,NOR 3,24,24,"Thomas Morstead punts 60 yards, returned by Javier Arenas for 10 yards (tackle by Isa Abdul-Quddus)",-2.490,-2.060
OT,11:46,1,10,KAN 47,24,24,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Patrick Robinson),2.060,1.520
OT,11:40,2,10,KAN 47,24,24,Jamaal Charles left end for -2 yards (tackle by Malcolm Jenkins),1.520,0.560
OT,10:55,3,12,KAN 45,24,24,Matt Cassel pass complete short left to Shaun Draughn for 11 yards (tackle by Scott Shanle),0.560,0.330
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
OT,10:40,4,1,NOR 44,24,24,Jamaal Charles right tackle for 3 yards (tackle by Curtis Lofton),0.330,2.850
OT,10:04,1,10,NOR 41,24,24,Jamaal Charles left end for no gain (tackle by Curtis Lofton),2.850,2.310
OT,9:39,2,10,NOR 41,24,24,Matt Cassel pass complete short right to Tony Moeaki for 5 yards (tackle by Curtis Lofton),2.310,2.280
OT,8:58,3,5,NOR 36,24,24,Matt Cassel pass complete short right to Dwayne Bowe for 9 yards (tackle by Patrick Robinson),2.280,3.780
OT,8:37,1,10,NOR 27,24,24,Shaun Draughn right tackle for 7 yards (tackle by Curtis Lofton and Akiem Hicks),3.780,4.180
OT,7:58,2,3,NOR 20,24,24,Jamaal Charles left tackle for 3 yards (tackle by Akiem Hicks),4.180,4.440
OT,7:16,1,10,NOR 17,24,24,Jamaal Charles right guard for 2 yards (tackle by Akiem Hicks and Sedrick Ellis),4.440,4.150
OT,6:40,2,8,NOR 15,24,24,Shaun Draughn left tackle for 2 yards (tackle by Will Smith),4.150,0.000
OT,6:32,,,,24,24,Timeout #1 by Kansas City Chiefs,0.000,3.680
OT,6:32,3,6,NOR 13,27,24,Ryan Succop 31 yard field goal good,3.680,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
