Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
1,5:21,1,10,SFO 23,0,7,Kevan Barlow left tackle for 2 yards (tackle by Brian Simmons and Justin Smith),0.480,0.200
1,4:41,2,8,SFO 25,0,7,Jeff Garcia pass complete to Jed Weaver for 9 yards (tackle by Brian Simmons),0.200,1.200
1,4:17,1,10,SFO 34,0,7,Kevan Barlow right tackle for 5 yards (tackle by Adrian Ross),1.200,1.330
1,3:36,2,5,SFO 39,0,7,"Penalty on Brandon Lloyd: False Start, 5 yards (no play)",1.330,0.660
1,3:33,2,10,SFO 34,0,7,"Penalty on Aaron Walker: False Start, 5 yards (no play)",0.660,-0.020
1,3:20,2,15,SFO 29,0,7,Jeff Garcia pass incomplete intended for Terrell Owens,-0.020,-0.690
1,3:15,3,15,SFO 29,0,7,Kevan Barlow right end for 8 yards (tackle by Rogers Beckett),-0.690,-0.910
1,2:37,4,7,SFO 37,0,7,"Bill LaFleur punts 36 yards, returned by Peter Warrick for 12 yards (tackle by Brian Jennings)",-0.910,-1.530
1,2:26,1,10,CIN 39,0,7,Corey Dillon left end for 2 yards (tackle by Tony Parrish),1.530,1.260
1,2:06,2,8,CIN 41,0,7,Peter Warrick for -4 yards (tackle by Julian Peterson and Mike Rumph),1.260,0.040
1,1:26,3,12,CIN 37,0,7,Jon Kitna pass complete to Peter Warrick for 12 yards (tackle by Derek Smith),0.040,2.190
1,0:44,1,10,CIN 49,0,7,Rudi Johnson right end for no gain (tackle by Bryant Young),2.190,1.650
1,0:06,2,10,CIN 49,0,7,Jon Kitna pass incomplete intended for Kelley Washington,1.650,0.960
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,CIN 49,0,7,Jon Kitna sacked by Andre Carter for -8 yards,0.960,-0.650
2,14:43,4,18,CIN 41,0,7,Kyle Richardson punts 44 yards (tackle by Rogers Beckett),-0.650,-0.540
2,14:33,1,10,SFO 24,0,7,Jeff Garcia pass complete to Fred Beasley for 3 yards (tackle by Brian Simmons),0.540,0.400
2,13:54,2,7,SFO 27,0,7,Kevan Barlow for -4 yards (tackle by Glen Steele),0.400,-0.820
2,13:12,3,11,SFO 23,0,13,"Jeff Garcia sacked by Terrell Roberts for -8 yards. Jeff Garcia fumbles (forced by Terrell Roberts), recovered by Kevin Hardy at SFO-10 and returned for 10 yards, touchdown",-0.820,-7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
2,,,,SFO 2,0,14,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,0,14,"Shayne Graham kicks off 65 yards, returned by Cedrick Wilson for 26 yards (tackle by Kevin Kaesviharn)",0.000,1.000
2,12:56,1,10,SFO 31,0,14,"Kevan Barlow for 9 yards (tackle by Mark Roman and Kevin Kaesviharn). Jeff Garcia fumbles, recovered by Jeff Garcia at SFO-31",1.000,1.680
2,12:20,2,1,SFO 40,0,14,Kevan Barlow left guard for 2 yards (tackle by Duane Clemons),1.680,1.730
2,11:40,1,10,SFO 42,6,14,"Jeff Garcia pass complete to Terrell Owens for 58 yards, touchdown",1.730,7.000
2,,,,CIN 2,7,14,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,7,14,"Todd Peterson kicks off 62 yards, returned by Terrell Roberts for 21 yards (tackle by Jimmy Williams)",0.000,0.870
2,11:24,1,10,CIN 29,7,14,Jon Kitna pass incomplete intended for Chad Ochocinco,0.870,0.330
2,11:18,2,10,CIN 29,7,14,Rudi Johnson up the middle for no gain (tackle by Derek Smith and Julian Peterson),0.330,-0.360
2,10:40,3,10,CIN 29,7,14,Jon Kitna sacked by Derek Smith and Chidi Ahanotu for -13 yards,-0.360,-2.390
2,10:27,4,23,CIN 16,7,14,"Kyle Richardson punts 43 yards, fair catch by Jimmy Williams",-2.390,-1.660
2,10:19,1,10,SFO 41,7,14,Kevan Barlow right tackle for -2 yards (tackle by Justin Smith),1.660,0.850
2,9:44,2,12,SFO 39,7,14,Jeff Garcia pass complete to Kevan Barlow for 4 yards (tackle by Mark Roman),0.850,0.700
2,9:00,3,8,SFO 43,7,14,Jeff Garcia for 12 yards (tackle by Oliver Gibson),0.700,2.590
2,8:17,1,10,CIN 45,7,14,Kevan Barlow up the middle for 4 yards (tackle by Tony Williams),2.590,2.580
2,7:38,2,6,CIN 41,13,14,"Jeff Garcia pass complete to Tai Streets for 41 yards, touchdown",2.580,7.000
2,,,,CIN 2,14,14,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,14,14,"Todd Peterson kicks off 60 yards, returned by Brandon Bennett for 26 yards (tackle by Cornelius Anthony)",0.000,1.330
2,7:19,1,10,CIN 36,14,14,Jon Kitna pass complete to Rudi Johnson for 4 yards (tackle by Jeff Ulbrich),1.330,1.330
2,6:43,2,6,CIN 40,14,14,Rudi Johnson left guard for 2 yards (tackle by Derek Smith),1.330,0.890
2,6:03,3,4,CIN 42,14,14,"Brandon Bennett left end for 10 yards (tackle by Zack Bronson). Penalty on Ronnie Heard: Illegal Use of Hands, 5 yards",0.890,2.720
2,5:48,1,10,SFO 43,14,14,Rudi Johnson left end for 2 yards (tackle by Jeff Ulbrich),2.720,2.450
2,5:09,2,8,SFO 41,14,14,Rudi Johnson right end for 5 yards (tackle by Derek Smith),2.450,2.410
2,4:27,3,3,SFO 36,14,14,Jon Kitna pass incomplete intended for Kelley Washington (defended by Dwaine Carpenter),2.410,0.890
2,4:22,4,3,SFO 36,14,14,Jon Kitna pass complete to Peter Warrick for 5 yards (tackle by Julian Peterson),0.890,3.510
2,3:35,1,10,SFO 31,14,20,"Jon Kitna pass complete to Peter Warrick for 31 yards, touchdown",3.510,7.000
2,,,,SFO 2,14,21,"Shayne Graham kicks extra point good. Penalty on SFO: Defensive Offside, 5 yards",0.000,0.000
2,,,,CIN 35,14,21,"Shayne Graham kicks off 59 yards, returned by Cedrick Wilson for 15 yards (tackle by Reggie Myles)",0.000,0.340
2,3:20,1,10,SFO 21,14,21,Kevan Barlow right tackle for 15 yards (tackle by Mark Roman and Marquand Manuel),0.340,1.330
2,2:44,1,10,SFO 36,14,21,Jeff Garcia pass complete to Jed Weaver for 18 yards (tackle by Kevin Hardy),1.330,2.520
2,2:07,1,10,CIN 46,14,21,Kevan Barlow up the middle for 1 yard (tackle by Tony Williams and Brian Simmons),2.520,2.110
2,2:00,2,9,CIN 45,14,21,"Jeff Garcia pass complete to Cedrick Wilson for 8 yards (tackle by Terrell Roberts). Penalty on Tory James: Illegal Use of Hands, 5 yards (no play)",2.110,2.920
2,1:55,1,10,CIN 40,14,21,Jeff Garcia pass complete to Cedrick Wilson for 20 yards (tackle by Brian Simmons),2.920,4.240
2,1:20,1,10,CIN 20,14,21,Kevan Barlow up the middle for 6 yards (tackle by Brian Simmons),4.240,4.640
2,1:08,,,,14,21,Timeout #2 by San Francisco 49ers,0.000,4.640
2,1:08,2,4,CIN 14,14,21,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Marquand Manuel),4.640,5.140
2,0:34,1,9,CIN 9,14,21,Jeff Garcia pass complete to Kevan Barlow for 1 yard (tackle by Kevin Kaesviharn),5.140,4.570
2,0:25,,,,14,21,Timeout #3 by San Francisco 49ers,0.000,4.570
2,0:25,2,8,CIN 8,14,21,Jeff Garcia pass complete to Kevan Barlow for 3 yards (tackle by Kevin Hardy),4.570,4.260
2,0:04,3,5,CIN 5,14,21,Jeff Garcia spiked the ball,4.260,3.010
2,0:03,,,,14,21,Timeout #1 by Cincinnati Bengals,0.000,3.010
2,0:03,4,5,CIN 5,17,21,Todd Peterson 23 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,17,21,"Todd Peterson kicks off 61 yards, returned by Brandon Bennett for 15 yards (tackle by Jimmy Williams)",0.000,0.540
3,14:55,1,10,CIN 24,17,21,Corey Dillon left end for 2 yards (tackle by Mike Rumph),0.540,0.270
3,14:14,2,8,CIN 26,17,21,Corey Dillon left tackle for no gain (tackle by Julian Peterson),0.270,-0.430
3,13:34,3,8,CIN 26,17,21,Jon Kitna pass complete to Chad Ochocinco for 16 yards (tackle by Rashad Holman),-0.430,1.730
3,12:56,1,10,CIN 42,17,21,Corey Dillon right tackle for 7 yards (tackle by Derek Smith),1.730,2.130
3,12:22,2,3,CIN 49,17,21,Corey Dillon left guard for 2 yards (tackle by Travis Kirschke),2.130,1.690
3,11:56,3,1,SFO 49,17,21,Jon Kitna pass incomplete intended for Chad Ochocinco,1.690,0.000
3,11:50,4,1,SFO 49,17,27,"Rudi Johnson right tackle for 49 yards, touchdown",0.000,7.000
3,,,,SFO 2,17,28,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,17,28,"Shayne Graham kicks off 58 yards, returned by Jimmy Williams for 24 yards (tackle by Reggie Myles). Penalty on Sean Moran: Unnecessary Roughness, 15 yards",0.000,0.340
3,11:34,1,10,SFO 21,17,28,Jeff Garcia pass complete to Kevan Barlow for 48 yards (tackle by Kevin Kaesviharn),0.340,3.510
3,11:03,1,10,CIN 31,17,28,Jamal Robertson up the middle for 6 yards (tackle by Kevin Hardy),3.510,3.780
3,10:26,2,4,CIN 25,17,28,Jeff Garcia pass incomplete intended for Jamal Robertson,3.780,3.070
3,10:21,3,4,CIN 25,17,28,Jeff Garcia pass complete to Kevan Barlow for 7 yards (tackle by Terrell Roberts),3.070,4.370
3,9:37,1,10,CIN 18,17,28,"Kevan Barlow right guard for 11 yards (tackle by Mark Roman and Terrell Roberts). Kevan Barlow fumbles (forced by Mark Roman), recovered by Brian Simmons at CIN-5 (tackle by Tai Streets)",4.370,0.380
3,9:28,1,10,CIN 5,17,28,Jon Kitna pass complete to Jeremi Johnson for 13 yards (tackle by Jeff Ulbrich),-0.380,0.040
3,9:12,1,10,CIN 18,17,28,Rudi Johnson left end for 6 yards (tackle by Chidi Ahanotu),0.040,0.410
3,8:40,2,4,CIN 24,17,28,Rudi Johnson right tackle for 7 yards (tackle by Zack Bronson),0.410,1.000
3,8:09,1,10,CIN 31,17,28,Rudi Johnson right guard for 4 yards (tackle by Tony Parrish),1.000,1.000
3,7:34,2,6,CIN 35,17,28,Jon Kitna for 3 yards (tackle by Travis Kirschke),1.000,0.700
3,6:48,3,3,CIN 38,17,28,Jon Kitna pass complete to Chad Ochocinco for 8 yards (tackle by Dwaine Carpenter),0.700,1.990
3,6:27,1,10,CIN 46,17,28,Rudi Johnson up the middle for 16 yards (tackle by Tony Parrish and Zack Bronson),1.990,3.050
3,5:32,1,10,SFO 38,17,28,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Mike Rumph),3.050,3.320
3,4:49,,,,17,28,Timeout #1 by Cincinnati Bengals,0.000,3.320
3,4:49,2,4,SFO 32,17,28,Rudi Johnson up the middle for 7 yards (tackle by Tony Parrish and Derek Smith),3.320,3.910
3,4:08,1,10,SFO 25,17,28,Rudi Johnson right guard for 1 yard (tackle by Bryant Young),3.910,3.500
3,3:28,2,9,SFO 24,17,28,Rudi Johnson right tackle for 8 yards (tackle by Chidi Ahanotu),3.500,4.060
3,2:43,3,1,SFO 16,17,28,Rudi Johnson right tackle for no gain (tackle by Bryant Young),4.060,2.530
3,1:57,4,1,SFO 16,17,31,Shayne Graham 34 yard field goal good,2.530,3.000
3,,,,CIN 30,17,31,"Shayne Graham kicks off 59 yards, returned by Cedrick Wilson for 22 yards (tackle by Frank Chamberlin)",,
3,1:46,1,10,SFO 33,17,31,Jeff Garcia pass complete to Terrell Owens for 12 yards,1.140,1.930
3,1:25,1,10,SFO 45,17,31,Kevan Barlow right end for 9 yards (tackle by Kevin Kaesviharn),1.930,2.600
3,0:57,2,1,CIN 46,17,31,Jeff Garcia pass incomplete intended for Jamal Robertson,2.600,1.880
3,0:50,3,1,CIN 46,17,31,Jamal Robertson left guard for 11 yards (tackle by Marquand Manuel),1.880,3.250
3,0:11,1,10,CIN 35,17,31,Jamal Robertson up the middle for 5 yards (tackle by Marquand Manuel),3.250,3.380
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CIN 30,17,31,Jeff Garcia pass complete to Brandon Lloyd for 2 yards (tackle by Terrell Roberts),3.380,2.940
4,14:22,3,3,CIN 28,17,31,Jeff Garcia pass complete to Cedrick Wilson for 10 yards (tackle by Terrell Roberts),2.940,4.370
4,13:42,1,10,CIN 18,17,31,Jeff Garcia pass complete to Tai Streets for 12 yards (tackle by Terrell Roberts),4.370,5.830
4,13:05,1,6,CIN 6,23,31,"Jeff Garcia left end for 6 yards, touchdown",5.830,7.000
4,,,,CIN 2,24,31,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,24,31,"Todd Peterson kicks off 63 yards, returned by Brandon Bennett for 23 yards (tackle by Terry Jackson)",0.000,0.940
4,12:53,1,10,CIN 30,24,31,Jon Kitna pass complete to Peter Warrick for 4 yards (tackle by Julian Peterson),0.940,0.930
4,12:21,2,6,CIN 34,24,31,Corey Dillon left guard for 5 yards (tackle by Derek Smith and Travis Kirschke),0.930,0.890
4,11:44,3,1,CIN 39,24,31,Jon Kitna pass complete to Matt Schobel for 6 yards (tackle by Julian Peterson),0.890,1.930
4,10:35,1,10,CIN 45,24,31,Jon Kitna pass complete to Chad Ochocinco for 11 yards (tackle by Jeff Ulbrich),1.930,2.650
4,9:56,1,10,SFO 44,24,31,Corey Dillon up the middle for 2 yards (tackle by Andre Carter),2.650,2.380
4,9:13,2,8,SFO 42,24,31,Jon Kitna pass complete to Chad Ochocinco for 26 yards (tackle by Zack Bronson),2.380,4.510
4,8:31,1,10,SFO 16,24,31,Jon Kitna pass complete to Reggie Kelly for 2 yards (tackle by Jeff Ulbrich),4.510,4.210
4,7:50,2,8,SFO 14,24,31,Jon Kitna pass incomplete intended for Chad Ochocinco,4.210,3.370
4,7:46,3,8,SFO 14,24,31,Jon Kitna pass complete to Brandon Bennett for 2 yards (tackle by Sean Moran),3.370,2.660
4,7:03,4,6,SFO 12,24,34,Shayne Graham 30 yard field goal good,2.660,3.000
4,,,,CIN 30,24,34,"Shayne Graham kicks off 59 yards, returned by Cedrick Wilson for 20 yards (tackle by Khalid Abdullah). Penalty on Dwaine Carpenter: Offensive Holding, 10 yards",0.000,-0.220
4,6:53,1,10,SFO 15,24,34,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Terrell Roberts),-0.220,0.080
4,6:28,2,5,SFO 20,24,34,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Tory James),0.080,0.870
4,5:53,1,10,SFO 29,24,34,Jeff Garcia pass complete to Terrell Owens for 21 yards (tackle by Terrell Roberts),0.870,2.260
4,5:23,1,10,CIN 50,24,34,Jeff Garcia for 16 yards (tackle by Terrell Roberts),2.260,3.310
4,4:54,1,10,CIN 34,24,34,Jamal Robertson right tackle for 11 yards (tackle by Marquand Manuel),3.310,4.040
4,4:37,1,10,CIN 23,24,34,"Jeff Garcia pass incomplete intended for Tai Streets. Penalty on Tory James: Illegal Use of Hands, 5 yards (no play)",4.040,4.370
4,4:31,1,10,CIN 18,24,34,Jeff Garcia for 17 yards (tackle by Marquand Manuel),4.370,6.970
4,3:55,1,1,CIN 1,30,34,"Kevan Barlow up the middle for 1 yard, touchdown",6.970,7.000
4,,,,CIN 2,31,34,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,31,34,"Todd Peterson kicks off 56 yards, returned by Brandon Bennett for 17 yards (tackle by Terry Jackson)",0.000,1.000
4,3:43,1,10,CIN 31,31,34,Rudi Johnson left guard for 2 yards (tackle by Anthony Adams),1.000,0.730
4,2:59,2,8,CIN 33,31,34,Rudi Johnson right tackle for 10 yards (tackle by Ahmed Plummer and Derek Smith),0.730,1.800
4,2:46,,,,31,34,Timeout #1 by San Francisco 49ers,0.000,1.800
4,2:46,1,10,CIN 43,31,34,Rudi Johnson up the middle for 3 yards (tackle by Chidi Ahanotu and Jeff Ulbrich),1.800,1.660
4,2:39,,,,31,34,Timeout #2 by San Francisco 49ers,0.000,1.660
4,2:39,2,7,CIN 46,31,34,Rudi Johnson right end for 47 yards (tackle by Jeff Ulbrich),1.660,5.600
4,2:29,1,7,SFO 7,31,34,Brandon Bennett right end for 4 yards (tackle by Ahmed Plummer),5.600,5.530
4,2:23,2,3,SFO 3,31,40,"Rudi Johnson right tackle for 3 yards, touchdown",5.530,7.000
4,,,,SFO 2,31,41,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,31,41,"Shayne Graham kicks off 54 yards, returned by Cedrick Wilson for 30 yards (tackle by Reggie Myles)",0.000,1.990
4,2:12,1,10,SFO 46,31,41,Jeff Garcia pass incomplete intended for Brandon Lloyd (defended by Kevin Kaesviharn),1.990,1.450
4,2:08,2,10,SFO 46,31,41,Jeff Garcia pass incomplete intended for Kevan Barlow,1.450,0.760
4,2:03,3,10,SFO 46,31,41,Jeff Garcia pass complete to Tai Streets for 11 yards (tackle by Terrell Roberts),0.760,2.720
4,1:58,1,10,CIN 43,31,41,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Brian Simmons),2.720,3.260
4,1:52,2,2,CIN 35,31,41,"Jeff Garcia pass incomplete intended for Terrell Owens. Penalty on Justin Smith: Roughing the Passer, 15 yards (no play)",3.260,4.240
4,1:46,1,10,CIN 20,31,41,Jeff Garcia pass complete to Tai Streets for 12 yards (tackle by Brian Simmons),4.240,5.370
4,1:38,1,8,CIN 8,31,41,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Marquand Manuel),5.370,5.530
4,1:17,2,3,CIN 3,37,41,"Kevan Barlow left guard for 3 yards, touchdown",5.530,7.000
4,,,,CIN 2,38,41,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,38,41,"Todd Peterson kicks onside 8 yards, recovered by Rudi Johnson",0.000,3.050
4,1:11,1,10,SFO 38,38,41,Jon Kitna kneels for -1 yards,3.050,2.370
4,0:32,2,11,SFO 39,38,41,Jon Kitna kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
