Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2,11:51,1,10,TEN 17,3,7,Antonio Brown right end for 10 yards (tackle by Anthony Smith and Barrett Ruud),4.440,5.600
2,11:19,1,7,TEN 7,3,13,"Ben Roethlisberger pass complete short middle to Hines Ward for 7 yards, touchdown",5.600,7.000
2,,,,TEN 2,3,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,3,14,"Shaun Suisham kicks off 64 yards, returned by Marc Mariani for 42 yards (tackle by Shaun Suisham)",0.000,1.800
2,11:07,1,10,TEN 43,3,14,Matt Hasselbeck pass incomplete short middle intended for Daniel Graham,1.800,1.250
2,11:03,2,10,TEN 43,3,14,Chris Johnson right tackle for no gain (tackle by Ike Taylor and James Farrior),1.250,0.560
2,10:20,3,10,TEN 43,3,14,Matt Hasselbeck pass complete short left to Lavelle Hawkins for 7 yards (tackle by Troy Polamalu),0.560,-0.060
2,9:29,4,3,TEN 50,3,14,"Brett Kern punts 40 yards, fair catch by Antonio Brown",-0.060,0.380
2,9:21,1,10,PIT 10,3,14,Jonathan Dwyer right tackle for 76 yards (tackle by Cortland Finnegan),-0.380,4.650
2,8:54,1,10,TEN 14,3,14,"Isaac Redman right tackle for 2 yards (tackle by Cortland Finnegan). Penalty on William Hayes: Defensive Offside, 5 yards (no play)",4.650,5.800
2,8:28,1,5,TEN 9,3,14,Isaac Redman right guard for 3 yards (tackle by Jason McCourty and Jordan Babineaux),5.800,5.470
2,7:41,2,2,TEN 6,3,14,Isaac Redman up the middle for 5 yards (tackle by Jason Jones and Dave Ball),5.470,6.970
2,6:55,1,1,TEN 1,3,14,Isaac Redman right guard for no gain (tackle by Jason McCourty and Jason Jones),6.970,5.910
2,6:17,2,1,TEN 1,3,20,"Ben Roethlisberger pass complete short right to David Johnson for 1 yard, touchdown",5.910,7.000
2,,,,TEN 2,3,21,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,3,21,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
2,6:09,1,10,TEN 20,3,21,Chris Johnson left guard for 4 yards (tackle by James Farrior),0.280,0.270
2,5:33,2,6,TEN 24,3,21,Matt Hasselbeck pass complete deep middle to Damian Williams for 17 yards (tackle by William Gay),0.270,1.660
2,4:59,1,10,TEN 41,3,21,Chris Johnson right tackle for no gain (tackle by James Farrior),1.660,1.120
2,4:19,2,10,TEN 41,3,21,Matt Hasselbeck pass complete short left to Damian Williams for 2 yards (tackle by Lawrence Timmons),1.120,0.700
2,3:40,3,8,TEN 43,3,21,Matt Hasselbeck sacked by LaMarr Woodley and Evander Hood for -9 yards,0.700,-1.110
2,3:34,4,17,TEN 34,3,21,"Brett Kern punts 44 yards. Penalty on Stevenson Sylvester: Offensive Holding, 10 yards",-1.110,0.350
2,3:22,1,10,PIT 12,3,21,Isaac Redman right tackle for no gain (tackle by Barrett Ruud),-0.350,-0.780
2,2:36,2,10,PIT 12,3,21,Ben Roethlisberger pass complete short right to Mike Wallace for 7 yards (tackle by Jason McCourty),-0.780,-0.600
2,2:00,3,3,PIT 19,3,21,Ben Roethlisberger pass complete short middle to Hines Ward for 6 yards (tackle by Will Witherspoon),-0.600,0.610
2,1:40,1,10,PIT 25,3,21,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Alterraun Verner),0.610,0.060
2,1:35,2,10,PIT 25,3,21,Ben Roethlisberger pass complete short middle to Heath Miller for 18 yards (tackle by Alterraun Verner and Jordan Babineaux),0.060,1.800
2,1:26,,,,3,21,Timeout #2 by Pittsburgh Steelers,0.000,1.800
2,1:26,1,10,PIT 43,3,21,Ben Roethlisberger pass complete short middle to Hines Ward for 12 yards (tackle by Barrett Ruud),1.800,2.590
2,1:06,1,10,TEN 45,3,21,"Penalty on Derrick Morgan: Neutral Zone Infraction, 5 yards (no play)",2.590,3.320
2,1:06,1,5,TEN 40,3,21,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders (defended by Anthony Smith),3.320,2.720
2,1:02,2,5,TEN 40,3,21,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,2.720,2.010
2,0:58,3,5,TEN 40,3,21,Ben Roethlisberger pass complete short left to Hines Ward for 7 yards (tackle by Jordan Babineaux),2.010,3.380
2,0:33,1,10,TEN 33,3,21,Ben Roethlisberger pass incomplete deep middle intended for Emmanuel Sanders,3.380,2.840
2,0:29,2,10,TEN 33,3,21,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Alterraun Verner),2.840,2.940
2,0:12,3,4,TEN 27,3,21,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders is intercepted by Cortland Finnegan at TEN-26 and returned for 8 yards (tackle by Mike Wallace),2.940,-1.200
2,0:08,1,10,TEN 34,3,21,Chris Johnson left tackle for 9 yards (tackle by Bryant McFadden and Ryan Mundy),1.200,1.870
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,21,"Rob Bironas kicks off 73 yards, returned by Antonio Brown for 31 yards (tackle by Marc Mariani)",0.000,0.480
3,14:51,1,10,PIT 23,3,21,"Isaac Redman up the middle for no gain. Penalty on Shaun Smith: Illegal Use of Hands, 5 yards (no play)",0.480,0.810
3,14:23,1,10,PIT 28,3,21,"Isaac Redman right tackle for -2 yards (tackle by Barrett Ruud). Penalty on Barrett Ruud: Face Mask (15 Yards), 15 yards",0.810,1.660
3,14:01,1,10,PIT 41,3,21,Ben Roethlisberger pass complete short left to Mike Wallace for 6 yards (tackle by Cortland Finnegan),1.660,1.930
3,13:21,2,4,PIT 47,3,21,Ben Roethlisberger sacked by Jurrell Casey for -4 yards,1.930,0.700
3,12:46,3,8,PIT 43,3,21,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery (defended by Anthony Smith),0.700,-0.520
3,12:43,4,8,PIT 43,3,21,"Daniel Sepulveda punts 48 yards, returned by Marc Mariani for 10 yards (tackle by Larry Foote)",-0.520,-0.150
3,12:33,1,10,TEN 19,3,21,Chris Johnson left guard for 5 yards (tackle by William Gay and LaMarr Woodley),0.150,0.340
3,11:57,2,5,TEN 24,3,21,Chris Johnson right tackle for -1 yards (tackle by Chris Hoke),0.340,-0.550
3,11:12,3,6,TEN 23,3,21,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 5 yards (tackle by Ryan Clark),-0.550,-1.500
3,10:32,4,1,TEN 28,3,21,Brett Kern punts 43 yards,-1.500,-0.870
3,10:25,1,10,PIT 29,3,21,Ben Roethlisberger pass complete deep left to Hines Ward for 16 yards (tackle by Michael Griffin),0.870,1.930
3,9:43,1,10,PIT 45,3,21,Isaac Redman up the middle for 12 yards (tackle by Michael Griffin and Jordan Babineaux),1.930,2.720
3,9:00,1,10,TEN 43,3,21,Ben Roethlisberger pass complete short middle to Hines Ward for 1 yard (tackle by SenDerrick Marks and Jurrell Casey),2.720,2.310
3,8:19,2,9,TEN 42,3,21,Ben Roethlisberger pass complete deep middle to Heath Miller for 20 yards (tackle by Barrett Ruud),2.310,4.110
3,7:41,1,10,TEN 22,3,21,Isaac Redman right guard for 6 yards (tackle by Jason McCourty and Barrett Ruud),4.110,4.460
3,6:58,2,4,TEN 16,3,21,Isaac Redman right tackle for 5 yards (tackle by Jason McCourty),4.460,4.840
3,6:16,1,10,TEN 11,3,21,Isaac Redman right guard for no gain (tackle by Jurrell Casey and Cortland Finnegan),4.840,4.140
3,5:35,2,10,TEN 11,3,21,Jonathan Dwyer left tackle for 6 yards (tackle by Jurrell Casey),4.140,4.440
3,4:49,3,4,TEN 5,3,27,"Ben Roethlisberger pass complete short left to Hines Ward for 5 yards, touchdown",4.440,7.000
3,,,,TEN 2,3,28,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 35,3,28,"Shaun Suisham kicks off 67 yards, returned by Marc Mariani for 25 yards (tackle by Jonathan Dwyer)",0.000,0.480
3,4:37,1,10,TEN 23,3,28,Matt Hasselbeck pass complete deep middle to Lavelle Hawkins for 16 yards (tackle by William Gay),0.480,1.530
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
3,4:16,1,10,TEN 39,3,28,Matt Hasselbeck pass incomplete short left intended for Damian Williams,1.530,0.990
3,4:11,2,10,TEN 39,3,28,Matt Hasselbeck pass complete short right to Nate Washington for 21 yards,0.990,2.920
3,3:41,1,10,PIT 40,3,28,Matt Hasselbeck pass complete short right to Chris Johnson for 4 yards (tackle by James Farrior),2.920,2.910
3,3:16,2,6,PIT 36,3,28,Matt Hasselbeck pass complete short middle to Jared Cook for 10 yards (tackle by Ryan Mundy),2.910,3.840
3,3:04,1,10,PIT 26,3,28,Matt Hasselbeck pass incomplete deep left intended for Damian Williams,3.840,3.300
3,2:49,2,10,PIT 26,3,28,Matt Hasselbeck pass incomplete short right intended for Nate Washington (defended by James Farrior),3.300,2.610
3,2:44,3,10,PIT 26,3,28,Matt Hasselbeck pass complete deep middle to Nate Washington for 25 yards (tackle by Ryan Clark),2.610,6.970
3,2:06,1,1,PIT 1,9,28,"Chris Johnson left tackle for 1 yard, touchdown",6.970,7.000
3,,,,PIT 2,10,28,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 35,10,28,"Rob Bironas kicks onside 20 yards, recovered by Alterraun Verner (onside kick successful)",0.000,2.590
3,2:00,1,10,PIT 45,10,28,Matt Hasselbeck pass incomplete short middle intended for Jared Cook is intercepted by LaMarr Woodley at PIT-45 and returned for 1 yard (tackle by David Stewart),2.590,-1.990
3,1:54,1,10,PIT 46,10,28,Jonathan Dwyer left tackle for 9 yards (tackle by Jason McCourty and Michael Griffin),1.990,2.670
3,1:18,2,1,TEN 45,10,28,Jonathan Dwyer left guard for 2 yards (tackle by Barrett Ruud and Derrick Morgan),2.670,2.720
3,0:38,1,10,TEN 43,10,28,Jonathan Dwyer for 7 yards,2.720,3.120
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,TEN 36,10,28,Mike Wallace left end for 8 yards (tackle by Jordan Babineaux),3.120,3.710
4,14:16,1,10,TEN 28,10,28,Jonathan Dwyer right guard for 1 yard (tackle by Jordan Babineaux and Jason McCourty),3.710,3.300
4,13:34,2,9,TEN 27,10,28,Ben Roethlisberger pass complete short right to Isaac Redman for 8 yards (tackle by Will Witherspoon and Jason Jones),3.300,3.720
4,13:01,3,1,TEN 19,10,28,Ben Roethlisberger pass complete short right to Mike Wallace for 12 yards (tackle by Jason McCourty),3.720,5.600
4,12:18,1,7,TEN 7,10,28,Jonathan Dwyer up the middle for no gain (tackle by Jordan Babineaux),5.600,4.760
4,11:37,2,7,TEN 7,10,28,Ben Roethlisberger pass incomplete short right intended for Heath Miller,4.760,3.810
4,11:31,3,7,TEN 7,10,28,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 6 yards (tackle by Jordan Babineaux and Jason McCourty),3.810,3.550
4,10:48,4,1,TEN 1,10,31,Shaun Suisham 19 yard field goal good,3.550,3.000
4,,,,PIT 35,10,31,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
4,10:45,1,10,TEN 20,10,31,Matt Hasselbeck pass complete short left to Damian Williams for 5 yards (tackle by Keenan Lewis),0.280,0.410
4,10:22,2,5,TEN 25,10,31,Matt Hasselbeck pass complete short right to Nate Washington for 4 yards (tackle by William Gay),0.410,0.230
4,10:00,3,1,TEN 29,10,31,Chris Johnson right guard for 4 yards (tackle by Brett Keisel and Troy Polamalu),0.230,1.140
4,9:37,1,10,TEN 33,10,31,Matt Hasselbeck pass complete short middle to Chris Johnson for 9 yards (tackle by James Farrior and Troy Polamalu),1.140,1.810
4,9:16,2,1,TEN 42,10,31,Matt Hasselbeck pass incomplete deep left intended for Damian Williams,1.810,1.090
4,9:11,3,1,TEN 42,10,31,Matt Hasselbeck pass complete short middle to Javon Ringer for 3 yards (tackle by James Farrior),1.090,1.930
4,8:54,1,10,TEN 45,10,31,Matt Hasselbeck pass incomplete short left intended for Damian Williams,1.930,1.380
4,8:48,2,10,TEN 45,10,31,Matt Hasselbeck pass complete short left to Javon Ringer for -2 yards (tackle by William Gay),1.380,0.430
4,8:24,3,12,TEN 43,10,31,Matt Hasselbeck pass complete short middle to Nate Washington for 12 yards (tackle by Ryan Clark),0.430,2.590
4,8:02,1,10,PIT 45,10,31,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,2.590,2.040
4,7:57,2,10,PIT 45,10,31,Matt Hasselbeck pass complete short left to Marc Mariani for 5 yards (tackle by Troy Polamalu),2.040,2.010
4,7:34,3,5,PIT 40,10,31,Matt Hasselbeck pass incomplete short middle intended for Jared Cook (defended by Troy Polamalu),2.010,0.590
4,7:30,4,5,PIT 40,10,31,Matt Hasselbeck pass incomplete short left intended for Marc Mariani (defended by Keenan Lewis),0.590,-1.600
4,7:28,1,10,PIT 40,10,31,Jonathan Dwyer left guard for 2 yards (tackle by Barrett Ruud),1.600,1.320
4,6:52,2,8,PIT 42,10,31,Jonathan Dwyer right tackle for no gain (tackle by William Hayes and Will Witherspoon),1.320,0.630
4,6:45,,,,10,31,Timeout #1 by Tennessee Titans,0.000,0.630
4,6:45,3,8,PIT 42,10,31,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.630,-0.590
4,6:39,4,8,PIT 42,10,31,"Penalty on Larry Foote: False Start, 5 yards (no play)",-0.590,-0.910
4,6:39,4,13,PIT 37,10,31,"Daniel Sepulveda punts no gain. Penalty on Jamie Harper: Illegal Block Above the Waist, 10 yards",-0.910,-3.120
4,6:27,1,10,PIT 37,10,31,Matt Hasselbeck pass complete to Javon Ringer for 8 yards (tackle by Troy Polamalu),3.120,3.650
4,6:13,2,2,PIT 29,10,31,Matt Hasselbeck pass incomplete intended for Jared Cook,3.650,2.940
4,5:56,3,2,PIT 29,10,31,Matt Hasselbeck pass incomplete deep middle intended for Nate Washington,2.940,1.600
4,5:49,4,2,PIT 29,10,31,Matt Hasselbeck up the middle for 3 yards (tackle by Evander Hood),1.600,3.840
4,5:26,1,10,PIT 26,10,31,Matt Hasselbeck pass complete short middle to Javon Ringer for 4 yards (tackle by James Farrior),3.840,3.840
4,5:02,2,6,PIT 22,10,31,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 5 yards (tackle by Keenan Lewis),3.840,3.950
4,4:40,3,1,PIT 17,10,31,"Matt Hasselbeck sacked by Cameron Heyward for -8 yards. Matt Hasselbeck fumbles (forced by Cameron Heyward), recovered by Javon Ringer at PIT-25",3.950,1.800
4,3:57,,,,10,31,Timeout #2 by Tennessee Titans,0.000,1.800
4,3:57,4,9,PIT 25,10,31,"Matt Hasselbeck pass incomplete deep middle intended for Jared Cook (defended by Troy Polamalu). Penalty on Troy Polamalu: Defensive Pass Interference, 16 yards (no play)",1.800,5.140
4,3:52,1,9,PIT 9,10,31,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,5.140,4.380
4,3:47,2,9,PIT 9,10,31,"Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins. Penalty on Matt Hasselbeck: Intentional Grounding, 10 yards",4.380,2.490
4,3:39,3,19,PIT 19,16,31,"Matt Hasselbeck pass complete deep left to Damian Williams for 19 yards, touchdown",2.490,7.000
4,,,,PIT 2,17,31,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,17,31,"Rob Bironas kicks onside 9 yards, recovered by Emmanuel Sanders",0.000,2.650
4,3:31,1,10,TEN 44,17,31,Jonathan Dwyer right guard for no gain (tackle by Barrett Ruud and William Hayes),2.650,2.110
4,3:26,,,,17,31,Timeout #3 by Tennessee Titans,0.000,2.110
4,3:26,2,10,TEN 44,17,31,Jonathan Dwyer up the middle for 4 yards (tackle by Jason McCourty),2.110,1.950
4,2:46,3,6,TEN 40,17,37,"Ben Roethlisberger pass complete deep right to Mike Wallace for 40 yards, touchdown",1.950,7.000
4,,,,TEN 2,17,38,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,PIT 35,17,38,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
4,2:38,1,10,TEN 20,17,38,Matt Hasselbeck pass complete short middle to Javon Ringer for no gain,0.280,-0.270
4,2:13,2,10,TEN 20,17,38,"Penalty on Michael Roos: False Start, 5 yards (no play)",-0.270,-1.070
4,2:12,2,15,TEN 15,17,38,Matt Hasselbeck pass complete short middle to Jared Cook for 14 yards (tackle by Ryan Mundy),-1.070,0.230
4,1:59,3,1,TEN 29,17,38,Javon Ringer right guard for 2 yards (tackle by Cameron Heyward),0.230,1.000
4,1:40,1,10,TEN 31,17,38,Matt Hasselbeck pass incomplete deep left intended for Damian Williams,1.000,0.460
4,1:34,2,10,TEN 31,17,38,Javon Ringer up the middle for 5 yards (tackle by James Farrior and Ryan Mundy),0.460,0.430
4,1:11,3,5,TEN 36,17,38,Matt Hasselbeck pass complete short right to Jared Cook for 16 yards (tackle by Troy Polamalu and James Farrior),0.430,2.390
4,0:46,1,10,PIT 48,17,38,Matt Hasselbeck pass complete short middle to Javon Ringer for 3 yards (tackle by James Farrior),2.390,2.250
4,0:23,2,7,PIT 45,17,38,Javon Ringer left guard for 5 yards (tackle by Troy Polamalu and James Farrior),2.250,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
