Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
JuJu Smith-Schuster,PIT,8,5,26,0,3,11,2.2,15,3.0,4.1,0,,1,12.5,0,67.7
Diontae Johnson,PIT,10,5,34,1,4,24,4.8,10,2.0,10.2,0,,2,20.0,0,91.2
Pat Freiermuth,PIT,5,4,25,0,1,4,1.0,21,5.3,2.8,1,4.0,0,0.0,0,87.5
Zach Gentry,PIT,4,4,33,0,1,14,3.5,19,4.8,3.5,0,,0,0.0,0,101.0
Chase Claypool,PIT,7,3,25,0,1,15,5.0,10,3.3,12.9,0,,0,0.0,0,52.7
James Washington,PIT,3,2,37,1,2,34,17.0,3,1.5,20.7,0,,0,0.0,0,148.6
Benny Snell Jr.,PIT,2,2,16,0,2,2,1.0,14,7.0,1.0,0,,0,0.0,0,100.0
Najee Harris,PIT,2,2,-1,0,,-10,-5.0,9,4.5,-5.0,0,,0,0.0,0,79.2
Ray-Ray McCloud,PIT,2,2,20,0,1,13,6.5,7,3.5,6.5,0,,0,0.0,0,108.3
Derek Watt,PIT,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jerick McKinnon,KAN,6,6,81,1,5,-25,-4.2,106,17.7,-4.2,0,,0,0.0,0,158.3
Travis Kelce,KAN,7,5,108,1,3,40,8.0,68,13.6,8.4,1,5.0,0,0.0,0,153.3
Tyreek Hill,KAN,5,5,57,1,2,45,9.0,12,2.4,9.0,0,,0,0.0,0,153.7
Byron Pringle,KAN,7,5,37,2,3,17,3.4,20,4.0,6.7,0,,0,0.0,0,123.2
Demarcus Robinson,KAN,5,4,76,0,3,48,12.0,28,7.0,10.0,0,,0,0.0,1,79.2
Mecole Hardman,KAN,4,4,43,0,2,4,1.0,39,9.8,1.0,0,,0,0.0,0,111.5
Blake Bell,KAN,1,1,3,0,,-1,-1.0,4,4.0,-1.0,0,,0,0.0,0,79.2
Nick Allegretti,KAN,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
Noah Gray,KAN,2,0,0,0,,0,,0,,6.5,0,,0,0.0,0,39.6
