Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,9:34,3,6,KAN 44,0,0,Patrick Mahomes pass complete short middle to Byron Pringle for 5 yards (tackle by Minkah Fitzpatrick),,
1,8:53,4,1,KAN 49,0,0,"Tommy Townsend punts 33 yards, fair catch by Ray-Ray McCloud at PIT-18",,
1,8:45,1,10,PIT 18,0,0,Kalen Ballage up the middle for 5 yards (tackle by Anthony Hitchens and L'Jarius Sneed),,
1,8:02,2,5,PIT 23,0,0,Ben Roethlisberger pass complete short left to Pat Freiermuth for 3 yards (tackle by Willie Gay),,
1,7:19,3,2,PIT 26,0,0,Ben Roethlisberger sacked by Tershawn Wharton for -11 yards,,
1,6:46,4,13,PIT 15,0,0,"Pressley Harvin punts 55 yards, returned by Mecole Hardman for 48 yards (tackle by Derek Watt)",,
1,6:30,1,10,PIT 22,0,0,Patrick Mahomes pass short right (defended by T.J. Watt) intended for Demarcus Robinson is intercepted by Devin Bush at PIT-20 and returned for 10 yards (tackle by Trey Smith),,
1,6:22,1,10,PIT 30,0,0,Ben Roethlisberger pass complete short middle to Diontae Johnson for 4 yards (tackle by Nick Bolton),,
1,5:39,2,6,PIT 34,0,0,Ben Roethlisberger pass complete to JuJu Smith-Schuster for 7 yards (tackle by L'Jarius Sneed),,
1,4:59,1,10,PIT 41,0,0,Najee Harris right tackle for 2 yards (tackle by Melvin Ingram and Jarran Reed),,
1,4:17,2,8,PIT 43,0,0,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson,,
1,4:15,3,8,PIT 43,0,0,"Penalty on Diontae Johnson: False Start, 5 yards (accepted) (no play)",,
1,4:15,3,13,PIT 38,0,0,Ben Roethlisberger pass incomplete deep middle intended for JuJu Smith-Schuster,,
1,4:12,4,13,PIT 38,0,0,Pressley Harvin punts 42 yards downed by Christian Kuntz,,
1,3:58,1,10,KAN 20,0,0,Patrick Mahomes pass complete short right to Demarcus Robinson for 5 yards (tackle by Joe Haden),,
1,3:22,2,5,KAN 25,0,0,Darrel Williams up the middle for 4 yards (tackle by Isaiahh Loudermilk and Joe Haden),,
1,2:46,3,1,KAN 29,0,0,Patrick Mahomes pass complete short right to Mecole Hardman for 4 yards (tackle by Cameron Sutton),,
1,2:21,1,10,KAN 33,0,0,Jerick McKinnon left end for 4 yards (tackle by Montravius Adams),,
1,1:48,2,6,KAN 37,0,0,Patrick Mahomes pass incomplete short left,,
1,1:38,3,6,KAN 37,0,0,"Penalty on Trey Smith: False Start, 5 yards (accepted) (no play)",,
1,1:38,3,11,KAN 32,0,0,Patrick Mahomes pass complete short right to Demarcus Robinson for 15 yards (tackle by Marcus Allen and Tre Norwood),,
1,1:01,1,10,KAN 47,0,0,Patrick Mahomes pass incomplete short right intended for Noah Gray,,
1,0:57,2,10,KAN 47,0,0,Patrick Mahomes scrambles up the middle for 2 yards (tackle by Taco Charlton),,
1,0:17,3,8,KAN 49,0,0,Patrick Mahomes pass incomplete deep left intended for Byron Pringle (defended by Tre Norwood),,
1,0:07,4,8,KAN 49,0,0,"Tommy Townsend punts 32 yards, fair catch by Ray-Ray McCloud at PIT-19",,
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 19,0,0,Najee Harris right tackle for 4 yards (tackle by Nick Bolton and Derrick Nnadi),,
2,14:16,2,6,PIT 23,0,0,Najee Harris right tackle for 3 yards (tackle by Derrick Nnadi),,
2,13:34,3,3,PIT 26,0,0,Ben Roethlisberger pass complete short left to Diontae Johnson for 5 yards (tackle by Mike Hughes),,
2,12:52,1,10,PIT 31,0,0,Najee Harris left end for 4 yards (tackle by Nick Bolton and Anthony Hitchens),,
2,12:07,2,6,PIT 35,0,0,Najee Harris up the middle for 4 yards (tackle by Mike Hughes),,
2,11:27,3,2,PIT 39,0,0,Ben Roethlisberger pass incomplete deep left intended for Diontae Johnson,,
2,11:22,4,2,PIT 39,0,0,Pressley Harvin punts 47 yards out of bounds,,
2,11:13,1,10,KAN 14,0,0,"Derrick Gore right end for 2 yards (tackle by Robert Spillane). Penalty on T.J. Watt: Face Mask (15 Yards), 15 yards (accepted)",,
2,10:51,1,10,KAN 31,6,0,"Mecole Hardman aborted snap, recovered by Darrel Williams at KC-29. Darrel Williams fumbles (forced by Cameron Heyward), recovered by T.J. Watt at KC-26 and returned for 26 yards, touchdown",,
2,10:41,,,KAN 15,7,0,Chris Boswell kicks extra point good,,
2,10:41,,,PIT 35,7,0,"Chris Boswell kicks off 64 yards, returned by Byron Pringle for 23 yards (tackle by Justin Layne)",,
2,10:35,1,10,KAN 24,7,0,Patrick Mahomes pass complete deep left to Tyreek Hill for 20 yards (tackle by Cameron Sutton),,
2,10:01,1,10,KAN 44,7,0,Patrick Mahomes pass complete short left to Tyreek Hill for 2 yards (tackle by Ahkello Witherspoon),,
2,9:22,2,8,KAN 46,7,0,Patrick Mahomes pass complete short left to Jerick McKinnon for 14 yards (tackle by Cameron Heyward),,
2,8:42,1,10,PIT 40,7,0,"Penalty on Blake Bell: False Start, 5 yards (accepted) (no play)",,
2,8:20,1,15,PIT 45,7,0,Patrick Mahomes scrambles left end for 23 yards (tackle by Terrell Edmunds),,
2,7:46,1,10,PIT 22,7,0,Jerick McKinnon left tackle for -2 yards (tackle by T.J. Watt),,
2,7:10,2,12,PIT 24,7,0,Patrick Mahomes pass complete short right to Travis Kelce for 15 yards (tackle by Cameron Sutton),,
2,6:29,1,9,PIT 9,7,0,Patrick Mahomes pass complete short right to Jerick McKinnon for 5 yards (tackle by Robert Spillane),,
2,5:50,2,4,PIT 4,7,6,"Patrick Mahomes pass complete short middle to Jerick McKinnon for 4 yards, touchdown",,
2,5:45,,,PIT 15,7,7,Harrison Butker kicks extra point good,,
2,5:45,,,KAN 35,7,7,"Harrison Butker kicks off 63 yards, returned by Ray-Ray McCloud for 23 yards (tackle by Noah Gray)",,
2,5:40,1,10,PIT 25,7,7,Ben Roethlisberger pass incomplete deep middle intended for Chase Claypool (defended by Charvarius Ward),,
2,5:33,2,10,PIT 25,7,7,Najee Harris right tackle for 8 yards (tackle by Frank Clark),,
2,4:51,3,2,PIT 33,7,7,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,,
2,4:46,4,2,PIT 33,7,7,"Pressley Harvin punts 41 yards, fair catch by Mike Hughes at KC-26",,
2,4:38,1,10,KAN 26,7,7,Patrick Mahomes pass incomplete short right intended for Byron Pringle,,
2,4:34,2,10,KAN 26,7,7,Patrick Mahomes pass complete short middle to Travis Kelce for 31 yards (tackle by Joe Haden),,
2,4:04,1,10,PIT 43,7,7,Jerick McKinnon up the middle for 15 yards (tackle by Minkah Fitzpatrick),,
2,3:18,1,10,PIT 28,7,7,Jerick McKinnon right tackle for 13 yards (tackle by Alex Highsmith),,
2,2:41,1,10,PIT 15,7,7,Patrick Mahomes pass complete short right to Tyreek Hill for no gain (tackle by Joe Haden),,
2,2:12,2,10,PIT 15,7,7,Patrick Mahomes pass complete short right to Blake Bell for 3 yards (tackle by Robert Spillane),,
2,2:00,3,7,PIT 12,7,13,"Patrick Mahomes pass complete short right to Byron Pringle for 12 yards, touchdown",,
2,1:55,,,PIT 15,7,14,Harrison Butker kicks extra point good,,
2,1:55,,,KAN 35,7,14,"Penalty on Alex Highsmith: Roughing the Passer, 15 yards (accepted) (no play)",,
2,1:55,1,10,KAN 50,7,14,"Harrison Butker kicks off 50 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Zayne Anderson)",,
2,1:51,1,10,PIT 14,7,14,Najee Harris up the middle for no gain (tackle by Chris Jones and Frank Clark),,
2,1:17,2,10,PIT 14,7,14,Ben Roethlisberger pass complete short left to Pat Freiermuth for 5 yards (tackle by Charvarius Ward),,
2,1:12,3,5,PIT 19,7,14,Ben Roethlisberger pass incomplete deep right intended for Chase Claypool,,
2,1:06,4,5,PIT 19,7,14,"Pressley Harvin punts 53 yards, returned by Tyreek Hill for -8 yards (tackle by Miles Killebrew)",,
2,0:52,1,10,KAN 20,7,14,Patrick Mahomes pass incomplete short right,,
2,0:48,2,10,KAN 20,7,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 15 yards (tackle by Ahkello Witherspoon),,
2,0:41,1,10,KAN 35,7,14,Patrick Mahomes pass complete deep right to Demarcus Robinson for 27 yards (tackle by Minkah Fitzpatrick),,
2,0:35,1,10,PIT 38,7,14,Patrick Mahomes sacked by Alex Highsmith for -10 yards,,
2,0:29,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:29,2,20,PIT 48,7,14,Patrick Mahomes pass incomplete short middle intended for Noah Gray,,
2,0:22,3,20,PIT 48,7,20,"Patrick Mahomes pass complete to Travis Kelce for 48 yards, touchdown",,
2,0:13,,,PIT 15,7,21,Harrison Butker kicks extra point good,,
2,0:13,,,KAN 35,7,21,"Harrison Butker kicks off 65 yards, touchback.",,
2,0:13,1,10,PIT 25,7,21,Ben Roethlisberger kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,21,"Chris Boswell kicks off 60 yards, returned by Byron Pringle for 27 yards (tackle by Derek Watt)",,
3,14:53,1,10,KAN 32,7,21,Jerick McKinnon left end for 12 yards (tackle by Devin Bush),,
3,14:20,1,10,KAN 44,7,21,Jerick McKinnon up the middle for 1 yard (tackle by Terrell Edmunds),,
3,13:38,2,9,KAN 45,7,21,Patrick Mahomes pass complete short left to Demarcus Robinson for 29 yards (tackle by Minkah Fitzpatrick),,
3,12:54,1,10,PIT 26,7,21,"Patrick Mahomes sacked by Montravius Adams for -10 yards. Penalty on Andrew Wylie: Offensive Holding, 10 yards (declined)",,
3,12:32,2,20,PIT 36,7,21,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Cameron Heyward and Alex Highsmith),,
3,11:51,3,12,PIT 28,7,21,Patrick Mahomes pass complete short right to Jerick McKinnon for 23 yards (tackle by Terrell Edmunds),,
3,11:12,1,5,PIT 5,7,21,Jerick McKinnon right end for no gain (tackle by Henry Mondeaux and Isaiahh Loudermilk),,
3,10:32,2,5,PIT 5,7,21,"Patrick Mahomes pass complete short middle to Tyreek Hill for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Patrick Mahomes pass complete short middle to Tyreek Hill for 4 yards (tackle by Cameron Sutton)",,
3,10:18,3,1,PIT 1,7,27,"Patrick Mahomes pass complete short right to Nick Allegretti for 1 yard, touchdown",,
3,10:13,,,PIT 15,7,28,Harrison Butker kicks extra point good,,
3,10:13,,,KAN 35,7,28,"Harrison Butker kicks off 64 yards, returned by Ray-Ray McCloud for 29 yards (tackle by Marcus Kemp)",,
3,10:07,1,10,PIT 30,7,28,"Ben Roethlisberger pass complete to Najee Harris for -1 yards. Najee Harris fumbles (forced by Willie Gay), recovered by Frank Clark at PIT-29 (tackle by Willie Gay)",,
3,9:56,1,10,PIT 29,7,28,Jerick McKinnon left end for -2 yards (tackle by Joe Schobert),,
3,9:20,2,12,PIT 31,7,34,"Patrick Mahomes pass complete deep right to Tyreek Hill for 31 yards, touchdown",,
3,9:14,,,PIT 15,7,35,Harrison Butker kicks extra point good,,
3,9:14,,,KAN 35,7,35,"Harrison Butker kicks off 65 yards, touchback.",,
3,9:14,1,10,PIT 25,7,35,Najee Harris left end for -2 yards (tackle by Chris Jones and Frank Clark),,
3,8:46,,,,,,Timeout #1 by Kansas City Chiefs,,
3,8:46,2,12,PIT 23,7,35,Ben Roethlisberger pass complete short left to Chase Claypool for 16 yards (tackle by Charvarius Ward),,
3,8:14,1,10,PIT 39,7,35,Ben Roethlisberger pass complete short left to Najee Harris for no gain (tackle by Charvarius Ward),,
3,7:48,2,10,PIT 39,7,35,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 6 yards (tackle by L'Jarius Sneed),,
3,7:08,3,4,PIT 45,7,35,Ben Roethlisberger pass complete short left to Pat Freiermuth for 8 yards (tackle by Nick Bolton),,
3,6:32,1,10,KAN 47,7,35,Ben Roethlisberger pass complete short left to Chase Claypool for 5 yards (tackle by Derrick Nnadi),,
3,6:01,2,5,KAN 42,7,35,Kalen Ballage up the middle for 2 yards (tackle by Alex Okafor and Anthony Hitchens),,
3,5:24,3,3,KAN 40,7,35,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 5 yards (tackle by L'Jarius Sneed),,
3,4:51,1,10,KAN 35,7,35,Ben Roethlisberger pass complete deep left to James Washington for 22 yards (tackle by Charvarius Ward),,
3,4:15,1,10,KAN 13,13,35,"Ben Roethlisberger pass complete short right to Diontae Johnson for 13 yards, touchdown",,
3,4:10,,,KAN 15,14,35,Chris Boswell kicks extra point good,,
3,4:10,,,PIT 35,14,35,"Chris Boswell kicks off 65 yards, touchback.",,
3,4:10,1,10,KAN 25,14,35,Derrick Gore left end for -4 yards (tackle by Derrek Tuszka),,
3,3:32,2,14,KAN 21,14,35,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Terrell Edmunds),,
3,2:49,3,8,KAN 27,14,35,Patrick Mahomes pass complete short right to Byron Pringle for 15 yards (tackle by Joe Haden and Tre Norwood),,
3,2:14,1,10,KAN 42,14,35,Patrick Mahomes pass complete short right to Byron Pringle for 3 yards (tackle by Joe Haden),,
3,1:30,2,7,KAN 45,14,35,Patrick Mahomes pass complete short left to Mecole Hardman for 41 yards (tackle by Robert Spillane),,
3,0:48,1,10,PIT 14,14,35,Derrick Gore up the middle for 5 yards (tackle by Isaiahh Loudermilk),,
3,0:07,2,5,PIT 9,14,35,Patrick Mahomes scrambles right end for 4 yards (tackle by Robert Spillane),,
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,PIT 5,14,35,Michael Burton up the middle for 3 yards (tackle by Minkah Fitzpatrick and Miles Killebrew),,
4,14:18,1,2,PIT 2,14,41,"Travis Kelce pass complete short middle to Byron Pringle for 2 yards, touchdown",,
4,14:13,,,PIT 15,14,42,Harrison Butker kicks extra point good,,
4,14:13,,,KAN 35,14,42,"Harrison Butker kicks off 65 yards, touchback.",,
4,14:13,1,10,PIT 25,14,42,Najee Harris up the middle for 4 yards (tackle by L'Jarius Sneed),,
4,13:42,2,6,PIT 29,14,42,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 1 yard (tackle by Nick Bolton),,
4,13:05,3,5,PIT 30,14,42,Ben Roethlisberger pass complete short right to Chase Claypool for 4 yards (tackle by Daniel Sorensen and Charvarius Ward),,
4,12:17,4,1,PIT 34,14,42,Benny Snell right end for 8 yards (tackle by Daniel Sorensen and Juan Thornhill),,
4,11:37,1,10,PIT 42,14,42,"Ben Roethlisberger pass incomplete short middle intended for James Washington. Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:33,1,20,PIT 32,14,42,Ben Roethlisberger pass incomplete deep right intended for James Washington,,
4,11:28,2,20,PIT 32,14,42,"Ben Roethlisberger pass is intercepted by L'Jarius Sneed at PIT-44 and returned for no gain (tackle by Ray-Ray McCloud). Penalty on Alex Okafor: Roughing the Passer, 15 yards (accepted) (no play)",,
4,11:22,1,10,PIT 47,14,42,Benny Snell right end for 7 yards (tackle by L'Jarius Sneed),,
4,10:46,2,3,KAN 46,14,42,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Charvarius Ward),,
4,10:11,1,10,KAN 39,14,42,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 9 yards (tackle by L'Jarius Sneed),,
4,9:26,2,1,KAN 30,14,42,Ben Roethlisberger pass incomplete short left intended for Chase Claypool (defended by Tershawn Wharton),,
4,9:21,3,1,KAN 30,14,42,Kalen Ballage up the middle for 2 yards (tackle by Frank Clark),,
4,8:50,1,10,KAN 28,14,42,Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson,,
4,8:45,2,10,KAN 28,14,42,Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for 8 yards (tackle by Nick Bolton),,
4,8:15,3,3,KAN 21,14,42,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool,,
4,8:10,4,2,KAN 20,14,42,Ben Roethlisberger pass complete short right to Diontae Johnson for 5 yards (tackle by Nick Bolton),,
4,7:41,1,10,KAN 15,20,42,"Ben Roethlisberger pass complete to James Washington for 15 yards, touchdown",,
4,7:36,,,KAN 15,21,42,Chris Boswell kicks extra point good,,
4,7:36,,,PIT 35,21,42,"Chris Boswell kicks onside 15 yards, returned by Demarcus Robinson for no gain",,
4,7:35,1,10,KAN 50,21,42,Mecole Hardman left end for 6 yards (tackle by Terrell Edmunds),,
4,6:51,2,4,PIT 44,21,42,Jerick McKinnon right end for 11 yards (tackle by Minkah Fitzpatrick),,
4,6:12,1,10,PIT 33,21,42,Jerick McKinnon left end for -1 yards (tackle by Chris Wormley),,
4,5:27,2,11,PIT 34,21,42,Patrick Mahomes pass complete short right to Mecole Hardman for 2 yards (tackle by T.J. Watt),,
4,4:41,3,9,PIT 32,21,42,Patrick Mahomes sacked by T.J. Watt for -14 yards,,
4,4:35,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,4:35,4,23,PIT 46,21,42,"Tommy Townsend punts 32 yards, returned by Ray-Ray McCloud for 5 yards (tackle by Noah Gray)",,
4,4:24,1,10,PIT 19,21,42,"Ben Roethlisberger aborted snap, recovered by Benny Snell at PIT-15 and returned for 13 yards Benny Snell for no gain (tackle by Armani Watts)",,
4,3:50,2,1,PIT 28,21,42,Ben Roethlisberger pass complete short left to Benny Snell for 5 yards (tackle by Armani Watts),,
4,3:15,1,10,PIT 33,21,42,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,,
4,3:11,2,10,PIT 33,21,42,Ben Roethlisberger pass complete short middle to Zach Gentry for 5 yards (tackle by Armani Watts),,
4,2:41,3,5,PIT 38,21,42,Ben Roethlisberger pass complete short right to Diontae Johnson for 7 yards (tackle by L'Jarius Sneed and Juan Thornhill),,
4,2:09,1,10,PIT 45,21,42,Ben Roethlisberger pass complete short middle to Zach Gentry for 7 yards (tackle by Ben Niemann),,
4,2:00,2,3,KAN 48,21,42,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,,
4,1:56,3,3,KAN 48,21,42,Kalen Ballage right end for 4 yards (tackle by Daniel Sorensen and Alex Okafor),,
4,1:24,1,10,KAN 44,21,42,Ben Roethlisberger sacked by Michael Danna for -3 yards,,
4,0:49,2,13,KAN 47,21,42,Ben Roethlisberger pass complete short right to Zach Gentry for 10 yards (tackle by Ben Niemann),,
4,0:41,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,0:41,3,3,KAN 37,21,42,Ben Roethlisberger pass complete short right to Ray-Ray McCloud for 12 yards (tackle by Juan Thornhill),,
4,0:19,1,10,KAN 25,21,42,Ben Roethlisberger pass complete short middle to Benny Snell for 11 yards (tackle by Daniel Sorensen and Armani Watts),,
4,0:11,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,0:11,1,10,KAN 14,21,42,Ben Roethlisberger pass complete short right to Zach Gentry for 11 yards (tackle by Ben Niemann and Juan Thornhill),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
