Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,12,29,0,,5,0.4,24,2.0,0,
Kalen Ballage,PIT,4,13,0,2,2,0.5,11,2.8,0,
Ben Roethlisberger,PIT,2,-1,0,0,-1,-0.5,0,0.0,0,
Benny Snell Jr.,PIT,2,15,0,1,8,4.0,7,3.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerick McKinnon,KAN,12,61,0,4,34,2.8,27,2.3,0,
Derrick Gore,KAN,3,3,0,,-2,-0.7,5,1.7,0,
Patrick Mahomes,KAN,3,29,0,1,27,9.0,2,0.7,0,
Mecole Hardman,KAN,2,6,0,0,3,1.5,3,1.5,0,
Michael Burton,KAN,1,3,0,1,0,0.0,3,3.0,0,
Darrel Williams,KAN,1,4,0,,2,2.0,2,2.0,0,
