Quarter,Time,Tm,Detail,NWE,HOU
1.0,7:04,Patriots,Kai Forbath 23 yard field goal,3,0
,0:38,Texans,Duke Johnson 14 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,7
2.0,6:21,Texans,Darren Fells 13 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,14
3.0,5:41,Texans,Kenny Stills 35 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),3,21
,0:11,Patriots,James White 12 yard pass from Tom Brady (Kai Forbath kick failed),9,21
4.0,9:53,Texans,Deshaun Watson 6 yard pass from DeAndre Hopkins (Ka'imi Fairbairn kick),9,28
,3:42,Patriots,James White 11 yard pass from Tom Brady (pass failed),15,28
,0:50,Patriots,Julian Edelman 20 yard pass from Tom Brady (Kai Forbath kick),22,28
