Quarter,Time,Tm,Detail,SFO,SEA
1.0,10:40,Seahawks,Bobby Engram 28 yard pass from Matt Hasselbeck (Josh Brown kick),0,7
,4:35,49ers,Joe Nedney 39 yard field goal,3,7
2.0,14:56,Seahawks,Jerramy Stevens 8 yard pass from Matt Hasselbeck (Josh Brown kick),3,14
,14:38,Seahawks,Joe Jurevicius 21 yard pass from Matt Hasselbeck (Josh Brown kick),3,21
,7:28,Seahawks,Josh Brown 52 yard field goal,3,24
3.0,7:13,Seahawks,Bobby Engram 7 yard pass from Matt Hasselbeck (Josh Brown kick),3,31
,1:29,Seahawks,Shaun Alexander 3 yard rush (Josh Brown kick),3,38
4.0,5:15,Seahawks,Josh Brown 52 yard field goal,3,41
