Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
2,13:42,1,10,TAM 43,7,3,Peyton Barber left end for 6 yards (tackle by Damarious Randall),1.800,2.060
2,13:20,2,4,TAM 49,7,3,"Penalty on Mike Daniels: Neutral Zone Infraction, 5 yards (no play)",2.060,2.520
2,13:05,1,10,GNB 46,7,3,Peyton Barber right guard for 2 yards (tackle by Josh Jones),2.520,2.250
2,12:28,2,8,GNB 44,7,3,Jameis Winston pass complete short left to Adam Humphries for 2 yards (tackle by Jake Ryan),2.250,1.820
2,11:44,3,6,GNB 42,7,3,Jameis Winston sacked by Clay Matthews and Mike Daniels for -8 yards,1.820,-0.060
2,11:07,4,14,,7,3,"Bryan Anger punts 31 yards, fair catch by Trevor Davis",-0.060,-0.150
2,10:59,1,10,GNB 19,7,3,"Brett Hundley pass incomplete deep middle intended for Jordy Nelson is intercepted by Justin Evans at TAM-37 and returned for 29 yards. Penalty on Kwon Alexander: Illegal Block Above the Waist, 10 yards",0.150,-1.730
2,10:46,1,10,TAM 42,7,3,Jacquizz Rodgers left end for 3 yards (tackle by Jake Ryan),1.730,1.590
2,10:07,2,7,TAM 45,7,3,Jameis Winston pass incomplete deep left intended for Mike Evans (defended by Davon House),1.590,0.890
2,9:59,3,7,TAM 45,7,3,Jameis Winston pass incomplete short left intended for Mike Evans (defended by Josh Hawkins),0.890,-0.390
2,9:53,4,7,TAM 45,7,3,"Bryan Anger punts no gain, returned by Jermaine Whitehead for no gain",-0.390,-2.590
2,9:44,1,10,TAM 45,7,3,Jamaal Williams left end for 25 yards (tackle by Ryan Smith),2.590,4.240
2,9:07,1,10,TAM 20,7,3,Brett Hundley for 14 yards (tackle by Chris Conte),4.240,5.830
2,8:32,1,6,TAM 6,7,3,Jamaal Williams left guard for 5 yards (tackle by Ryan Russell),5.830,5.910
2,7:57,2,1,TAM 1,7,3,Jamaal Williams middle for no gain (tackle by Kwon Alexander and Justin Evans),5.910,5.170
2,7:17,3,1,TAM 1,7,9,"Jamaal Williams left end for 1 yard, touchdown",5.170,7.000
2,7:12,,,TAM 15,7,10,Mason Crosby kicks extra point good,0.000,0.000
2,7:12,,,GNB 35,7,10,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,7:12,1,10,TAM 25,7,10,Jameis Winston pass complete short left to Peyton Barber for 34 yards (tackle by Morgan Burnett and Jake Ryan),0.610,2.850
2,6:33,1,10,GNB 41,7,10,Peyton Barber right tackle for 1 yard (tackle by Ha Ha Clinton-Dix),2.850,2.440
2,5:50,2,9,GNB 40,7,10,Jameis Winston pass complete short right to DeSean Jackson for 5 yards (tackle by Blake Martinez),2.440,2.410
2,5:11,3,4,GNB 35,7,10,Charles Sims for 5 yards (tackle by Ha Ha Clinton-Dix),2.410,3.580
2,4:31,1,10,GNB 30,7,16,"Jameis Winston sacked by Kenny Clark for -8 yards. Jameis Winston fumbles (forced by Kenny Clark), recovered by Dean Lowry at GNB-38 and returned for 62 yards, touchdown",3.580,-7.000
2,,,,TAM 15,7,17,Mason Crosby kicks extra point good,,
2,4:17,,,GNB 35,7,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,4:17,1,10,TAM 25,7,17,"Penalty on Dean Lowry: Encroachment, 5 yards (no play)",0.610,1.340
2,4:17,1,5,TAM 30,7,17,Jameis Winston pass complete short right to Peyton Barber for 6 yards (tackle by Blake Martinez and Ha Ha Clinton-Dix),1.340,1.330
2,3:47,1,10,TAM 36,7,17,Jameis Winston sacked by Jake Ryan for -1 yards,1.330,0.660
2,3:09,2,11,TAM 35,7,17,Peyton Barber left tackle for 2 yards (tackle by Nick Perry),0.660,0.230
2,2:26,3,9,TAM 37,7,17,Jameis Winston pass complete short right to Charles Sims for 13 yards (tackle by Ha Ha Clinton-Dix),0.230,2.260
2,2:00,1,10,,7,17,Jameis Winston pass complete deep right to DeSean Jackson for 19 yards (tackle by Ha Ha Clinton-Dix),2.260,3.510
2,1:54,1,10,GNB 31,7,17,Peyton Barber left guard for 5 yards (tackle by Kenny Clark),3.510,3.640
2,1:19,2,5,GNB 26,7,17,Jameis Winston sacked by Clay Matthews for 0 yards,3.640,2.940
2,0:40,3,5,GNB 26,7,17,Jameis Winston pass complete short middle to Chris Godwin for 7 yards (tackle by Damarious Randall and Morgan Burnett),2.940,0.000
2,0:34,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-4.310
2,0:33,1,10,GNB 19,7,17,Jameis Winston pass complete short right to Peyton Barber for 1 yard (tackle by Blake Martinez),4.310,0.000
2,0:27,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-3.880
2,0:27,2,9,GNB 18,7,17,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Damarious Randall),3.880,3.140
2,0:21,3,9,GNB 18,7,17,Jameis Winston pass incomplete deep middle intended for Cameron Brate,3.140,2.250
2,0:17,4,9,GNB 18,10,17,Patrick Murray 36 yard field goal good,2.250,3.000
2,0:13,,,TAM 35,10,17,"Patrick Murray kicks off 64 yards, returned by Trevor Davis for 32 yards (tackle by Robert McClain)",0.000,-1.140
2,0:08,1,10,GNB 33,10,17,Brett Hundley kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,17,"Patrick Murray kicks off 60 yards, returned by Trevor Davis for 33 yards (tackle by Patrick Murray)",0.000,-1.470
3,14:52,1,10,GNB 38,10,17,Brett Hundley pass complete short right to Jordy Nelson for 3 yards (tackle by Brent Grimes),1.470,1.330
3,14:24,2,7,GNB 41,10,17,Brett Hundley pass complete short right to Jordy Nelson for 3 yards (tackle by Brent Grimes),1.330,1.020
3,13:46,3,4,GNB 44,10,17,Brett Hundley sacked by Will Clarke and Chris Baker for 0 yards,1.020,-0.460
3,13:09,4,4,GNB 44,10,17,"Justin Vogel punts 42 yards, returned by Adam Humphries for 11 yards (tackle by Blake Martinez). Penalty on Robert McClain: Offensive Holding, 10 yards",-0.460,0.280
3,12:58,1,10,TAM 14,10,17,Peyton Barber middle for 8 yards (tackle by Jake Ryan),-0.280,0.420
3,12:23,2,2,TAM 22,10,17,Peyton Barber left tackle for 1 yard (tackle by Jake Ryan and Mike Daniels),0.420,-0.320
3,11:40,3,1,TAM 23,10,17,Peyton Barber right guard for 3 yards (tackle by Nick Perry),-0.320,0.670
3,11:04,1,10,TAM 26,10,17,Jameis Winston sacked by Clay Matthews for -6 yards,0.670,-0.680
3,10:27,2,16,TAM 20,10,17,Jameis Winston pass complete short middle to Chris Godwin for 17 yards (tackle by Ha Ha Clinton-Dix),-0.680,1.400
3,9:44,1,10,TAM 37,10,17,Peyton Barber left guard for 6 yards (tackle by Josh Jones),1.400,1.670
3,9:09,2,4,TAM 43,10,17,Peyton Barber right guard for 6 yards (tackle by Jake Ryan and Blake Martinez),1.670,2.190
3,8:27,1,10,TAM 49,10,17,Jameis Winston pass incomplete short middle intended for Cameron Brate,2.190,1.650
3,8:23,2,10,TAM 49,10,17,Peyton Barber right tackle for 7 yards (tackle by Kyler Fackrell),1.650,1.880
3,7:38,3,3,GNB 44,10,17,Jameis Winston sacked by Dean Lowry for -14 yards,1.880,-0.590
3,7:03,4,17,TAM 42,10,17,"Bryan Anger punts 52 yards, fair catch by Trevor Davis",-0.590,0.380
3,6:55,1,10,GNB 6,10,17,Jamaal Williams left end for 5 yards (tackle by Kendell Beckwith),-0.380,-0.420
3,6:21,2,5,GNB 11,10,17,Brett Hundley pass incomplete deep left intended for Davante Adams,-0.420,-0.840
3,6:14,3,5,GNB 11,10,17,Brett Hundley sacked by Will Clarke for -7 yards,-0.840,-2.490
3,5:32,4,12,GNB 4,10,17,"Justin Vogel punts 57 yards, returned by Adam Humphries for 1 yard (tackle by Jermaine Whitehead). Penalty on Alan Cross: Offensive Holding, 10 yards",-2.490,-0.870
3,5:21,1,10,TAM 29,10,17,Jameis Winston pass complete short left to Peyton Barber for no gain,0.870,0.330
3,4:43,2,10,TAM 29,10,17,Peyton Barber right tackle for 19 yards (tackle by Josh Jones),0.330,2.130
3,4:03,1,10,TAM 48,10,17,Peyton Barber right guard for 9 yards (tackle by Mike Daniels and Morgan Burnett),2.130,2.800
3,3:24,2,1,GNB 43,10,17,Peyton Barber middle for 3 yards (tackle by Kyler Fackrell and Blake Martinez),2.800,2.920
3,2:41,1,10,GNB 40,10,17,Jesus Wilson right end for 4 yards (tackle by Blake Martinez),2.920,2.910
3,2:04,2,6,GNB 36,10,17,Jacquizz Rodgers middle for 19 yards (tackle by Josh Hawkins),2.910,4.440
3,1:36,1,10,GNB 17,10,17,Jacquizz Rodgers left end for 3 yards (tackle by Blake Martinez and Nick Perry),4.440,4.320
3,0:59,2,7,GNB 14,10,17,Jameis Winston pass incomplete short left intended for DeSean Jackson,4.320,3.500
3,0:55,3,7,GNB 14,10,17,Jameis Winston pass complete short middle to Adam Humphries for 11 yards (tackle by Josh Hawkins and Blake Martinez),3.500,6.510
3,0:08,1,3,GNB 3,10,17,Peyton Barber left guard for no gain (tackle by Quinton Dial and Jake Ryan),6.510,5.530
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,GNB 3,10,17,Jameis Winston pass incomplete short middle intended for Chris Godwin (defended by Josh Hawkins),5.530,4.720
4,14:54,3,3,GNB 3,10,17,Jameis Winston for no gain. Evan Dietrich-Smith fumbles. Penalty on Jameis Winston: Illegal Motion (Declined),4.720,2.630
4,14:33,4,12,GNB 12,13,17,Patrick Murray 30 yard field goal good,2.630,3.000
4,14:31,,,TAM 35,13,17,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
4,14:31,1,10,GNB 25,13,17,Jamaal Williams left end for 8 yards (tackle by Ryan Smith and Lavonte David),0.610,1.140
4,14:03,2,2,GNB 33,13,17,Jamaal Williams left guard for -3 yards (tackle by Gerald McCoy),1.140,0.040
4,13:19,3,5,GNB 30,13,17,Brett Hundley pass incomplete short middle intended for Davante Adams (defended by Ryan Smith),0.040,-1.370
4,13:15,4,5,GNB 30,13,17,"Justin Vogel punts 50 yards, returned by Adam Humphries for 2 yards (tackle by Jeff Janis)",-1.370,-0.410
4,13:04,1,10,TAM 22,13,17,Jameis Winston for 15 yards (tackle by Morgan Burnett),0.410,1.400
4,12:37,1,10,TAM 37,13,17,Peyton Barber right guard for 1 yard (tackle by Clay Matthews and Blake Martinez),1.400,0.990
4,12:00,2,9,TAM 38,13,17,"Penalty on J.R. Sweezy: False Start, 5 yards (no play)",0.990,0.320
4,11:35,2,14,TAM 33,13,17,Jameis Winston pass complete short left to Charles Sims for 22 yards (tackle by Ha Ha Clinton-Dix),0.320,2.590
4,10:54,1,10,GNB 45,13,17,Jameis Winston pass complete short right to Mike Evans for 17 yards (tackle by Josh Hawkins),2.590,3.710
4,10:07,1,10,GNB 28,13,17,Jameis Winston pass incomplete short middle intended for O.J. Howard,3.710,3.170
4,10:03,2,10,GNB 28,13,17,Peyton Barber left tackle for no gain (tackle by Dean Lowry),3.170,2.480
4,9:21,3,10,GNB 28,13,17,Jameis Winston pass complete short middle to Adam Humphries for 12 yards (tackle by Morgan Burnett),2.480,4.510
4,8:53,1,10,GNB 16,13,17,"Peyton Barber left end for 3 yards (tackle by Davon House). Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards (no play)",4.510,3.840
4,8:29,1,20,GNB 26,13,17,Jameis Winston pass complete short middle to Mike Evans for 16 yards (tackle by Davon House),3.840,4.970
4,8:01,2,4,GNB 10,13,17,Peyton Barber right tackle for 7 yards (tackle by Davon House and Ha Ha Clinton-Dix),4.970,6.510
4,7:18,1,3,GNB 3,13,17,"Penalty on Mike Daniels: Encroachment, 2 yards (no play)",6.510,6.970
4,7:00,1,1,GNB 1,13,17,"Jameis Winston for no gain. Jameis Winston fumbles, recovered by Jameis Winston at GNB-8",6.970,4.570
4,6:14,2,8,GNB 8,13,17,"Jameis Winston middle for 2 yards. Penalty on Jameis Winston: Illegal Forward Pass, 5 yards",4.570,3.120
4,6:06,3,11,GNB 11,19,17,"Jameis Winston pass complete short left to Cameron Brate for 11 yards, touchdown",3.120,7.000
4,6:02,,,GNB 15,20,17,Patrick Murray kicks extra point good,0.000,0.000
4,6:02,,,TAM 35,20,17,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
4,6:01,1,10,GNB 25,20,17,Brett Hundley pass complete short left to Jordy Nelson for 6 yards (tackle by Justin Evans),0.610,0.870
4,5:28,2,4,GNB 31,20,17,Jamaal Williams right guard for 5 yards (tackle by Robert McClain and Gerald McCoy),0.870,1.330
4,4:53,1,10,GNB 36,20,17,Jamaal Williams middle for 8 yards (tackle by Kendell Beckwith),1.330,1.870
4,4:22,2,2,GNB 44,20,17,Brett Hundley pass incomplete short left intended for Jordy Nelson,1.870,1.160
4,4:14,3,2,GNB 44,20,17,Brett Hundley right end for 14 yards (tackle by Keith Tandy),1.160,2.790
4,4:07,1,10,TAM 42,20,17,"Brett Hundley pass complete short right to Davante Adams for 14 yards (tackle by Justin Evans). Penalty on William Gholston: Roughing the Passer, 14 yards",2.790,4.650
4,4:04,1,10,TAM 14,20,17,Jamaal Williams right end for 2 yards (tackle by Kwon Alexander),4.650,4.330
4,3:27,2,8,TAM 12,20,17,Jamaal Williams right tackle for 7 yards (tackle by Brent Grimes),4.330,4.960
4,2:47,3,1,TAM 5,20,17,Brett Hundley pass complete short left to Jordy Nelson for no gain,4.960,3.030
4,2:03,4,1,TAM 5,20,20,Mason Crosby 22 yard field goal good,3.030,3.000
4,2:01,,,GNB 35,20,20,"Mason Crosby kicks off 65 yards, returned by Jacquizz Rodgers for 20 yards (tackle by Jermaine Whitehead)",0.000,-0.280
4,1:54,1,10,TAM 20,20,20,"Jameis Winston pass complete short left to Charles Sims for 20 yards (tackle by Jermaine Whitehead). Penalty on Evan Dietrich-Smith: Illegal Block Above the Waist, 10 yards (no play)",0.280,-0.760
4,1:46,1,20,TAM 10,20,20,Charles Sims for 3 yards (tackle by Nick Perry and Mike Daniels),-0.760,-1.280
4,1:09,2,17,TAM 13,20,20,Jameis Winston sacked by Kenny Clark and Clay Matthews for -3 yards,-1.280,0.000
4,1:00,,,,,,Timeout #1 by Green Bay Packers,0.000,2.590
4,1:00,3,20,TAM 10,20,20,Charles Sims for 8 yards (tackle by Clay Matthews),-2.590,0.000
4,0:55,,,,,,Timeout #2 by Green Bay Packers,0.000,2.240
4,0:54,4,12,TAM 18,20,20,"Bryan Anger punts 46 yards, returned by Trevor Davis for 2 yards (tackle by Freddie Martino)",-2.240,-1.470
4,0:44,1,10,GNB 38,20,20,Brett Hundley pass incomplete short left intended for Jamaal Williams (defended by Will Clarke),1.470,0.920
4,0:40,2,10,GNB 38,20,20,Brett Hundley pass complete short left to Jamaal Williams for -2 yards (tackle by Gerald McCoy and Lavonte David),0.920,0.000
4,0:07,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,0.030
4,0:07,3,12,GNB 36,20,20,Brett Hundley pass incomplete deep right intended for Richard Rodgers,-0.030,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,10:00,,,TAM 35,20,20,"Patrick Murray kicks off 64 yards, returned by Trevor Davis for 27 yards (tackle by Chris Godwin)",0.000,-0.810
OT,9:53,1,10,GNB 28,20,20,Jamaal Williams right tackle for 2 yards (tackle by Keith Tandy),0.810,0.530
OT,9:20,2,8,GNB 30,20,20,Jamaal Williams left tackle for 4 yards (tackle by Will Clarke),0.530,0.370
OT,8:38,3,4,GNB 34,20,20,Brett Hundley for 7 yards (tackle by Keith Tandy),0.370,1.660
OT,8:04,1,10,GNB 41,20,20,Brett Hundley pass incomplete deep left intended for Jordy Nelson,1.660,1.120
OT,7:58,2,10,GNB 41,20,20,Brett Hundley right end for 18 yards (tackle by Lavonte David),1.120,2.850
OT,7:20,1,10,TAM 41,20,20,Jamaal Williams left tackle for 9 yards (tackle by Keith Tandy and Kwon Alexander),2.850,3.520
OT,6:42,2,1,TAM 32,20,20,Brett Hundley pass complete short right to Jamaal Williams for 12 yards (tackle by Kwon Alexander),3.520,4.240
OT,6:08,1,10,TAM 20,20,26,"Aaron Jones left end for 20 yards, touchdown",4.240,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
