Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
1,8:41,1,10,MIA 1,3,9,"Ryan Tannehill sacked by Walter Thurmond for -1 yards. Ryan Tannehill fumbles (forced by Walter Thurmond), safety",-0.380,-2.000
1,8:41,,,MIA 20,3,9,"Matt Darr kicks off 58 yards, returned by Darren Sproles for 20 yards (tackle by Walt Aikens)",0.000,-1.730
1,8:32,1,10,PHI 42,3,9,DeMarco Murray left end for 2 yards (tackle by Earl Mitchell),1.730,1.460
1,8:08,2,8,PHI 44,3,9,DeMarco Murray left end for 10 yards (tackle by Jelani Jenkins),1.460,2.520
1,7:41,1,10,MIA 46,3,9,Sam Bradford pass complete deep right to Brent Celek for 20 yards (tackle by Koa Misi),2.520,3.840
1,7:15,1,10,MIA 26,3,9,Sam Bradford pass complete short left to Jordan Matthews for 6 yards (tackle by Koa Misi),3.840,4.110
1,6:50,2,4,MIA 20,3,9,"Penalty on Jason Kelce: False Start, 5 yards (no play)",4.110,3.430
1,6:43,2,9,MIA 25,3,9,DeMarco Murray right end for 7 yards (tackle by Kelvin Sheppard),3.430,3.750
1,6:21,3,2,MIA 18,3,9,DeMarco Murray middle for 3 yards (tackle by Jelani Jenkins),3.750,4.580
1,5:54,1,10,MIA 15,3,9,Sam Bradford pass complete short right to Nelson Agholor for 7 yards (tackle by Jelani Jenkins),4.580,5.220
1,5:26,2,3,MIA 8,3,9,Ryan Mathews right end for 6 yards (tackle by Jelani Jenkins),5.220,6.740
1,5:07,1,2,MIA 2,3,9,Ryan Mathews right tackle for 1 yard (tackle by Reshad Jones),6.740,5.910
1,4:48,2,1,MIA 1,3,15,"Ryan Mathews right tackle for 1 yard, touchdown",5.910,7.000
1,4:48,,,MIA 1,3,16,Caleb Sturgis kicks extra point good,0.000,0.000
1,4:48,,,PHI 35,3,16,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
1,4:43,1,10,MIA 20,3,16,Lamar Miller middle for 5 yards (tackle by Malcolm Jenkins),0.280,0.410
1,4:09,2,5,MIA 25,3,16,Jarvis Landry left end for 6 yards (tackle by Kiko Alonso),0.410,1.000
1,3:32,1,10,MIA 31,3,16,Lamar Miller middle for 3 yards (tackle by Fletcher Cox and Walter Thurmond),1.000,0.870
1,2:55,2,7,MIA 34,3,16,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry,0.870,0.170
1,2:48,3,7,MIA 34,3,16,Ryan Tannehill pass complete short left to Jordan Cameron for 5 yards (tackle by Malcolm Jenkins),0.170,-0.780
1,2:10,4,2,MIA 39,3,16,Matt Darr punts 32 yards,-0.780,-0.870
1,2:00,1,10,PHI 29,3,16,Sam Bradford pass incomplete deep right intended for Zach Ertz,0.870,0.330
1,1:54,2,10,PHI 29,3,16,Sam Bradford pass complete short right to DeMarco Murray for 2 yards (tackle by Jelani Jenkins),0.330,-0.100
1,1:26,3,8,PHI 31,3,16,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",-0.100,0.560
1,1:23,3,3,PHI 36,3,16,DeMarco Murray middle for 7 yards (tackle by Kelvin Sheppard),0.560,1.800
1,1:02,1,10,PHI 43,3,16,Sam Bradford pass complete short left to Jordan Matthews for 9 yards (tackle by Koa Misi),1.800,2.470
1,0:41,2,1,MIA 48,3,16,DeMarco Murray right guard for no gain (tackle by Reshad Jones),2.470,1.750
1,0:14,3,1,MIA 48,3,16,DeMarco Murray left end for 1 yard (tackle by Kelvin Sheppard),1.750,2.460
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 47,3,16,Ryan Mathews left end for -5 yards (tackle by Ndamukong Suh),2.460,1.240
2,14:34,2,15,PHI 48,3,16,Sam Bradford pass complete deep left to Brent Celek for 40 yards (tackle by Michael Thomas),1.240,4.780
2,14:10,1,10,MIA 12,3,16,Sam Bradford sacked by Ndamukong Suh for -7 yards,4.780,3.220
2,13:37,2,17,MIA 19,3,16,Sam Bradford pass incomplete short right intended for Josh Huff,3.220,2.610
2,13:31,3,17,MIA 19,3,16,Sam Bradford pass complete short left to Ryan Mathews for 5 yards (tackle by Neville Hewitt),2.610,2.510
2,12:55,4,12,MIA 14,3,16,Caleb Sturgis 32 yard field goal no good,2.510,-0.410
2,12:51,1,10,MIA 22,3,16,Ryan Tannehill pass complete short left to Jarvis Landry for 4 yards (tackle by DeMeco Ryans and Malcolm Jenkins),0.410,0.410
2,12:16,2,6,MIA 26,3,16,Jay Ajayi right tackle for 20 yards (tackle by Mychal Kendricks),0.410,1.990
2,11:31,1,10,MIA 46,3,16,Lamar Miller middle for 9 yards (tackle by Walter Thurmond),1.990,2.670
2,10:52,2,1,PHI 45,3,16,Jay Ajayi middle for 24 yards (tackle by Walter Thurmond),2.670,4.170
2,10:19,1,10,PHI 21,3,16,Jay Ajayi right end for no gain (tackle by Taylor Hart),4.170,4.170
2,9:34,1,10,PHI 21,3,16,Timeout #1 by Miami Dolphins,4.170,3.630
2,9:34,2,10,PHI 21,3,16,Ryan Tannehill pass incomplete deep middle intended for Kenny Stills (defended by Byron Maxwell),3.630,2.940
2,9:29,3,10,PHI 21,3,16,Ryan Tannehill pass complete deep middle to Jarvis Landry for 16 yards (tackle by Byron Maxwell). Penalty on Byron Maxwell: Defensive Holding (Declined),2.940,6.060
2,9:06,1,5,PHI 5,3,16,Lamar Miller right tackle for 1 yard (tackle by Byron Maxwell),6.060,5.340
2,8:27,2,4,PHI 4,3,16,Ryan Tannehill pass incomplete short right intended for Lamar Miller (defended by Connor Barwin),5.340,4.490
2,8:24,3,4,PHI 4,3,16,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Malcolm Jenkins),4.490,3.030
2,8:21,4,4,PHI 4,6,16,Andrew Franks 22 yard field goal good,3.030,3.000
2,8:21,,,MIA 35,6,16,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,8:18,1,10,PHI 20,6,16,Sam Bradford pass complete short left to Nelson Agholor for 21 yards (tackle by Michael Thomas and Bobby McCain),0.280,1.660
2,7:49,1,10,PHI 41,6,16,DeMarco Murray middle for 1 yard (tackle by Ndamukong Suh),1.660,1.260
2,7:23,2,9,PHI 42,6,16,"DeMarco Murray left guard for 3 yards (tackle by Derrick Shelby). Penalty on Jason Kelce: Offensive Holding, 10 yards (no play)",1.260,-0.100
2,7:11,2,19,PHI 32,6,16,Sam Bradford pass complete short left to DeMarco Murray for 5 yards (tackle by Jamar Taylor),-0.100,-0.100
2,6:49,3,14,PHI 37,6,16,Sam Bradford pass incomplete short left intended for Ryan Mathews,-0.100,-0.910
2,6:45,4,14,PHI 37,6,16,"Donnie Jones punts, blocked by Zach Vigil",-0.910,-4.780
2,6:37,1,10,PHI 12,6,16,Jay Ajayi right tackle for -1 yards (tackle by Bennie Logan),4.780,3.940
2,5:57,2,11,PHI 13,12,16,"Ryan Tannehill pass complete short left to Lamar Miller for 13 yards, touchdown",3.940,7.000
2,5:57,,,PHI 13,13,16,Andrew Franks kicks extra point good,0.000,0.000
2,5:57,,,MIA 35,13,16,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,5:52,1,10,PHI 20,13,16,Sam Bradford pass complete short right to Zach Ertz for 6 yards (tackle by Kelvin Sheppard),0.280,0.540
2,5:30,2,4,PHI 26,13,16,Ryan Mathews left end for 1 yard (tackle by Koa Misi),0.540,-0.030
2,5:11,3,3,PHI 27,13,16,"Sam Bradford sacked by Derrick Shelby for -10 yards. Sam Bradford fumbles (forced by Derrick Shelby), recovered by Sam Bradford at PHI-3. Olivier Vernon fumbles (forced by Dennis Kelly), recovered by Sam Bradford at PHI-3 (tackle by Olivier Vernon)",-0.030,-2.490
,,,,,,,"MIA challenged the loose ball recovery ruling, and the original play was overturned.",,
2,4:59,4,27,PHI 3,13,16,"Donnie Jones punts 45 yards, returned by Jarvis Landry for no gain. Penalty on Jarvis Landry: Taunting, 15 yards",-2.490,-1.400
2,4:50,1,10,MIA 37,13,16,Ryan Tannehill pass complete short right to Lamar Miller for -3 yards (tackle by Connor Barwin),1.400,0.450
2,4:19,2,13,MIA 34,13,16,Lamar Miller middle for no gain (tackle by Connor Barwin),0.450,-0.230
2,3:43,3,13,MIA 34,13,16,Lamar Miller middle for 1 yard (tackle by Brandon Graham),-0.230,-1.040
2,3:06,4,12,MIA 35,13,16,"Matt Darr punts 44 yards, returned by Darren Sproles for 12 yards (tackle by John Denney)",-1.040,-1.140
2,2:57,1,10,PHI 33,13,16,DeMarco Murray left end for 13 yards (tackle by Walt Aikens),1.140,1.990
2,2:42,1,10,PHI 46,13,16,DeMarco Murray right end for 2 yards (tackle by Reshad Jones),1.990,1.720
2,2:17,2,8,PHI 48,13,16,Sam Bradford pass complete short right to Zach Ertz for 3 yards (tackle by Neville Hewitt),1.720,1.420
2,2:00,3,5,MIA 49,13,16,Sam Bradford pass complete short left to Josh Huff for 5 yards (tackle by Brice McCain),1.420,2.650
2,1:37,1,10,MIA 44,13,16,Darren Sproles right end for -4 yards (tackle by Derrick Shelby and Ndamukong Suh),2.650,1.570
2,1:07,2,14,MIA 48,13,16,Sam Bradford pass complete short right to Darren Sproles for 2 yards (tackle by Neville Hewitt),1.570,1.570
2,1:07,2,14,MIA 48,13,16,Timeout #1 by Philadelphia Eagles,1.570,1.160
2,1:07,3,12,MIA 46,13,16,Sam Bradford pass incomplete short left intended for Zach Ertz,1.160,0.200
2,1:02,4,12,MIA 46,13,16,"Donnie Jones punts 46 yards, touchback",0.200,-0.280
2,0:54,1,10,MIA 20,13,16,Ryan Tannehill pass incomplete short right intended for Kenny Stills,0.280,-0.270
2,0:48,2,10,MIA 20,13,16,Ryan Tannehill pass complete short right to Rishard Matthews for 20 yards (tackle by Malcolm Jenkins),-0.270,-0.270
2,0:42,2,10,MIA 20,13,16,Timeout #2 by Miami Dolphins,-0.270,1.600
2,0:42,1,10,MIA 40,13,16,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry,1.600,1.050
2,0:37,2,10,MIA 40,13,16,Ryan Tannehill sacked by Mychal Kendricks for -8 yards,1.050,1.050
2,0:32,2,10,MIA 40,13,16,Timeout #3 by Miami Dolphins,1.050,-0.690
2,0:32,3,18,MIA 32,13,16,Ryan Tannehill pass complete short left to Lamar Miller for no gain,-0.690,-0.690
2,0:27,3,18,MIA 32,13,16,Timeout #2 by Philadelphia Eagles,-0.690,-1.240
2,0:27,4,18,MIA 32,13,16,"Matt Darr punts 56 yards, returned by Darren Sproles for 7 yards (tackle by Zackary Bowman)",-1.240,-0.150
2,0:17,1,10,PHI 19,13,16,"Sam Bradford pass incomplete is intercepted by Neville Hewitt at PHI-31 and returned for -6 yards. Penalty on C.J. Mosley: Roughing the Passer, 15 yards (no play)",0.150,1.200
2,0:10,1,10,PHI 34,13,16,"Sam Bradford pass complete short right to Darren Sproles for 1 yard. Penalty on Ndamukong Suh: Defensive Holding, 5 yards (no play)",1.200,1.530
2,0:06,1,10,PHI 39,13,16,Sam Bradford pass complete short left to Zach Ertz for 3 yards (tackle by Brice McCain),1.530,1.390
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,16,"Andrew Franks kicks off 65 yards, touchback",0.000,0.280
3,14:59,1,10,PHI 20,13,16,Sam Bradford pass complete short right to DeMarco Murray for 9 yards (tackle by Koa Misi),0.280,0.950
3,14:37,2,1,PHI 29,13,16,DeMarco Murray middle for 4 yards (tackle by Neville Hewitt and Kelvin Sheppard),0.950,1.140
3,14:18,1,10,PHI 33,13,16,Sam Bradford pass complete deep middle to Zach Ertz for 27 yards (tackle by Michael Thomas),1.140,2.920
3,13:51,1,10,MIA 40,13,16,"Sam Bradford pass complete short right to DeMarco Murray for no gain. Penalty on Jason Kelce: Offensive Holding (Offsetting), Penalty on Lamar Miller: Face Mask (15 Yards) (Offsetting) (no play)",2.920,2.920
3,13:37,1,10,MIA 40,13,16,Sam Bradford pass incomplete short right intended for Jordan Matthews,2.920,2.370
3,13:33,2,10,MIA 40,13,16,Ryan Mathews left end for 2 yards (tackle by Olivier Vernon),2.370,1.950
3,13:10,3,8,MIA 38,13,16,Sam Bradford pass incomplete deep right intended for Miles Austin (defended by Bobby McCain),1.950,0.720
3,13:04,4,8,MIA 38,13,16,Donnie Jones punts 25 yards,0.720,0.320
3,12:55,1,10,MIA 13,13,16,Lamar Miller left end for 3 yards (tackle by Fletcher Cox and Connor Barwin),-0.320,-0.440
3,12:16,2,7,MIA 16,13,16,Ryan Tannehill pass complete short right to Rishard Matthews for 9 yards (tackle by Byron Maxwell),-0.440,0.610
3,11:40,1,10,MIA 25,13,16,Jay Ajayi left tackle for 2 yards (tackle by Fletcher Cox),0.610,0.330
3,11:00,2,8,MIA 27,13,16,Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards (tackle by Malcolm Jenkins),0.330,0.170
3,10:25,3,4,MIA 31,13,16,Ryan Tannehill pass complete short left to Lamar Miller for no gain,0.170,-1.310
3,9:47,4,4,MIA 31,13,16,"Matt Darr punts 64 yards, returned by Darren Sproles for 30 yards (tackle by Michael Thomas). Penalty on Seyi Ajirotutu: Illegal Block Above the Waist, 10 yards",-1.310,0.370
3,9:31,1,10,PHI 11,13,16,DeMarco Murray middle for 1 yard (tackle by C.J. Mosley),-0.370,-0.710
3,9:08,2,9,PHI 12,13,16,"Sam Bradford pass incomplete deep right intended for Josh Huff. Penalty on Zackary Bowman: Defensive Pass Interference, 38 yards (no play)",-0.710,2.260
3,9:00,1,10,,13,16,Sam Bradford pass complete short left to Zach Ertz for 4 yards (tackle by Walt Aikens and Kelvin Sheppard),2.260,2.250
3,8:34,2,6,MIA 46,13,16,Sam Bradford sacked by Reshad Jones for -1 yards,2.250,1.420
3,8:04,3,7,MIA 47,13,16,"Sam Bradford for no gain. Jason Kelce fumbles, recovered by Dennis Kelly at PHI-33",1.420,-1.180
3,7:31,4,27,PHI 33,13,16,"Donnie Jones punts 52 yards, returned by Jarvis Landry for 6 yards (tackle by Seyi Ajirotutu)",-1.180,-0.340
3,7:19,1,10,MIA 21,13,16,Ryan Tannehill pass incomplete deep left intended for Kenny Stills (defended by Nolan Carroll),0.340,-0.200
3,7:13,2,10,MIA 21,13,16,Ryan Tannehill pass complete short right to Rishard Matthews for 6 yards (tackle by Malcolm Jenkins),-0.200,-0.100
3,6:33,3,4,MIA 27,13,16,Ryan Tannehill pass incomplete short left intended for Jordan Cameron,-0.100,-1.570
3,6:29,4,4,MIA 27,13,16,"Matt Darr punts 47 yards, returned by Darren Sproles for 7 yards (tackle by John Denney)",-1.570,-1.140
3,6:19,1,10,PHI 33,13,16,"Sam Bradford pass complete short right to Josh Huff for 12 yards (tackle by Kelvin Sheppard). Penalty on Lane Johnson: Offensive Holding, 10 yards (no play)",1.140,0.480
3,6:06,1,20,PHI 23,13,16,Ryan Mathews left end for 12 yards (tackle by Terrence Fede),0.480,0.860
3,5:42,2,8,PHI 35,13,16,"Sam Bradford sacked by Chris McCain for -8 yards. Sam Bradford fumbles (forced by Chris McCain), recovered by Dennis Kelly at PHI-27 and returned for 1 yards",0.860,-0.760
3,5:20,3,15,PHI 28,13,16,Mark Sanchez pass complete short left to Ryan Mathews for 17 yards (tackle by Ndamukong Suh),-0.760,1.930
3,4:54,1,10,PHI 45,13,16,"Ryan Mathews middle for no gain (tackle by Ndamukong Suh). Penalty on PHI: Illegal Block Above the Waist, 10 yards",1.930,1.270
3,4:43,1,20,PHI 35,13,16,Mark Sanchez right end for 4 yards (tackle by Kelvin Sheppard),1.270,0.570
3,4:10,2,16,PHI 39,13,16,DeMarco Murray right end for 3 yards (tackle by Reshad Jones),0.570,0.300
3,3:40,3,13,PHI 42,13,16,Mark Sanchez pass complete short right to Darren Sproles for 8 yards (tackle by Mike Hull),0.300,-0.060
3,3:17,4,5,,13,16,"Donnie Jones punts 40 yards, returned by Jarvis Landry for 3 yards (tackle by Seyi Ajirotutu)",-0.060,0.320
3,3:09,1,10,MIA 13,13,16,Lamar Miller for 11 yards,-0.320,0.540
3,2:39,1,10,MIA 24,13,16,Lamar Miller middle for 3 yards (tackle by Kiko Alonso),0.540,0.400
3,2:03,2,7,MIA 27,13,16,Ryan Tannehill pass complete short middle to Rishard Matthews for 15 yards (tackle by Nolan Carroll and Kiko Alonso). Penalty on Nolan Carroll: Defensive Holding (Declined),0.400,1.730
3,1:45,1,10,MIA 42,13,16,Lamar Miller middle for 3 yards (tackle by Fletcher Cox),1.730,1.590
3,1:02,2,7,MIA 45,13,16,Rishard Matthews left end for 4 yards (tackle by Walter Thurmond),1.590,1.420
3,0:19,3,3,MIA 49,13,16,Ryan Tannehill pass complete short right to Rishard Matthews for 43 yards (tackle by Malcolm Jenkins),1.420,5.370
Quarter,Time,Down,ToGo,Location,MIA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,PHI 8,13,16,"Penalty on Fletcher Cox: Encroachment, 4 yards (no play)",5.370,6.280
4,15:00,1,4,PHI 4,19,16,"Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards, touchdown",6.280,7.000
4,15:00,,,PHI 4,20,16,Andrew Franks kicks extra point good,0.000,0.000
4,15:00,,,MIA 35,20,16,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
4,14:55,1,10,PHI 20,20,16,Mark Sanchez pass complete short right to Brent Celek for 14 yards (tackle by Walt Aikens),0.280,1.200
4,14:34,1,10,PHI 34,20,16,Mark Sanchez right end for no gain (tackle by Tony Lippett),1.200,0.660
4,14:10,2,10,PHI 34,20,16,"DeMarco Murray right end for no gain (tackle by Neville Hewitt). Penalty on Ndamukong Suh: Illegal Use of Hands, 5 yards (no play)",0.660,1.530
4,14:02,1,10,PHI 39,20,16,Mark Sanchez pass incomplete deep right intended for Nelson Agholor,1.530,0.990
4,13:58,2,10,PHI 39,20,16,Mark Sanchez pass complete deep left to Zach Ertz for 15 yards (tackle by Reshad Jones),0.990,2.520
4,13:32,1,10,MIA 46,20,16,DeMarco Murray left end for -3 yards (tackle by Ndamukong Suh),2.520,1.570
4,13:05,2,13,MIA 49,20,16,Mark Sanchez pass complete left to DeMarco Murray for 10 yards (tackle by Olivier Vernon),1.570,2.210
4,12:38,3,3,MIA 39,20,16,Darren Sproles middle for 2 yards (tackle by Walt Aikens),2.210,0.790
4,12:09,4,1,MIA 37,20,16,Darren Sproles middle for 2 yards (tackle by Jamar Taylor),0.790,3.250
4,11:55,1,10,MIA 35,20,16,Mark Sanchez pass complete short left to Darren Sproles for 9 yards (tackle by Jamar Taylor),3.250,3.920
4,11:44,2,1,MIA 26,20,16,Mark Sanchez pass incomplete deep right intended for Miles Austin,3.920,3.200
4,11:37,3,1,MIA 26,20,16,DeMarco Murray middle for 4 yards (tackle by Kelvin Sheppard),3.200,4.110
4,11:21,1,10,MIA 22,20,16,"Mark Sanchez pass complete deep left to Zach Ertz for 22 yards. Penalty on Riley Cooper: Illegal Shift (Offsetting), Penalty on MIA: Defensive 12 On-field (Offsetting) (no play)",4.110,4.110
4,11:21,1,10,MIA 22,20,16,Mark Sanchez pass complete short right to Nelson Agholor for 4 yards,4.110,4.110
4,11:21,1,10,MIA 22,20,16,Timeout #1 by Miami Dolphins,4.110,4.130
4,10:51,2,6,MIA 18,20,16,DeMarco Murray right end for -1 yards (tackle by Kelvin Sheppard),4.130,3.260
4,10:28,3,7,MIA 19,20,16,Mark Sanchez pass incomplete short left intended for Jordan Matthews (defended by Jamar Taylor),3.260,2.180
4,10:23,4,7,MIA 19,20,19,Caleb Sturgis 37 yard field goal good,2.180,3.000
4,10:23,,,PHI 35,20,19,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
4,10:20,1,10,MIA 20,20,19,Lamar Miller left end for -1 yards (tackle by Malcolm Jenkins),0.280,-0.460
4,9:43,2,11,MIA 19,20,19,Ryan Tannehill pass incomplete short right intended for Lamar Miller,-0.460,-1.140
4,9:38,3,11,MIA 19,20,19,Ryan Tannehill pass incomplete deep right intended for Jarvis Landry,-1.140,-2.140
4,9:33,4,11,MIA 19,20,19,"Matt Darr punts 51 yards, returned by Darren Sproles for no gain",-2.140,-0.940
4,9:24,1,10,PHI 30,20,19,DeMarco Murray right tackle for 4 yards (tackle by Neville Hewitt),0.940,0.930
4,9:03,2,6,PHI 34,20,19,Mark Sanchez pass complete short right to Josh Huff for 16 yards (tackle by Michael Thomas),0.930,2.260
4,8:42,1,10,,20,19,DeMarco Murray left end for 2 yards (tackle by Derrick Shelby),2.260,1.980
4,8:16,2,8,MIA 48,20,19,Mark Sanchez pass incomplete short left intended for DeMarco Murray,1.980,1.290
4,8:12,3,8,MIA 48,20,19,Mark Sanchez pass incomplete short left intended for Darren Sproles,1.290,0.070
4,8:09,4,8,MIA 48,20,19,Donnie Jones punts 46 yards,0.070,0.380
4,7:58,1,10,MIA 2,20,19,"Penalty on Billy Turner: False Start, 1 yards (no play)",-0.380,-0.420
4,7:58,1,11,MIA 1,20,19,Lamar Miller middle for 1 yard (tackle by Mychal Kendricks),-0.420,-0.780
4,7:21,2,10,MIA 2,20,19,Lamar Miller middle for 5 yards (tackle by Connor Barwin and DeMeco Ryans),-0.780,-0.840
4,6:41,3,5,MIA 7,20,19,Ryan Tannehill pass incomplete short left intended for Kenny Stills (defended by Nolan Carroll),-0.840,-2.490
4,6:37,4,5,MIA 7,20,19,"Matt Darr punts 48 yards, returned by Darren Sproles for 5 yards (tackle by Michael Thomas)",-2.490,-2.260
4,6:27,1,10,,20,19,DeMarco Murray left end for no gain (tackle by Ndamukong Suh),2.260,1.710
4,6:02,2,10,,20,19,Mark Sanchez pass complete short left to DeMarco Murray for 12 yards (tackle by Reshad Jones),1.710,3.050
4,5:36,1,10,MIA 38,20,19,Mark Sanchez pass complete short left to Zach Ertz for 10 yards (tackle by Neville Hewitt),3.050,3.710
4,5:23,1,10,MIA 28,20,19,Mark Sanchez pass complete short right to DeMarco Murray for 20 yards (tackle by Koa Misi),3.710,5.370
4,4:55,1,8,MIA 8,20,19,DeMarco Murray left end for -1 yards (tackle by Kelvin Sheppard),5.370,4.380
4,4:32,2,9,MIA 9,20,19,Mark Sanchez pass incomplete short left intended for Miles Austin is intercepted by Reshad Jones at MIA--3 and returned for 7 yards,4.380,0.380
4,4:26,1,10,MIA 4,20,19,Ryan Tannehill pass complete short right to Dion Sims for 8 yards (tackle by Kiko Alonso),-0.380,-0.200
4,3:40,2,2,MIA 12,20,19,Ryan Tannehill pass complete short left to Jarvis Landry for 4 yards (tackle by Malcolm Jenkins),-0.200,-0.140
4,2:56,1,10,MIA 16,20,19,Jay Ajayi middle for 3 yards (tackle by Malcolm Jenkins and DeMeco Ryans),-0.140,-0.140
4,2:52,1,10,MIA 16,20,19,Timeout #1 by Philadelphia Eagles,-0.140,-0.180
4,2:52,2,7,MIA 19,20,19,Ryan Tannehill pass incomplete short left intended for Rishard Matthews,-0.180,-0.950
4,2:47,3,7,MIA 19,20,19,Ryan Tannehill pass complete short middle to Jarvis Landry for 18 yards (tackle by E.J. Biggers),-0.950,1.400
4,2:05,1,10,MIA 37,20,19,Lamar Miller left end for 2 yards (tackle by Bennie Logan),1.400,1.130
4,2:00,2,8,MIA 39,20,19,Lamar Miller middle for no gain (tackle by Bennie Logan),1.130,1.130
4,1:57,2,8,MIA 39,20,19,Timeout #2 by Philadelphia Eagles,1.130,0.430
4,1:57,3,8,MIA 39,20,19,Ryan Tannehill sacked by Brandon Graham and Connor Barwin for -9 yards,0.430,0.430
4,1:51,3,8,MIA 39,20,19,Timeout #3 by Philadelphia Eagles,0.430,-1.370
4,1:51,4,17,MIA 30,20,19,"Matt Darr punts 51 yards, returned by Darren Sproles for 10 yards (tackle by John Denney)",-1.370,-0.870
4,1:40,1,10,PHI 29,20,19,Mark Sanchez pass complete short right to Darren Sproles for 5 yards,0.870,1.000
4,1:34,2,5,PHI 34,20,19,Mark Sanchez pass complete short middle to Darren Sproles for 10 yards (tackle by Koa Misi and Reshad Jones),1.000,1.860
4,1:13,1,10,PHI 44,20,19,Mark Sanchez pass incomplete short middle intended for Miles Austin,1.860,1.320
4,1:09,2,10,PHI 44,20,19,Mark Sanchez pass incomplete short left intended for DeMarco Murray,1.320,0.630
4,1:06,3,10,PHI 44,20,19,Mark Sanchez pass incomplete short middle intended for Zach Ertz,0.630,0.630
4,1:01,3,10,PHI 44,20,19,Timeout #2 by Miami Dolphins,0.630,-0.460
