Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Zach Hocker kicks off 62 yards, returned by Josh Huff for 40 yards (tackle by Brian Dixon)",0.000,-1.800
1,14:51,1,10,PHI 43,0,0,Sam Bradford pass complete short right to Riley Cooper for 7 yards (tackle by Stephone Anthony),1.800,2.200
1,14:31,2,3,,0,0,Sam Bradford pass complete short right to DeMarco Murray for 8 yards (tackle by Stephone Anthony),2.200,2.790
1,14:10,1,10,NOR 42,0,0,DeMarco Murray left end for 1 yard (tackle by Dannell Ellerbe),2.790,2.380
1,13:53,2,9,NOR 41,0,0,DeMarco Murray middle for 2 yards (tackle by Cameron Jordan),2.380,1.950
1,13:20,3,7,NOR 39,0,0,Sam Bradford pass incomplete short left intended for Jordan Matthews (defended by Jairus Byrd),1.950,0.660
1,13:13,4,7,NOR 39,0,0,Sam Bradford pass incomplete deep right intended for Riley Cooper,0.660,-1.530
1,13:07,1,10,NOR 39,0,0,Drew Brees pass complete short left to C.J. Spiller for -3 yards (tackle by Malcolm Jenkins),1.530,0.580
1,12:38,2,13,NOR 36,0,0,Mark Ingram left tackle for 5 yards (tackle by Fletcher Cox),0.580,0.560
1,11:58,3,8,NOR 41,0,0,Drew Brees pass complete short right to Ben Watson for 21 yards (tackle by E.J. Biggers),0.560,3.050
1,11:32,1,10,PHI 38,0,0,Drew Brees pass incomplete short left intended for Willie Snead,3.050,2.510
1,11:28,2,10,PHI 38,0,0,Drew Brees sacked by Bennie Logan for -7 yards,2.510,0.890
1,10:46,3,17,PHI 45,0,0,Drew Brees pass incomplete deep right intended for Willie Snead,0.890,0.270
1,10:41,4,17,PHI 45,0,0,"Brandon Fields punts 45 yards, touchback",0.270,-0.280
1,10:34,1,10,PHI 20,0,0,Sam Bradford pass complete short middle to Zach Ertz for 6 yards (tackle by David Hawthorne),0.280,0.540
1,10:14,2,4,PHI 26,0,0,Sam Bradford pass complete short left to Brent Celek for 8 yards (tackle by David Hawthorne),0.540,1.200
1,9:47,1,10,PHI 34,0,0,DeMarco Murray middle for 1 yard (tackle by Tavaris Barnes),1.200,0.790
1,9:25,2,9,PHI 35,0,0,Sam Bradford pass incomplete short right intended for Zach Ertz (defended by Damian Swann),0.790,0.100
1,9:19,3,9,PHI 35,0,0,Sam Bradford pass complete short middle to Riley Cooper for 14 yards (tackle by Keenan Lewis),0.100,2.190
1,8:56,1,10,PHI 49,0,0,Sam Bradford pass complete short middle to Zach Ertz for 12 yards (tackle by Kenny Vaccaro and Jairus Byrd),2.190,2.980
1,8:25,1,10,NOR 39,0,0,DeMarco Murray left tackle for 9 yards (tackle by Dannell Ellerbe),2.980,3.660
1,8:08,2,1,NOR 30,0,0,Sam Bradford pass complete short middle to Josh Huff for 18 yards (tackle by Kyle Wilson),3.660,4.780
1,7:29,1,10,NOR 12,0,0,Sam Bradford pass incomplete short right intended for Riley Cooper is intercepted by Brandon Browner at NOR--1,4.780,-0.280
1,7:24,1,10,NOR 20,0,0,Drew Brees pass incomplete deep middle intended for Brandin Cooks (defended by Walter Thurmond),0.280,-0.270
1,7:16,2,10,NOR 20,0,0,Khiry Robinson left end for 5 yards (tackle by Walter Thurmond),-0.270,-0.300
1,6:41,3,5,NOR 25,0,0,Drew Brees pass complete short right to Willie Snead for 21 yards (tackle by E.J. Biggers),-0.300,1.990
1,6:03,1,10,NOR 46,0,0,Mark Ingram right tackle for 9 yards (tackle by Connor Barwin),1.990,2.670
1,5:29,2,1,PHI 45,0,0,Mark Ingram right tackle for 10 yards (tackle by Walter Thurmond),2.670,3.250
1,4:52,1,10,PHI 35,0,0,Drew Brees pass complete deep left to Brandin Cooks for 25 yards (tackle by Walter Thurmond),3.250,4.910
1,4:13,1,10,PHI 10,0,0,Mark Ingram left tackle for 4 yards (tackle by Bennie Logan and Jordan Hicks),4.910,4.950
1,3:39,2,6,PHI 6,6,0,"Drew Brees pass complete short left to Ben Watson for 6 yards, touchdown",4.950,7.000
1,3:39,,,PHI 6,7,0,Zach Hocker kicks extra point good,0.000,0.000
1,3:39,,,NOR 35,7,0,"Zach Hocker kicks off 65 yards, touchback",0.000,-0.280
1,3:35,1,10,PHI 20,7,0,Sam Bradford pass complete short right to Ryan Mathews for 4 yards (tackle by Delvin Breaux),0.280,0.270
1,3:11,2,6,PHI 24,7,0,Ryan Mathews middle for 7 yards (tackle by Dannell Ellerbe),0.270,1.000
