#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 43,6,1:53,18,Downs
2,1,10:34,PHI 20,9,3:10,68,Interception
3,1,3:35,PHI 20,10,4:21,66,Interception
4,2,13:28,PHI 19,4,1:45,81,Touchdown
5,2,10:19,PHI 31,8,4:14,34,Downs
6,2,2:36,PHI 7,3,1:03,6,Punt
7,2,1:12,NOR 46,6,1:02,25,Field Goal
8,3,11:12,PHI 20,9,4:28,80,Touchdown
9,3,6:36,NOR 13,1,0:05,13,Touchdown
10,3,4:00,,8,3:29,39,Field Goal
11,4,14:07,PHI 19,9,3:56,73,Field Goal
12,4,8:51,PHI 17,9,4:32,60,Field Goal
13,4,3:48,NOR 4,1,0:04,4,Touchdown
