Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
1,9:53,1,10,JAX 20,0,0,David Garrard pass complete short right to Marcedes Lewis for 8 yards (tackle by Nate Webster),0.280,0.810
1,9:25,2,2,JAX 28,0,0,Fred Taylor up the middle for 19 yards (tackle by Dre' Bly),0.810,2.060
1,8:42,1,10,JAX 47,0,0,David Garrard up the middle for 6 yards (tackle by Amon Gordon),2.060,2.330
1,7:56,2,4,DEN 47,0,0,Maurice Jones-Drew up the middle for 3 yards (tackle by John Lynch and John Engelberger),2.330,2.020
1,7:16,3,1,DEN 44,0,0,David Garrard pass complete short right to Ernest Wilford for 4 yards (tackle by Champ Bailey),2.020,2.920
1,6:41,1,10,DEN 40,0,0,David Garrard pass complete short right to George Wrighster for 7 yards (tackle by Ian Gold),2.920,3.320
1,6:01,2,3,DEN 33,0,0,Fred Taylor right guard for no gain (tackle by D.J. Williams and Jarvis Moss),3.320,2.610
1,5:16,3,3,DEN 33,0,0,Maurice Jones-Drew left guard for 10 yards (tackle by Jeff Shoate),2.610,4.040
1,4:34,1,10,DEN 23,0,0,Fred Taylor left tackle for 4 yards (tackle by D.J. Williams and Nate Webster),4.040,4.050
1,3:48,2,6,DEN 19,0,0,Dennis Northcutt left end for 5 yards (tackle by Dre' Bly and Nick Ferguson),4.050,4.280
1,3:01,3,1,DEN 14,0,0,Maurice Jones-Drew up the middle for no gain (tackle by Jarvis Moss and Marcus Thomas),4.280,2.660
1,2:40,4,1,DEN 14,0,0,David Garrard up the middle for 1 yard (tackle by Jarvis Moss),2.660,4.710
1,1:56,1,10,DEN 13,0,0,David Garrard left end for 5 yards (tackle by Amon Gordon),4.710,4.960
1,1:12,2,5,DEN 8,0,0,Fred Taylor left tackle for 1 yard (tackle by D.J. Williams),4.960,4.330
1,0:32,3,4,DEN 7,0,0,"David Garrard up the middle for 7 yards. Penalty on JAX: Illegal Shift, 5 yards (no play)",4.330,3.280
1,0:25,3,9,DEN 12,0,0,David Garrard pass complete short middle to Maurice Jones-Drew for 10 yards (tackle by John Lynch),3.280,6.740
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,2,DEN 2,0,0,Maurice Jones-Drew up the middle for no gain (tackle by Amon Gordon),6.740,5.720
2,14:21,2,2,DEN 2,0,0,"Penalty on Greg Estandia: False Start, 5 yards (no play)",5.720,4.760
2,13:58,2,7,DEN 7,0,0,Maurice Jones-Drew right tackle for 4 yards (tackle by Sam Adams),4.760,4.720
2,13:17,3,3,DEN 3,6,0,"David Garrard pass complete short right to Reggie Williams for 3 yards, touchdown. Penalty on DEN: Defensive 12 On-field (Declined)",4.720,7.000
2,,,,DEN 2,7,0,John Carney kicks extra point good,0.000,0.000
2,,,,JAX 30,7,0,"John Carney kicks off 70 yards, touchback",0.000,0.280
2,13:09,1,10,DEN 20,7,0,"Jay Cutler pass complete short left to Javon Walker for 11 yards (tackle by Reggie Nelson). Penalty on Brandon Stokley: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
2,12:50,1,20,DEN 10,7,0,Jay Cutler pass incomplete short right intended for Travis Henry,-0.760,-1.510
2,12:46,2,20,DEN 10,7,0,Selvin Young up the middle for 6 yards (tackle by Brian Williams),-1.510,-1.690
2,12:00,3,14,DEN 16,7,0,Jay Cutler pass complete deep right to Brandon Marshall for 49 yards (tackle by Reggie Nelson),-1.690,3.250
2,11:09,1,10,JAX 35,7,0,Travis Henry right tackle for 6 yards (tackle by Tony McDaniel),3.250,3.510
2,10:30,2,4,JAX 29,7,0,Travis Henry for no gain,3.510,2.810
2,9:59,3,4,JAX 29,7,0,Jay Cutler pass complete short left to Brandon Marshall for 12 yards (tackle by Brian Williams),2.810,4.440
2,9:15,1,10,JAX 17,7,0,"Travis Henry left tackle for no gain (tackle by Marcus Stroud). Penalty on Matt Lepsis: Offensive Holding, 10 yards (no play)",4.440,3.780
2,8:52,1,20,JAX 27,7,0,Mike Bell up the middle for -4 yards (tackle by Reggie Hayward and Bobby McCray),3.780,2.000
2,8:09,2,24,JAX 31,7,0,Jay Cutler pass complete short left to Brandon Marshall for 30 yards (tackle by Rashean Mathis),2.000,6.970
2,7:28,1,1,JAX 1,7,0,Travis Henry left tackle for no gain (tackle by Paul Spicer),6.970,5.910
2,6:44,2,1,JAX 1,7,6,"Jay Cutler pass complete short right to Nate Jackson for 1 yard, touchdown",5.910,7.000
2,,,,JAX 2,7,7,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,7,"Todd Sauerbrun kicks off 64 yards, returned by Maurice Jones-Drew for 42 yards (tackle by Champ Bailey)",0.000,2.130
2,6:33,1,10,JAX 48,7,7,Fred Taylor right end for 1 yard (tackle by Nate Webster),2.130,1.720
2,5:56,2,9,JAX 49,7,7,Fred Taylor right tackle for 6 yards (tackle by Nick Ferguson and Curome Cox),1.720,1.820
2,5:26,3,3,DEN 45,7,7,David Garrard left guard for 8 yards (tackle by Dre' Bly),1.820,3.120
2,4:43,1,10,DEN 37,7,7,David Garrard pass incomplete short left intended for Greg Jones,3.120,2.570
2,4:35,2,10,DEN 37,7,7,David Garrard sacked by Elvis Dumervil for 0 yards,2.570,1.880
2,3:50,3,10,DEN 37,7,7,David Garrard pass complete deep right to Dennis Northcutt for 21 yards (tackle by Jeff Shoate),1.880,4.510
2,3:17,1,10,DEN 16,7,7,Fred Taylor right end for 5 yards (tackle by Nate Webster),4.510,4.760
2,2:34,2,5,DEN 11,7,7,Fred Taylor left tackle for 7 yards (tackle by Ian Gold),4.760,6.280
2,2:00,1,4,DEN 4,13,7,"Greg Jones up the middle for 4 yards, touchdown",6.280,7.000
2,,,,DEN 2,14,7,John Carney kicks extra point good,0.000,0.000
2,,,,JAX 30,14,7,"John Carney kicks off 70 yards, touchback",0.000,0.280
2,1:56,1,10,DEN 20,14,7,Jay Cutler pass complete short left to Brandon Marshall for 4 yards (tackle by Terry Cousin),0.280,0.270
2,1:39,2,6,DEN 24,14,7,"Jay Cutler pass complete short left to Selvin Young for 17 yards (tackle by Rashean Mathis). Selvin Young fumbles (forced by Rashean Mathis), recovered by Marcus Stroud at DEN-42 (tackle by Daniel Graham)",0.270,-2.790
2,1:26,1,10,DEN 42,14,7,Maurice Jones-Drew up the middle for no gain (tackle by Ian Gold),2.790,2.240
2,1:01,2,10,DEN 42,14,7,David Garrard pass complete short left to Dennis Northcutt for 16 yards,2.240,3.840
2,0:56,1,10,DEN 26,14,7,David Garrard pass complete short middle to Reggie Williams for 8 yards (tackle by Champ Bailey),3.840,4.450
2,0:48,,,,14,7,Timeout #2 by Jacksonville Jaguars,0.000,4.450
2,0:48,2,2,DEN 18,14,7,Maurice Jones-Drew left guard for 9 yards (tackle by Nick Ferguson),4.450,5.140
2,0:27,1,9,DEN 9,14,7,David Garrard pass incomplete short right intended for Reggie Williams,5.140,4.380
2,0:19,2,9,DEN 9,14,7,David Garrard pass complete short middle to Maurice Jones-Drew for 8 yards (tackle by D.J. Williams). Penalty on Marcus Thomas: Defensive Offside (Declined),4.380,5.170
2,0:13,3,1,DEN 1,14,7,David Garrard spiked the ball,5.170,3.550
2,0:11,,,,14,7,Timeout #1 by Denver Broncos,0.000,3.550
2,0:11,4,1,DEN 1,17,7,John Carney 19 yard field goal good,3.550,3.000
2,,,,JAX 30,17,7,"John Carney kicks off 75 yards, returned by Domenik Hixon for 20 yards (tackle by Brian Iwuh)",0.000,-0.220
2,0:04,1,10,DEN 15,17,7,Jay Cutler kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,17,7,"John Carney kicks off 72 yards, returned by Domenik Hixon for 20 yards (tackle by Montell Owens). Domenik Hixon fumbles (forced by Montell Owens), recovered by Brian Iwuh at DEN-18 (tackle by Domenik Hixon)",0.000,-4.370
,,,,,,,"DEN challenged the fumble ruling, and the play was upheld.",,
3,14:56,1,10,DEN 18,17,7,David Garrard pass incomplete short right intended for Fred Taylor,4.370,3.800
3,14:48,2,10,DEN 18,17,7,Fred Taylor up the middle for 5 yards (tackle by D.J. Williams),3.800,3.820
3,14:03,3,5,DEN 13,17,7,David Garrard right end for 4 yards (tackle by Champ Bailey),3.820,2.980
3,13:14,4,1,DEN 9,20,7,John Carney 27 yard field goal good,2.980,3.000
3,,,,JAX 30,20,7,"John Carney kicks off 67 yards, returned by Domenik Hixon for 23 yards (tackle by Jamaal Fudge)",0.000,0.670
3,13:04,1,10,DEN 26,20,7,Travis Henry right end for 4 yards (tackle by Rob Meier),0.670,0.670
3,12:25,2,6,DEN 30,20,7,Travis Henry left tackle for -1 yards (tackle by Justin Durant and Brian Williams),0.670,-0.160
3,11:44,3,7,DEN 29,20,7,Jay Cutler pass complete short right to Brandon Stokley for 6 yards (tackle by Sammy Knight),-0.160,-1.040
3,11:07,4,1,DEN 35,20,7,"Todd Sauerbrun punts 65 yards, touchback",-1.040,-0.280
3,10:57,1,10,JAX 20,20,7,Fred Taylor right tackle for 3 yards (tackle by Nate Webster and Champ Bailey),0.280,0.140
3,10:16,2,7,JAX 23,20,7,David Garrard pass complete short right to Marcedes Lewis for 18 yards (tackle by Nick Ferguson),0.140,1.660
3,9:38,1,10,JAX 41,20,7,Fred Taylor up the middle for 2 yards (tackle by Elvis Dumervil),1.660,1.390
3,8:55,2,8,JAX 43,20,7,David Garrard up the middle for 8 yards (tackle by Elvis Dumervil),1.390,2.320
3,8:17,1,10,DEN 49,20,7,Maurice Jones-Drew up the middle for 4 yards (tackle by Ian Gold),2.320,2.320
3,7:42,2,6,DEN 45,20,7,David Garrard pass incomplete short right intended for Marcedes Lewis (defended by D.J. Williams),2.320,1.620
3,7:35,3,6,DEN 45,20,7,"David Garrard sacked by Elvis Dumervil for -10 yards. David Garrard fumbles (forced by Elvis Dumervil), recovered by Elvis Dumervil at JAX-45 (tackle by David Garrard). Penalty on Tony Pashos: Offensive Holding (Declined)",1.620,-2.650
3,7:31,1,10,JAX 44,20,7,Jay Cutler pass complete short middle to Brandon Marshall for 17 yards (tackle by Brian Williams),2.650,3.780
3,6:53,1,10,JAX 27,20,7,Travis Henry up the middle for 2 yards (tackle by Reggie Hayward),3.780,3.500
3,6:16,2,8,JAX 25,20,7,Jay Cutler pass complete short left to Brandon Marshall for 13 yards (tackle by Daryl Smith),3.500,4.780
3,5:39,1,10,JAX 12,20,7,Travis Henry up the middle for 4 yards (tackle by Marcus Stroud),4.780,4.830
3,5:01,2,6,JAX 8,20,7,Jay Cutler pass complete short right to Javon Walker for 4 yards (tackle by Rashean Mathis),4.830,4.840
3,4:28,,,,20,7,Timeout #2 by Denver Broncos,0.000,4.840
3,4:28,3,2,JAX 4,20,7,Selvin Young up the middle for 1 yard (tackle by Mike Peterson),4.840,3.060
3,3:52,,,,20,7,Timeout #3 by Denver Broncos,0.000,3.060
3,3:52,4,1,JAX 3,20,7,Jay Cutler up the middle for no gain (tackle by Daryl Smith),3.060,0.380
3,3:44,1,10,JAX 3,20,7,"Penalty on Sam Adams: Encroachment, 5 yards (no play)",-0.380,-0.190
3,3:44,1,5,JAX 8,20,7,Fred Taylor up the middle for 7 yards (tackle by Champ Bailey),-0.190,-0.220
3,3:09,1,10,JAX 15,20,7,David Garrard up the middle for 6 yards (tackle by Nick Ferguson),-0.220,0.210
3,2:33,2,4,JAX 21,20,7,Maurice Jones-Drew up the middle for 3 yards (tackle by D.J. Williams),0.210,-0.270
3,1:49,3,1,JAX 24,20,7,Maurice Jones-Drew right guard for no gain (tackle by Sam Adams). Penalty on Maurice Williams: Offensive Holding (Declined),-0.270,-1.770
3,1:31,4,1,JAX 24,20,7,Adam Podlesh punts 36 yards,-1.770,-1.600
3,1:22,1,10,DEN 40,20,7,Jay Cutler pass complete short right to Cecil Sapp for 5 yards (tackle by Rashean Mathis),1.600,1.730
3,0:47,2,5,DEN 45,20,7,Jay Cutler pass incomplete deep right intended for Brandon Marshall (defended by Reggie Nelson),1.730,1.030
3,0:39,3,5,DEN 45,20,7,Jay Cutler pass complete short right to Brandon Stokley for 14 yards (tackle by Terry Cousin),1.030,2.850
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 41,20,7,Travis Henry up the middle for 6 yards (tackle by Sammy Knight),2.850,3.120
4,14:26,2,4,JAX 35,20,7,Jay Cutler pass incomplete short left intended for Brandon Marshall,3.120,2.410
4,14:20,3,4,JAX 35,20,7,Jay Cutler pass complete short left to Brandon Stokley for 16 yards (tackle by Terry Cousin). Penalty on Terry Cousin: Defensive Pass Interference (Declined),2.410,4.310
4,14:02,1,10,JAX 19,20,7,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Daryl Smith),4.310,5.140
4,13:27,2,2,JAX 11,20,7,Travis Henry up the middle for 5 yards (tackle by Sammy Knight),5.140,5.830
4,12:45,1,6,JAX 6,20,13,"Travis Henry left tackle for 6 yards, touchdown",5.830,7.000
4,,,,JAX 2,20,14,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,20,14,"Todd Sauerbrun kicks off 73 yards, returned by Maurice Jones-Drew for 20 yards (tackle by Cecil Sapp)",0.000,-0.060
4,12:35,1,10,JAX 17,20,14,Maurice Jones-Drew up the middle for 3 yards (tackle by D.J. Williams),-0.060,-0.060
4,11:57,2,7,JAX 20,20,14,David Garrard pass complete short middle to Marcedes Lewis for 18 yards (tackle by Nick Ferguson),-0.060,1.470
4,11:13,1,10,JAX 38,20,14,Fred Taylor up the middle for 1 yard (tackle by Nick Ferguson),1.470,1.060
4,10:32,2,9,JAX 39,20,14,David Garrard pass complete deep middle to Greg Estandia for 23 yards (tackle by Ian Gold),1.060,3.050
4,9:52,1,10,DEN 38,20,14,Fred Taylor left tackle for 12 yards (tackle by Curome Cox),3.050,3.840
4,9:11,1,10,DEN 26,20,14,Maurice Jones-Drew left tackle for 2 yards (tackle by Nate Webster),3.840,3.570
4,8:29,2,8,DEN 24,20,14,David Garrard pass complete short left to George Wrighster for 4 yards (tackle by Nick Ferguson),3.570,3.400
4,7:44,3,4,DEN 20,20,14,David Garrard up the middle for 19 yards (tackle by Champ Bailey),3.400,6.970
4,7:01,1,1,DEN 1,20,14,Maurice Jones-Drew up the middle for -1 yards (tackle by Amon Gordon),6.970,5.720
4,6:21,2,2,DEN 2,20,14,"David Garrard pass incomplete short middle intended for George Wrighster (defended by Karl Paymah). Penalty on Karl Paymah: Defensive Pass Interference, 1 yards (no play)",5.720,6.970
4,6:15,1,1,DEN 1,20,14,"Maurice Jones-Drew left tackle for -3 yards (tackle by Nick Ferguson). Maurice Jones-Drew fumbles (forced by Nick Ferguson), recovered by Curome Cox at DEN-4 (tackle by Greg Jones)",6.970,0.380
4,6:09,1,10,DEN 4,20,14,Travis Henry up the middle for 3 yards (tackle by Reggie Hayward),-0.380,-0.560
4,5:33,2,7,DEN 7,20,14,Jay Cutler sacked by Reggie Hayward for -4 yards,-0.560,-1.540
4,5:01,3,11,DEN 3,20,14,Jay Cutler pass complete short right to Javon Walker for 6 yards (tackle by Sammy Knight),-1.540,-2.490
4,4:19,4,5,DEN 9,20,14,"Jay Cutler pass incomplete deep middle intended for Daniel Graham (defended by Reggie Nelson). Penalty on Daniel Graham: Delay of Game, 5 yards",-2.490,-6.280
4,4:12,1,4,DEN 4,20,14,Maurice Jones-Drew up the middle for 3 yards (tackle by Nick Ferguson),6.280,5.910
4,3:39,2,1,DEN 1,20,14,"Penalty on JAX: Delay of Game, 4 yards (no play)",5.910,5.150
4,3:38,2,5,DEN 5,20,14,Dennis Northcutt left end for 4 yards (tackle by Nate Webster),5.150,5.170
4,2:58,3,1,DEN 1,20,14,David Garrard left end for no gain (tackle by Dre' Bly),5.170,3.550
4,2:13,,,,20,14,Timeout #1 by Jacksonville Jaguars,0.000,3.550
4,2:13,4,1,DEN 1,23,14,John Carney 18 yard field goal good,3.550,3.000
4,,,,JAX 30,23,14,"John Carney kicks off 74 yards, returned by Domenik Hixon for 29 yards (tackle by Terry Cousin)",0.000,0.610
4,2:04,1,10,DEN 25,23,14,Jay Cutler pass incomplete deep left intended for Brandon Marshall,0.610,0.060
4,1:58,2,10,DEN 25,23,14,Jay Cutler pass complete short middle to Selvin Young for 20 yards,0.060,1.930
4,1:48,1,10,DEN 45,23,14,Jay Cutler pass incomplete deep left intended for Brandon Stokley is intercepted by Sammy Knight at JAX-34 and returned for 1 yard (tackle by Brandon Stokley),1.930,-1.270
4,1:40,1,10,JAX 35,23,14,David Garrard kneels for -2 yards,1.270,0.450
4,1:02,2,12,JAX 33,23,14,David Garrard kneels for -1 yards,0.450,-0.360
4,0:36,3,13,JAX 32,23,14,David Garrard kneels for -2 yards,-0.360,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
