Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,DEN 20,0,0,Peyton Manning pass complete short left to Emmanuel Sanders for no gain,0.280,-0.270
1,14:25,2,10,DEN 20,0,0,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,-0.270,-0.960
1,14:20,3,10,DEN 20,0,0,Peyton Manning pass complete short middle to Bennie Fowler for 9 yards (tackle by Darius Butler),-0.960,-1.440
1,13:42,4,1,DEN 29,0,0,"Britton Colquitt punts 53 yards, returned by Quan Bray for no gain",-1.440,-0.040
1,13:33,1,10,IND 18,0,0,Frank Gore middle for 5 yards (tackle by Brandon Marshall and Danny Trevathan),0.040,0.280
1,12:50,2,5,IND 23,0,0,Frank Gore middle for -1 yards (tackle by Malik Jackson),0.280,-0.660
1,12:10,3,6,IND 22,0,0,Andrew Luck pass incomplete short right intended for Griff Whalen (defended by Malik Jackson),-0.660,-1.900
1,12:07,4,6,IND 22,0,0,"Pat McAfee punts 49 yards, out of bounds",-1.900,-0.870
1,11:57,1,10,DEN 29,0,0,Peyton Manning pass complete short left to Owen Daniels for 20 yards (tackle by Dwight Lowery),0.870,2.190
1,11:26,1,10,DEN 49,0,0,Ronnie Hillman right tackle for 2 yards (tackle by Kendall Langford and D'Qwell Jackson),2.190,1.920
1,10:47,2,8,IND 49,0,0,Peyton Manning pass incomplete short left intended for Bennie Fowler,1.920,1.220
1,10:43,3,8,IND 49,0,0,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,1.220,0.000
1,10:39,4,8,IND 49,0,0,Britton Colquitt punts 29 yards,0.000,-0.280
1,10:30,1,10,IND 20,0,0,Frank Gore left tackle for 17 yards (tackle by Danny Trevathan),0.280,1.400
1,9:42,1,10,IND 37,0,0,Andrew Luck pass incomplete short middle intended for Andre Johnson (defended by Aqib Talib),1.400,0.860
1,9:36,2,10,IND 37,0,0,Ahmad Bradshaw middle for no gain (tackle by Brandon Marshall),0.860,0.170
1,8:50,3,10,IND 37,0,0,"Andrew Luck pass complete deep left to T.Y. Hilton for 28 yards (tackle by T.J. Ward). Penalty on T.J. Ward: Unnecessary Roughness, 15 yards",0.170,4.240
1,8:18,1,10,DEN 20,0,0,Andrew Luck pass complete short middle to Griff Whalen for 5 yards (tackle by Kayvon Webster),4.240,4.450
1,7:32,2,5,DEN 15,0,0,"Andrew Luck right tackle for 3 yards (tackle by Danny Trevathan). Penalty on Kayvon Webster: Illegal Use of Hands, 5 yards",4.450,5.600
1,6:52,1,7,DEN 7,0,6,"Frank Gore middle for 7 yards, touchdown",5.600,7.000
1,6:52,,,DEN 7,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,6:52,,,IND 35,0,7,"Pat McAfee kicks off 72 yards, returned by Omar Bolden for 28 yards (tackle by Sio Moore)",0.000,-0.340
1,6:44,1,10,DEN 21,0,7,Ronnie Hillman right tackle for 3 yards (tackle by Henry Anderson),0.340,0.210
1,6:13,2,7,DEN 24,0,7,Ronnie Hillman left end for -4 yards (tackle by Bjoern Werner),0.210,-1.020
1,5:43,3,11,DEN 20,0,7,Peyton Manning pass complete short right to Demaryius Thomas for 12 yards (tackle by Jerrell Freeman),-1.020,1.070
1,5:09,1,10,DEN 32,0,7,Peyton Manning pass incomplete deep middle intended for Emmanuel Sanders,1.070,0.530
1,5:03,2,10,DEN 32,0,7,Peyton Manning pass incomplete short left intended for C.J. Anderson,0.530,-0.160
1,5:00,3,10,DEN 32,0,7,Peyton Manning pass complete deep left to Emmanuel Sanders for 16 yards,-0.160,2.130
1,4:46,1,10,DEN 48,0,7,Ronnie Hillman right tackle for 1 yard (tackle by Kendall Langford),2.130,1.720
1,4:18,2,9,DEN 49,0,7,Peyton Manning pass complete short left to Emmanuel Sanders for no gain,1.720,1.720
1,3:33,2,9,DEN 49,0,7,Timeout #1 by Indianapolis Colts,1.720,1.020
1,3:33,3,9,DEN 49,0,7,Peyton Manning pass incomplete short right intended for Owen Daniels (defended by D'Qwell Jackson),1.020,-0.130
1,3:20,4,9,DEN 49,0,7,"Britton Colquitt punts 39 yards, fair catch by Quan Bray",-0.130,0.350
1,3:14,1,10,IND 12,0,7,Frank Gore middle for 3 yards (tackle by Shaquil Barrett),-0.350,-0.500
1,2:35,2,7,IND 15,0,7,Andrew Luck pass complete short right to T.Y. Hilton for 12 yards (tackle by Lerentee McCray),-0.500,0.740
1,1:48,1,10,IND 27,0,7,"Penalty on Von Miller: Defensive Offside, 5 yards (no play)",0.740,1.470
1,1:24,1,5,IND 32,0,7,Frank Gore right tackle for 1 yard (tackle by Brandon Marshall and Danny Trevathan),1.470,1.010
1,0:42,2,4,IND 33,0,7,Andrew Luck pass complete short left to Donte Moncrief for 7 yards (tackle by Bradley Roby),1.010,1.600
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 40,0,7,"Frank Gore middle for 11 yards (tackle by Darian Stewart and Danny Trevathan). Penalty on Danny Trevathan: Face Mask (15 Yards), 15 yards",1.600,3.310
2,14:19,1,10,DEN 34,0,7,Frank Gore right end for -1 yards (tackle by Derek Wolfe and Von Miller),3.310,2.640
2,13:42,2,11,DEN 35,0,7,Andrew Luck pass complete short right to Coby Fleener for 5 yards (tackle by T.J. Ward),2.640,2.610
2,12:57,3,6,DEN 30,0,7,Andrew Luck pass complete short middle to T.Y. Hilton for 5 yards (tackle by T.J. Ward),2.610,1.950
2,12:17,4,1,DEN 25,0,10,Adam Vinatieri 43 yard field goal good,1.950,3.000
2,12:17,,,IND 35,0,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,12:13,1,10,DEN 20,0,10,C.J. Anderson left tackle for 10 yards (tackle by Jerrell Freeman),0.280,0.940
2,11:49,1,10,DEN 30,0,10,Peyton Manning pass complete short left to Bennie Fowler for 13 yards (tackle by Darius Butler),0.940,1.800
2,11:26,1,10,DEN 43,0,10,C.J. Anderson right tackle for 1 yard (tackle by Zach Kerr),1.800,1.390
2,11:02,2,9,DEN 44,0,10,Peyton Manning pass incomplete deep middle intended for Owen Daniels is intercepted by Mike Adams at IND-36 and returned for 1 yard,1.390,-1.400
2,10:55,1,10,IND 37,0,10,Frank Gore middle for 3 yards (tackle by Malik Jackson),1.400,1.260
2,10:16,2,7,IND 40,0,10,Andrew Luck pass incomplete short left intended for Frank Gore,1.260,0.560
2,10:10,3,7,IND 40,0,10,Andrew Luck pass complete short right to T.Y. Hilton for 30 yards (tackle by Darian Stewart),0.560,3.580
2,9:32,1,10,DEN 30,0,10,Andrew Luck pass incomplete deep left intended for Coby Fleener (defended by Danny Trevathan),3.580,3.030
2,9:26,2,10,DEN 30,0,10,Andrew Luck pass complete short right to Frank Gore for 19 yards (tackle by T.J. Ward),3.030,4.840
2,8:47,1,10,DEN 11,0,10,Ahmad Bradshaw middle for no gain (tackle by Derek Wolfe),4.840,4.140
2,8:03,2,10,DEN 11,0,10,Andrew Luck pass complete short middle to Griff Whalen for 8 yards (tackle by T.J. Ward and Bradley Roby),4.140,4.890
2,7:18,3,2,DEN 3,0,16,"Andrew Luck pass complete short right to Jack Doyle for 3 yards, touchdown",4.890,7.000
2,7:18,,,DEN 3,0,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,7:18,,,IND 35,0,17,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,7:12,1,10,DEN 20,0,17,Peyton Manning pass complete short right to Emmanuel Sanders for 5 yards (tackle by Greg Toler),0.280,0.410
2,6:45,2,5,DEN 25,0,17,Peyton Manning pass incomplete deep right intended for Vernon Davis,0.410,-0.300
2,6:40,3,5,DEN 25,0,17,Peyton Manning pass complete short middle to Emmanuel Sanders for 5 yards (tackle by Vontae Davis),-0.300,0.940
2,6:16,1,10,DEN 30,0,17,C.J. Anderson right tackle for 2 yards (tackle by Trent Cole and Kendall Langford),0.940,0.660
2,5:45,2,8,DEN 32,0,17,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders,0.660,-0.030
2,5:40,3,8,DEN 32,0,17,Peyton Manning pass incomplete deep right intended for Andre Caldwell,-0.030,-1.240
2,5:36,4,8,DEN 32,0,17,"Britton Colquitt punts 48 yards, returned by Quan Bray for 3 yards (tackle by David Bruton)",-1.240,-0.480
2,5:26,1,10,IND 23,0,17,Frank Gore middle for 2 yards (tackle by Danny Trevathan and Darian Stewart),0.480,0.200
2,4:47,2,8,IND 25,0,17,Frank Gore middle for 7 yards (tackle by Malik Jackson and Brandon Marshall),0.200,0.430
2,4:02,3,1,IND 32,0,17,Frank Gore left tackle for 5 yards (tackle by Malik Jackson and Chris Harris),0.430,1.400
2,3:16,1,10,IND 37,0,17,Andrew Luck pass incomplete short right intended for Ahmad Bradshaw,1.400,0.860
2,3:12,2,10,IND 37,0,17,Andrew Luck pass incomplete short right intended for Dwayne Allen (defended by T.J. Ward),0.860,0.170
2,3:09,3,10,IND 37,0,17,Andrew Luck middle for 10 yards (tackle by Danny Trevathan),0.170,2.060
2,2:22,1,10,IND 47,0,17,Frank Gore middle for no gain (tackle by Lerentee McCray),2.060,2.060
