Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2,2:16,1,10,IND 47,0,17,Timeout #1 by Denver Broncos,2.060,1.520
2,2:16,2,10,IND 47,0,17,"Penalty on Jack Mewhort: False Start, 5 yards (no play)",1.520,0.840
2,2:16,2,15,IND 42,0,17,Andrew Luck pass complete short left to Coby Fleener for 4 yards (tackle by Brandon Marshall),0.840,0.700
2,2:00,3,11,IND 46,0,17,Andrew Luck sacked by DeMarcus Ware for -7 yards,0.700,0.700
2,1:53,3,11,IND 46,0,17,Timeout #2 by Denver Broncos,0.700,-0.780
2,1:53,4,18,IND 39,0,17,"Pat McAfee punts 35 yards, out of bounds",-0.780,-0.670
2,1:46,1,10,DEN 26,0,17,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,0.670,0.130
2,1:41,2,10,DEN 26,0,17,Peyton Manning pass incomplete short left intended for Owen Daniels,0.130,0.130
2,1:38,2,10,DEN 26,0,17,Timeout #3 by Denver Broncos,0.130,-0.560
2,1:38,3,10,DEN 26,0,17,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by Greg Toler),-0.560,-1.630
2,1:33,4,10,DEN 26,0,17,"Britton Colquitt punts 46 yards, returned by Quan Bray for -1 yards (tackle by Kayvon Webster)",-1.630,-0.740
2,1:24,1,10,IND 27,0,17,Andrew Luck pass complete short right to Coby Fleener for 4 yards (tackle by Bradley Roby and Todd Davis),0.740,0.740
2,1:07,2,6,IND 31,0,17,Andrew Luck pass incomplete short middle intended for Coby Fleener,0.740,0.740
2,1:01,2,6,IND 31,0,17,Timeout #2 by Indianapolis Colts,0.740,0.040
2,1:01,3,6,IND 31,0,17,Ahmad Bradshaw right end for no gain (tackle by Danny Trevathan and T.J. Ward),0.040,-1.310
2,0:15,4,6,IND 31,6,17,"Pat McAfee punts 52 yards, returned by Omar Bolden for 83 yards, touchdown",-1.310,-7.000
2,0:00,,,IND 31,7,17,Brandon McManus kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,14:56,1,10,IND 20,7,17,Frank Gore middle for 4 yards (tackle by Malik Jackson),0.280,0.270
3,14:33,2,6,IND 24,7,17,Andrew Luck pass incomplete deep right intended for Dwayne Allen (defended by T.J. Ward),0.270,-0.430
3,14:28,3,6,IND 24,7,17,Andrew Luck left tackle for 7 yards (tackle by T.J. Ward),-0.430,1.000
3,13:46,1,10,IND 31,7,17,Frank Gore middle for 1 yard (tackle by Danny Trevathan and Shaquil Barrett),1.000,0.600
3,13:05,2,9,IND 32,7,17,Andrew Luck pass incomplete deep middle intended for Andre Johnson,0.600,-0.100
3,13:00,3,9,IND 32,7,17,Andrew Luck pass incomplete short middle intended for Andre Johnson,-0.100,-1.240
3,13:00,4,9,IND 32,7,17,"Pat McAfee punts 43 yards. Penalty on Winston Guy: Interference with Opportunity to, 15 yards",-1.240,-1.600
3,12:50,1,10,DEN 40,7,17,Ronnie Hillman right end for -2 yards (tackle by Colt Anderson and Kendall Langford),1.600,0.780
3,12:16,2,12,DEN 38,7,17,Ronnie Hillman right end for -2 yards (tackle by Erik Walden),0.780,-0.160
3,11:37,3,14,DEN 36,13,17,"Peyton Manning pass complete deep middle to Emmanuel Sanders for 64 yards, touchdown",-0.160,7.000
3,11:37,,,IND 36,14,17,Brandon McManus kicks extra point good,0.000,0.000
3,11:37,,,DEN 35,14,17,"Brandon McManus kicks off 54 yards, returned by Quan Bray for 23 yards (tackle by Darian Stewart)",0.000,-1.200
3,11:18,1,10,IND 34,14,17,Andrew Luck pass incomplete short middle intended for Frank Gore (defended by Malik Jackson),1.200,0.660
3,11:14,2,10,IND 34,14,17,Frank Gore left end for -2 yards (tackle by Danny Trevathan),0.660,-0.300
3,10:29,3,12,IND 32,14,17,Andrew Luck right tackle for 11 yards (tackle by Brandon Marshall and Shaquil Barrett),-0.300,-0.520
3,9:45,4,1,IND 43,14,17,"Pat McAfee punts 47 yards, fair catch by Omar Bolden",-0.520,0.380
3,9:37,1,10,DEN 10,14,17,C.J. Anderson left end for -2 yards (tackle by Bjoern Werner). Penalty on Tyler Polumbus: Offensive Holding (Declined),-0.380,-0.930
3,9:22,2,12,DEN 8,14,17,Peyton Manning pass complete short right to Owen Daniels for 6 yards (tackle by Dwight Lowery),-0.930,-0.950
3,8:44,3,6,DEN 14,14,17,Peyton Manning pass complete short middle to Demaryius Thomas for 12 yards (tackle by Dwight Lowery),-0.950,0.670
3,8:05,1,10,DEN 26,14,17,Peyton Manning pass complete short left to Owen Daniels for 11 yards (tackle by Kendall Langford),0.670,1.400
3,7:21,1,10,DEN 37,14,17,C.J. Anderson right guard for 8 yards (tackle by Jerrell Freeman),1.400,1.940
3,6:57,2,2,DEN 45,14,17,Peyton Manning pass complete deep right to Owen Daniels for 37 yards (tackle by Dwight Lowery),1.940,4.370
3,6:21,1,10,IND 18,14,17,Peyton Manning pass complete short middle to C.J. Anderson for 4 yards (tackle by Jerrell Freeman),4.370,4.430
3,5:34,2,6,IND 14,14,17,Peyton Manning pass complete short right to Demaryius Thomas for 3 yards,4.430,4.260
3,5:05,3,3,IND 11,14,17,Peyton Manning pass incomplete short middle intended for Bennie Fowler,4.260,2.800
3,5:01,4,3,IND 11,17,17,Brandon McManus 29 yard field goal good,2.800,3.000
3,5:01,,,DEN 35,17,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,4:57,1,10,IND 20,17,17,Andrew Luck pass incomplete,0.280,-0.270
3,4:53,2,10,IND 20,17,17,Frank Gore left end for 6 yards (tackle by Shaquil Barrett),-0.270,-0.160
3,4:12,3,4,IND 26,17,17,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Chris Harris),-0.160,1.140
3,3:29,1,10,IND 33,17,17,Andrew Luck pass complete short left to Coby Fleener for 9 yards (tackle by T.J. Ward),1.140,1.810
3,2:50,2,1,IND 42,17,17,Frank Gore middle for no gain (tackle by Danny Trevathan and Lerentee McCray),1.810,1.090
3,2:18,3,1,IND 42,17,17,Andrew Luck pass complete short right to Griff Whalen for 4 yards (tackle by Bradley Roby),1.090,1.990
3,1:43,1,10,IND 46,17,17,Ahmad Bradshaw middle for 3 yards (tackle by Danny Trevathan and Brandon Marshall),1.990,1.860
3,1:03,2,7,IND 49,17,17,Andrew Luck pass incomplete short right intended for T.Y. Hilton,1.860,1.160
3,0:59,3,7,IND 49,17,17,Andrew Luck pass complete deep left to Griff Whalen for 38 yards (tackle by T.J. Ward),1.160,4.710
3,0:29,1,10,DEN 13,17,17,Ahmad Bradshaw middle for 1 yard (tackle by Derek Wolfe),4.710,4.220
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DEN 12,17,17,Andrew Luck left end for 4 yards (tackle by Danny Trevathan),4.220,4.100
4,14:09,3,5,DEN 8,17,23,"Andrew Luck pass complete short left to Ahmad Bradshaw for 8 yards, touchdown",4.100,7.000
4,14:09,,,DEN 8,17,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,14:09,,,IND 35,17,24,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,14:05,1,10,DEN 20,17,24,Peyton Manning pass complete deep right to Owen Daniels for 27 yards (tackle by Greg Toler),0.280,2.060
4,13:26,1,10,DEN 47,17,24,Peyton Manning pass complete short right to Virgil Green for 13 yards (tackle by Dwight Lowery),2.060,2.920
4,12:50,1,10,IND 40,17,24,C.J. Anderson left tackle for 12 yards (tackle by Colt Anderson),2.920,3.710
4,12:15,1,10,IND 28,17,24,C.J. Anderson left guard for 3 yards (tackle by T.Y. McGill),3.710,3.570
4,11:47,2,7,IND 25,17,24,Peyton Manning sacked by Kendall Langford for -7 yards,3.570,1.950
4,11:04,3,14,IND 32,17,24,Peyton Manning pass complete short left to Demaryius Thomas for 17 yards (tackle by Vontae Davis),1.950,4.580
4,10:17,1,10,IND 15,17,24,Peyton Manning pass complete short left to Demaryius Thomas for 6 yards (tackle by Jerrell Freeman and Trent Cole),4.580,5.030
4,9:44,2,4,IND 9,17,24,Ronnie Hillman middle for 3 yards (tackle by Trent Cole),5.030,4.900
4,9:02,3,1,IND 6,17,24,"Peyton Manning pass incomplete short right intended for Demaryius Thomas. Penalty on Greg Toler: Defensive Pass Interference, 5 yards (no play)",4.900,6.970
4,8:58,1,1,IND 1,23,24,"Peyton Manning pass complete short middle to Owen Daniels for 1 yard, touchdown",6.970,7.000
4,8:58,,,IND 1,24,24,Brandon McManus kicks extra point good,0.000,0.000
4,,,,DEN 35,24,24,"Brandon McManus kicks off 45 yards, returned by Jack Doyle for 10 yards (tackle by Kayvon Webster)",,
4,8:49,1,10,IND 30,24,24,Andrew Luck pass complete short right to Donte Moncrief for 15 yards (tackle by T.J. Ward),0.940,1.930
4,8:31,1,10,IND 45,24,24,Frank Gore right end for -5 yards (tackle by T.J. Ward),1.930,0.710
4,7:49,2,15,IND 40,24,24,Andrew Luck pass complete short middle to Jack Doyle for 15 yards (tackle by Danny Trevathan),0.710,2.590
4,7:08,1,10,DEN 45,24,24,Andrew Luck pass complete short left to Donte Moncrief for 8 yards (tackle by Chris Harris),2.590,3.120
4,6:30,2,2,DEN 37,24,24,Andrew Luck pass incomplete short left intended for Dwayne Allen,3.120,2.410
4,6:24,3,2,DEN 37,24,24,Andrew Luck pass incomplete deep left intended for Donte Moncrief (defended by Bradley Roby),2.410,0.790
4,6:18,4,2,DEN 37,24,27,Adam Vinatieri 55 yard field goal good,0.790,3.000
4,6:18,,,IND 35,24,27,"Pat McAfee kicks off 73 yards, returned by Omar Bolden for 41 yards (tackle by Sio Moore)",0.000,-1.140
4,6:06,1,10,DEN 33,24,27,Peyton Manning pass incomplete deep right intended for Demaryius Thomas is intercepted by Darius Butler at DEN-49,1.140,-2.320
4,6:00,1,10,DEN 49,24,27,Frank Gore left tackle for 3 yards (tackle by Sylvester Williams and Brandon Marshall),2.320,2.190
4,5:16,2,7,DEN 46,24,27,Frank Gore middle for 6 yards (tackle by Brandon Marshall),2.190,2.280
4,4:34,3,1,DEN 40,24,27,Frank Gore middle for 1 yard (tackle by Derek Wolfe and Danny Trevathan),2.280,2.980
4,3:51,1,10,DEN 39,24,27,"Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Aqib Talib). Penalty on T.J. Ward: Defensive Holding, 5 yards (no play)",2.980,3.310
4,3:46,1,10,DEN 34,24,27,Frank Gore middle for -2 yards (tackle by Vance Walker and Shaquil Barrett),3.310,3.310
4,3:42,1,10,DEN 34,24,27,Timeout #1 by Denver Broncos,3.310,2.500
4,3:42,2,12,DEN 36,24,27,"Andrew Luck pass complete deep left to T.Y. Hilton for 26 yards (tackle by Darian Stewart). Penalty on T.Y. Hilton: Illegal Touch Pass, 5 yards (no play)",2.500,1.830
4,3:35,2,17,DEN 41,24,27,Frank Gore left guard for 7 yards (tackle by Danny Trevathan and Vance Walker),1.830,1.830
4,3:28,2,17,DEN 41,24,27,Timeout #2 by Denver Broncos,1.830,2.080
4,3:28,3,10,DEN 34,24,27,Andrew Luck pass complete short middle to Griff Whalen for 18 yards (tackle by T.J. Ward),2.080,4.510
4,2:40,1,10,DEN 16,24,27,Frank Gore middle for 1 yard (tackle by Vance Walker),4.510,4.510
4,2:35,1,10,DEN 16,24,27,Timeout #3 by Denver Broncos,4.510,4.050
4,2:35,2,9,DEN 15,24,27,"Frank Gore left guard for 2 yards (tackle by Danny Trevathan and Todd Davis). Penalty on Aqib Talib: Unnecessary Roughness, 7 yards",4.050,4.050
4,2:24,2,9,DEN 15,24,27,Timeout #1 by Indianapolis Colts,4.050,5.830
4,2:24,1,6,DEN 6,24,27,Frank Gore middle for no gain (tackle by Lerentee McCray and Danny Trevathan),5.830,4.950
4,2:00,2,6,DEN 6,24,27,Frank Gore middle for 2 yards (tackle by Danny Trevathan and Von Miller),4.950,4.490
4,1:14,3,4,DEN 4,24,27,Ahmad Bradshaw left end for -1 yards (tackle by Darian Stewart and Shaquil Barrett),4.490,4.490
4,0:28,3,4,DEN 4,24,27,Timeout #2 by Indianapolis Colts,4.490,3.010
4,0:28,4,5,DEN 5,24,27,"Adam Vinatieri 23 yard field goal good. Penalty on Danny Trevathan: Defensive Holding, 3 yards, Penalty on Aqib Talib: Unsportsmanlike Conduct, 1 yards (no play)",3.010,6.970
4,0:25,1,1,DEN 1,24,27,Andrew Luck kneels for -1 yards,6.970,5.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
