Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
2,0:53,1,10,CLE 31,6,10,Kyle Orton pass incomplete deep middle intended for Brandon Stokley,3.510,2.970
2,0:47,2,10,CLE 31,6,10,Kyle Orton pass complete short middle to Brandon Stokley for 10 yards (tackle by Abram Elam),2.970,4.170
2,0:41,1,10,CLE 21,6,10,Kyle Orton pass incomplete deep left intended for LaMont Jordan,4.170,3.630
2,0:36,2,10,CLE 21,6,10,Kyle Orton pass incomplete short left intended for LaMont Jordan,3.630,2.940
2,0:32,3,10,CLE 21,6,10,Kyle Orton pass incomplete deep left intended for Eddie Royal,2.940,2.060
2,0:28,4,10,CLE 21,6,10,Matt Prater 39 yard field goal no good,2.060,-0.870
2,0:23,1,10,CLE 29,6,10,Brady Quinn kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,6,10,"Matt Prater kicks off 66 yards, returned by Josh Cribbs for 19 yards (tackle by Josh Barrett)",0.000,0.480
3,14:55,1,10,CLE 23,6,10,Brady Quinn sacked by Elvis Dumervil for -2 yards,0.480,-0.340
3,14:24,2,12,CLE 21,6,10,Jamal Lewis middle for 3 yards (tackle by Ryan McBean and Kenny Peterson),-0.340,-0.630
3,13:44,3,9,CLE 24,6,10,"Brady Quinn pass complete short right to Josh Cribbs for 7 yards (tackle by Elvis Dumervil). Josh Cribbs fumbles (forced by Elvis Dumervil), recovered by Brian Dawkins at CLE-38 (tackle by Jerome Harrison)",-0.630,-3.050
3,13:34,1,10,CLE 38,6,10,"Penalty on Daniel Graham: False Start, 5 yards (no play)",3.050,2.720
3,13:31,1,15,CLE 43,6,10,Kyle Orton pass complete short right to Brandon Marshall for 6 yards (tackle by D'Qwell Jackson),2.720,2.640
3,12:54,2,9,CLE 37,6,10,Brandon Marshall left end for 14 yards (tackle by Brandon McDonald),2.640,4.040
3,12:14,1,10,CLE 23,6,10,Knowshon Moreno right tackle for no gain (tackle by Shaun Rogers),4.040,3.500
3,11:36,2,10,CLE 23,6,10,Kyle Orton pass complete short right to Daniel Graham for 3 yards (tackle by Kamerion Wimbley and Eric Wright),3.500,3.200
3,10:48,3,7,CLE 20,6,10,Kyle Orton pass incomplete short left intended for Brandon Stokley,3.200,2.120
3,10:43,4,7,CLE 20,6,13,Matt Prater 38 yard field goal good,2.120,3.000
3,,,,DEN 30,6,13,"Matt Prater kicks off 70 yards, returned by Josh Cribbs for 20 yards (tackle by Darrell Reid)",0.000,0.280
3,10:35,1,10,CLE 20,6,13,Brady Quinn pass complete deep left to Braylon Edwards for 24 yards (tackle by Champ Bailey),0.280,1.860
3,9:55,1,10,CLE 44,6,13,Jerome Harrison middle for 2 yards (tackle by D.J. Williams),1.860,1.590
3,9:15,2,8,CLE 46,6,13,Jamal Lewis left end for 4 yards (tackle by Brian Dawkins),1.590,1.420
3,8:30,3,4,,6,13,Brady Quinn pass incomplete short middle intended for Mike Furrey,1.420,-0.060
3,8:30,4,4,,6,13,"Dave Zastudil punts 39 yards, fair catch by Alphonso Smith",-0.060,0.350
3,8:16,1,10,DEN 12,6,13,Correll Buckhalter middle for 2 yards (tackle by Ahtyba Rubin),-0.350,-0.610
3,7:35,2,8,DEN 14,6,13,"Knowshon Moreno left guard for 3 yards (tackle by Eric Barton and David Bowens). Penalty on Shaun Rogers: Face Mask (15 Yards), 15 yards",-0.610,1.070
3,7:07,1,10,DEN 32,6,13,Kyle Orton pass complete short left to Knowshon Moreno for 11 yards (tackle by Brodney Pool and Eric Barton),1.070,1.800
3,6:28,1,10,DEN 43,6,13,Knowshon Moreno right tackle for 2 yards (tackle by Eric Barton),1.800,1.520
3,5:54,2,8,DEN 45,6,13,Kyle Orton middle for 2 yards (tackle by Shaun Rogers),1.520,1.090
3,5:12,3,6,DEN 47,6,13,Kyle Orton pass complete deep right to Brandon Marshall for 25 yards (tackle by Eric Wright),1.090,3.710
3,4:29,1,10,CLE 28,6,13,Knowshon Moreno left tackle for 1 yard (tackle by Abram Elam and Eric Barton),3.710,3.300
3,3:53,2,9,CLE 27,6,13,Kyle Orton pass incomplete short left intended for Brandon Marshall,3.300,2.610
3,3:47,3,9,CLE 27,6,13,Kyle Orton pass complete short right to Jabar Gaffney for 8 yards (tackle by Brandon McDonald),2.610,2.340
3,2:54,4,1,CLE 19,6,13,Matt Prater 37 yard field goal no good,2.340,-0.740
3,2:49,1,10,CLE 27,6,13,Brady Quinn pass complete short left to Braylon Edwards for 16 yards (tackle by Renaldo Hill),0.740,1.800
3,2:10,1,10,CLE 43,6,13,Brady Quinn pass complete short right to Braylon Edwards for 13 yards (tackle by Renaldo Hill),1.800,2.650
3,1:22,1,10,DEN 44,6,13,Brady Quinn pass incomplete short right intended for Mohamed Massaquoi (defended by D.J. Williams),2.650,2.110
3,1:18,2,10,DEN 44,6,13,Brady Quinn pass incomplete short left intended for Lawrence Vickers (defended by Brian Dawkins),2.110,1.420
3,1:15,3,10,DEN 44,6,13,Brady Quinn pass incomplete short left intended for Mike Furrey (defended by Elvis Dumervil),1.420,0.330
3,1:11,4,10,DEN 44,6,13,"Dave Zastudil punts 36 yards, returned by Alphonso Smith for 10 yards (tackle by Kaluka Maiava)",0.330,-0.040
3,1:03,1,10,DEN 18,6,13,Knowshon Moreno right guard for no gain (tackle by Eric Barton),0.040,-0.490
3,0:28,2,10,DEN 18,6,13,Kyle Orton pass complete short left to Knowshon Moreno for 11 yards (tackle by Brodney Pool),-0.490,0.870
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 29,6,13,Correll Buckhalter middle for 3 yards (tackle by Eric Barton),0.870,0.730
4,14:24,2,7,DEN 32,6,13,"Kyle Orton pass complete short right to Correll Buckhalter for 30 yards (tackle by Hank Poteat). Penalty on Brandon Marshall: Offensive Holding, 15 yards",0.730,2.060
4,14:24,1,10,DEN 47,6,13,Knowshon Moreno left tackle for 2 yards (tackle by Shaun Rogers),2.060,1.790
4,13:12,2,8,DEN 49,6,13,Kyle Orton pass complete deep left to Jabar Gaffney for 49 yards (tackle by Brandon McDonald),1.790,6.740
4,12:22,,,,6,13,Timeout #1 by Denver Broncos,0.000,6.740
4,12:22,1,2,CLE 2,6,19,"Peyton Hillis right guard for 2 yards, touchdown",6.740,7.000
4,,,,CLE 2,6,20,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,6,20,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,12:18,1,10,CLE 20,6,20,Brady Quinn pass complete short right to Jerome Harrison for -2 yards (tackle by Andra Davis),0.280,-0.630
4,11:43,2,12,CLE 18,6,20,"Penalty on John St. Clair: False Start, 5 yards (no play)",-0.630,-1.280
4,11:19,2,17,CLE 13,6,20,Brady Quinn sacked by Elvis Dumervil for -5 yards,-1.280,-2.820
4,10:42,3,22,CLE 8,6,20,Brady Quinn sacked by Elvis Dumervil for -6 yards,-2.820,-2.490
4,10:05,4,28,CLE 2,6,20,"Dave Zastudil punts 56 yards, returned by Alphonso Smith for no gain. Penalty on Jarvis Moss: Offensive Holding, 10 yards",-2.490,-1.140
4,9:55,1,10,DEN 33,6,20,Knowshon Moreno left guard for 5 yards (tackle by Shaun Rogers),1.140,1.270
4,9:19,2,5,DEN 38,6,20,Knowshon Moreno middle for 17 yards (tackle by Brodney Pool),1.270,2.590
4,8:35,1,10,CLE 45,6,26,"Correll Buckhalter right tackle for 45 yards, touchdown",2.590,7.000
4,,,,CLE 2,6,27,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,6,27,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,8:24,1,10,CLE 20,6,27,Brady Quinn pass complete short middle to Josh Cribbs for 6 yards (tackle by D.J. Williams),0.280,0.540
4,8:03,2,4,CLE 26,6,27,Brady Quinn pass complete short right to Josh Cribbs for 3 yards (tackle by Champ Bailey),0.540,0.230
4,7:30,3,1,CLE 29,6,27,Brady Quinn sacked by Elvis Dumervil for -2 yards,0.230,-1.570
4,7:01,4,3,CLE 27,6,27,"Dave Zastudil punts 42 yards, returned by Alphonso Smith for no gain",-1.570,-1.000
4,6:52,1,10,DEN 31,6,27,Knowshon Moreno middle for 4 yards (tackle by Ahtyba Rubin),1.000,1.000
4,6:10,2,6,DEN 35,6,27,Knowshon Moreno middle for 14 yards (tackle by Brodney Pool),1.000,2.190
4,5:27,1,10,DEN 49,6,27,LaMont Jordan right guard for 3 yards (tackle by Kenyon Coleman),2.190,2.050
4,4:47,2,7,CLE 48,6,27,LaMont Jordan middle for 5 yards (tackle by Kenyon Coleman),2.050,2.010
4,4:06,3,2,CLE 43,6,27,LaMont Jordan left guard for 4 yards (tackle by David Bowens),2.010,2.980
4,3:26,1,10,CLE 39,6,27,LaMont Jordan right guard for 2 yards (tackle by Ahtyba Rubin and Kenyon Coleman),2.980,2.710
4,2:42,2,8,CLE 37,6,27,LaMont Jordan right tackle for 5 yards (tackle by Kamerion Wimbley),2.710,2.680
4,2:00,3,3,CLE 32,6,27,LaMont Jordan right tackle for no gain (tackle by Shaun Rogers and Brodney Pool),2.680,1.290
4,1:53,,,,6,27,Timeout #1 by Cleveland Browns,0.000,1.290
4,1:53,4,3,CLE 32,6,27,LaMont Jordan left end for no gain (tackle by Brandon McDonald),1.290,-1.070
4,1:47,1,10,CLE 32,6,27,Brady Quinn pass complete short left to Jerome Harrison for 9 yards (tackle by Darcel McBath),1.070,1.740
4,1:18,2,1,CLE 41,6,27,Brady Quinn pass complete short right to Robert Royal for 13 yards (tackle by Champ Bailey),1.740,2.520
4,0:49,1,10,DEN 46,6,27,Brady Quinn pass incomplete short middle intended for Braylon Edwards,2.520,1.980
4,0:42,2,10,DEN 46,6,27,Brady Quinn pass incomplete deep right intended for Mohamed Massaquoi,1.980,1.290
4,0:35,3,10,DEN 46,6,27,Brady Quinn pass complete short middle to Jerome Harrison for 15 yards,1.290,3.510
4,0:27,1,10,DEN 31,6,27,Brady Quinn pass incomplete short right intended for Robert Royal (defended by Alphonso Smith),3.510,2.970
4,0:22,2,10,DEN 31,6,27,Brady Quinn pass incomplete short right intended for Robert Royal,2.970,2.280
4,0:16,3,10,DEN 31,6,27,Brady Quinn pass incomplete deep right intended for Josh Cribbs is intercepted by Darcel McBath at DEN-3 and returned for 3 yards,2.280,0.380
4,0:08,1,10,DEN 6,6,27,Kyle Orton kneels for -2 yards,-0.380,-0.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
