Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 55 yards, returned by Bobby Wade for 16 yards (tackle by Gerome Sapp)",0.000,1.000
1,14:55,1,10,TEN 31,0,0,Travis Henry right end for 15 yards (tackle by Dawan Landry),1.000,1.990
1,14:29,1,10,TEN 46,0,0,Travis Henry left tackle for 4 yards (tackle by Bart Scott),1.990,1.990
1,13:51,2,6,TEN 50,0,0,Travis Henry left tackle for -2 yards (tackle by Bart Scott and Kelly Gregg),1.990,1.030
1,13:20,3,8,TEN 48,0,0,Vince Young pass complete short right to Drew Bennett for 10 yards (tackle by Chris McAlister),1.030,2.790
1,12:48,1,10,BAL 42,0,0,Vince Young pass complete deep left to Bo Scaife for 34 yards (tackle by Adalius Thomas and Dawan Landry),2.790,5.370
1,12:06,1,8,BAL 8,0,0,Vince Young pass incomplete short left intended for Ben Troupe,5.370,4.570
1,12:02,2,8,BAL 8,0,0,Vince Young right end for 5 yards (tackle by Trevor Pryce),4.570,4.720
1,11:16,3,3,BAL 3,0,0,Vince Young pass incomplete short middle intended for Bo Scaife (defended by Dawan Landry),4.720,3.040
1,11:12,4,3,BAL 3,0,3,Rob Bironas 21 yard field goal good,3.040,3.000
1,,,,TEN 30,0,3,"Rob Bironas kicks off 72 yards, returned by B.J. Sams for 28 yards (tackle by Terna Nande)",0.000,0.670
1,11:01,1,10,BAL 26,0,3,Steve McNair pass complete deep right to Todd Heap for 19 yards (tackle by Chris Hope),0.670,1.930
1,10:19,1,10,BAL 45,0,3,Mark Clayton left end for -10 yards (tackle by Kyle Vanden Bosch),1.930,0.030
1,9:40,2,20,BAL 35,6,3,"Steve McNair pass complete deep right to Mark Clayton for 65 yards, touchdown",0.030,7.000
1,,,,TEN 2,7,3,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,7,3,"Matt Stover kicks off 67 yards, returned by Bobby Wade for 33 yards (tackle by Gary Stills)",0.000,1.330
1,9:23,1,10,TEN 36,7,3,Travis Henry left guard for 30 yards (tackle by Ed Reed and Dawan Landry),1.330,3.310
1,8:39,1,10,BAL 34,7,3,Vince Young pass incomplete short left intended for Brandon Jones,3.310,2.770
1,8:36,2,10,BAL 34,7,3,Travis Henry middle for 3 yards (tackle by Kelly Gregg and Dennis Haley),2.770,2.480
1,8:00,3,7,BAL 31,7,3,Vince Young pass complete short middle to Drew Bennett for 14 yards (tackle by Samari Rolle),2.480,4.440
1,7:15,1,10,BAL 17,7,3,Vince Young pass complete short left to Drew Bennett for 13 yards (tackle by Dawan Landry),4.440,6.280
1,6:50,1,4,BAL 4,7,3,Vince Young middle for 3 yards (tackle by Ed Reed and Dennis Haley),6.280,5.910
1,6:10,2,1,BAL 1,7,3,Vince Young sacked by Dawan Landry for -1 yards,5.910,4.950
1,5:28,3,2,BAL 2,7,9,"Vince Young right end for 2 yards, touchdown. Penalty on Chris McAlister: Personal Foul, 15 yards",4.950,7.000
1,,,,BAL 2,7,10,Rob Bironas kicks extra point good,0.000,0.000
1,,,,TEN 45,7,10,"Rob Bironas kicks off 55 yards, returned by B.J. Sams for 19 yards (tackle by Vincent Fuller)",0.000,0.150
1,5:17,1,10,BAL 19,7,10,Jamal Lewis left guard for 3 yards (tackle by Chris Hope),0.150,0.070
1,4:42,2,7,BAL 22,7,10,Jamal Lewis right guard for -2 yards (tackle by Travis LaBoy and Robaire Smith),0.070,-0.940
1,4:03,3,9,BAL 20,7,10,Steve McNair pass complete short right to Todd Heap for 8 yards (tackle by David Thornton),-0.940,-1.500
1,3:32,4,1,BAL 28,7,10,"Sam Koch punts 33 yards, muffed catch by Adam Jones, recovered by Colby Bockwoldt and returned for no gain",-1.500,-1.660
1,3:15,1,10,TEN 41,7,10,Travis Henry left guard for 5 yards (tackle by Bart Scott and Kelly Gregg),1.660,1.800
1,2:27,,,,7,10,Timeout #1 by Tennessee Titans,0.000,1.800
1,2:27,2,5,TEN 46,7,10,Travis Henry left end for 2 yards (tackle by Bart Scott and Aubrayo Franklin),1.800,1.360
1,2:03,3,3,TEN 48,7,10,Travis Henry right tackle for 2 yards (tackle by Dennis Haley and Terrell Suggs),1.360,-0.060
1,1:27,4,1,TEN 50,7,10,Craig Hentrich punts 48 yards,-0.060,0.380
1,1:17,1,10,BAL 2,7,10,Steve McNair pass incomplete deep right intended for Derrick Mason,-0.380,-0.780
1,1:09,2,10,BAL 2,7,10,Steve McNair pass incomplete short left intended for Mark Clayton,-0.780,-1.420
1,1:05,3,10,BAL 2,7,12,"Steve McNair sacked by Tony Brown and Keith Bulluck for -2 yards, safety",-1.420,-2.000
1,,,,BAL 20,7,12,"Sam Koch kicks off 47 yards, returned by Bobby Wade for 9 yards (tackle by Evan Oglesby). Penalty on Dennis Haley: Illegal Use of Hands, 5 yards",0.000,2.060
1,0:52,1,10,TEN 47,7,12,Vince Young pass complete deep right to Drew Bennett for 37 yards (tackle by Samari Rolle),2.060,4.510
1,0:24,1,10,BAL 16,7,12,Travis Henry right end for 3 yards (tackle by Kelly Gregg),4.510,4.390
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BAL 13,7,12,Vince Young pass incomplete short right intended for Drew Bennett,4.390,3.540
2,14:59,3,7,BAL 13,7,18,"Bo Scaife left end for 13 yards, touchdown",3.540,7.000
2,,,,BAL 2,7,19,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,19,"Rob Bironas kicks off 72 yards, returned by B.J. Sams for 26 yards (tackle by Colby Bockwoldt)",0.000,0.540
2,14:43,1,10,BAL 24,7,19,Steve McNair pass incomplete deep right intended for Demetrius Williams,0.540,0.000
2,14:38,2,10,BAL 24,7,19,Steve McNair pass complete short right to Derrick Mason for 1 yard (tackle by Peter Sirmon and Travis LaBoy),0.000,-0.560
2,13:51,3,9,BAL 25,7,19,"Steve McNair pass incomplete deep middle intended for Todd Heap is intercepted by Lamont Thompson at BAL-47 and returned for 3 yards. Penalty on Tony Pashos: Unnecessary Roughness, 15 yards",-0.560,-3.640
2,13:41,1,10,BAL 29,7,19,Vince Young right end for 5 yards (tackle by Bart Scott),3.640,3.780
2,13:16,2,5,BAL 24,7,19,Ahmard Hall middle for 3 yards (tackle by Dawan Landry and Kelly Gregg),3.780,3.470
2,12:34,3,2,BAL 21,7,19,Travis Henry middle for 1 yard (tackle by Adalius Thomas),3.470,2.270
2,11:53,4,1,BAL 20,7,19,"Rob Bironas 38 yard field goal no good. Penalty on Chris McAlister: Defensive Offside, 5 yards (no play)",2.270,4.580
2,11:49,1,10,BAL 15,7,19,Travis Henry middle for 7 yards (tackle by Adalius Thomas),4.580,5.220
2,11:08,2,3,BAL 8,7,19,Travis Henry middle for 4 yards (tackle by Terrell Suggs and Dawan Landry),5.220,6.280
2,10:30,1,4,BAL 4,7,19,Travis Henry left tackle for 3 yards (tackle by Dennis Haley and Jarret Johnson),6.280,5.910
2,9:55,2,1,BAL 1,7,25,"Travis Henry left tackle for 1 yard, touchdown",5.910,7.000
2,,,,BAL 2,7,26,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,26,"Rob Bironas kicks off 75 yards, touchback",0.000,0.280
2,9:51,1,10,BAL 20,7,26,Jamal Lewis middle for 1 yard (tackle by Tony Brown and Stephen Tulloch),0.280,-0.130
2,9:14,2,9,BAL 21,7,26,Steve McNair pass complete short left to Mark Clayton for 8 yards (tackle by Tony Brown),-0.130,0.230
2,8:33,3,1,BAL 29,7,26,Steve McNair pass complete short right to Ovie Mughelli for 13 yards (tackle by Peter Sirmon),0.230,1.730
2,8:04,1,10,BAL 42,7,26,Jamal Lewis middle for 1 yard (tackle by Tony Brown and Keith Bulluck),1.730,1.320
2,7:22,2,9,BAL 43,7,26,Steve McNair pass complete short right to Jamal Lewis for 5 yards (tackle by Chris Hope),1.320,1.290
2,6:41,3,4,BAL 48,7,26,Steve McNair pass complete short middle to Derrick Mason for 11 yards (tackle by David Thornton and Chris Hope),1.290,2.850
2,6:03,1,10,TEN 41,7,26,Jamal Lewis middle for 6 yards (tackle by Randy Starks and Keith Bulluck),2.850,3.120
2,5:25,2,4,TEN 35,7,26,Steve McNair pass incomplete deep left intended for Mark Clayton,3.120,2.410
2,5:20,3,4,TEN 35,7,26,Steve McNair pass complete short middle to Musa Smith for 5 yards (tackle by David Thornton),2.410,3.580
2,5:01,1,10,TEN 30,13,26,"Steve McNair pass complete short left to Ovie Mughelli for 30 yards, touchdown",3.580,7.000
2,,,,TEN 2,14,26,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,14,26,"Matt Stover kicks off 64 yards, returned by Bobby Wade for 20 yards (tackle by Gary Stills)",0.000,0.670
2,4:46,1,10,TEN 26,14,26,Travis Henry right tackle for 7 yards (tackle by Aubrayo Franklin and Dawan Landry),0.670,1.070
2,4:09,2,3,TEN 33,14,26,Vince Young pass complete short middle to Bo Scaife for 14 yards (tackle by Ed Reed and Dennis Haley),1.070,2.060
