Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2,3:27,1,10,TEN 47,14,26,Vince Young pass complete deep left to Drew Bennett for 29 yards (tackle by Bart Scott),2.060,3.970
2,2:43,1,10,BAL 24,14,26,Travis Henry middle for 1 yard (tackle by Dennis Haley and Kelly Gregg),3.970,3.570
2,2:01,2,9,BAL 23,14,26,Vince Young pass incomplete deep right intended for David Givens (defended by Chris McAlister),3.570,2.870
2,1:55,3,9,BAL 23,14,26,Vince Young pass incomplete short middle intended for Bobby Wade (defended by Dennis Haley),2.870,1.930
2,1:50,4,9,BAL 23,14,26,Rob Bironas 41 yard field goal no good,1.930,-1.000
2,1:45,1,10,BAL 31,14,26,Steve McNair pass complete short middle to Todd Heap for 13 yards (tackle by Robaire Smith),1.000,1.860
2,1:13,1,10,BAL 44,14,26,"Steve McNair pass complete to Derrick Mason for 14 yards (tackle by Reynaldo Hill). Penalty on Tony Brown: Neutral Zone Infraction, 5 yards (no play)",1.860,2.590
2,1:12,1,5,BAL 49,14,26,Steve McNair for 10 yards (tackle by Adam Jones),2.590,2.850
2,1:05,1,10,TEN 41,14,26,Steve McNair pass incomplete short middle intended for Demetrius Williams (defended by Keith Bulluck),2.850,2.310
2,1:03,2,10,TEN 41,14,26,Steve McNair pass complete short middle to Daniel Wilcox for 6 yards (tackle by Adam Jones),2.310,2.410
2,0:53,,,,14,26,Timeout #1 by Baltimore Ravens,0.000,2.410
2,0:50,3,4,TEN 35,14,26,Steve McNair pass incomplete short middle intended for Mike Anderson,2.410,0.980
2,0:49,,,,14,26,Timeout #2 by Tennessee Titans,0.000,0.980
2,0:49,4,4,TEN 35,14,26,Steve McNair pass complete short left to Derrick Mason for 9 yards (tackle by Cortland Finnegan),0.980,3.840
2,0:41,,,,14,26,Timeout #2 by Baltimore Ravens,0.000,3.840
2,0:41,1,10,TEN 26,14,26,Steve McNair pass complete short middle to Derrick Mason for 6 yards (tackle by Cortland Finnegan and David Thornton),3.840,4.110
2,0:19,2,4,TEN 20,14,26,Steve McNair pass complete short right to Demetrius Williams for 11 yards (tackle by Lamont Thompson),4.110,5.140
2,0:09,1,9,TEN 9,14,26,Steve McNair pass incomplete short right intended for Mark Clayton,5.140,4.380
2,0:03,2,9,TEN 9,17,26,Matt Stover 27 yard field goal good,4.380,3.000
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,17,26,"Rob Bironas kicks off 70 yards, returned by B.J. Sams for 20 yards (tackle by Colby Bockwoldt)",0.000,0.280
3,14:53,1,10,BAL 20,17,26,Steve McNair pass complete deep middle to Mark Clayton for 19 yards (tackle by Lamont Thompson),0.280,1.530
3,14:14,1,10,BAL 39,17,26,Jamal Lewis middle for 2 yards (tackle by Keith Bulluck and Robaire Smith),1.530,1.260
3,13:41,2,8,BAL 41,17,26,Steve McNair pass incomplete deep middle intended for Derrick Mason (defended by Stephen Tulloch),1.260,0.560
3,13:35,3,8,BAL 41,17,26,Steve McNair pass complete short left to Derrick Mason for 9 yards (tackle by Cortland Finnegan and David Thornton),0.560,2.260
3,13:04,1,10,TEN 50,17,26,Steve McNair pass incomplete short left intended for Mark Clayton,2.260,1.710
3,12:56,2,10,TEN 50,17,26,Steve McNair pass complete short left to Todd Heap for 9 yards (tackle by Reynaldo Hill),1.710,2.210
3,12:29,3,1,TEN 41,17,26,Jamal Lewis left tackle for no gain (tackle by Keith Bulluck and DeQuincy Scott),2.210,0.530
3,11:49,4,1,TEN 41,17,26,Sam Koch punts 39 yards,0.530,0.380
3,11:38,1,10,TEN 2,17,26,Travis Henry right guard for no gain (tackle by Jarret Johnson),-0.380,-0.780
3,11:00,2,10,TEN 2,17,26,Vince Young pass incomplete deep left intended for Ahmard Hall,-0.780,-1.420
3,10:54,3,10,TEN 2,17,26,Travis Henry right tackle for 6 yards (tackle by Dawan Landry and Chris McAlister). Penalty on Kevin Mawae: Offensive Holding (Declined),-1.420,-2.490
3,10:32,4,4,TEN 8,17,26,"Craig Hentrich punts 56 yards, returned by B.J. Sams for no gain",-2.490,-1.330
3,10:23,1,10,BAL 36,17,26,Steve McNair pass incomplete short middle intended for Mark Clayton,1.330,0.790
3,10:18,2,10,BAL 36,17,26,"Jamal Lewis right tackle for 5 yards (tackle by Keith Bulluck and Chris Hope). Penalty on Tony Brown: Defensive Holding, 5 yards",0.790,1.990
3,9:57,1,10,BAL 46,17,26,"Mark Clayton left end for 3 yards (tackle by Chris Hope). Penalty on BAL: Unsportsmanlike Conduct, 16 yards",1.990,-0.310
3,9:20,2,23,BAL 33,17,26,"Mike Anderson middle for 3 yards (tackle by Tony Brown and Keith Bulluck). Penalty on Jonathan Ogden: Personal Foul, 15 yards",-0.310,-2.540
,,,,,,,"TEN challenged the ruling, and the play was upheld.",,
3,9:01,3,35,BAL 21,17,26,Steve McNair pass complete short middle to Mark Clayton for 10 yards (tackle by Keith Bulluck),-2.540,-1.310
3,8:27,4,25,BAL 31,17,26,Sam Koch punts 34 yards,-1.310,-1.270
3,8:16,1,10,TEN 35,17,26,Travis Henry right tackle for no gain (tackle by Haloti Ngata and Adalius Thomas),1.270,0.720
3,7:41,2,10,TEN 35,17,26,"Travis Henry left guard for no gain (tackle by Dennis Haley and Kelly Gregg). Penalty on Bo Scaife: Offensive Holding, 10 yards (no play)",0.720,-0.630
3,7:10,2,20,TEN 25,17,26,Vince Young pass complete short middle to LenDale White for 8 yards (tackle by Haloti Ngata),-0.630,-0.230
3,6:31,3,12,TEN 33,17,26,Vince Young left end for 6 yards (tackle by Ronnie Prude),-0.230,-0.780
3,6:03,4,6,TEN 39,17,26,"Donnie Nickey for no gain. Donnie Nickey fumbles, recovered by Ben Troupe at TEN-37. Penalty on TEN: Illegal Formation (Declined)",-0.780,-3.120
3,5:52,1,10,TEN 37,17,26,Jamal Lewis middle for 15 yards (tackle by Lamont Thompson and Stephen Tulloch),3.120,4.110
3,5:07,1,10,TEN 22,17,26,Jamal Lewis left guard for 2 yards (tackle by DeQuincy Scott and Adam Jones),4.110,3.830
3,4:28,2,8,TEN 20,17,26,Steve McNair pass incomplete short right intended for Mark Clayton,3.830,3.140
3,4:21,3,8,TEN 20,17,26,Steve McNair pass complete short right to Mark Clayton for 11 yards (tackle by Vincent Fuller),3.140,5.140
3,3:51,1,9,TEN 9,17,26,Jamal Lewis right end for 3 yards (tackle by Randy Starks),5.140,4.950
3,3:07,2,6,TEN 6,17,26,Steve McNair pass incomplete short middle intended for Derrick Mason is intercepted by Lamont Thompson at TEN-0,4.950,-0.280
3,3:00,1,10,TEN 20,17,26,Travis Henry right tackle for 4 yards (tackle by Terrell Suggs and Bart Scott),0.280,0.270
3,2:18,2,6,TEN 24,17,26,Vince Young pass complete short right to Ahmard Hall for 9 yards (tackle by Adalius Thomas),0.270,1.140
3,1:31,1,10,TEN 33,17,26,Vince Young pass incomplete short middle intended for Bo Scaife is intercepted by Ed Reed at TEN-39 and returned for -6 yards,1.140,-2.650
3,1:13,1,10,TEN 44,17,26,Steve McNair pass incomplete short middle intended for Derrick Mason (defended by Lamont Thompson),2.650,2.110
3,1:08,2,10,TEN 44,17,26,Jamal Lewis left tackle for no gain (tackle by Stephen Tulloch),2.110,1.420
3,0:23,3,10,TEN 44,17,26,Steve McNair pass complete short middle to Demetrius Williams for 20 yards (tackle by Chris Hope),1.420,3.970
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 24,17,26,Jamal Lewis left tackle for 1 yard (tackle by Stephen Tulloch),3.970,3.570
4,14:20,2,9,TEN 23,17,26,Steve McNair pass incomplete short right intended for Daniel Wilcox,3.570,2.870
4,14:16,3,9,TEN 23,17,26,Steve McNair pass incomplete short right intended for Derrick Mason,2.870,1.930
4,14:10,4,9,TEN 23,20,26,Matt Stover 40 yard field goal good,1.930,3.000
4,,,,BAL 30,20,26,"Matt Stover kicks off 65 yards, returned by Bobby Wade for 24 yards (tackle by Dennis Haley)",0.000,0.870
4,14:00,1,10,TEN 29,20,26,Vince Young pass incomplete short middle intended for David Givens (defended by Dennis Haley),0.870,0.330
4,13:56,2,10,TEN 29,20,26,Travis Henry right tackle for 7 yards (tackle by Adalius Thomas),0.330,0.560
4,13:33,3,3,TEN 36,20,26,Vince Young pass complete short left to Brandon Jones for 10 yards (tackle by Samari Rolle),0.560,1.990
4,12:45,1,10,TEN 46,20,26,Vince Young middle for -1 yards (tackle by Dawan Landry and Dennis Haley),1.990,1.320
4,12:13,2,11,TEN 45,20,26,Vince Young middle for 2 yards (tackle by Trevor Pryce),1.320,0.890
4,11:30,3,9,TEN 47,20,26,Vince Young sacked by Adalius Thomas for -5 yards,0.890,-0.590
4,11:15,4,14,TEN 42,20,26,"Craig Hentrich punts 58 yards, touchback",-0.590,-0.280
4,11:05,1,10,BAL 20,20,26,Jamal Lewis middle for 3 yards (tackle by Robaire Smith and DeQuincy Scott),0.280,0.140
4,10:25,2,7,BAL 23,20,26,Steve McNair pass complete short middle to Derrick Mason for 6 yards (tackle by Stephen Tulloch),0.140,0.230
4,9:44,3,1,BAL 29,20,26,Steve McNair pass complete short right to Derrick Mason for 11 yards (tackle by Adam Jones),0.230,1.600
4,9:00,1,10,BAL 40,20,26,"Jamal Lewis right tackle for 3 yards (tackle by Peter Sirmon and Chris Hope). Penalty on Todd Heap: Offensive Holding, 10 yards (no play)",1.600,0.940
4,8:31,1,20,BAL 30,20,26,Steve McNair pass complete short left to Mark Clayton for 7 yards (tackle by Reynaldo Hill),0.940,0.650
4,7:50,2,13,BAL 37,20,26,Steve McNair pass incomplete short middle intended for Todd Heap (defended by Stephen Tulloch),0.650,-0.030
4,7:45,3,13,BAL 37,20,26,Steve McNair pass complete short right to Mark Clayton for 5 yards (tackle by Cortland Finnegan and Adam Jones),-0.030,-0.590
4,7:09,4,8,BAL 42,20,26,Sam Koch punts 47 yards,-0.590,0.370
4,6:55,1,10,TEN 11,20,26,Travis Henry left guard for -1 yards (tackle by Dennis Haley and Kelly Gregg),-0.370,-0.850
4,6:20,2,11,TEN 10,20,26,Travis Henry left tackle for no gain (tackle by Dennis Haley),-0.850,-1.540
4,5:40,3,11,TEN 10,20,26,Vince Young pass complete short middle to Ben Troupe for 3 yards (tackle by Dawan Landry). Penalty on Jacob Bell: Ineligible Downfield Pas (Declined),-1.540,-2.490
4,5:21,4,8,TEN 13,20,26,"Craig Hentrich punts 48 yards, returned by B.J. Sams for 11 yards (tackle by Cortland Finnegan)",-2.490,-2.260
4,5:09,1,10,TEN 50,20,26,Steve McNair pass complete short right to Ovie Mughelli for 1 yard (tackle by Stephen Tulloch),2.260,1.850
4,4:27,2,9,TEN 49,20,26,Steve McNair pass complete deep right to Demetrius Williams for 34 yards (tackle by Reynaldo Hill),1.850,4.580
4,4:21,1,10,TEN 15,20,26,Jamal Lewis left tackle for 4 yards (tackle by Chris Hope and Tony Brown),4.580,4.640
4,3:39,2,6,TEN 11,26,26,"Steve McNair pass complete short middle to Derrick Mason for 11 yards, touchdown",4.640,7.000
4,,,,TEN 2,27,26,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,27,26,"Matt Stover kicks off 69 yards, returned by Bobby Wade for 21 yards (tackle by Ovie Mughelli)",0.000,0.410
4,3:30,1,10,TEN 22,27,26,Vince Young pass complete short left to Drew Bennett for 12 yards (tackle by Samari Rolle),0.410,1.200
4,3:24,1,10,TEN 34,27,26,Travis Henry right tackle for -2 yards (tackle by Terrell Suggs and Jarret Johnson),1.200,0.390
4,2:49,2,12,TEN 32,27,26,Vince Young pass incomplete short right intended for LenDale White,0.390,-0.300
4,2:45,3,12,TEN 32,27,26,Vince Young pass incomplete deep right intended for Drew Bennett (defended by Dawan Landry),-0.300,-1.240
4,2:37,4,12,TEN 32,27,26,Craig Hentrich punts 46 yards,-1.240,-0.410
4,2:24,1,10,BAL 22,27,26,Jamal Lewis middle for 1 yard (tackle by Randy Starks and Stephen Tulloch),0.410,0.000
4,2:17,,,,27,26,Timeout #2 by Tennessee Titans,0.000,0.000
4,2:17,2,9,BAL 23,27,26,"Steve McNair pass incomplete. Penalty on Steve McNair: Intentional Grounding, 10 yards",0.000,-2.420
4,2:13,3,19,BAL 13,27,26,Steve McNair pass complete short right to Demetrius Williams for 10 yards (tackle by David Thornton),-2.420,-1.830
4,2:00,4,9,BAL 23,27,26,"Sam Koch punts 41 yards, returned by Bobby Wade for -2 yards (tackle by Evan Oglesby)",-1.830,-1.200
4,1:50,1,10,TEN 34,27,26,Vince Young pass complete short middle to Bobby Wade for 18 yards (tackle by Dawan Landry),1.200,2.390
4,1:22,1,10,BAL 48,27,26,Vince Young pass incomplete short right intended for Bobby Wade (defended by Trevor Pryce),2.390,1.850
4,1:19,2,10,BAL 48,27,26,Vince Young middle for 17 yards (tackle by Chris McAlister),1.850,3.510
4,0:56,,,,27,26,Timeout #3 by Tennessee Titans,0.000,3.510
4,0:56,1,10,BAL 31,27,26,Travis Henry right end for 3 yards (tackle by Kelly Gregg and Haloti Ngata),3.510,3.370
4,0:51,,,,27,26,Timeout #1 by Baltimore Ravens,0.000,3.370
4,0:51,2,7,BAL 28,27,26,Travis Henry left tackle for 3 yards (tackle by Bart Scott and Kelly Gregg),3.370,3.070
4,0:47,,,,27,26,Timeout #2 by Baltimore Ravens,0.000,3.070
4,0:47,3,4,BAL 25,27,26,Travis Henry left tackle for 1 yard (tackle by Adalius Thomas and Bart Scott),3.070,1.970
4,0:43,,,,27,26,Timeout #3 by Baltimore Ravens,0.000,1.970
4,0:42,4,3,BAL 24,27,26,"Rob Bironas 43 yard field goal no good, blocked by Trevor Pryce",1.970,0.140
4,0:33,1,10,BAL 16,27,26,Steve McNair kneels for -1 yards,-0.140,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
