Quarter,Time,Tm,Detail,SEA,SFO
1.0,1:29,Seahawks,Robert Turbin 13 yard pass from Russell Wilson (Stephen Hauschka kick),7,0
2.0,11:07,Seahawks,Stephen Hauschka 21 yard field goal,10,0
,5:40,Seahawks,Stephen Hauschka 36 yard field goal,13,0
3.0,8:05,Seahawks,Stephen Hauschka 35 yard field goal,16,0
,1:06,49ers,Phil Dawson 40 yard field goal,16,3
4.0,10:11,Seahawks,Stephen Hauschka 46 yard field goal,19,3
