Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Boone,G,58,100%,0,0%,1,4%
Joe Staley,T,58,100%,0,0%,1,4%
Jonathan Martin,T,58,100%,0,0%,1,4%
Marcus Martin,C,58,100%,0,0%,1,4%
Colin Kaepernick,QB,58,100%,0,0%,0,0%
Vernon Davis,TE,58,100%,0,0%,0,0%
Anquan Boldin,WR,57,98%,0,0%,0,0%
Mike Iupati,G,55,95%,0,0%,1,4%
Michael Crabtree,WR,36,62%,0,0%,0,0%
Frank Gore,RB,36,62%,0,0%,0,0%
Stevie Johnson,WR,33,57%,0,0%,0,0%
Brandon Lloyd,WR,30,52%,0,0%,0,0%
Carlos Hyde,RB,17,29%,0,0%,6,25%
Garrett Celek,TE,13,22%,0,0%,7,29%
Bruce Miller,FB,9,16%,0,0%,8,33%
Joe Looney,G,3,5%,0,0%,7,29%
Kassim Osgood,WR,1,2%,0,0%,18,75%
Antoine Bethea,SS,0,0%,65,100%,0,0%
Perrish Cox,CB,0,0%,64,98%,9,38%
Michael Wilhoite,LB,0,0%,63,97%,11,46%
Chris Borland,LB,0,0%,62,95%,6,25%
Chris Culliver,CB,0,0%,62,95%,0,0%
Eric Reid,FS,0,0%,61,94%,6,25%
Aldon Smith,LB,0,0%,52,80%,5,21%
Tony Jerod-Eddie,DE,0,0%,45,69%,11,46%
Quinton Dial,NT,0,0%,43,66%,5,21%
Ahmad Brooks,LB,0,0%,42,65%,0,0%
Justin Smith,DE,0,0%,40,62%,1,4%
Tank Carradine,DE,0,0%,28,43%,5,21%
Dontae Johnson,CB,0,0%,26,40%,15,62%
Ray McDonald,DE,0,0%,21,32%,4,17%
Dan Skuta,LB,0,0%,19,29%,18,75%
Aaron Lynch,LB,0,0%,17,26%,5,21%
Craig Dahl,SS,0,0%,5,8%,23,96%
Corey Lemonier,LB,0,0%,0,0%,23,96%
Nick Moody,LB,0,0%,0,0%,12,50%
L.J. McCray,FS,0,0%,0,0%,12,50%
Raymond Ventrone,SS,0,0%,0,0%,12,50%
Kyle Nelson,LS,0,0%,0,0%,7,29%
Andy Lee,P,0,0%,0,0%,7,29%
Leon McFadden,CB,0,0%,0,0%,6,25%
Alfonso Smith,RB,0,0%,0,0%,6,25%
Phil Dawson,K,0,0%,0,0%,3,12%
Asante Cleveland,TE,0,0%,0,0%,1,4%
