Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Javonte Williams,DEN,21,79,0,2,42,2.0,37,1.8,0,
Russell Wilson,DEN,9,30,0,3,24,2.7,6,0.7,0,
Jaleel McLaughlin,DEN,6,8,0,,6,1.0,2,0.3,0,
Marvin Mims,DEN,1,-3,0,,-3,-3.0,0,0.0,0,
Samaje Perine,DEN,1,8,0,0,7,7.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Cook,BUF,12,109,0,4,50,4.2,59,4.9,0,
Latavius Murray,BUF,9,68,1,7,39,4.3,29,3.2,0,
Josh Allen,BUF,4,13,1,1,13,3.3,0,0.0,0,
Ty Johnson,BUF,1,2,0,,1,1.0,1,1.0,0,
