Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
1,9:09,2,13,DEN 37,3,0,Josh Allen pass complete short left to Dalton Kincaid for 9 yards (tackle by Fabian Moreau),2.370,2.870
1,8:30,3,4,DEN 28,3,0,Josh Allen pass deep middle intended for Gabriel Davis is intercepted by Justin Simmons at DEN-12 and returned for no gain (tackle by Gabriel Davis),2.870,0.350
1,8:22,1,10,DEN 12,3,0,Russell Wilson pass complete short right to Lil'Jordan Humphrey for 14 yards (tackle by Jordan Poyer),-0.350,0.670
1,7:49,1,10,DEN 26,3,0,Jaleel McLaughlin left tackle for 1 yard (tackle by Terrel Bernard),0.670,0.270
1,7:13,2,9,DEN 27,3,0,Javonte Williams right guard for 5 yards (tackle by Terrel Bernard and Linval Joseph),0.270,0.230
1,6:43,3,4,DEN 32,3,0,Russell Wilson pass complete short right to Javonte Williams for 18 yards (tackle by Dane Jackson),0.230,2.190
1,5:59,1,10,DEN 49,3,0,"Penalty on Michael Burton: False Start, 5 yards (accepted) (no play)",2.190,1.860
1,5:51,1,15,DEN 44,3,0,Marvin Mims right end for -3 yards (tackle by Leonard Floyd),1.860,0.700
1,5:05,2,17,DEN 42,3,0,Russell Wilson sacked by Terrel Bernard for no gain,0.700,0.040
1,4:40,3,17,DEN 42,3,0,Russell Wilson pass incomplete short right intended for Lucas Krull,0.040,-0.590
1,4:33,4,17,DEN 42,3,0,"Riley Dixon punts 58 yards, touchback.",-0.590,-0.280
1,4:24,1,10,BUF 20,3,0,Josh Allen pass complete short right to Stefon Diggs for 9 yards (tackle by Fabian Moreau),0.280,0.950
1,3:55,2,1,BUF 29,3,0,Latavius Murray up the middle for 3 yards (tackle by Jonathon Cooper),0.950,1.070
1,3:23,1,10,BUF 32,3,0,Josh Allen right tackle for 1 yard (tackle by Baron Browning and Alex Singleton),1.070,0.660
1,2:46,2,9,BUF 33,3,0,Josh Allen pass incomplete short left intended for Latavius Murray,0.660,-0.030
1,2:43,3,9,BUF 33,3,0,Josh Allen pass incomplete short left intended for Stefon Diggs,-0.030,-1.180
1,2:37,4,9,BUF 33,3,0,"Sam Martin punts 46 yards, fair catch by Marvin Mims at DEN-21",-1.180,-0.340
1,2:30,1,10,DEN 21,3,0,Javonte Williams up the middle for 9 yards (tackle by Taylor Rapp and Taron Johnson),0.340,1.020
1,1:56,2,1,DEN 30,3,0,Javonte Williams up the middle for 2 yards (tackle by Taron Johnson and Shaq Lawson),1.020,1.070
1,1:17,1,10,DEN 32,3,0,Russell Wilson pass complete short right to Chris Manhertz for 6 yards (tackle by Tyrel Dodson),1.070,1.340
1,0:32,2,4,DEN 38,3,0,Jaleel McLaughlin right end for no gain (tackle by Leonard Floyd and Terrel Bernard),1.340,0.630
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,DEN 38,3,0,Russell Wilson scrambles up the middle for 10 yards (tackle by Terrel Bernard),0.630,2.130
2,14:29,1,10,DEN 48,3,0,Russell Wilson pass incomplete short right (no play),2.130,1.800
2,14:19,1,15,DEN 43,3,0,Javonte Williams left end for 2 yards (tackle by Ed Oliver and Gregory Rousseau),1.800,1.180
2,13:41,2,13,DEN 45,3,0,Russell Wilson pass incomplete deep right intended for Courtland Sutton,1.180,0.500
2,13:33,3,13,DEN 45,3,0,Russell Wilson pass complete short left to Adam Trautman for 9 yards (tackle by Jordan Poyer),0.500,0.200
2,12:51,4,4,BUF 46,3,0,"Riley Dixon punts 46 yards, touchback.",0.200,-0.280
2,12:47,1,10,BUF 20,3,0,Latavius Murray left guard for 6 yards (tackle by D.J. Jones and Alex Singleton),0.280,0.540
2,12:12,2,4,BUF 26,3,0,Josh Allen pass complete short left to Latavius Murray for -1 yards (tackle by D.J. Jones),0.540,-0.300
2,11:26,3,5,BUF 25,3,0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,-0.300,-1.700
2,11:22,4,5,BUF 25,3,0,"Sam Martin punts 44 yards, returned by Marvin Mims for 17 yards (tackle by Reid Ferguson)",-1.700,-2.130
2,11:10,1,10,DEN 48,3,0,Javonte Williams left guard for 5 yards (tackle by Ed Oliver),2.130,2.260
2,10:34,2,5,BUF 47,3,0,"Russell Wilson pass complete short left to Courtland Sutton for 6 yards (tackle by Rasul Douglas). Penalty on Dorian Williams: Unnecessary Roughness / Defense, 15 yards (accepted)",2.260,3.840
2,10:16,1,10,BUF 26,3,0,Russell Wilson pass complete short right to Jerry Jeudy for 11 yards (tackle by Jordan Poyer),3.840,4.580
2,9:34,1,10,BUF 15,3,0,Javonte Williams right guard for 3 yards (tackle by Tyrel Dodson and Jordan Poyer),4.580,4.450
2,8:59,2,7,BUF 12,3,0,Javonte Williams up the middle for 1 yard (tackle by Tyrel Dodson and Ed Oliver),4.450,3.780
2,8:14,3,6,BUF 11,3,0,Russell Wilson pass complete short right to Courtland Sutton for 4 yards (tackle by Terrel Bernard),3.780,3.000
2,7:23,,,,,,Timeout #1 by Denver Broncos,,
2,7:23,4,2,BUF 7,9,0,"Russell Wilson pass incomplete short left intended for Courtland Sutton Replay Assistant challenged the pass completion ruling, and the original play was overturned. Russell Wilson pass complete short left to Courtland Sutton for 7 yards, touchdown",3.000,7.000
2,7:17,,,BUF 15,9,0,Wil Lutz kicks extra point no good,0.000,-1.000
2,7:17,,,DEN 35,9,0,"Wil Lutz kicks off 65 yards, returned by Khalil Shakir for 19 yards (tackle by Dwayne Washington and Justin Strnad)",0.000,0.150
2,7:10,1,10,BUF 19,9,0,Josh Allen pass complete short left to James Cook for 8 yards (tackle by Alex Singleton),0.150,0.750
2,6:41,2,2,BUF 27,9,0,James Cook right guard for 13 yards (tackle by Justin Simmons),0.750,1.600
2,6:16,1,10,BUF 40,9,0,James Cook up the middle for 5 yards (tackle by Delarrin Turner-Yell),1.600,1.730
2,5:56,2,5,BUF 45,9,0,James Cook right tackle for 3 yards (tackle by Josey Jewell and Delarrin Turner-Yell),1.730,1.420
2,5:24,3,2,BUF 48,9,0,Latavius Murray left guard for 2 yards (tackle by Zach Allen),1.420,2.260
2,4:50,1,10,BUF 50,9,0,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Josey Jewell and Delarrin Turner-Yell),2.260,3.180
2,4:19,1,10,DEN 36,9,0,Latavius Murray right end for 14 yards (tackle by Justin Simmons and Nik Bonitto),3.180,4.110
2,3:41,1,10,DEN 22,9,6,"Josh Allen pass complete deep right to Dalton Kincaid for 22 yards, touchdown",4.110,7.000
2,3:36,,,DEN 15,9,6,"Tyler Bass kicks extra point good. Penalty on Mike Purcell: Defensive Offside, 1 yard (accepted) (no play)",0.000,1.000
2,3:36,,,DEN 2,9,8,Two Point Attempt: Josh Allen pass complete to to Gabriel Davis for no gain,1.000,1.000
2,3:36,,,BUF 35,9,8,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,3:36,1,10,DEN 25,9,8,Russell Wilson pass complete deep right to Courtland Sutton for 30 yards (tackle by Rasul Douglas),0.610,2.590
2,2:54,1,10,BUF 45,9,8,Javonte Williams right guard for 4 yards (tackle by Rasul Douglas),2.590,2.580
2,2:17,2,6,BUF 41,9,8,Javonte Williams right guard for 5 yards (tackle by Von Miller),2.580,2.540
2,2:00,3,1,BUF 36,9,8,Russell Wilson right guard for 2 yards (tackle by Gregory Rousseau),2.540,3.310
2,1:22,1,10,BUF 34,9,8,Jaleel McLaughlin right guard for no gain (tackle by Jordan Poyer and A.J. Epenesa),3.310,2.770
2,1:15,,,,,,Timeout #1 by Buffalo Bills,,
2,1:15,2,10,BUF 34,9,8,"Russell Wilson scrambles up the middle for no gain. Penalty on Lloyd Cushenberry: Offensive Holding, 10 yards (accepted) (no play)",2.770,1.420
2,1:07,2,20,BUF 44,9,8,Javonte Williams up the middle for 4 yards (tackle by Jordan Phillips),1.420,1.290
2,1:01,,,,,,Timeout #2 by Buffalo Bills,,
2,1:01,3,16,BUF 40,9,8,Russell Wilson scrambles right tackle for 10 yards (tackle by Dane Jackson),1.290,1.430
2,0:49,,,,,,Timeout #3 by Buffalo Bills,,
2,0:49,4,6,BUF 30,12,8,Wil Lutz 49 yard field goal good,1.430,3.000
2,0:45,,,DEN 35,12,8,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:45,1,10,BUF 25,12,8,Josh Allen pass short left intended for Deonte Harty is intercepted by Fabian Moreau at BUF-40 and returned for 9 yards (tackle by James Cook),0.610,-3.510
2,0:37,1,10,BUF 31,12,8,Russell Wilson pass complete short right to Jaleel McLaughlin for 3 yards (tackle by Cameron Lewis and Jordan Poyer),3.510,3.370
2,0:30,,,,,,Timeout #2 by Denver Broncos,,
2,0:30,2,7,BUF 28,12,8,Russell Wilson pass complete short left to Jaleel McLaughlin for 1 yard (tackle by Taron Johnson and Dorian Williams),3.370,2.810
2,0:20,,,,,,Timeout #3 by Denver Broncos,,
2,0:20,3,6,BUF 27,12,8,Russell Wilson pass complete short middle to Jerry Jeudy for 5 yards (tackle by Terrel Bernard),2.810,2.140
2,0:04,4,1,BUF 22,15,8,Wil Lutz 40 yard field goal good,2.140,3.000
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,15,8,"Tyler Bass kicks off 59 yards,",0.000,0.610
3,15:00,1,10,DEN 25,15,8,Javonte Williams right tackle for no gain (tackle by Gregory Rousseau),0.610,0.060
3,14:17,2,10,DEN 25,15,8,"Russell Wilson scrambles right end for no gain (tackle by Jordan Poyer). Penalty on Javonte Williams: Offensive Holding, 10 yards (accepted) (no play)",0.060,-1.430
3,13:56,2,20,DEN 15,15,8,Javonte Williams right tackle for 8 yards (tackle by Taylor Rapp),-1.430,-0.890
3,13:13,3,12,DEN 23,15,8,"Penalty on Lloyd Cushenberry: False Start, 5 yards (accepted) (no play)",-0.890,-1.720
3,12:52,3,17,DEN 18,15,8,Russell Wilson scrambles right tackle for 5 yards (tackle by Jordan Poyer),-1.720,-1.830
3,12:21,4,12,DEN 23,15,8,"Riley Dixon punts 63 yards, returned by Deonte Harty for 15 yards (tackle by Jonathon Cooper). Penalty on Dwayne Washington: Offensive Holding, 10 yards (accepted)",-1.830,-1.530
3,12:09,1,10,BUF 39,15,8,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Zach Allen),1.530,0.990
3,12:06,2,10,BUF 39,15,8,Josh Allen pass incomplete short left intended for Stefon Diggs,0.990,0.300
3,12:02,3,10,BUF 39,15,8,Josh Allen pass complete short left to Dalton Kincaid for 9 yards (tackle by Patrick Surtain),0.300,-0.190
3,11:30,4,1,BUF 48,15,8,Josh Allen pass incomplete deep right intended for Khalil Shakir,-0.190,-2.460
3,11:22,1,10,BUF 47,15,8,Jaleel McLaughlin right end for 2 yards (tackle by Gregory Rousseau),2.460,2.180
3,10:39,2,8,BUF 45,15,8,Russell Wilson pass complete short right to Courtland Sutton for 2 yards (tackle by Rasul Douglas),2.180,1.750
3,10:03,,,,,,Timeout #1 by Denver Broncos,,
3,10:03,3,6,BUF 43,15,8,"Russell Wilson pass complete short left to Courtland Sutton for -2 yards. Courtland Sutton fumbles (forced by Taron Johnson), recovered by Rasul Douglas at BUF-46 Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",1.750,-1.990
3,9:51,1,10,BUF 46,15,8,James Cook left guard for 11 yards (tackle by Josey Jewell),1.990,2.720
3,9:21,1,10,DEN 43,15,8,James Cook right guard for 3 yards (tackle by D.J. Jones and Alex Singleton),2.720,2.580
3,8:50,2,7,DEN 40,15,8,Josh Allen pass complete deep left to Khalil Shakir for 24 yards,2.580,4.510
3,8:15,1,10,DEN 16,15,8,James Cook right guard for 2 yards (tackle by Baron Browning and Josey Jewell),4.510,4.210
3,7:48,2,8,DEN 14,15,8,Josh Allen up the middle for 6 yards (tackle by Justin Simmons and Josey Jewell),4.210,4.620
3,7:10,3,2,DEN 8,15,8,Latavius Murray left guard for 5 yards (tackle by Ronnie Perkins),4.620,6.510
3,6:45,1,3,DEN 3,15,14,"Latavius Murray left guard for 3 yards, touchdown",6.510,7.000
3,6:42,,,DEN 15,15,15,Tyler Bass kicks extra point good,0.000,0.000
3,6:42,,,BUF 35,15,15,"Tyler Bass kicks off 57 yards, returned by Marvin Mims for 31 yards (tackle by Tyler Bass)",0.000,1.530
3,6:31,1,10,DEN 39,15,15,Russell Wilson pass complete short middle to Javonte Williams for 7 yards (tackle by Terrel Bernard and Tyrel Dodson),1.530,1.930
3,5:50,2,3,DEN 46,15,15,Javonte Williams up the middle for 1 yard (tackle by Linval Joseph and Tim Settle),1.930,1.360
3,5:09,3,2,DEN 47,15,15,Russell Wilson left end for 5 yards (tackle by Terrel Bernard),1.360,2.390
3,4:33,1,10,BUF 48,15,15,Javonte Williams left tackle for 4 yards (tackle by Taron Johnson),2.390,2.390
3,4:00,2,6,BUF 44,15,15,Russell Wilson sacked by Gregory Rousseau for -6 yards,2.390,0.890
3,3:14,3,12,BUF 50,15,15,Russell Wilson sacked by A.J. Epenesa for -3 yards,0.890,-0.260
3,2:37,4,15,DEN 47,15,15,"Riley Dixon punts 42 yards, fair catch by Deonte Harty at BUF-11",-0.260,0.370
3,2:30,1,10,BUF 11,15,15,James Cook up the middle for 3 yards (tackle by Nik Bonitto and Alex Singleton),-0.370,-0.530
3,2:02,2,7,BUF 14,15,15,Josh Allen pass complete deep left to Gabriel Davis for 38 yards (tackle by Delarrin Turner-Yell),-0.530,2.390
3,1:23,1,10,DEN 48,15,15,"Josh Allen aborted snap, recovered by Alex Singleton at BUF-48 (tackle by Stefon Diggs)",2.390,-2.390
3,1:13,1,10,BUF 48,15,15,Javonte Williams left end for 2 yards (tackle by Tyrel Dodson and Terrel Bernard),2.390,2.120
3,0:35,2,8,BUF 46,15,15,Russell Wilson pass incomplete short right intended for Courtland Sutton,2.120,1.420
3,0:29,3,8,BUF 46,15,15,Russell Wilson pass complete short right to Courtland Sutton for 2 yards (tackle by Taron Johnson),1.420,0.330
Quarter,Time,Down,ToGo,Location,DEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,BUF 44,15,15,"Riley Dixon punts 33 yards, fair catch by Deonte Harty at BUF-11",0.330,0.370
4,14:52,1,10,BUF 11,15,15,Josh Allen pass complete short left to Dalton Kincaid for 7 yards (tackle by Ja'Quan McMillian),-0.370,0.000
4,14:21,2,3,BUF 18,15,15,Latavius Murray right tackle for 6 yards (tackle by Ja'Quan McMillian),0.000,0.540
4,13:58,1,10,BUF 24,15,15,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Alex Singleton and Patrick Surtain),0.540,1.270
4,13:25,1,10,BUF 35,15,15,Josh Allen pass complete short middle to Latavius Murray for 2 yards (tackle by Alex Singleton),1.270,0.990
4,12:53,2,8,BUF 37,15,15,Josh Allen pass incomplete short right,0.990,0.300
4,12:41,3,8,BUF 37,15,15,Josh Allen pass incomplete short left intended for Gabriel Davis (defended by Fabian Moreau),0.300,-0.910
4,12:35,4,8,BUF 37,15,15,"Sam Martin punts 44 yards, returned by Marvin Mims for 27 yards (tackle by Reid Ferguson)",-0.910,-1.990
4,12:22,1,10,DEN 46,15,15,Jaleel McLaughlin left end for 5 yards (tackle by Rasul Douglas and Taylor Rapp),1.990,2.130
4,11:47,2,5,BUF 49,15,15,"Penalty on Courtland Sutton: False Start, 5 yards (accepted) (no play)",2.130,1.450
4,11:47,2,10,DEN 46,15,15,Russell Wilson pass incomplete short right intended for Marvin Mims,1.450,0.760
4,11:42,3,10,DEN 46,15,15,Russell Wilson pass complete short middle to Jerry Jeudy for 19 yards (tackle by Taylor Rapp),0.760,3.250
4,10:57,1,10,BUF 35,15,15,Javonte Williams right guard for 3 yards (tackle by Dane Jackson and Gregory Rousseau),3.250,3.110
4,10:18,2,7,BUF 32,15,15,Jaleel McLaughlin right guard for no gain (tackle by Ed Oliver),3.110,2.410
4,9:33,3,7,BUF 32,15,15,Russell Wilson pass complete short middle to Samaje Perine for 9 yards (tackle by Jordan Poyer and Terrel Bernard),2.410,4.040
4,8:48,1,10,BUF 23,15,15,Javonte Williams right end for 3 yards (tackle by Jordan Poyer),4.040,3.900
4,8:06,2,7,BUF 20,15,15,Russell Wilson pass complete short right to Javonte Williams for 3 yards (tackle by Tyrel Dodson),3.900,3.660
4,7:23,3,4,BUF 17,15,15,Russell Wilson pass complete short right to Courtland Sutton for 4 yards (tackle by Rasul Douglas),3.660,4.710
4,6:42,1,10,BUF 13,15,15,"Penalty on Garett Bolles: False Start, 5 yards (accepted) (no play)",4.710,4.290
4,6:41,1,15,BUF 18,15,15,Javonte Williams right tackle for 11 yards (tackle by Taylor Rapp),4.290,5.150
4,5:57,2,4,BUF 7,15,15,Javonte Williams up the middle for 4 yards (tackle by Dane Jackson and Leonard Floyd),5.150,6.510
4,5:10,1,3,BUF 3,21,15,"Russell Wilson pass complete short right to Javonte Williams for 3 yards, touchdown",6.510,7.000
4,5:06,,,BUF 15,21,15,"Two Point Attempt: Riley Dixon rushes, conversion fails.",1.000,-1.000
4,5:06,,,DEN 35,21,15,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,5:06,1,10,BUF 25,21,15,James Cook up the middle for 7 yards (tackle by Alex Singleton and Baron Browning),0.610,1.010
4,4:43,2,3,BUF 32,21,15,"James Cook up the middle for 42 yards. James Cook fumbles (forced by Justin Simmons), recovered by James Cook at BUF-41 (tackle by Ja'Quan McMillian)",1.010,3.840
4,3:49,1,10,DEN 26,21,15,James Cook left tackle for 6 yards (tackle by Alex Singleton and Fabian Moreau),3.840,4.110
4,3:20,2,4,DEN 20,21,15,James Cook left end for 13 yards (tackle by Fabian Moreau and Delarrin Turner-Yell),4.110,5.600
4,2:37,1,7,DEN 7,21,15,James Cook left end for 1 yard (tackle by Josey Jewell and Justin Simmons),5.600,4.950
4,2:00,2,6,DEN 6,21,21,"Josh Allen scrambles left tackle for 6 yards, touchdown",4.950,7.000
4,1:55,,,DEN 15,21,22,Tyler Bass kicks extra point good,0.000,0.000
4,1:55,,,BUF 35,21,22,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,1:55,1,10,DEN 25,21,22,Russell Wilson pass complete short middle to Samaje Perine for 18 yards (tackle by Cameron Lewis and Taylor Rapp),0.610,1.800
4,1:39,,,,,,Timeout #1 by Buffalo Bills,,
4,1:39,1,10,DEN 43,21,22,Russell Wilson pass incomplete short left intended for Courtland Sutton,1.800,1.250
4,1:36,2,10,DEN 43,21,22,Russell Wilson scrambles up the middle for 4 yards (tackle by Dorian Williams),1.250,1.090
4,1:12,3,6,DEN 47,21,22,Russell Wilson pass complete short right to Samaje Perine for 8 yards (tackle by Dorian Williams),1.090,2.590
4,0:47,1,10,BUF 45,21,22,Russell Wilson pass complete short right to Adam Trautman for 6 yards (tackle by Damar Hamlin),2.590,2.850
4,0:40,,,,,,Timeout #2 by Denver Broncos,,
4,0:40,2,4,BUF 39,21,22,Russell Wilson sacked by and A.J. Epenesa for -6 yards and Taylor Rapp for -6 yards,2.850,1.360
4,0:35,,,,,,Timeout #3 by Denver Broncos,,
4,0:35,3,10,BUF 45,21,22,"Russell Wilson pass incomplete deep left intended for Jerry Jeudy. Penalty on Taron Johnson: Defensive Pass Interference, 28 yards (accepted) (no play)",1.360,4.440
4,0:29,1,10,BUF 17,21,22,Russell Wilson kneels for -2 yards,4.440,3.600
4,0:25,,,,,,Timeout #2 by Buffalo Bills,,
4,0:25,2,12,BUF 19,21,22,Russell Wilson kneels for -1 yards,3.600,2.810
4,0:24,,,,,,Timeout #3 by Buffalo Bills,,
4,0:24,3,13,BUF 20,21,22,Russell Wilson kneels for -3 yards,2.810,1.930
4,0:07,4,16,BUF 23,21,22,Wil Lutz yard field goal no good (no play),1.930,2.250
4,0:04,4,11,BUF 18,24,22,Wil Lutz 36 yard field goal good,2.250,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
