Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Garett Bolles,T,75,100%,0,0%,7,26%
Mike McGlinchey,T,75,100%,0,0%,7,26%
Ben Powers,G,75,100%,0,0%,7,26%
Quinn Meinerz,G,75,100%,0,0%,7,26%
Russell Wilson,QB,75,100%,0,0%,0,0%
Lloyd Cushenberry III,C,72,96%,0,0%,7,26%
Courtland Sutton,WR,65,87%,0,0%,0,0%
Marvin Mims,WR,52,69%,0,0%,7,26%
Jerry Jeudy,WR,49,65%,0,0%,0,0%
Adam Trautman,TE,48,64%,0,0%,0,0%
Javonte Williams,RB,39,52%,0,0%,0,0%
Chris Manhertz,TE,30,40%,0,0%,5,19%
Samaje Perine,RB,25,33%,0,0%,7,26%
Lucas Krull,TE,20,27%,0,0%,6,22%
Lil'Jordan Humphrey,WR,14,19%,0,0%,0,0%
Michael Burton,FB,12,16%,0,0%,17,63%
Jaleel McLaughlin,RB,11,15%,0,0%,6,22%
Quinn Bailey,G,6,8%,0,0%,7,26%
David Sills,WR,4,5%,0,0%,0,0%
Luke Wattenberg,C,3,4%,0,0%,7,26%
Patrick Surtain II,CB,0,0%,54,100%,3,11%
Justin Simmons,FS,0,0%,54,100%,3,11%
Fabian Moreau,CB,0,0%,54,100%,0,0%
Alex Singleton,LB,0,0%,54,100%,0,0%
Ja'Quan McMillian,CB,0,0%,53,98%,5,19%
Zach Allen,DE,0,0%,44,81%,3,11%
Jonathon Cooper,LB,0,0%,35,65%,6,22%
Baron Browning,LB,0,0%,35,65%,0,0%
Delarrin Turner-Yell,FS,0,0%,34,63%,18,67%
Josey Jewell,LB,0,0%,33,61%,3,11%
D.J. Jones,NT,0,0%,33,61%,0,0%
Nik Bonitto,LB,0,0%,25,46%,0,0%
Mike Purcell,NT,0,0%,23,43%,3,11%
P.J. Locke,FS,0,0%,20,37%,2,7%
Ronnie Perkins,DE,0,0%,19,35%,5,19%
Jonathan Harris,DE,0,0%,10,19%,3,11%
Matt Henningsen,DE,0,0%,8,15%,11,41%
Damarri Mathis,CB,0,0%,4,7%,8,30%
Drew Sanders,LB,0,0%,2,4%,17,63%
Tremon Smith,CB,0,0%,0,0%,20,74%
Justin Strnad,LB,0,0%,0,0%,20,74%
Riley Moss,CB,0,0%,0,0%,17,63%
Dwayne Washington,RB,0,0%,0,0%,17,63%
Riley Dixon,P,0,0%,0,0%,12,44%
Mitchell Fraboni,LS,0,0%,0,0%,12,44%
Wil Lutz,K,0,0%,0,0%,12,44%
