Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
1,5:46,1,10,ATL 13,0,3,"Lamar Jackson right guard for -5 yards (tackle by Grady Jarrett). Lamar Jackson fumbles (forced by Grady Jarrett), recovered by Marshal Yanda at ATL-18 (tackle by Vic Beasley)",4.710,3.400
1,5:03,2,15,ATL 18,0,3,Lamar Jackson pass incomplete short left intended for Ty Montgomery Penalty on BAL: Illegal Formation (Declined),3.400,2.790
1,4:58,3,15,ATL 18,0,3,"Lamar Jackson pass complete short right to Ty Montgomery for 1 yard (tackle by Vic Beasley). Penalty on Deion Jones: Illegal Use of Hands, 5 yards (no play)",2.790,4.710
1,4:24,1,10,ATL 13,6,3,"Lamar Jackson right end for 13 yards, touchdown",4.710,7.000
1,4:17,,,ATL 15,7,3,Justin Tucker kicks extra point good,0.000,0.000
1,4:17,,,BAL 35,7,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,4:17,1,10,ATL 25,7,3,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Eric Weddle),0.610,0.060
1,4:08,2,10,ATL 25,7,3,Matt Ryan pass incomplete short left intended for Tevin Coleman,0.060,-0.620
1,4:05,3,10,ATL 25,7,3,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 5 yards (no play)",-0.620,0.040
1,4:05,3,5,ATL 30,7,3,Matt Ryan sacked by Terrell Suggs for -10 yards,0.040,-2.030
1,3:29,4,15,ATL 20,7,3,"Matthew Bosher punts 55 yards, returned by Cyrus Jones for 4 yards (tackle by Russell Gage and Bruce Carter)",-2.030,-0.870
1,3:15,1,10,BAL 29,7,3,Gus Edwards left guard for 5 yards (tackle by Deadrin Senat),0.870,1.000
1,2:42,2,5,BAL 34,7,3,Gus Edwards right tackle for 1 yard (tackle by Brooks Reed),1.000,0.430
1,2:02,3,4,BAL 35,7,3,Lamar Jackson pass incomplete short right intended for John Brown,0.430,-1.040
1,1:58,4,4,BAL 35,7,3,"Sam Koch punts 65 yards, touchback.",-1.040,-0.280
1,1:49,1,10,ATL 20,7,3,Ito Smith left end for 2 yards (tackle by Eric Weddle),0.280,0.000
1,1:15,2,8,ATL 22,7,3,Ito Smith right end for 3 yards (tackle by C.J. Mosley),0.000,-0.300
1,0:30,3,5,ATL 25,7,3,Matt Ryan pass complete short right to Austin Hooper for 16 yards (tackle by Jimmy Smith),-0.300,1.660
Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 41,7,3,Matt Ryan pass incomplete short left intended for Julio Jones,1.660,1.120
2,14:57,2,10,ATL 41,7,3,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Marlon Humphrey),1.120,0.430
2,14:52,3,10,ATL 41,7,3,Matt Ryan pass complete short left to Calvin Ridley for 9 yards (tackle by Brandon Carr),0.430,-0.060
2,14:12,4,1,ATL 50,7,3,Ito Smith left guard for -1 yards (tackle by Terrell Suggs),-0.060,-2.320
2,14:08,1,10,ATL 49,7,3,Lamar Jackson pass incomplete deep left intended for John Brown,2.320,1.780
2,14:02,2,10,ATL 49,7,3,Ty Montgomery left end for 3 yards (tackle by Jordan Richards),1.780,1.490
2,13:25,3,7,ATL 46,7,3,Lamar Jackson pass incomplete short middle intended for Michael Crabtree,1.490,0.200
2,13:21,4,7,ATL 46,7,3,Sam Koch pass complete deep middle to Chris Moore for 21 yards (tackle by Desmond Trufant),0.200,3.910
2,12:32,1,10,ATL 25,7,3,Lamar Jackson left end for 3 yards (tackle by De'Vondre Campbell),3.910,3.770
2,11:52,2,7,ATL 22,7,9,"Lamar Jackson sacked by Grady Jarrett for -4 yards. Lamar Jackson fumbles (forced by Grady Jarrett), recovered by Vic Beasley at ATL-26 and returned for 74 yards, touchdown. Penalty on Vic Beasley: Unsportsmanlike Conduct, 15 yards",3.770,-7.000
2,11:33,,,BAL 15,7,10,Matt Bryant kicks extra point good,0.000,0.000
2,11:33,,,ATL 20,7,10,"Matthew Bosher kicks off 67 yards, returned by Chris Moore for no gain (tackle by Bruce Carter)",0.000,1.400
2,11:26,1,10,BAL 37,7,10,Gus Edwards left end for 4 yards (tackle by Deadrin Senat),1.400,1.400
2,10:50,2,6,BAL 41,7,10,Gus Edwards right guard for 5 yards (tackle by Foyesade Oluokun and Deadrin Senat),1.400,1.360
2,10:17,3,1,BAL 46,7,10,Gus Edwards left tackle for 2 yards (tackle by Sharrod Neasman),1.360,2.130
2,9:40,1,10,BAL 48,7,10,Kenneth Dixon right guard for 4 yards (tackle by Deadrin Senat and Foyesade Oluokun),2.130,2.120
2,9:04,2,6,ATL 48,7,10,Kenneth Dixon right tackle for 2 yards (tackle by Brooks Reed),2.120,1.680
2,8:27,3,4,ATL 46,7,10,"Lamar Jackson right tackle for -2 yards. Lamar Jackson fumbles, recovered by Lamar Jackson at ATL-48",1.680,0.070
2,7:59,4,6,ATL 48,7,10,"Sam Koch punts 38 yards, fair catch by Justin Hardy at ATL-10",0.070,0.380
2,7:49,1,10,ATL 10,7,10,Ito Smith left tackle for 2 yards (tackle by C.J. Mosley),-0.380,-0.630
2,7:04,2,8,ATL 12,7,10,Matt Ryan pass incomplete short right intended for Mohamed Sanu,-0.630,-1.190
2,6:56,3,8,ATL 12,7,10,"Matt Ryan pass incomplete short right intended for Julio Jones. Penalty on Marlon Humphrey: Unnecessary Roughness, 15 yards (no play)",-1.190,0.740
2,6:49,1,10,ATL 27,7,10,Tevin Coleman left tackle for 8 yards (tackle by Kenny Young),0.740,1.280
2,6:13,2,2,ATL 35,7,10,"Ito Smith left tackle for 4 yards (tackle by Brent Urban). Penalty on Za'Darius Smith: Illegal Use of Hands, 5 yards",1.280,1.860
2,5:45,1,10,ATL 44,7,10,"Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on Wes Schweitzer: Offensive Holding, 10 yards (no play)",1.860,1.200
2,5:39,1,20,ATL 34,7,10,Matt Ryan pass complete short middle to Austin Hooper for 17 yards (tackle by Chuck Clark),1.200,2.260
2,4:59,2,3,BAL 49,7,10,Tevin Coleman left end for -2 yards (tackle by Michael Pierce),2.260,1.290
2,4:14,3,5,ATL 49,7,10,Matt Ryan pass incomplete deep right intended for Calvin Ridley (defended by Marlon Humphrey),1.290,-0.130
2,4:08,4,5,ATL 49,7,10,"Matthew Bosher punts 51 yards, touchback.",-0.130,-0.280
2,3:59,1,10,BAL 20,7,10,Lamar Jackson left end for 4 yards (tackle by Robert Alford),0.280,0.270
2,3:29,2,6,BAL 24,7,10,Lamar Jackson pass incomplete short left intended for Willie Snead,0.270,-0.430
2,3:24,3,6,BAL 24,7,10,Lamar Jackson pass complete short left to Ty Montgomery for 4 yards (tackle by Sharrod Neasman). Penalty on Alex Lewis: Offensive Holding (Declined),-0.430,-1.500
2,3:18,,,,,,Timeout #2 by Atlanta Falcons,,
2,3:17,4,2,BAL 28,7,10,"Sam Koch punts 39 yards, returned by Justin Hardy for 18 yards (tackle by Chris Board)",-1.500,-2.320
2,3:05,1,10,BAL 49,7,10,Matt Ryan pass complete short right to Austin Hooper for 2 yards (tackle by Jimmy Smith),2.320,2.050
2,2:36,2,8,BAL 47,7,10,Matt Ryan pass complete short left to Ito Smith for no gain (tackle by Brandon Carr),2.050,1.360
2,2:00,3,8,BAL 47,7,10,Matt Ryan sacked by Za'Darius Smith for -11 yards Penalty on ATL: Illegal Formation (Declined),1.360,-0.590
2,1:55,4,19,ATL 42,7,10,"Matthew Bosher punts 40 yards, fair catch by Cyrus Jones at BAL-18",-0.590,-0.040
2,1:46,1,10,BAL 18,7,10,Lamar Jackson pass complete short middle to Ty Montgomery for 6 yards (tackle by Deion Jones),0.040,0.410
2,1:16,2,4,BAL 24,7,10,Ty Montgomery left tackle for 3 yards (tackle by Grady Jarrett and Foyesade Oluokun),0.410,-0.020
2,0:53,3,1,BAL 27,7,10,Lamar Jackson pass complete short middle to Ty Montgomery for 10 yards (tackle by Sharrod Neasman),-0.020,1.400
2,0:53,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:53,1,10,BAL 37,7,10,"Lamar Jackson pass incomplete deep left intended for Michael Crabtree. Penalty on Robert Alford: Defensive Pass Interference, 13 yards (no play)",1.400,2.260
2,0:45,1,10,BAL 50,7,10,Lamar Jackson pass complete short middle to Kenneth Dixon for 6 yards (tackle by Deion Jones),2.260,2.520
2,0:40,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:40,2,4,ATL 44,7,10,Lamar Jackson pass complete short left to Michael Crabtree for 10 yards (tackle by Robert Alford),2.520,3.310
2,0:35,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:35,1,10,ATL 34,7,10,Lamar Jackson pass complete short left to Willie Snead for 8 yards (tackle by Sharrod Neasman),3.310,3.850
2,0:23,2,2,ATL 26,7,10,Lamar Jackson pass incomplete short left intended for Willie Snead,3.850,3.140
2,0:14,3,2,ATL 26,7,10,"Penalty on BAL: Delay of Game, 5 yards (no play)",3.140,2.480
2,0:13,3,7,ATL 31,7,10,Lamar Jackson pass complete short left to Michael Crabtree for 8 yards (tackle by Robert Alford),2.480,4.040
2,0:10,1,10,ATL 23,10,10,Justin Tucker 41 yard field goal good,4.040,3.000
2,0:06,,,BAL 35,10,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:05,1,10,ATL 25,10,10,Matt Ryan kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,10,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,14:55,1,10,BAL 25,10,10,Gus Edwards right guard for 4 yards (tackle by Deion Jones),0.610,0.600
3,14:26,2,6,BAL 29,10,10,Lamar Jackson pass complete deep right to Mark Andrews for 21 yards (tackle by Deion Jones),0.600,2.260
3,13:45,1,10,BAL 50,10,10,Lamar Jackson left end for 2 yards (tackle by Robert Alford),2.260,1.980
3,13:10,2,8,ATL 48,10,10,Lamar Jackson right end for 14 yards (tackle by De'Vondre Campbell),1.980,3.310
3,12:26,1,10,ATL 34,10,10,Gus Edwards right tackle for 1 yard (tackle by Deion Jones),3.310,2.910
3,11:50,2,9,ATL 33,10,10,Gus Edwards right tackle for 5 yards (tackle by Deion Jones),2.910,2.870
3,11:14,3,4,ATL 28,10,10,"Lamar Jackson pass incomplete deep right intended for Mark Andrews. Penalty on Sharrod Neasman: Defensive Pass Interference, 19 yards (no play)",2.870,5.140
3,11:10,1,9,ATL 9,10,10,Lamar Jackson sacked by Deion Jones for -4 yards,5.140,3.720
3,10:32,2,13,ATL 13,10,10,Lamar Jackson right end for 10 yards (tackle by Jordan Richards and Damontae Kazee),3.720,4.720
3,10:07,3,3,ATL 3,10,10,Lamar Jackson pass incomplete short right intended for Nick Boyle,4.720,3.040
3,10:02,4,3,ATL 3,13,10,Justin Tucker 21 yard field goal good,3.040,3.000
3,9:59,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,9:58,1,10,ATL 25,13,10,Tevin Coleman left tackle for -2 yards (tackle by Brent Urban and Terrell Suggs),0.610,-0.210
3,9:29,2,12,ATL 23,13,10,Matt Ryan pass complete short middle to Mohamed Sanu for 11 yards (tackle by Patrick Onwuasor),-0.210,0.560
3,8:56,3,1,ATL 34,13,10,Mohamed Sanu pass incomplete deep left intended for Julio Jones,0.560,-1.110
3,8:47,4,1,ATL 34,13,10,"Matthew Bosher punts 53 yards, fair catch by Cyrus Jones at BAL-13",-1.110,0.320
3,8:39,1,10,BAL 13,13,10,Gus Edwards left tackle for 4 yards (tackle by Deion Jones),-0.320,-0.300
3,7:57,2,6,BAL 17,13,10,"Kenneth Dixon right tackle for 7 yards (tackle by Foyesade Oluokun). Kenneth Dixon fumbles (forced by Foyesade Oluokun), recovered by Kenneth Dixon at BAL-24",-0.300,0.540
3,7:26,1,10,BAL 24,13,10,Gus Edwards right tackle for 4 yards (tackle by Deion Jones),0.540,0.540
3,6:49,2,6,BAL 28,13,10,Robert Griffin pass complete short right to Nick Boyle for 7 yards (tackle by De'Vondre Campbell),0.540,1.270
3,6:19,1,10,BAL 35,13,10,Gus Edwards left guard for 4 yards (tackle by Grady Jarrett),1.270,1.260
3,5:43,2,6,BAL 39,13,10,Gus Edwards left guard for 5 yards (tackle by Jack Crawford),1.260,1.220
3,4:58,3,1,BAL 44,13,10,Gus Edwards right guard for 2 yards (tackle by Deion Jones),1.220,1.990
3,4:15,1,10,BAL 46,13,10,Kenneth Dixon right end for 13 yards (tackle by Damontae Kazee),1.990,2.850
3,3:33,1,10,ATL 41,13,10,Kenneth Dixon right guard for 4 yards (tackle by Jordan Richards),2.850,2.850
3,2:51,2,6,ATL 37,13,10,"Robert Griffin pass complete short left to Chris Moore for 8 yards (tackle by Brian Poole). Penalty on Michael Crabtree: Offensive Pass Interference, 10 yards (no play)",2.850,1.500
3,2:25,2,16,ATL 47,13,10,Robert Griffin pass complete short right to Ty Montgomery for 14 yards (tackle by Deion Jones),1.500,2.680
3,1:41,3,2,ATL 33,13,10,"Gus Edwards right tackle for no gain (tackle by Terrell McClain) Penalty on ATL: Defensive Too Many Men on Field, 5 yards (no play)",2.680,3.710
3,1:28,1,10,ATL 28,13,10,Robert Griffin pass incomplete deep right,3.710,3.170
3,1:21,2,10,ATL 28,13,10,Gus Edwards left tackle for 1 yard (tackle by De'Vondre Campbell),3.170,2.610
3,0:39,3,9,ATL 27,13,10,Robert Griffin pass incomplete deep left intended for John Brown,2.610,1.670
3,0:36,4,9,ATL 27,16,10,Justin Tucker 45 yard field goal good,1.670,3.000
3,0:31,,,BAL 35,16,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,0:31,1,10,ATL 25,16,10,"Matt Ryan pass complete short middle to Tevin Coleman for 3 yards (tackle by Kenny Young). Tevin Coleman fumbles (forced by Kenny Young), recovered by Tevin Coleman at ATL-28",0.610,0.470
Quarter,Time,Down,ToGo,Location,BAL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 28,16,10,Matt Ryan pass incomplete deep left intended for Julio Jones,0.470,-0.230
4,14:54,3,7,ATL 28,16,10,Matt Ryan pass complete short left to Calvin Ridley for 3 yards (tackle by C.J. Mosley),-0.230,-1.310
4,14:13,4,4,ATL 31,16,10,"Matthew Bosher punts 53 yards, fair catch by Cyrus Jones at BAL-16",-1.310,0.140
4,14:03,1,10,BAL 16,16,10,Ty Montgomery right end for 7 yards (tackle by Damontae Kazee and Sharrod Neasman),-0.140,0.420
4,13:26,2,3,BAL 23,16,10,Lamar Jackson pass incomplete short right intended for Ty Montgomery,0.420,-0.450
4,13:19,3,3,BAL 23,16,10,Lamar Jackson right end for 16 yards (tackle by Jack Crawford),-0.450,1.530
4,12:34,1,10,BAL 39,16,10,Gus Edwards left guard for 3 yards (tackle by Sharrod Neasman),1.530,1.390
4,11:59,2,7,BAL 42,16,10,Lamar Jackson pass incomplete deep left intended for John Brown,1.390,0.700
4,11:52,3,7,BAL 42,16,10,Lamar Jackson pass complete short middle to Ty Montgomery for 8 yards (tackle by Deion Jones),0.700,2.260
4,11:07,1,10,BAL 50,16,10,Lamar Jackson left end for 7 yards,2.260,2.660
4,10:38,2,3,ATL 43,16,10,Lamar Jackson right end for 2 yards (tackle by Foyesade Oluokun),2.660,2.210
4,9:59,3,1,ATL 41,16,10,Gus Edwards left guard for 5 yards (tackle by Brian Poole and Foyesade Oluokun),2.210,3.180
4,9:24,,,,,,Timeout #1 by Atlanta Falcons,,
4,9:23,1,10,ATL 36,16,10,Gus Edwards right tackle for 2 yards (tackle by Foyesade Oluokun),3.180,2.910
4,8:51,2,8,ATL 34,16,10,Gus Edwards left guard for 5 yards (tackle by Foyesade Oluokun),2.910,2.870
4,8:12,3,3,ATL 29,16,10,Lamar Jackson left end for no gain (tackle by Grady Jarrett and Deion Jones),2.870,1.580
4,7:29,4,3,ATL 29,19,10,Justin Tucker 47 yard field goal good,1.580,3.000
4,7:25,,,BAL 35,19,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,7:24,1,10,ATL 25,25,10,"Matt Ryan sacked by Patrick Onwuasor for -13 yards. Matt Ryan fumbles (forced by Patrick Onwuasor), recovered by Tavon Young at ATL-12 and returned for 12 yards, touchdown",0.610,-7.000
4,7:16,,,BAL 35,26,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,7:16,1,10,ATL 25,26,10,Matt Ryan pass complete short right to Mohamed Sanu for 11 yards (tackle by Brandon Carr),0.610,1.330
4,6:48,1,10,ATL 36,26,10,"Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Marlon Humphrey). Penalty on Mohamed Sanu: Illegal Motion, 5 yards (no play)",1.330,1.000
4,6:19,1,15,ATL 31,26,10,"Matt Ryan pass incomplete short right intended for Tevin Coleman. Penalty on Za'Darius Smith: Roughing the Passer, 15 yards (no play)",1.000,1.990
4,6:16,1,10,ATL 46,26,10,Matt Ryan pass complete short left to Calvin Ridley for 10 yards (tackle by Jimmy Smith),1.990,2.650
4,5:51,1,10,BAL 44,26,10,"Matt Ryan sacked by Matt Judon for no gain. Penalty on Matt Judon: Defensive Offside, 5 yards (no play)",2.650,3.380
4,5:29,1,5,BAL 39,26,10,"Matt Ryan left end for 5 yards. Penalty on Tyus Bowser: Defensive Holding, 5 yards",3.380,3.640
4,5:04,1,10,BAL 29,26,10,Matt Ryan pass complete short middle to Mohamed Sanu for 15 yards (tackle by Chuck Clark),3.640,4.650
4,4:45,1,10,BAL 14,26,10,"Matt Ryan pass complete short middle to Calvin Ridley for 14 yards. Penalty on Ryan Schraeder: Offensive Holding, 10 yards (no play)",4.650,3.970
4,4:34,1,20,BAL 24,26,10,Matt Ryan pass incomplete short left intended for Julio Jones,3.970,2.740
4,4:30,2,20,BAL 24,26,10,"Matt Ryan pass incomplete deep left intended for Mohamed Sanu. Penalty on Brandon Carr: Defensive Pass Interference, 23 yards (no play)",2.740,6.970
4,4:22,1,1,BAL 1,26,16,"Matt Ryan pass complete short middle to Austin Hooper for 1 yard, touchdown, touchdown",6.970,7.000
4,4:18,,,BAL 2,26,10,"Two Point Attempt: Matt Ryan pass incomplete intended for Austin Hooper, conversion fails",0.000,-1.000
4,4:18,,,ATL 35,26,16,"Matthew Bosher kicks off 52 yards, returned by Cyrus Jones for no gain (tackle by Ricky Ortiz)",0.000,0.610
4,4:14,1,10,BAL 25,26,10,Gus Edwards left guard for 7 yards (tackle by Damontae Kazee),0.610,1.010
4,4:09,,,,,,Timeout #2 by Atlanta Falcons,,
4,4:09,2,3,BAL 32,26,16,Lamar Jackson left tackle for 5 yards (tackle by Grady Jarrett),1.010,1.400
4,4:03,,,,,,Timeout #3 by Atlanta Falcons,,
4,4:02,1,10,BAL 37,26,16,Kenneth Dixon right tackle for 2 yards (tackle by De'Vondre Campbell),1.400,1.130
4,3:16,2,8,BAL 39,26,16,Kenneth Dixon left tackle for no gain (tackle by Deion Jones),1.130,0.430
4,2:31,3,8,BAL 39,26,16,Lamar Jackson left end for 7 yards (tackle by Takkarist McKinley),0.430,-0.320
4,1:59,4,1,BAL 46,26,16,Lamar Jackson left guard for 2 yards (tackle by Grady Jarrett and Damontae Kazee),-0.320,2.130
4,1:09,1,10,BAL 48,26,16,Lamar Jackson kneels for -2 yards,2.130,1.310
4,0:34,2,12,BAL 46,26,16,Lamar Jackson kneels for -1 yards,1.310,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
