#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:43,SEA 37,3,1:11,9,Interception
2,1,6:21,SEA 43,6,2:43,57,Touchdown
3,2,13:38,SEA 30,5,2:38,70,Touchdown
4,2,9:55,SEA 38,3,0:54,6,Punt
5,2,8:50,NOR 18,4,1:47,8,Field Goal
6,2,5:03,SEA 24,9,3:48,76,Touchdown
7,3,15:00,SEA 21,7,3:12,79,Touchdown
8,3,9:39,SEA 46,9,4:12,33,Field Goal
9,3,3:51,NOR 36,3,0:58,-3,Punt
10,4,13:11,SEA 24,3,0:31,0,Punt
11,4,9:13,SEA 29,6,3:37,10,Punt
12,4,4:20,SEA 33,2,0:58,67,Touchdown
13,4,1:30,NOR 47,3,1:30,6,End of Game
