Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
1,9:02,1,10,SEA 24,3,0,Julius Jones middle for 1 yard (tackle by Lofa Tatupu and David Hawthorne),3.970,3.570
1,8:27,2,9,SEA 23,3,0,"Drew Brees for no gain. Drew Brees fumbles, recovered by Julius Jones at SEA-28 and returned for 6 yards",3.570,3.010
1,7:50,3,8,SEA 22,3,0,Drew Brees pass complete short middle to Reggie Bush for 10 yards (tackle by Earl Thomas),3.010,4.780
1,7:13,1,10,SEA 12,3,0,Julius Jones right guard for 7 yards (tackle by David Hawthorne and Jay Richardson),4.780,5.410
1,6:34,2,3,SEA 5,3,0,Drew Brees pass incomplete short right intended for Lance Moore,5.410,4.610
1,6:29,3,3,SEA 5,3,0,"Drew Brees pass incomplete short right intended for Lance Moore. Penalty on Walter Thurmond: Defensive Pass Interfere, 4 yards (no play)",4.610,6.970
1,6:25,1,1,SEA 1,9,0,"Drew Brees pass complete short right to Heath Evans for 1 yard, touchdown",6.970,7.000
1,,,,SEA 2,10,0,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,10,0,"Thomas Morstead kicks off 45 yards, returned by Michael Robinson for 18 yards (tackle by Junior Galette)",0.000,1.800
1,6:14,1,10,SEA 43,10,0,Marshawn Lynch left guard for 6 yards (tackle by Alex Brown and Scott Shanle),1.800,2.060
1,5:42,2,4,SEA 49,10,0,Matt Hasselbeck pass complete short left to Mike Williams for 10 yards (tackle by Patrick Robinson),2.060,2.850
1,5:24,1,10,NOR 41,10,0,Matt Hasselbeck pass complete short right to Ben Obomanu for 10 yards (tackle by Roman Harper),2.850,3.510
1,4:59,1,10,NOR 31,10,0,Marshawn Lynch left tackle for 10 yards (tackle by Darren Sharper and Jo-Lonn Dunbar),3.510,4.170
1,4:20,1,10,NOR 21,10,0,Matt Hasselbeck pass complete short right to Brandon Stokley for 5 yards (tackle by Tracy Porter),4.170,4.370
1,4:02,2,5,NOR 16,10,0,"Matt Hasselbeck pass complete short middle to Brandon Stokley for 4 yards (tackle by Tracy Porter). Penalty on Roman Harper: Defensive Holding, 5 yards (no play)",4.370,4.840
1,3:43,1,10,NOR 11,10,6,"Matt Hasselbeck pass complete short middle to John Carlson for 11 yards, touchdown",4.840,7.000
1,,,,NOR 2,10,7,Olindo Mare kicks extra point good,0.000,0.000
1,,,,SEA 30,10,7,"Olindo Mare kicks off 72 yards, returned by Devery Henderson for 19 yards (tackle by Will Herring)",0.000,-0.060
1,3:34,1,10,NOR 17,10,7,"Drew Brees pass complete short middle to Marques Colston for 3 yards (tackle by Lofa Tatupu). Penalty on David Hawthorne: Illegal Contact, 5 yards (no play)",-0.060,0.410
1,3:14,1,10,NOR 22,10,7,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Earl Thomas),0.410,1.140
1,2:42,1,10,NOR 33,10,7,Reggie Bush right tackle for 4 yards (tackle by Craig Terrill),1.140,1.130
1,2:10,2,6,NOR 37,10,7,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Aaron Curry),1.130,2.190
1,1:39,1,10,NOR 49,10,7,Julius Jones left end for 15 yards (tackle by Lawyer Milloy),2.190,3.180
1,0:58,1,10,SEA 36,10,7,Drew Brees pass complete short right to Robert Meachem for 11 yards (tackle by Lawyer Milloy and Marcus Trufant),3.180,3.910
1,0:19,1,10,SEA 25,10,7,"Penalty on Zach Strief: False Start, 5 yards (no play)",3.910,3.580
1,0:01,1,15,SEA 30,10,7,Drew Brees pass incomplete deep middle intended for Jeremy Shockey,3.580,2.690
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,SEA 30,10,7,Drew Brees pass complete deep middle to Jeremy Shockey for 19 yards (tackle by Earl Thomas),2.690,4.840
2,14:27,1,10,SEA 11,10,7,Reggie Bush right end for 3 yards (tackle by David Hawthorne),4.840,4.700
2,14:05,2,7,SEA 8,10,7,Julius Jones left guard for 3 yards (tackle by Colin Cole and Brandon Mebane),4.700,4.440
2,13:42,,,,10,7,Timeout #1 by New Orleans Saints,0.000,4.440
2,13:42,3,4,SEA 5,16,7,"Julius Jones left tackle for 5 yards, touchdown",4.440,7.000
2,,,,SEA 2,17,7,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,17,7,"Thomas Morstead kicks off 62 yards, returned by Leon Washington for 22 yards (tackle by Ramon Humber)",0.000,0.940
2,13:32,1,10,SEA 30,17,7,Matt Hasselbeck pass complete short right to Ben Obomanu for 12 yards,0.940,1.730
2,13:05,1,10,SEA 42,17,7,Justin Forsett middle for 6 yards (tackle by Alex Brown and Darren Sharper),1.730,2.000
2,12:23,2,4,SEA 48,17,7,"Matt Hasselbeck pass incomplete short left intended for Brandon Stokley. Penalty on Roman Harper: Defensive Pass Interfere, 3 yards (no play)",2.000,2.320
2,12:17,1,10,NOR 49,17,7,Marshawn Lynch left tackle for 3 yards (tackle by Jonathan Vilma),2.320,2.190
2,11:38,,,,17,7,Timeout #1 by Seattle Seahawks,0.000,2.190
2,11:38,2,7,NOR 46,17,7,Matt Hasselbeck pass complete deep left to Cameron Morrah for 39 yards (tackle by Darren Sharper),2.190,5.600
2,11:06,1,7,NOR 7,17,13,"Matt Hasselbeck pass complete short left to John Carlson for 7 yards, touchdown",5.600,7.000
2,,,,NOR 2,17,14,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,17,14,"Olindo Mare kicks off 63 yards, returned by Devery Henderson for 12 yards (tackle by Michael Robinson)",0.000,0.150
2,10:55,1,10,NOR 19,17,14,Drew Brees pass incomplete short left intended for Julius Jones (defended by David Hawthorne),0.150,-0.390
2,10:48,2,10,NOR 19,17,14,"Penalty on Carl Nicks: False Start, 5 yards (no play)",-0.390,-1.110
2,10:48,2,15,NOR 14,17,14,Julius Jones middle for 3 yards (tackle by Earl Thomas),-1.110,-1.420
2,10:13,3,12,NOR 17,17,14,Drew Brees pass incomplete short middle intended for Marques Colston,-1.420,-2.320
2,10:03,4,12,NOR 17,17,14,Thomas Morstead punts 45 yards,-2.320,-1.470
2,9:55,1,10,SEA 38,17,14,Justin Forsett right tackle for 6 yards (tackle by Jonathan Vilma and Will Smith),1.470,1.730
2,9:18,2,4,SEA 44,17,14,Matt Hasselbeck pass incomplete short left intended for Justin Forsett,1.730,1.020
2,9:13,3,4,SEA 44,17,14,Matt Hasselbeck pass incomplete short right intended for Mike Williams,1.020,-0.460
2,9:08,4,4,SEA 44,17,14,"Jon Ryan punts 37 yards, fair catch by Lance Moore",-0.460,-0.150
2,9:01,1,10,NOR 19,17,14,"Julius Jones left guard for -1 yards (tackle by Raheem Brock). Julius Jones fumbles (forced by Raheem Brock), recovered by David Hawthorne at NOR-18 (tackle by Julius Jones)",0.150,-4.370
2,8:50,1,10,NOR 18,17,14,Marshawn Lynch right end for 6 yards (tackle by Jo-Lonn Dunbar and Sedrick Ellis),4.370,4.810
2,8:08,2,4,NOR 12,17,14,Marshawn Lynch right end for 2 yards (tackle by Jeff Charleston and Tracy Porter),4.810,4.510
2,7:44,3,2,NOR 10,17,14,Marshawn Lynch middle for no gain (tackle by Roman Harper),4.510,2.890
2,7:07,4,2,NOR 10,17,17,Olindo Mare 29 yard field goal good,2.890,3.000
2,,,,SEA 30,17,17,"Olindo Mare kicks off 67 yards, returned by Devery Henderson for 20 yards (tackle by Ruvell Martin)",0.000,0.480
2,6:59,1,10,NOR 23,17,17,Drew Brees pass complete short middle to Devery Henderson for 4 yards (tackle by Lofa Tatupu and Jordan Babineaux),0.480,0.470
2,6:19,2,6,NOR 27,17,17,Drew Brees pass complete short right to David Thomas for 1 yard (tackle by David Hawthorne),0.470,-0.100
2,5:36,3,5,NOR 28,17,17,Drew Brees sacked by Raheem Brock for -7 yards,-0.100,-1.960
2,5:12,4,12,NOR 21,17,17,"Thomas Morstead punts 55 yards, fair catch by Leon Washington",-1.960,-0.540
2,5:03,1,10,SEA 24,17,17,Matt Hasselbeck pass incomplete short left intended for Ben Obomanu (defended by Patrick Robinson),0.540,0.000
2,4:57,2,10,SEA 24,17,17,Matt Hasselbeck pass complete short left to John Carlson for -1 yards (tackle by Tracy Porter),0.000,-0.820
2,4:20,3,11,SEA 23,17,17,Matt Hasselbeck pass complete short middle to Ruvell Martin for 15 yards (tackle by Jonathan Vilma),-0.820,1.470
2,3:44,1,10,SEA 38,17,17,Marshawn Lynch middle for 3 yards (tackle by Alex Brown and Roman Harper),1.470,1.330
2,3:34,,,,17,17,Timeout #2 by New Orleans Saints,0.000,1.330
2,3:34,2,7,SEA 41,17,17,Matt Hasselbeck pass complete short middle to Mike Williams for 6 yards (tackle by Jonathan Vilma and Jo-Lonn Dunbar),1.330,1.420
2,2:51,,,,17,17,Timeout #2 by Seattle Seahawks,0.000,1.420
2,2:51,3,1,SEA 47,17,17,Justin Forsett left guard for 1 yard (tackle by Scott Shanle and Jonathan Vilma),1.420,2.130
2,2:00,1,10,SEA 48,17,17,Matt Hasselbeck pass incomplete short right intended for Justin Forsett,2.130,1.580
2,1:56,2,10,SEA 48,17,17,Justin Forsett right end for 7 yards (tackle by Jeff Charleston),1.580,1.820
2,1:23,3,3,NOR 45,17,23,"Matt Hasselbeck pass complete deep left to Brandon Stokley for 45 yards, touchdown",1.820,7.000
2,,,,NOR 2,17,24,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,17,24,"Olindo Mare kicks off 59 yards, returned by Devery Henderson for 9 yards (tackle by Ruvell Martin)",0.000,0.280
2,1:10,1,10,NOR 20,17,24,Drew Brees pass complete deep middle to Devery Henderson for 40 yards (tackle by Marcus Trufant),0.280,2.920
2,0:58,,,,17,24,Timeout #3 by New Orleans Saints,0.000,2.920
2,0:58,1,10,SEA 40,17,24,Drew Brees pass complete short left to Lance Moore for 11 yards,2.920,3.640
2,0:54,1,10,SEA 29,17,24,Drew Brees pass incomplete short right intended for Jeremy Shockey,3.640,3.100
2,0:50,2,10,SEA 29,17,24,Drew Brees pass incomplete deep right intended for Marques Colston,3.100,2.410
2,0:45,3,10,SEA 29,17,24,Drew Brees pass complete short left to Lance Moore for 15 yards (tackle by Kelly Jennings),2.410,4.650
2,0:30,1,10,SEA 14,17,24,Drew Brees spiked the ball,4.650,4.000
2,0:30,2,10,SEA 14,17,24,Drew Brees pass complete short left to Reggie Bush for 5 yards,4.000,4.050
2,0:24,3,5,SEA 9,17,24,Drew Brees left tackle for 6 yards (tackle by Earl Thomas),4.050,6.510
2,0:10,1,3,SEA 3,17,24,Drew Brees spiked the ball,6.510,5.530
2,0:09,2,3,SEA 3,17,24,Drew Brees pass incomplete short middle intended for David Thomas (defended by Will Herring),5.530,4.720
2,0:03,3,3,SEA 3,20,24,Garrett Hartley 22 yard field goal good,4.720,3.000
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,20,24,"Thomas Morstead kicks off 62 yards, returned by Leon Washington for 13 yards (tackle by Leigh Torrence)",0.000,0.340
3,14:54,1,10,SEA 21,20,24,Marshawn Lynch right tackle for 4 yards (tackle by Will Smith and Sedrick Ellis),0.340,0.340
3,14:14,2,6,SEA 25,20,24,Matt Hasselbeck pass complete short middle to Mike Williams for 11 yards (tackle by Jonathan Vilma),0.340,1.330
3,13:42,1,10,SEA 36,20,24,Matt Hasselbeck pass incomplete short right intended for Ben Obomanu (defended by Alex Brown),1.330,0.790
3,13:39,2,10,SEA 36,20,24,Matt Hasselbeck pass complete deep right to Ben Obomanu for 18 yards (tackle by Roman Harper),0.790,2.520
3,13:15,1,10,NOR 46,20,24,Matt Hasselbeck pass complete short middle to Justin Forsett for 9 yards (tackle by Jo-Lonn Dunbar and Scott Shanle),2.520,3.190
3,12:40,2,1,NOR 37,20,24,Leon Washington sacked by Alex Brown for -1 yards,3.190,2.350
3,11:55,,,,20,24,Timeout #1 by Seattle Seahawks,0.000,2.350
3,11:55,3,2,NOR 38,20,30,"Matt Hasselbeck pass complete deep right to Mike Williams for 38 yards, touchdown",2.350,7.000
3,,,,NOR 2,20,31,Olindo Mare kicks extra point good,0.000,0.000
3,,,,SEA 30,20,31,"Olindo Mare kicks off 73 yards, returned by Robert Meachem for 21 yards (tackle by Michael Robinson)",0.000,0.040
3,11:43,1,10,NOR 18,20,31,Reggie Bush right tackle for -2 yards (tackle by Raheem Brock and David Hawthorne),0.040,-0.800
3,11:01,2,12,NOR 16,20,31,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Earl Thomas),-0.800,0.870
3,10:35,1,10,NOR 29,20,31,Julius Jones middle for 4 yards (tackle by Aaron Curry),0.870,0.870
3,10:03,2,6,NOR 33,20,31,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 10 yards",0.870,-1.150
3,9:57,3,16,NOR 23,20,31,Drew Brees pass incomplete short left intended for Lance Moore (defended by Earl Thomas),-1.150,-1.830
3,9:51,4,16,NOR 23,20,31,"Thomas Morstead punts 43 yards, returned by Leon Washington for 12 yards (tackle by Anthony Waters)",-1.830,-1.990
3,9:39,1,10,SEA 46,20,31,Marshawn Lynch right end for 9 yards (tackle by Darren Sharper and Scott Shanle),1.990,2.670
3,9:09,2,1,NOR 45,20,31,Marshawn Lynch right tackle for 2 yards (tackle by Jo-Lonn Dunbar),2.670,2.720
3,8:37,1,10,NOR 43,20,31,Matt Hasselbeck pass complete short right to Golden Tate for 5 yards (tackle by Darren Sharper),2.720,2.850
3,8:14,2,5,NOR 38,20,31,Matt Hasselbeck pass complete short left to Ben Obomanu for -3 yards (tackle by Tracy Porter),2.850,1.750
3,7:32,3,8,NOR 41,20,31,Matt Hasselbeck pass complete short right to Brandon Stokley for 11 yards (tackle by Roman Harper),1.750,3.580
3,7:01,1,10,NOR 30,20,31,Marshawn Lynch left end for 5 yards (tackle by Jimmy Wilkerson),3.580,3.710
3,6:19,2,5,NOR 25,20,31,Marshawn Lynch right end for 4 yards (tackle by Jabari Greer),3.710,3.530
3,5:35,3,1,NOR 21,20,31,Matt Hasselbeck pass incomplete short left intended for Ben Obomanu,3.530,2.210
3,5:31,4,1,NOR 21,20,34,Olindo Mare 39 yard field goal good,2.210,3.000
3,,,,SEA 30,20,34,"Olindo Mare kicks off 72 yards, returned by Robert Meachem for 20 yards (tackle by Dexter Davis). Penalty on Earl Thomas: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,SEA 25,20,34,"Olindo Mare kicks off 69 yards, returned by Robert Meachem for 22 yards (tackle by Ruvell Martin)",0.000,0.810
3,5:18,1,10,NOR 28,20,34,Drew Brees pass complete short right to Reggie Bush for 2 yards (tackle by Marcus Trufant),0.810,0.530
3,4:48,2,8,NOR 30,20,34,Drew Brees pass complete short right to Devery Henderson for 5 yards (tackle by Walter Thurmond),0.530,0.500
3,4:20,3,3,NOR 35,20,34,Drew Brees pass complete short left to Julius Jones for 2 yards (tackle by Jordan Babineaux and Kelly Jennings),0.500,-0.910
3,3:57,4,1,NOR 37,20,34,Julius Jones middle for no gain (tackle by Lofa Tatupu),-0.910,-3.180
3,3:51,1,10,NOR 36,20,34,Marshawn Lynch right end for 2 yards (tackle by Remi Ayodele and Jo-Lonn Dunbar),3.180,2.910
3,3:11,2,8,NOR 34,20,34,Matt Hasselbeck pass incomplete short left intended for Mike Williams,2.910,2.210
3,3:06,3,8,NOR 34,20,34,Matt Hasselbeck pass incomplete deep left intended for Ben Obomanu,2.210,1.060
3,3:00,4,8,NOR 34,20,34,"Penalty on Jon Ryan: Delay of Game, 5 yards (no play)",1.060,0.660
3,3:00,4,13,NOR 39,20,34,"Jon Ryan punts 26 yards, fair catch by Lance Moore",0.660,0.320
3,2:53,1,10,NOR 13,20,34,Drew Brees pass incomplete short middle intended for Julius Jones (defended by Colin Cole),-0.320,-0.770
3,2:48,2,10,NOR 13,20,34,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Lofa Tatupu),-0.770,-1.420
3,2:43,3,10,NOR 13,20,34,Drew Brees pass complete short middle to Reggie Bush for 14 yards (tackle by Marcus Trufant),-1.420,0.740
3,1:58,1,10,NOR 27,20,34,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Will Herring),0.740,0.870
3,1:24,2,5,NOR 32,20,34,Drew Brees pass complete short left to Robert Meachem for 9 yards (tackle by Jordan Babineaux and Kelly Jennings),0.870,1.660
3,0:46,1,10,NOR 41,20,34,Drew Brees pass complete short left to Julius Jones for 5 yards (tackle by Aaron Curry),1.660,1.800
3,0:05,2,5,NOR 46,20,34,Drew Brees pass complete short left to Lance Moore for 18 yards (tackle by Kelly Jennings),1.800,3.180
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 36,20,34,Julius Jones left end for 5 yards (tackle by Will Herring),3.180,3.310
4,14:27,2,5,SEA 31,20,34,"Drew Brees pass complete short left to Julius Jones for 2 yards (tackle by Kelly Jennings and Will Herring). Penalty on Chris Clemons: Unnecessary Roughness, 15 yards",3.310,4.650
4,14:08,1,10,SEA 14,20,34,Drew Brees pass complete short right to Devery Henderson for 4 yards (tackle by Marcus Trufant),4.650,4.710
4,13:40,2,6,SEA 10,20,34,Julius Jones left guard for 6 yards (tackle by Will Herring),4.710,6.280
4,13:16,1,4,SEA 4,26,34,"Julius Jones left tackle for 4 yards, touchdown",6.280,7.000
4,,,,SEA 2,27,34,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,27,34,"Thomas Morstead kicks off 66 yards, returned by Leon Washington for 20 yards (tackle by Ramon Humber)",0.000,0.540
4,13:06,1,10,SEA 24,27,34,Matt Hasselbeck pass incomplete short left intended for Marshawn Lynch,0.540,0.000
4,12:59,2,10,SEA 24,27,34,Matt Hasselbeck pass incomplete short right intended for Ben Obomanu (defended by Jabari Greer),0.000,-0.690
4,12:55,3,10,SEA 24,27,34,Matt Hasselbeck pass incomplete deep left intended for Mike Williams,-0.690,-1.770
4,12:50,4,10,SEA 24,27,34,"Jon Ryan punts 40 yards, returned by Lance Moore for 8 yards (tackle by Matt McCoy)",-1.770,-1.860
4,12:40,1,10,NOR 44,27,34,Drew Brees pass incomplete short left intended for Julius Jones,1.860,1.320
4,12:36,2,10,NOR 44,27,34,Drew Brees pass complete short right to Julius Jones for 33 yards (tackle by Earl Thomas),1.320,4.040
4,12:07,,,,27,34,Timeout #2 by Seattle Seahawks,0.000,4.040
4,12:07,1,10,SEA 23,27,34,Drew Brees pass complete short left to Robert Meachem for 9 yards (tackle by Kelly Jennings),4.040,4.950
4,11:56,2,1,SEA 14,27,34,Julius Jones left tackle for 3 yards (tackle by Chris Clemons),4.950,4.840
4,11:20,1,10,SEA 11,27,34,Drew Brees pass complete short right to David Thomas for 5 yards (tackle by Aaron Curry),4.840,5.080
4,10:39,2,5,SEA 6,27,34,Julius Jones middle for 2 yards (tackle by Lofa Tatupu),5.080,4.670
4,9:59,3,3,SEA 4,27,34,Drew Brees pass complete short right to Devery Henderson for 1 yard (tackle by Raheem Brock and Aaron Curry),4.670,3.050
4,9:16,4,2,SEA 3,30,34,Garrett Hartley 21 yard field goal good,3.050,3.000
4,,,,NOR 30,30,34,"Garrett Hartley kicks off 65 yards, returned by Leon Washington for 24 yards (tackle by Kawika Mitchell)",0.000,0.870
4,9:07,1,10,SEA 29,30,34,Marshawn Lynch right end for 2 yards (tackle by Sedrick Ellis),0.870,0.600
4,8:29,2,8,SEA 31,30,34,Matt Hasselbeck pass incomplete short left intended for Cameron Morrah,0.600,-0.100
4,8:23,,,,30,34,Timeout #1 by New Orleans Saints,0.000,-0.100
4,8:23,3,8,SEA 31,30,34,Matt Hasselbeck pass complete short middle to Brandon Stokley for 12 yards (tackle by Tracy Porter),-0.100,1.800
4,7:46,1,10,SEA 43,30,34,Marshawn Lynch left tackle for -1 yards (tackle by Alex Brown),1.800,1.120
4,7:11,2,11,SEA 42,30,34,Matt Hasselbeck sacked by Scott Shanle for -6 yards,1.120,-0.360
4,6:40,3,17,SEA 36,30,34,Matt Hasselbeck pass complete short right to Justin Forsett for 3 yards (tackle by Jabari Greer),-0.360,-0.780
4,5:52,4,14,SEA 39,30,34,"Jon Ryan punts 52 yards, returned by Lance Moore for 3 yards (tackle by Michael Robinson). Penalty on Anthony Waters: Offensive Holding, 6 yards, Penalty on Tory Humphrey: Illegal Block Above the (Declined)",-0.780,0.380
4,5:36,1,10,NOR 6,30,34,Drew Brees pass complete short middle to Julius Jones for 11 yards (tackle by Lofa Tatupu and David Hawthorne),-0.380,-0.060
4,5:04,1,10,NOR 17,30,34,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",-0.060,-0.510
4,4:46,1,15,NOR 12,30,34,Drew Brees pass incomplete short middle intended for Devery Henderson,-0.510,-1.150
4,4:41,2,15,NOR 12,30,34,Drew Brees pass complete short right to Heath Evans for 7 yards (tackle by Aaron Curry),-1.150,-1.000
4,4:34,,,,30,34,Timeout #2 by New Orleans Saints,0.000,-1.000
4,4:34,3,8,NOR 19,30,34,Drew Brees pass incomplete short right intended for Marques Colston (defended by Kam Chancellor). Penalty on Jon Stinchcomb: Offensive Holding (Declined),-1.000,-2.140
4,4:28,4,8,NOR 19,30,34,"Thomas Morstead punts 48 yards, fair catch by Leon Washington",-2.140,-1.140
4,4:20,1,10,SEA 33,30,34,Marshawn Lynch right tackle for no gain (tackle by Jo-Lonn Dunbar and Alex Brown),1.140,0.590
4,3:38,2,10,SEA 33,30,40,"Marshawn Lynch right tackle for 67 yards, touchdown",0.590,7.000
4,,,,NOR 2,30,41,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,30,41,"Olindo Mare kicks off 67 yards, returned by Robert Meachem for 27 yards (tackle by Jordan Babineaux)",0.000,0.940
4,3:16,1,10,NOR 30,30,41,Drew Brees pass incomplete short right intended for Heath Evans,0.940,0.390
4,3:12,2,10,NOR 30,30,41,Drew Brees pass complete short right to Devery Henderson for 17 yards (tackle by Marcus Trufant),0.390,2.060
4,3:06,1,10,NOR 47,30,41,Drew Brees pass incomplete deep right intended for Lance Moore,2.060,1.520
4,2:58,2,10,NOR 47,30,41,Drew Brees pass complete short middle to Heath Evans for 7 yards (tackle by David Hawthorne and Walter Thurmond),1.520,1.750
4,2:34,3,3,SEA 46,30,41,Drew Brees pass complete short left to Heath Evans for 8 yards (tackle by Walter Thurmond),1.750,3.050
4,2:14,1,10,SEA 38,30,41,Drew Brees pass complete short middle to David Thomas for 16 yards (tackle by David Hawthorne),3.050,4.110
4,2:00,1,10,SEA 22,30,41,Drew Brees pass incomplete deep left intended for Lance Moore (defended by Chris Clemons),4.110,3.560
4,1:55,2,10,SEA 22,30,41,Drew Brees pass complete short left to David Thomas for 16 yards (tackle by Earl Thomas),3.560,5.830
4,1:34,1,6,SEA 6,36,41,"Drew Brees pass complete short right to Devery Henderson for 6 yards, touchdown",5.830,7.000
4,,,,,36,41,"Two Point Attempt: DeShawn Wynn middle, conversion fails",1.000,-1.000
4,,,,NOR 30,36,41,Garrett Hartley kicks onside 17 yards,0.000,2.460
4,1:29,1,10,NOR 47,36,41,Marshawn Lynch right tackle for 8 yards (tackle by Will Smith),2.460,2.990
4,1:23,,,,36,41,Timeout #3 by New Orleans Saints,0.000,2.990
4,1:23,2,2,NOR 39,36,41,Marshawn Lynch middle for -1 yards (tackle by Jonathan Vilma),2.990,2.150
4,0:39,3,3,NOR 40,36,41,Matt Hasselbeck kneels for -1 yards,2.150,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
