Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brian Schwenke,C,67,100%,0,0%,7,23%
Josh Kline,G,67,100%,0,0%,7,23%
Jack Conklin,T,67,100%,0,0%,6,20%
Ben Jones,C,64,96%,0,0%,1,3%
Taylor Lewan,T,63,94%,0,0%,0,0%
Marcus Mariota,QB,60,90%,0,0%,0,0%
Rishard Matthews,WR,59,88%,0,0%,0,0%
Delanie Walker,TE,42,63%,0,0%,0,0%
Anthony Fasano,TE,40,60%,0,0%,9,30%
DeMarco Murray,RB,39,58%,0,0%,0,0%
Tajae Sharpe,WR,37,55%,0,0%,0,0%
Phillip Supernaw,TE,33,49%,0,0%,16,53%
Derrick Henry,RB,32,48%,0,0%,0,0%
Kendall Wright,WR,26,39%,0,0%,2,7%
Jalston Fowler,FB,13,19%,0,0%,4,13%
Andre Johnson,WR,11,16%,0,0%,2,7%
Dennis Kelly,T,7,10%,0,0%,7,23%
Matt Cassel,QB,6,9%,0,0%,0,0%
Sebastian Tretola,G,3,4%,0,0%,0,0%
Marc Mariani,WR,1,1%,0,0%,10,33%
Jason McCourty,CB,0,0%,72,100%,2,7%
Brice McCain,CB,0,0%,72,100%,1,3%
Antwon Blake,CB,0,0%,65,90%,21,70%
Kevin Byard,FS,0,0%,64,89%,23,77%
Avery Williamson,LB,0,0%,56,78%,2,7%
Daimion Stafford,SS,0,0%,55,76%,5,17%
Da'Norris Searcy,SS,0,0%,48,67%,11,37%
Jurrell Casey,DT,0,0%,43,60%,1,3%
Brian Orakpo,LB,0,0%,42,58%,0,0%
Derrick Morgan,LB,0,0%,39,54%,0,0%
DaQuan Jones,DE,0,0%,38,53%,9,30%
David Bass,LB,0,0%,33,46%,14,47%
Karl Klug,DT,0,0%,32,44%,14,47%
Wesley Woodyard,LB,0,0%,32,44%,14,47%
Sean Spence,LB,0,0%,32,44%,8,27%
Aaron Wallace,LB,0,0%,25,35%,7,23%
Angelo Blackson,DE,0,0%,23,32%,15,50%
Al Woods,NT,0,0%,15,21%,0,0%
Nate Palmer,LB,0,0%,5,7%,21,70%
LeShaun Sims,CB,0,0%,1,1%,18,60%
Ryan Succop,K,0,0%,0,0%,14,47%
Cody Riggs,CB,0,0%,0,0%,14,47%
Curtis Riley,CB,0,0%,0,0%,12,40%
Beau Brinkley,LS,0,0%,0,0%,11,37%
Brett Kern,P,0,0%,0,0%,11,37%
Antonio Andrews,RB,0,0%,0,0%,10,33%
