Quarter,Time,Down,ToGo,Location,TEN,CHI,Detail,EPB,EPA
1,8:25,4,1,TEN 15,0,0,Matt Forte right tackle for 8 yards (tackle by Keith Bulluck),2.590,5.600
1,7:49,1,7,TEN 7,0,0,Jason McKie left tackle for 2 yards (tackle by Dave Ball),5.600,5.150
1,7:14,2,5,TEN 5,0,0,Rex Grossman pass incomplete short left intended for Marty Booker (defended by Cortland Finnegan),5.150,4.260
1,7:11,3,5,TEN 5,0,6,"Rex Grossman pass complete short left to Matt Forte for 5 yards, touchdown",4.260,7.000
1,,,,TEN 2,0,7,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 30,0,7,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
1,7:06,1,10,TEN 20,0,7,Chris Johnson left end for no gain (tackle by Tommie Harris),0.280,-0.270
1,6:30,2,10,TEN 20,0,7,LenDale White left guard for -2 yards (tackle by Mike Brown),-0.270,-1.330
1,5:48,3,12,TEN 18,0,7,Kerry Collins pass complete deep middle to Brandon Jones for 25 yards (tackle by Kevin Payne),-1.330,1.800
1,5:14,,,,0,7,Timeout #2 by Chicago Bears,0.000,1.800
1,5:14,1,10,TEN 43,0,7,Kerry Collins pass complete short left to Bo Scaife for 1 yard (tackle by Lance Briggs),1.800,1.390
1,4:39,2,9,TEN 44,0,7,LenDale White left end for -1 yards (tackle by Lance Briggs),1.390,0.560
1,3:58,3,10,TEN 43,0,7,Kerry Collins pass incomplete deep left intended for Justin McCareins,0.560,-0.520
1,3:53,4,10,TEN 43,0,7,"Craig Hentrich punts 43 yards, fair catch by Devin Hester",-0.520,0.280
1,3:46,1,10,CHI 14,0,7,Rex Grossman pass incomplete short left intended for Marty Booker,-0.280,-0.750
1,3:41,2,10,CHI 14,0,7,Rex Grossman pass incomplete deep left intended for Marty Booker is intercepted by Chris Hope at CHI-38 and returned for 13 yards (tackle by Josh Beekman),-0.750,-3.910
1,3:29,1,10,CHI 25,0,7,Kerry Collins pass complete short right to Alge Crumpler for 7 yards (tackle by Adewale Ogunleye),3.910,4.370
1,2:55,2,3,CHI 18,0,7,"Kerry Collins pass incomplete deep left intended for Justin Gage. Penalty on Justin Gage: Offensive Pass Interference, 10 yards (no play)",4.370,2.960
1,2:48,2,13,CHI 28,0,7,Kerry Collins pass complete short left to Alge Crumpler for 20 yards (tackle by Kevin Payne),2.960,5.370
1,2:13,1,8,CHI 8,0,7,Chris Johnson left end for -2 yards (tackle by Brian Urlacher),5.370,4.190
1,1:33,2,10,CHI 10,0,7,Kerry Collins pass complete short middle to Bo Scaife for 5 yards (tackle by Charles Tillman),4.190,4.260
1,1:04,3,5,CHI 5,0,7,Kerry Collins pass complete short right to Bo Scaife for 4 yards (tackle by Mike Brown),4.260,3.550
1,0:48,4,1,CHI 1,0,7,"Ahmard Hall right tackle for -1 yards. Ahmard Hall fumbles, recovered by Corey Graham at CHI-2",3.550,0.380
1,0:44,1,10,CHI 2,0,7,Matt Forte left tackle for 1 yard (tackle by Keith Bulluck),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,TEN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,CHI 3,0,7,Matt Forte right guard for 6 yards (tackle by Keith Bulluck and Tony Brown),-0.710,-0.600
2,14:29,3,3,CHI 9,0,7,Rex Grossman pass incomplete short right intended for Rashied Davis,-0.600,-2.490
2,14:26,4,3,CHI 9,0,7,"Brad Maynard punts 42 yards. Penalty on Corey Graham: Illegal Touch Kick, 5 yards",-2.490,-2.520
2,14:16,1,10,CHI 46,0,7,Kerry Collins pass incomplete deep left intended for Justin Gage,2.520,1.980
2,14:12,2,10,CHI 46,0,7,Chris Johnson right end for 2 yards (tackle by Mike Brown),1.980,1.550
2,13:31,3,8,CHI 44,0,7,Kerry Collins pass complete short middle to Brandon Jones for 16 yards (tackle by Lance Briggs),1.550,3.710
2,12:49,1,10,CHI 28,0,7,Chris Johnson left guard for -7 yards (tackle by Mike Brown),3.710,2.220
2,12:08,2,17,CHI 35,0,7,Kerry Collins pass incomplete short right intended for Justin McCareins (defended by Charles Tillman),2.220,1.550
2,12:04,3,17,CHI 35,0,7,Kerry Collins pass incomplete deep left intended for Justin McCareins (defended by Nathan Vasher),1.550,0.970
2,11:58,4,17,CHI 35,0,7,Craig Hentrich punts 26 yards. Penalty on Darrell McClover: Running Into the Kicker (Declined),0.970,0.380
2,11:46,1,10,CHI 9,0,7,Matt Forte right guard for 2 yards (tackle by Keith Bulluck),-0.380,-0.630
2,11:14,2,8,CHI 11,0,7,Rex Grossman pass incomplete short right intended for Marty Booker,-0.630,-1.190
2,11:10,3,8,CHI 11,0,7,Rex Grossman pass complete short middle to Matt Forte for -2 yards (tackle by David Thornton),-1.190,-2.490
2,10:32,4,10,CHI 9,0,7,"Brad Maynard punts 42 yards, returned by Chris Carr for 29 yards (tackle by Garrett Wolfe)",-2.490,-4.110
2,10:20,1,10,CHI 22,0,7,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Kerry Collins at CHI-25",4.110,3.160
2,9:57,2,13,CHI 25,0,7,Kerry Collins pass complete short right to Brandon Jones for 14 yards (tackle by Charles Tillman),3.160,4.840
2,9:20,1,10,CHI 11,0,7,LenDale White left guard for 1 yard (tackle by Lance Briggs and Dusty Dvoracek),4.840,4.320
2,8:45,2,9,CHI 10,6,7,"Kerry Collins pass complete short middle to Bo Scaife for 10 yards, touchdown",4.320,7.000
2,,,,CHI 2,7,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,7,7,"Rob Bironas kicks off 58 yards, returned by Devin Hester for 22 yards (tackle by Michael Griffin)",0.000,1.200
2,8:33,1,10,CHI 34,7,7,Matt Forte right guard for 3 yards (tackle by Kevin Vickerson),1.200,1.060
2,8:03,2,7,CHI 37,7,7,Matt Forte right tackle for 14 yards (tackle by Chris Hope),1.060,2.320
2,7:31,1,10,TEN 49,7,7,Rex Grossman pass complete short right to Matt Forte for 3 yards (tackle by Stephen Tulloch),2.320,2.190
2,7:06,2,7,TEN 46,7,7,Matt Forte left tackle for 5 yards (tackle by Michael Griffin),2.190,2.150
2,6:40,3,2,TEN 41,7,7,Matt Forte right tackle for 1 yard (tackle by Tony Brown and Stephen Tulloch),2.150,0.590
2,5:58,4,1,TEN 40,7,7,"Brad Maynard punts 40 yards, touchback",0.590,-0.280
2,5:51,1,10,TEN 20,7,7,LenDale White left guard for no gain (tackle by Adewale Ogunleye and Nick Roach),0.280,-0.270
2,5:20,2,10,TEN 20,7,7,Kerry Collins pass incomplete short left intended for Justin Gage,-0.270,-0.960
2,5:15,3,10,TEN 20,7,7,Kerry Collins pass complete short left to Bo Scaife for 10 yards (tackle by Lance Briggs),-0.960,0.940
2,4:32,1,10,TEN 30,7,7,Kerry Collins pass complete deep left to Lavelle Hawkins for 19 yards (tackle by Nathan Vasher),0.940,2.190
2,3:52,1,10,TEN 49,7,7,Kerry Collins pass complete short middle to Bo Scaife for 14 yards (tackle by Mike Brown),2.190,3.120
2,3:16,1,10,CHI 37,7,7,Chris Johnson left end for -3 yards (tackle by Lance Briggs),3.120,2.170
2,2:42,2,13,CHI 40,7,7,"Chris Johnson right tackle for 1 yard (tackle by Israel Idonije). Penalty on David Stewart: Unnecessary Roughness, 15 yards",2.170,-0.360
2,2:13,,,,7,7,Timeout #1 by Tennessee Titans,0.000,-0.360
2,2:13,3,27,TEN 46,7,7,Kerry Collins pass complete short middle to Brandon Jones for 14 yards (tackle by Kevin Payne),-0.360,0.590
2,2:00,4,13,CHI 40,7,7,Craig Hentrich punts 38 yards,0.590,0.380
2,1:52,1,10,CHI 2,7,7,Matt Forte right tackle for 5 yards (tackle by Michael Griffin),-0.380,-0.420
2,1:20,2,5,CHI 7,7,7,Matt Forte left guard for 3 yards (tackle by Albert Haynesworth),-0.420,-0.480
2,1:12,,,,7,7,Timeout #2 by Tennessee Titans,0.000,-0.480
2,1:12,3,2,CHI 10,7,7,"Penalty on Marty Booker: False Start, 5 yards (no play)",-0.480,-1.070
2,1:12,3,7,CHI 5,7,7,Matt Forte left guard for 5 yards (tackle by Keith Bulluck),-1.070,-2.490
2,1:05,,,,7,7,Timeout #3 by Tennessee Titans,0.000,-2.490
2,1:05,4,2,CHI 10,7,7,"Brad Maynard punts 34 yards, fair catch by Chris Carr",-2.490,-2.650
2,0:58,1,10,CHI 44,7,7,"Penalty on Chris Johnson: False Start, 5 yards (no play)",2.650,2.320
2,0:58,1,15,CHI 49,7,7,Kerry Collins pass complete short middle to Bo Scaife for 9 yards (tackle by Brian Urlacher),2.320,2.650
2,0:37,2,6,CHI 40,7,7,Kerry Collins pass complete short middle to Chris Johnson for 7 yards (tackle by Corey Graham),2.650,3.380
2,0:21,1,10,CHI 33,7,7,--,3.380,3.050
2,0:11,1,15,CHI 38,7,7,Kerry Collins pass complete short left to Justin Gage for 7 yards (tackle by Nathan Vasher),3.050,3.110
2,0:02,2,8,CHI 31,7,7,Rob Bironas 49 yard field goal no good,3.110,1.470
Quarter,Time,Down,ToGo,Location,TEN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,7,"Rob Bironas kicks off 61 yards, returned by Devin Hester for 16 yards (tackle by Chris Carr). Penalty on Garrett Wolfe: Offensive Holding, 10 yards",0.000,-0.220
3,14:55,1,10,CHI 15,7,7,Rex Grossman pass complete short right to Desmond Clark for 6 yards (tackle by David Thornton),-0.220,0.210
3,14:42,2,4,CHI 21,7,7,Rex Grossman pass incomplete short middle intended for Rashied Davis,0.210,-0.630
3,14:37,3,4,CHI 21,7,7,Rex Grossman pass incomplete short middle intended for Desmond Clark (defended by David Thornton),-0.630,-1.960
3,14:34,4,4,CHI 21,7,7,"Brad Maynard punts 42 yards, returned by Chris Carr for 7 yards (tackle by Darrell McClover)",-1.960,-1.860
3,14:22,1,10,TEN 44,7,7,Kerry Collins pass complete short right to Brandon Jones for 11 yards (tackle by Charles Tillman),1.860,2.590
3,13:50,1,10,CHI 45,7,7,Kerry Collins pass complete deep middle to Justin Gage for 16 yards (tackle by Charles Tillman),2.590,3.640
3,13:19,1,10,CHI 29,7,7,Kerry Collins pass complete short right to Bo Scaife for 10 yards (tackle by Adewale Ogunleye),3.640,4.310
3,12:54,1,10,CHI 19,7,7,Chris Johnson right guard for 2 yards (tackle by Mark Anderson and Lance Briggs),4.310,4.030
3,12:14,2,8,CHI 17,7,7,Kerry Collins pass complete short right to Bo Scaife for 5 yards (tackle by Charles Tillman),4.030,4.190
3,11:34,3,3,CHI 12,13,7,"Kerry Collins pass complete short left to Justin Gage for 12 yards, touchdown",4.190,7.000
3,,,,CHI 2,14,7,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,14,7,"Rob Bironas kicks off 73 yards, returned by Devin Hester for 20 yards (tackle by Vincent Fuller)",0.000,-0.060
3,11:20,1,10,CHI 17,14,7,Rex Grossman pass complete short right to Desmond Clark for -4 yards (tackle by Tony Brown),-0.060,-1.060
3,10:44,2,14,CHI 13,14,7,Matt Forte left end for -3 yards (tackle by Albert Haynesworth and Chris Hope),-1.060,-2.240
3,10:06,3,17,CHI 10,14,7,Rex Grossman pass incomplete deep left intended for Marty Booker,-2.240,-2.490
3,10:00,4,17,CHI 10,14,7,"Brad Maynard punts 35 yards. Penalty on Ryan Fowler: Offensive Holding, 10 yards",-2.490,-1.930
3,9:52,1,10,TEN 45,14,7,Kerry Collins pass incomplete short left intended for Ahmard Hall,1.930,1.380
3,9:47,2,10,TEN 45,14,7,Kerry Collins pass complete short left to Alge Crumpler for 8 yards (tackle by Lance Briggs),1.380,1.750
3,9:08,3,2,CHI 47,14,7,Kerry Collins pass complete short left to Brandon Jones for no gain,1.750,0.130
3,8:24,4,2,CHI 47,14,7,Craig Hentrich punts 37 yards,0.130,0.380
3,8:15,1,10,CHI 10,14,7,Matt Forte right guard for 3 yards (tackle by Jacob Ford),-0.380,-0.560
3,7:42,2,7,CHI 13,14,7,Rex Grossman pass complete short left to Greg Olsen for 8 yards (tackle by Cortland Finnegan),-0.560,0.340
3,7:08,1,10,CHI 21,14,7,Rex Grossman pass complete short middle to Matt Forte for 9 yards (tackle by Keith Bulluck),0.340,1.020
3,6:36,2,1,CHI 30,14,7,Matt Forte right guard for 3 yards (tackle by Jason Jones),1.020,1.140
3,6:04,1,10,CHI 33,14,7,Rex Grossman pass incomplete deep middle intended for Devin Hester,1.140,0.590
3,5:57,2,10,CHI 33,14,7,Matt Forte left guard for 2 yards (tackle by Dave Ball and William Hayes),0.590,0.170
3,5:22,3,8,CHI 35,14,7,Rex Grossman pass incomplete short right intended for Rashied Davis,0.170,-1.040
3,5:17,4,8,CHI 35,14,7,"Brad Maynard punts 33 yards, returned by Chris Carr for 5 yards (tackle by Corey Graham)",-1.040,-1.400
3,5:09,1,10,TEN 37,14,7,Kerry Collins pass incomplete short right intended for Lavelle Hawkins (defended by Marcus Harrison),1.400,0.860
3,5:06,2,10,TEN 37,14,7,Chris Johnson left tackle for -2 yards (tackle by Alex Brown),0.860,-0.100
3,4:25,3,12,TEN 35,14,7,Kerry Collins pass incomplete deep left intended for Justin Gage,-0.100,-1.040
3,4:19,4,12,TEN 35,14,7,"Craig Hentrich punts 55 yards, returned by Devin Hester for no gain",-1.040,0.380
3,4:07,1,10,CHI 10,14,7,"Rex Grossman pass complete short middle to Kevin Jones for 3 yards (tackle by Albert Haynesworth). Penalty on Eric King: Illegal Contact, 5 yards (no play)",-0.380,-0.220
3,3:49,1,10,CHI 15,14,7,Kevin Jones right end for no gain (tackle by David Thornton),-0.220,-0.710
3,3:16,2,10,CHI 15,14,7,Rex Grossman sacked by Dave Ball for -6 yards,-0.710,-2.120
3,2:43,3,16,CHI 9,14,7,Rex Grossman pass incomplete deep middle intended for Rashied Davis,-2.120,-2.490
3,2:38,4,16,CHI 9,14,7,"Brad Maynard punts 45 yards, returned by Chris Carr for 2 yards (tackle by Trumaine McBride)",-2.490,-2.130
3,2:26,1,10,TEN 48,14,7,Kerry Collins pass incomplete deep left intended for Justin Gage (defended by Nathan Vasher),2.130,1.580
3,2:20,2,10,TEN 48,14,7,LenDale White right tackle for 3 yards (tackle by Lance Briggs and Kevin Payne),1.580,1.290
3,1:44,3,7,CHI 49,14,7,Kerry Collins pass complete short right to Lavelle Hawkins for 7 yards (tackle by Charles Tillman),1.290,2.790
3,1:20,1,10,CHI 42,14,7,Kerry Collins pass complete short middle to Chris Johnson for 8 yards (tackle by Brian Urlacher),2.790,3.320
3,0:40,2,2,CHI 34,14,7,Chris Johnson right tackle for 5 yards (tackle by Dusty Dvoracek),3.320,3.640
Quarter,Time,Down,ToGo,Location,TEN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 29,14,7,Kerry Collins pass complete short left to Justin Gage for 12 yards (tackle by Nathan Vasher),3.640,4.440
4,14:26,1,10,CHI 17,14,7,LenDale White left guard for 4 yards (tackle by Lance Briggs),4.440,4.500
4,13:48,2,6,CHI 13,14,7,Kerry Collins pass complete short right to LenDale White for 6 yards (tackle by Mike Brown),4.500,5.600
4,13:16,1,7,CHI 7,14,7,LenDale White right tackle for 6 yards (tackle by Corey Graham),5.600,5.910
4,12:42,2,1,CHI 1,14,7,LenDale White left guard for -1 yards (tackle by Tommie Harris),5.910,4.950
4,12:09,,,,14,7,Timeout #2 by Tennessee Titans,0.000,4.950
4,12:09,3,2,CHI 2,20,7,"LenDale White right guard for 2 yards, touchdown",4.950,7.000
4,,,,CHI 2,21,7,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,21,7,"Rob Bironas kicks off 71 yards, returned by Devin Hester for 41 yards (tackle by Rob Bironas)",0.000,1.600
4,12:00,1,10,CHI 40,21,7,Rex Grossman pass complete short middle to Matt Forte for 16 yards (tackle by Stephen Tulloch),1.600,2.650
4,11:31,1,10,TEN 44,21,7,Rex Grossman pass complete short left to Devin Hester for 8 yards (tackle by Cortland Finnegan),2.650,3.190
4,11:04,2,2,TEN 36,21,7,Matt Forte left guard for 8 yards (tackle by David Thornton and Keith Bulluck),3.190,3.710
4,10:34,1,10,TEN 28,21,7,Rex Grossman pass incomplete short right intended for Desmond Clark,3.710,3.170
4,10:26,2,10,TEN 28,21,7,Rex Grossman sacked by Cortland Finnegan for -2 yards,3.170,2.210
4,9:52,3,12,TEN 30,21,7,Rex Grossman pass incomplete deep right intended for Marty Booker (defended by Eric King),2.210,1.410
4,9:46,4,12,TEN 30,21,7,"Robbie Gould 48 yard field goal no good, blocked by Jason Jones, recovered by Stephen Tulloch",1.410,-0.940
4,9:40,1,10,TEN 30,21,7,Kerry Collins pass complete short right to Brandon Jones for 4 yards (tackle by Charles Tillman),0.940,0.930
4,9:02,2,6,TEN 34,21,7,Chris Johnson right end for 1 yard (tackle by Tommie Harris),0.930,0.370
4,8:23,3,5,TEN 35,21,7,Kerry Collins pass incomplete short right intended for Justin Gage,0.370,-1.040
4,8:18,4,5,TEN 35,21,7,Craig Hentrich punts 33 yards. Penalty on Darrell McClover: Defensive Offside (Declined),-1.040,-1.070
4,8:12,1,10,CHI 32,21,7,Rex Grossman pass complete short right to Desmond Clark for 8 yards (tackle by Chris Hope),1.070,1.610
4,7:47,2,2,CHI 40,21,7,Rex Grossman pass complete short right to Matt Forte for 18 yards (tackle by Jason Jones),1.610,2.790
4,7:16,1,10,TEN 42,21,7,Rex Grossman pass complete short middle to Matt Forte for 5 yards (tackle by David Thornton),2.790,2.920
4,6:43,2,5,TEN 37,21,7,Matt Forte right guard for -2 yards (tackle by Vincent Fuller and Kevin Vickerson),2.920,1.950
4,6:08,3,7,TEN 39,21,7,Rex Grossman pass complete deep middle to Devin Hester for 29 yards (tackle by Chris Hope),1.950,4.910
4,5:36,1,10,TEN 10,21,7,Rex Grossman pass complete short left to Greg Olsen for 9 yards (tackle by Vincent Fuller),4.910,5.910
4,5:11,2,1,TEN 1,21,7,Penalty on Jason Jones: Neutral Zone Infraction (no play),5.910,5.910
4,5:00,2,1,TEN 1,21,13,"Rex Grossman right guard for 1 yard, touchdown",5.910,7.000
4,,,,TEN 2,21,14,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,21,14,"Robbie Gould kicks off 67 yards, returned by Chris Carr for 25 yards (tackle by Craig Steltz)",0.000,0.810
4,4:48,1,10,TEN 28,21,14,Kerry Collins sacked by Adewale Ogunleye for -5 yards,0.810,-0.410
4,4:20,2,15,TEN 23,21,14,Chris Johnson left end for -1 yards (tackle by Brian Urlacher),-0.410,-1.220
4,3:33,3,16,TEN 22,21,14,"Penalty on Michael Roos: False Start, 5 yards (no play)",-1.220,-2.190
4,3:28,3,21,TEN 17,21,14,Chris Johnson right tackle for 2 yards (tackle by Lance Briggs and Adewale Ogunleye),-2.190,-2.140
4,3:23,,,,21,14,Timeout #1 by Chicago Bears,0.000,-2.140
4,3:23,4,19,TEN 19,21,14,"Craig Hentrich punts 35 yards, returned by Devin Hester for 13 yards (tackle by Stanford Keglar)",-2.140,-2.850
4,3:12,1,10,TEN 41,21,14,Rex Grossman pass complete short right to Greg Olsen for 9 yards (tackle by Michael Griffin),2.850,3.520
4,3:07,2,1,TEN 32,21,14,Matt Forte right tackle for -3 yards (tackle by Tony Brown),3.520,2.410
4,2:32,3,4,TEN 35,21,14,Rex Grossman pass incomplete short right intended for Marty Booker (defended by Eric King),2.410,0.980
4,2:29,4,4,TEN 35,21,14,Rex Grossman pass incomplete short left intended for Devin Hester (defended by Cortland Finnegan),0.980,-1.270
4,2:25,1,10,TEN 35,21,14,Chris Johnson right tackle for 3 yards (tackle by Alex Brown),1.270,1.130
4,2:20,,,,21,14,Timeout #2 by Chicago Bears,0.000,1.130
4,2:20,2,7,TEN 38,21,14,LenDale White right end for 2 yards (tackle by Lance Briggs and Kevin Payne),1.130,0.700
4,2:15,,,,21,14,Timeout #3 by Chicago Bears,0.000,0.700
4,2:15,3,5,TEN 40,21,14,Kerry Collins pass complete short right to Bo Scaife for 10 yards (tackle by Kevin Payne),0.700,2.260
4,2:00,1,10,,21,14,Kerry Collins kneels for -1 yards,2.260,1.580
4,1:20,2,11,TEN 49,21,14,Kerry Collins kneels for no gain,1.580,0.890
4,0:39,3,11,TEN 49,21,14,Kerry Collins kneels for no gain,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
