Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1,3:55,2,5,NYJ 30,6,7,Trent Edwards pass complete short middle to Lee Evans for 4 yards (tackle by Eric Barton),3.380,3.200
1,3:15,3,1,NYJ 26,6,7,Marshawn Lynch left guard for 2 yards (tackle by Bryan Thomas),3.200,3.970
1,2:35,1,10,NYJ 24,6,7,Trent Edwards pass complete short right to Corey McIntyre for -1 yards (tackle by Bryan Thomas),3.970,3.300
1,1:49,2,11,NYJ 25,6,7,Trent Edwards pass incomplete short left intended for Fred Jackson,3.300,2.610
1,1:45,3,11,NYJ 25,6,7,"Trent Edwards pass incomplete short left intended for Lee Evans. Penalty on Jason Peters: Ineligible Downfield Pass, 5 yards (no play)",2.610,1.950
1,1:37,3,16,NYJ 30,6,7,Trent Edwards pass complete short left to Roscoe Parrish for 22 yards (tackle by Dwight Lowery),1.950,5.370
1,1:05,1,8,NYJ 8,6,7,Marshawn Lynch right guard for -1 yards (tackle by Bryan Thomas and Mike DeVito),5.370,4.380
1,0:22,2,9,NYJ 9,6,7,Trent Edwards pass incomplete short right intended for Robert Royal (defended by Abram Elam),4.380,3.360
1,0:15,3,9,NYJ 9,6,7,"Penalty on Duke Preston: False Start, 5 yards (no play)",3.360,3.000
1,0:15,3,14,NYJ 14,12,7,"Trent Edwards pass incomplete short left intended for Roscoe Parrish is intercepted by Abram Elam at NYJ-8 and returned for 92 yards, touchdown",3.000,-7.000
1,,,,BUF 2,13,7,Jay Feely kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,NYJ 30,13,7,"Jay Feely kicks off 62 yards, returned by Leodis McKelvin for 26 yards (tackle by Marques Murrell)",0.000,1.200
2,14:52,1,10,BUF 34,13,7,Fred Jackson left tackle for 7 yards (tackle by Eric Barton),1.200,1.600
2,14:17,2,3,BUF 41,13,7,Fred Jackson right tackle for no gain (tackle by Hank Poteat and Vernon Gholston),1.600,0.890
2,13:34,3,3,BUF 41,13,7,Trent Edwards pass complete short middle to Robert Royal for 7 yards (tackle by Dwight Lowery),0.890,2.130
2,12:59,1,10,BUF 48,13,7,Trent Edwards pass incomplete short left intended for Lee Evans,2.130,1.580
2,12:53,2,10,BUF 48,13,7,Fred Jackson right guard for 4 yards (tackle by David Barrett and Hank Poteat),1.580,1.420
2,12:12,3,6,NYJ 48,13,7,Trent Edwards pass complete deep middle to Lee Evans for 19 yards (tackle by Darrelle Revis),1.420,3.640
2,11:31,1,10,NYJ 29,13,7,Fred Jackson left guard for 1 yard (tackle by Kris Jenkins and Bryan Thomas),3.640,3.240
2,10:49,2,9,NYJ 28,13,7,Trent Edwards pass complete short right to Steve Johnson for 8 yards (tackle by David Barrett),3.240,3.600
2,10:19,3,1,NYJ 20,13,7,Fred Jackson left guard for 3 yards (tackle by Eric Barton),3.600,4.440
2,9:37,1,10,NYJ 17,13,7,Trent Edwards sacked by David Bowens for -2 yards,4.440,3.600
2,9:02,,,,13,7,Timeout #2 by Buffalo Bills,0.000,3.600
2,9:01,2,12,NYJ 19,13,7,Trent Edwards pass complete short right to Fred Jackson for 11 yards (tackle by Sione Pouha),3.600,4.800
2,8:14,3,1,NYJ 8,13,7,Trent Edwards pass incomplete short right intended for Lee Evans,4.800,2.990
2,8:07,4,1,NYJ 8,13,7,Fred Jackson up the middle for no gain (tackle by Kris Jenkins),2.990,0.380
2,7:57,1,10,NYJ 8,13,7,Thomas Jones right tackle for 6 yards (tackle by Donte Whitner),-0.380,-0.320
2,7:14,2,4,NYJ 14,13,7,Brett Favre pass incomplete deep left intended for Laveranues Coles (defended by Jabari Greer),-0.320,-0.720
2,7:07,3,4,NYJ 14,13,7,Brett Favre pass complete short middle to Laveranues Coles for 13 yards (tackle by Jabari Greer),-0.720,0.740
,,,,,,,"BUF challenged the pass completion ruling, and the play was upheld.",,
2,6:36,1,10,NYJ 27,13,7,Jerricho Cotchery left end for 8 yards (tackle by Ko Simpson),0.740,1.280
2,5:53,2,2,NYJ 35,13,7,Leon Washington right end for no gain (tackle by Paul Posluszny and Terrence McGee),1.280,0.560
2,5:12,3,2,NYJ 35,13,7,Brett Favre pass complete short right to Jerricho Cotchery for 6 yards (tackle by Paul Posluszny),0.560,1.660
2,4:33,1,10,NYJ 41,13,7,Brett Favre pass complete short right to Thomas Jones for 6 yards (tackle by Kyle Williams),1.660,1.930
2,3:53,2,4,NYJ 47,13,7,Brett Favre pass complete short middle to Laveranues Coles for 13 yards (tackle by Ko Simpson),1.930,2.920
2,3:27,1,10,BUF 40,13,7,Brett Favre pass complete short right to Jerricho Cotchery for 9 yards (tackle by Terrence McGee),2.920,3.590
2,3:06,2,1,BUF 31,13,7,Leon Washington up the middle for 1 yard (tackle by Kawika Mitchell and Spencer Johnson),3.590,3.580
2,2:45,1,10,BUF 30,13,7,"Leon Washington right tackle for 1 yard (tackle by Chris Kelsay). Penalty on BUF: Defensive 12 On-field, 5 yards (no play)",3.580,4.310
,,,,,,,"NYJ challenged the too many players on field ruling, and the original play was overturned.",,
2,2:12,1,5,BUF 25,13,7,Thomas Jones up the middle for 11 yards (tackle by Ko Simpson),4.310,4.650
2,2:00,1,10,BUF 14,13,7,Brett Favre pass incomplete short left intended for Jerricho Cotchery,4.650,4.000
2,1:55,2,10,BUF 14,13,7,Leon Washington left guard for -2 yards (tackle by Paul Posluszny),4.000,3.000
2,1:12,,,,13,7,Timeout #1 by New York Jets,0.000,3.000
2,1:11,3,12,BUF 16,13,7,Brett Favre pass complete short right to Jerricho Cotchery for -3 yards (tackle by Terrence McGee),3.000,2.180
2,0:23,,,,13,7,Timeout #2 by New York Jets,0.000,2.180
2,0:22,4,15,BUF 19,13,7,Jay Feely 37 yard field goal no good,2.180,-0.740
2,0:19,1,10,BUF 27,13,7,Trent Edwards kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,13,7,"Jay Feely kicks off 64 yards, returned by Leodis McKelvin for 12 yards (tackle by Wallace Wright)",0.000,0.040
3,14:55,1,10,BUF 18,13,7,Trent Edwards pass incomplete short right intended for Fred Jackson,0.040,-0.490
3,14:48,2,10,BUF 18,13,7,Trent Edwards pass complete short left to Derek Fine for 6 yards (tackle by David Bowens),-0.490,-0.400
3,14:07,3,4,BUF 24,13,7,Trent Edwards pass incomplete deep right intended for Roscoe Parrish (defended by Drew Coleman),-0.400,-1.770
3,14:03,4,4,BUF 24,13,7,"Brian Moorman for 4 yards. Penalty on Bryan Scott: Offensive Holding, 10 yards (no play)",-1.770,-2.470
,,,,,,,"BUF challenged the first down ruling, and the original play was overturned.",,
3,13:51,4,14,BUF 14,13,7,Brian Moorman punts 39 yards,-2.470,-2.060
3,13:41,1,10,NYJ 47,13,7,Brett Favre pass complete short right to Thomas Jones for 9 yards (tackle by Paul Posluszny),2.060,2.730
3,12:59,2,1,BUF 44,13,7,Thomas Jones up the middle for 6 yards (tackle by Keith Ellison),2.730,3.050
3,12:19,1,10,BUF 38,13,7,Brett Favre pass complete short left to Laveranues Coles for 14 yards (tackle by Ko Simpson),3.050,3.970
3,11:42,1,10,BUF 24,13,7,Thomas Jones left guard for -1 yards (tackle by Ryan Denney),3.970,3.300
3,11:04,2,11,BUF 25,13,7,Brett Favre pass complete short middle to Dustin Keller for 15 yards (tackle by Ko Simpson),3.300,4.910
3,10:22,1,10,BUF 10,13,7,Thomas Jones right guard for 4 yards (tackle by Paul Posluszny and Kyle Williams),4.910,4.950
3,9:41,2,6,BUF 6,13,7,Brett Favre pass incomplete short right intended for Dustin Keller (defended by Chris Kelsay),4.950,4.040
3,9:36,3,6,BUF 6,13,7,Leon Washington right guard for 4 yards (tackle by Marcus Stroud),4.040,3.250
3,8:57,4,2,BUF 2,16,7,Jay Feely 20 yard field goal good,3.250,3.000
3,,,,NYJ 30,16,7,"Jay Feely kicks off 68 yards, returned by Leodis McKelvin for 27 yards (tackle by Hank Poteat)",0.000,0.870
3,8:48,1,10,BUF 29,16,7,Marshawn Lynch left tackle for 2 yards (tackle by Mike DeVito),0.870,0.600
3,8:10,2,8,BUF 31,16,7,Trent Edwards pass complete short middle to Derek Fine for 8 yards (tackle by David Bowens),0.600,1.530
3,7:26,1,10,BUF 39,16,7,Marshawn Lynch right tackle for 2 yards (tackle by Sione Pouha and Shaun Ellis),1.530,1.260
3,6:41,,,,16,7,Timeout #1 by Buffalo Bills,0.000,1.260
3,6:41,2,8,BUF 41,16,7,Trent Edwards pass incomplete short middle intended for Fred Jackson (defended by Sione Pouha),1.260,0.560
3,6:35,3,8,BUF 41,16,7,Trent Edwards pass complete short left to Roscoe Parrish for 21 yards (tackle by Hank Poteat),0.560,3.050
3,5:59,1,10,NYJ 38,16,7,Trent Edwards pass complete short middle to Fred Jackson for 5 yards (tackle by David Bowens),3.050,3.180
3,5:18,2,5,NYJ 33,16,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",3.180,2.510
3,4:57,2,10,NYJ 38,16,7,Trent Edwards sacked by Kris Jenkins and Kenyon Coleman for -5 yards,2.510,1.160
3,4:22,3,15,NYJ 43,16,7,Trent Edwards pass complete short middle to Roscoe Parrish for 8 yards (tackle by Eric Barton),1.160,0.970
3,3:38,4,7,NYJ 35,16,10,Rian Lindell 53 yard field goal good,0.970,3.000
3,,,,BUF 30,16,10,Rian Lindell kicks off 62 yards,0.000,1.600
3,3:31,1,10,NYJ 40,16,10,Brett Favre pass complete short middle to Thomas Jones for 4 yards (tackle by Kawika Mitchell),1.600,1.590
3,2:44,2,6,NYJ 44,16,10,Brett Favre pass complete short right to Thomas Jones for 14 yards (tackle by Terrence McGee),1.590,2.790
3,1:55,,,,16,10,Timeout #1 by New York Jets,0.000,2.790
3,1:55,1,10,BUF 42,16,10,Brett Favre pass complete short middle to Jerricho Cotchery for 35 yards (tackle by Terrence McGee),2.790,5.600
3,1:12,1,7,BUF 7,22,10,"Thomas Jones up the middle for 7 yards, touchdown",5.600,7.000
3,,,,BUF 2,23,10,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYJ 30,23,10,"Jay Feely kicks off 66 yards, returned by Leodis McKelvin for 26 yards (tackle by Cody Spencer). Penalty on Jon Corto: Illegal Block Above the Waist, 10 yards",0.000,-0.220
3,0:57,1,10,BUF 15,23,10,Trent Edwards pass complete deep left to Derek Fine for 20 yards,-0.220,1.270
3,0:33,1,10,BUF 35,23,10,Trent Edwards pass complete short middle to Marshawn Lynch for 5 yards (tackle by Eric Barton),1.270,1.400
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,BUF 40,23,10,Trent Edwards pass complete deep middle to Robert Royal for 21 yards (tackle by Abram Elam),1.400,2.980
4,14:23,1,10,NYJ 39,23,10,Trent Edwards pass incomplete short left intended for Marshawn Lynch (defended by David Barrett),2.980,2.440
4,14:18,2,10,NYJ 39,23,10,Marshawn Lynch left guard for 6 yards (tackle by Kenyon Coleman),2.440,2.540
4,13:35,3,4,NYJ 33,23,10,Marshawn Lynch left tackle for 4 yards (tackle by Shaun Ellis),2.540,3.640
4,12:51,1,10,NYJ 29,23,10,Trent Edwards pass complete short left to Robert Royal for 15 yards (tackle by David Bowens). Penalty on David Bowens: Defensive Holding (Declined),3.640,4.650
4,12:25,1,10,NYJ 14,23,10,Trent Edwards sacked by Kris Jenkins for -6 yards,4.650,3.280
4,11:51,2,16,NYJ 20,23,10,Trent Edwards pass incomplete deep left intended for Lee Evans (defended by Kerry Rhodes),3.280,2.610
4,11:47,3,16,NYJ 20,23,10,Trent Edwards sacked by Shaun Ellis and C.J. Mosley for -5 yards,2.610,1.800
4,11:09,4,21,NYJ 25,23,10,Rian Lindell 43 yard field goal no good,1.800,-1.140
4,11:05,1,10,NYJ 33,23,16,"Brett Favre pass incomplete short left intended for Jerricho Cotchery is intercepted by Jabari Greer at NYJ-42 and returned for 42 yards, touchdown",1.140,-7.000
4,,,,NYJ 2,23,17,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,23,17,"Rian Lindell kicks off 57 yards, returned by Leon Washington for 9 yards (tackle by Copeland Bryan)",0.000,0.410
4,10:47,1,10,NYJ 22,23,17,Thomas Jones right guard for 3 yards (tackle by Donte Whitner and Keith Ellison),0.410,0.270
4,10:08,2,7,NYJ 25,23,17,Brett Favre pass complete short middle to Thomas Jones for 4 yards (tackle by Paul Posluszny),0.270,0.100
4,9:26,3,3,NYJ 29,23,17,Brett Favre pass complete short middle to Jerricho Cotchery for 6 yards (tackle by Terrence McGee),0.100,1.270
4,8:51,1,10,NYJ 35,23,17,Brett Favre pass complete short left to Dustin Keller for 4 yards (tackle by Paul Posluszny),1.270,1.260
4,8:19,2,6,NYJ 39,23,17,Brad Smith left end for 5 yards (tackle by Bryan Scott),1.260,1.220
4,7:33,3,1,NYJ 44,23,17,Brett Favre pass complete short right to Thomas Jones for 1 yard (tackle by Jabari Greer),1.220,1.930
4,6:49,1,10,NYJ 45,23,17,"Thomas Jones up the middle for 5 yards (tackle by Ryan Denney). Penalty on BUF: Defensive 12 On-field, 5 yards (no play)",1.930,2.660
4,6:19,1,5,,23,17,"Brett Favre pass incomplete short right intended for Thomas Jones. Penalty on Brandon Moore: Ineligible Downfield Pass, 5 yards (no play)",2.660,1.930
4,6:13,1,10,NYJ 45,23,17,Thomas Jones right guard for 23 yards (tackle by Spencer Johnson),1.930,3.450
4,5:28,1,10,BUF 32,23,17,Thomas Jones left tackle for 7 yards (tackle by Kawika Mitchell),3.450,3.850
4,4:43,2,3,BUF 25,23,17,Brett Favre pass complete short middle to Leon Washington for 2 yards (tackle by Kawika Mitchell),3.850,3.400
4,3:57,3,1,BUF 23,23,17,Tony Richardson up the middle for 3 yards (tackle by Chris Kelsay),3.400,4.240
4,3:16,1,10,BUF 20,23,17,Thomas Jones up the middle for 2 yards (tackle by Bryan Scott),4.240,3.960
4,3:10,,,,23,17,Timeout #2 by Buffalo Bills,0.000,3.960
4,3:10,2,8,BUF 18,23,17,Leon Washington left tackle for 5 yards (tackle by Paul Posluszny and Kawika Mitchell),3.960,4.100
4,3:02,,,,23,17,Timeout #3 by Buffalo Bills,0.000,4.100
4,3:02,3,3,BUF 13,23,17,Leon Washington right guard for no gain (tackle by Marcus Stroud and Keith Ellison),4.100,2.670
4,2:16,,,,23,17,Timeout #2 by New York Jets,0.000,2.670
4,2:16,4,3,BUF 13,26,17,Jay Feely 31 yard field goal good,2.670,3.000
4,,,,NYJ 30,26,17,"Jay Feely kicks off 62 yards, returned by Leodis McKelvin for 29 yards (tackle by Brad Smith)",0.000,1.400
4,2:06,1,10,BUF 37,26,17,Trent Edwards pass complete deep right to Robert Royal for 20 yards (tackle by Eric Barton),1.400,2.720
4,1:59,1,10,NYJ 43,26,17,"Trent Edwards pass complete short middle to Lee Evans for 13 yards (tackle by Dwight Lowery). Lee Evans fumbles (forced by Dwight Lowery), recovered by Jason Whittle at NYJ-30",2.720,3.580
4,1:27,1,10,NYJ 30,26,17,Trent Edwards pass complete short right to Lee Evans for 5 yards (tackle by Cody Spencer),3.580,3.710
4,1:21,2,5,NYJ 25,26,17,Trent Edwards pass incomplete deep left intended for James Hardy is intercepted by Darrelle Revis at NYJ-0,3.710,-0.280
4,1:11,1,10,NYJ 20,26,17,Brett Favre kneels for -1 yards,0.280,-0.460
4,0:33,2,11,NYJ 19,26,17,Brett Favre kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
