#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,8:52,TEN 11,7,3:31,48,Punt
2,1,3:51,TEN 37,9,4:01,46,Fumble
3,2,10:38,TEN 27,7,4:09,73,Touchdown
4,2,1:50,TEN 25,3,0:43,5,Punt
5,2,0:14,TEN 15,1,0:14,-1,End of Half
6,3,15:00,TEN 36,4,1:47,64,Touchdown
7,3,10:51,TEN 26,1,0:11,74,Touchdown
8,3,10:30,JAX 7,1,0:06,7,Touchdown
9,3,8:23,TEN 20,3,1:26,80,Touchdown
10,3,2:23,TEN 25,5,2:36,31,Fumble
11,4,11:50,JAX 40,4,2:03,40,Touchdown
12,4,4:48,TEN 11,4,0:41,7,Punt
13,4,1:36,TEN 38,3,1:36,-3,End of Game
